BINARY_LENGTH,id_distribution,TOTAL_TAGS,prefix_length,scenario_point,ber,enable_refined_energy_model,enable_resource_monitoring,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,drct_query_count,drct_r0_collision_count,drct_r1_collision_count,drct_r1_sedepth_increment_count,check_answer_alias_count,peak_unidentified_tags_count,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms,total_reader_tx_energy_uj,total_tag_tx_energy_uj,energy_per_tag_uj,drct_random_check_count,drct_unresolved_stack_empty_count,channel_use_ratio
96,prefixed,100,88,"TOTAL_TAGS=100,prefix_length=88",0.000000,True,True,formal_sgct_prefix_sweep,22035125,2048319723,157710.000000,10997.000000,2182.000000,280,834.483750,23.085000,857.568750,100,100,40,93,,,,,,,,,,,,,,,,,,,,2.840000,,634.075201,DQTA(k_max=3),11,12.000000,,,,,,,233,0.429185,21.820000,109.970000,13179.000000,131.790000,1.075269,157.710000,,,,,,
96,prefixed,1000,0,"TOTAL_TAGS=1000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,4242284996,2265068985,1642222.500000,30943.000000,730215.000000,3446,83407.145500,426.993500,83834.139000,1000,1000,1046,933,,,,,,,,,,,,,,,,,,,,4.068000,,608.930885,DQTA(k_max=3),11,18.000000,,,,,,,2979,0.335683,730.215000,30.943000,761158.000000,761.158000,1.071811,1642.222500,,,,,,
96,prefixed,1000,16,"TOTAL_TAGS=1000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,2509651912,3768754802,1628712.500000,45437.000000,596317.000000,3473,82201.504500,389.032500,82590.537000,1000,1000,1085,925,,,,,,,,,,,,,,,,,,,,4.041000,,613.981903,DQTA(k_max=3),11,21.000000,,,,,,,3010,0.332226,596.317000,45.437000,641754.000000,641.754000,1.081081,1628.712500,,,,,,
96,prefixed,1000,32,"TOTAL_TAGS=1000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,2166042326,654002255,1609215.000000,59773.000000,467017.000000,3418,81369.215625,353.054500,81722.270125,1000,1000,1042,917,,,,,,,,,,,,,,,,,,,,4.042000,,621.421003,DQTA(k_max=3),11,20.000000,,,,,,,2959,0.337952,467.017000,59.773000,526790.000000,526.790000,1.090513,1609.215000,,,,,,
96,prefixed,1000,48,"TOTAL_TAGS=1000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,1148147232,154791226,1617821.250000,75298.000000,338926.000000,3490,82752.806000,320.059000,83072.865000,1000,1000,1099,927,,,,,,,,,,,,,,,,,,,,4.059000,,618.115258,DQTA(k_max=3),11,18.000000,,,,,,,3026,0.330469,338.926000,75.298000,414224.000000,414.224000,1.078749,1617.821250,,,,,,
96,prefixed,1000,64,"TOTAL_TAGS=1000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,3681223192,703046382,1620262.500000,90946.000000,209234.000000,3468,80436.593375,286.509000,80723.102375,1000,1000,1065,935,,,,,,,,,,,,,,,,,,,,4.064000,,617.183944,DQTA(k_max=3),11,19.000000,,,,,,,3000,0.333333,209.234000,90.946000,300180.000000,300.180000,1.069519,1620.262500,,,,,,
96,prefixed,1000,72,"TOTAL_TAGS=1000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,3970310496,115576975,1610413.750000,97954.000000,144121.000000,3448,83018.253125,267.968500,83286.221625,1000,1000,1051,931,,,,,,,,,,,,,,,,,,,,4.056000,,620.958434,DQTA(k_max=3),11,20.000000,,,,,,,2982,0.335345,144.121000,97.954000,242075.000000,242.075000,1.074114,1610.413750,,,,,,
96,prefixed,1000,80,"TOTAL_TAGS=1000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,2860745875,2676031601,1632920.000000,107682.000000,79486.000000,3394,83109.253000,255.107000,83364.360000,1000,1000,967,951,,,,,,,,,,,,,,,,,,,,4.069000,,612.399873,DQTA(k_max=3),11,20.000000,,,,,,,2918,0.342700,79.486000,107.682000,187168.000000,187.168000,1.051525,1632.920000,,,,,,
96,prefixed,10000,0,"TOTAL_TAGS=10000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,3354259484,1848940829,16214283.750000,332092.000000,9089858.000000,34624,8131274.112250,5209.113000,8136483.225250,10000,10000,10933,9127,,,,,,,,,,,,,,,,,,,,5.156300,,616.740163,DQTA(k_max=3),11,28.000000,,,,,,,30060,0.332668,908.985800,33.209200,9421950.000000,942.195000,1.095650,16214.283750,,,,,,
96,prefixed,10000,16,"TOTAL_TAGS=10000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,3367367931,727664203,16390251.250000,489195.000000,7455042.000000,35208,8225960.414875,4705.911000,8230666.325875,10000,10000,11196,9341,,,,,,,,,,,,,,,,,,,,5.167400,,610.118774,DQTA(k_max=3),11,27.000000,,,,,,,30537,0.327472,745.504200,48.919500,7944237.000000,794.423700,1.070549,16390.251250,,,,,,
96,prefixed,10000,32,"TOTAL_TAGS=10000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,1310215231,1071883043,16207053.750000,633224.000000,5793320.000000,34764,8093414.094125,4163.108000,8097577.202125,10000,10000,10869,9263,,,,,,,,,,,,,,,,,,,,5.159000,,617.015292,DQTA(k_max=3),11,28.000000,,,,,,,30132,0.331873,579.332000,63.322400,6426544.000000,642.654400,1.079564,16207.053750,,,,,,
96,prefixed,10000,48,"TOTAL_TAGS=10000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,2238240160,965144196,16195437.500000,785501.000000,4148884.000000,34886,8156555.648250,3645.444000,8160201.092250,10000,10000,10928,9305,,,,,,,,,,,,,,,,,,,,5.169800,,617.457849,DQTA(k_max=3),11,29.000000,,,,,,,30233,0.330764,414.888400,78.550100,4934385.000000,493.438500,1.074691,16195.437500,,,,,,
96,prefixed,10000,64,"TOTAL_TAGS=10000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,2383058340,3987464122,16145172.500000,936230.000000,2493581.000000,34789,8079399.872375,3119.250500,8082519.122875,10000,10000,10804,9323,,,,,,,,,,,,,,,,,,,,5.167600,,619.380189,DQTA(k_max=3),11,28.000000,,,,,,,30127,0.331928,249.358100,93.623000,3429811.000000,342.981100,1.072616,16145.172500,,,,,,
96,prefixed,10000,72,"TOTAL_TAGS=10000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,3077522421,1719809570,16040652.500000,1004208.000000,1667091.000000,34980,8047302.435625,2841.961500,8050144.397125,10000,10000,11079,9267,,,,,,,,,,,,,,,,,,,,5.164700,,623.416036,DQTA(k_max=3),11,26.000000,,,,,,,30346,0.329533,166.709100,100.420800,2671299.000000,267.129900,1.079098,16040.652500,,,,,,
96,prefixed,10000,80,"TOTAL_TAGS=10000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,2758815264,3006779871,14894588.750000,1001490.000000,848588.000000,31693,7446506.326000,2427.274000,7448933.600000,10000,10000,8716,8651,,,,,,,,,,,,,,,,,,,,5.068500,,671.384767,DQTA(k_max=3),11,28.000000,,,,,,,27367,0.365404,84.858800,100.149000,1850078.000000,185.007800,1.155936,14894.588750,,,,,,
96,prefixed,100,0,"TOTAL_TAGS=100,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,1593564930,496176693,157577.500000,2610.000000,53568.000000,326,817.996875,32.004000,850.000875,100,100,95,87,,,,,,,,,,,,,,,,,,,,2.930000,,634.608367,DQTA(k_max=3),12,12.000000,,,,,,,282,0.354610,535.680000,26.100000,56178.000000,561.780000,1.149425,157.577500,,,,,,
96,prefixed,100,16,"TOTAL_TAGS=100,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,425586899,615638607,170067.500000,4594.000000,45187.000000,344,884.145125,31.781500,915.926625,100,100,95,99,,,,,,,,,,,,,,,,,,,,3.000000,,588.001823,DQTA(k_max=3),12,12.000000,,,,,,,294,0.340136,451.870000,45.940000,49781.000000,497.810000,1.010101,170.067500,,,,,,
96,prefixed,100,32,"TOTAL_TAGS=100,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,1195404326,1074929304,157367.500000,5571.000000,34460.000000,318,843.633750,28.372000,872.005750,100,100,84,89,,,,,,,,,,,,,,,,,,,,2.900000,,635.455224,DQTA(k_max=3),12,13.000000,,,,,,,273,0.366300,344.600000,55.710000,40031.000000,400.310000,1.123596,157.367500,,,,,,
96,prefixed,100,48,"TOTAL_TAGS=100,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,2167113730,700339056,163541.250000,7315.000000,25587.000000,356,856.563875,27.423500,883.987375,100,100,116,93,,,,,,,,,,,,,,,,,,,,2.950000,,611.466526,DQTA(k_max=3),12,11.000000,,,,,,,309,0.323625,255.870000,73.150000,32902.000000,329.020000,1.075269,163.541250,,,,,,
96,prefixed,100,64,"TOTAL_TAGS=100,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,2289543,3540504958,168165.000000,9223.000000,16367.000000,351,928.657125,26.629500,955.286625,100,100,105,97,,,,,,,,,,,,,,,,,,,,3.000000,,594.654060,DQTA(k_max=3),12,14.000000,,,,,,,302,0.331126,163.670000,92.230000,25590.000000,255.900000,1.030928,168.165000,,,,,,
96,prefixed,100,72,"TOTAL_TAGS=100,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,2394017847,3265069693,155955.000000,9149.000000,11329.000000,334,811.104375,23.962500,835.066875,100,100,100,89,,,,,,,,,,,,,,,,,,,,2.910000,,641.210606,DQTA(k_max=3),12,10.000000,,,,,,,289,0.346021,113.290000,91.490000,20478.000000,204.780000,1.123596,155.955000,,,,,,
96,prefixed,100,80,"TOTAL_TAGS=100,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,758794839,2317818489,139061.250000,8780.000000,6552.000000,296,711.889375,20.836000,732.725375,100,100,77,79,,,,,,,,,,,,,,,,,,,,2.850000,,719.107587,DQTA(k_max=3),12,11.000000,,,,,,,256,0.390625,65.520000,87.800000,15332.000000,153.320000,1.265823,139.061250,,,,,,
96,prefixed,100,88,"TOTAL_TAGS=100,prefix_length=88",0.000000,True,True,formal_sgct_prefix_sweep,294120175,2561364653,147690.000000,10300.000000,2166.000000,260,764.056125,21.683000,785.739125,100,100,29,87,,,,,,,,,,,,,,,,,,,,2.830000,,677.093913,DQTA(k_max=3),12,10.000000,,,,,,,216,0.462963,21.660000,103.000000,12466.000000,124.660000,1.149425,147.690000,,,,,,
96,prefixed,1000,0,"TOTAL_TAGS=1000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,4004902407,1661508394,1621480.000000,30109.000000,725081.000000,3482,81395.629875,422.758500,81818.388375,1000,1000,1118,909,,,,,,,,,,,,,,,,,,,,4.038000,,616.720527,DQTA(k_max=3),12,21.000000,,,,,,,3027,0.330360,725.081000,30.109000,755190.000000,755.190000,1.100110,1621.480000,,,,,,
96,prefixed,1000,16,"TOTAL_TAGS=1000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,2731642999,2826357580,1649313.750000,46279.000000,599550.000000,3534,83013.127375,392.333000,83405.460375,1000,1000,1122,941,,,,,,,,,,,,,,,,,,,,4.065000,,606.312777,DQTA(k_max=3),12,19.000000,,,,,,,3063,0.326477,599.550000,46.279000,645829.000000,645.829000,1.062699,1649.313750,,,,,,
96,prefixed,1000,32,"TOTAL_TAGS=1000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,346511512,4233661079,1636102.500000,61133.000000,471326.000000,3486,82876.247125,357.929000,83234.176125,1000,1000,1080,937,,,,,,,,,,,,,,,,,,,,4.083000,,611.208650,DQTA(k_max=3),12,20.000000,,,,,,,3017,0.331455,471.326000,61.133000,532459.000000,532.459000,1.067236,1636.102500,,,,,,
96,prefixed,1000,48,"TOTAL_TAGS=1000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,3650559064,1828956254,1595126.250000,73882.000000,337741.000000,3450,81641.067125,316.634500,81957.701625,1000,1000,1083,911,,,,,,,,,,,,,,,,,,,,4.040000,,626.909625,DQTA(k_max=3),12,19.000000,,,,,,,2994,0.334001,337.741000,73.882000,411623.000000,411.623000,1.097695,1595.126250,,,,,,
96,prefixed,1000,64,"TOTAL_TAGS=1000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,1311139605,489593412,1655652.500000,93125.000000,210220.000000,3560,81672.675625,291.360000,81964.035625,1000,1000,1124,957,,,,,,,,,,,,,,,,,,,,4.088000,,603.991478,DQTA(k_max=3),12,19.000000,,,,,,,3081,0.324570,210.220000,93.125000,303345.000000,303.345000,1.044932,1655.652500,,,,,,
96,prefixed,1000,72,"TOTAL_TAGS=1000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,2604272545,3638455058,1589965.000000,96581.000000,143797.000000,3434,80183.818000,265.060500,80448.878500,1000,1000,1058,917,,,,,,,,,,,,,,,,,,,,4.054000,,628.944662,DQTA(k_max=3),12,19.000000,,,,,,,2975,0.336134,143.797000,96.581000,240378.000000,240.378000,1.090513,1589.965000,,,,,,
96,prefixed,1000,80,"TOTAL_TAGS=1000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,2150864325,2274931384,1593195.000000,104221.000000,79355.000000,3468,78808.512250,248.119500,79056.631750,1000,1000,1086,921,,,,,,,,,,,,,,,,,,,,4.061000,,627.669557,DQTA(k_max=3),12,19.000000,,,,,,,3007,0.332557,79.355000,104.221000,183576.000000,183.576000,1.085776,1593.195000,,,,,,
96,prefixed,10000,0,"TOTAL_TAGS=10000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,1687764006,1838268438,16354923.750000,336023.000000,9096290.000000,35027,8137368.704875,5220.191000,8142588.895875,10000,10000,11153,9249,,,,,,,,,,,,,,,,,,,,5.159500,,611.436663,DQTA(k_max=3),12,26.000000,,,,,,,30402,0.328926,909.629000,33.602300,9432313.000000,943.231300,1.081198,16354.923750,,,,,,
96,prefixed,10000,16,"TOTAL_TAGS=10000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,1209390534,1595161522,16357157.500000,487923.000000,7452328.000000,35026,8182096.381375,4702.010000,8186798.391375,10000,10000,11044,9321,,,,,,,,,,,,,,,,,,,,5.164900,,611.353165,DQTA(k_max=3),12,28.000000,,,,,,,30365,0.329327,745.232800,48.792300,7940251.000000,794.025100,1.072846,16357.157500,,,,,,
96,prefixed,10000,32,"TOTAL_TAGS=10000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,2549412093,4247018022,16315235.000000,638820.000000,5807083.000000,35016,8139482.168250,4181.181500,8143663.349750,10000,10000,11001,9343,,,,,,,,,,,,,,,,,,,,5.172900,,612.924055,DQTA(k_max=3),12,27.000000,,,,,,,30344,0.329554,580.708300,63.882000,6445903.000000,644.590300,1.070320,16315.235000,,,,,,
96,prefixed,10000,48,"TOTAL_TAGS=10000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,366504995,4153700163,16173143.750000,783621.000000,4146685.000000,34951,8079935.480375,3640.584500,8083576.064875,10000,10000,11023,9285,,,,,,,,,,,,,,,,,,,,5.166100,,618.308979,DQTA(k_max=3),12,26.000000,,,,,,,30308,0.329946,414.668500,78.362100,4930306.000000,493.030600,1.077006,16173.143750,,,,,,
96,prefixed,10000,64,"TOTAL_TAGS=10000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,4202430707,1988690927,16106027.500000,933369.000000,2494967.000000,34744,8074643.151625,3114.221500,8077757.373125,10000,10000,10798,9297,,,,,,,,,,,,,,,,,,,,5.169700,,620.885566,DQTA(k_max=3),12,29.000000,,,,,,,30095,0.332281,249.496700,93.336900,3428336.000000,342.833600,1.075616,16106.027500,,,,,,
96,prefixed,10000,72,"TOTAL_TAGS=10000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,1346564507,3838399490,16202557.500000,1016096.000000,1667650.000000,35170,8133823.812625,2866.017000,8136689.829625,10000,10000,11113,9371,,,,,,,,,,,,,,,,,,,,5.172400,,617.186515,DQTA(k_max=3),12,27.000000,,,,,,,30484,0.328041,166.765000,101.609600,2683746.000000,268.374600,1.067122,16202.557500,,,,,,
96,prefixed,10000,80,"TOTAL_TAGS=10000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,1596129761,491486611,14789135.000000,993696.000000,848236.000000,31610,7383930.682000,2411.510000,7386342.192000,10000,10000,8735,8583,,,,,,,,,,,,,,,,,,,,5.069700,,676.172068,DQTA(k_max=3),12,27.000000,,,,,,,27318,0.366059,84.823600,99.369600,1841932.000000,184.193200,1.165094,14789.135000,,,,,,
96,prefixed,100,0,"TOTAL_TAGS=100,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,2597119471,2703236223,154622.500000,2516.000000,52440.000000,336,860.088250,31.252000,891.340250,100,100,111,83,,,,,,,,,,,,,,,,,,,,2.870000,,646.736406,DQTA(k_max=3),13,13.000000,,,,,,,294,0.340136,524.400000,25.160000,54956.000000,549.560000,1.204819,154.622500,,,,,,
96,prefixed,100,16,"TOTAL_TAGS=100,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,1249805718,2409929862,157933.750000,4018.000000,44036.000000,350,834.198000,30.054000,864.252000,100,100,119,87,,,,,,,,,,,,,,,,,,,,2.920000,,633.176886,DQTA(k_max=3),13,11.000000,,,,,,,306,0.326797,440.360000,40.180000,48054.000000,480.540000,1.149425,157.933750,,,,,,
96,prefixed,100,32,"TOTAL_TAGS=100,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,2411381235,3592715343,159042.500000,5569.000000,34221.000000,346,865.719250,28.248500,893.967750,100,100,112,89,,,,,,,,,,,,,,,,,,,,2.880000,,628.762752,DQTA(k_max=3),13,12.000000,,,,,,,301,0.332226,342.210000,55.690000,39790.000000,397.900000,1.123596,159.042500,,,,,,
96,prefixed,100,48,"TOTAL_TAGS=100,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,3143175565,2262491540,153733.750000,6852.000000,24934.000000,314,806.001125,26.171000,832.172125,100,100,83,87,,,,,,,,,,,,,,,,,,,,2.870000,,650.475253,DQTA(k_max=3),13,12.000000,,,,,,,270,0.370370,249.340000,68.520000,31786.000000,317.860000,1.149425,153.733750,,,,,,
96,prefixed,100,64,"TOTAL_TAGS=100,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,2182649757,1907211214,159536.250000,8465.000000,16258.000000,387,821.326875,25.059000,846.385875,100,100,153,89,,,,,,,,,,,,,,,,,,,,2.990000,,626.816789,DQTA(k_max=3),13,9.000000,,,,,,,342,0.292398,162.580000,84.650000,24723.000000,247.230000,1.123596,159.536250,,,,,,
96,prefixed,100,72,"TOTAL_TAGS=100,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,1038032186,325994786,168665.000000,9977.000000,11533.000000,362,884.007625,25.720500,909.728125,100,100,116,97,,,,,,,,,,,,,,,,,,,,2.980000,,592.891234,DQTA(k_max=3),13,11.000000,,,,,,,313,0.319489,115.330000,99.770000,21510.000000,215.100000,1.030928,168.665000,,,,,,
96,prefixed,100,80,"TOTAL_TAGS=100,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,2608549992,2622243468,164956.250000,10568.000000,6690.000000,346,825.238750,24.481000,849.719750,100,100,103,95,,,,,,,,,,,,,,,,,,,,2.960000,,606.221347,DQTA(k_max=3),13,10.000000,,,,,,,298,0.335570,66.900000,105.680000,17258.000000,172.580000,1.052632,164.956250,,,,,,
96,prefixed,100,88,"TOTAL_TAGS=100,prefix_length=88",0.000000,True,True,formal_sgct_prefix_sweep,3912187441,4274192741,154288.750000,10768.000000,2174.000000,272,847.802625,22.623000,870.425625,100,100,35,91,,,,,,,,,,,,,,,,,,,,2.850000,,648.135395,DQTA(k_max=3),13,12.000000,,,,,,,226,0.442478,21.740000,107.680000,12942.000000,129.420000,1.098901,154.288750,,,,,,
96,prefixed,1000,0,"TOTAL_TAGS=1000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,190425764,3298878754,1638786.250000,30903.000000,730313.000000,3449,83673.793000,426.962500,84100.755500,1000,1000,1055,929,,,,,,,,,,,,,,,,,,,,4.070000,,610.207707,DQTA(k_max=3),13,18.000000,,,,,,,2984,0.335121,730.313000,30.903000,761216.000000,761.216000,1.076426,1638.786250,,,,,,
96,prefixed,1000,16,"TOTAL_TAGS=1000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,2107593357,1652983563,1654827.500000,46624.000000,601791.000000,3520,83566.113625,394.143500,83960.257125,1000,1000,1099,947,,,,,,,,,,,,,,,,,,,,4.082000,,604.292592,DQTA(k_max=3),13,20.000000,,,,,,,3046,0.328299,601.791000,46.624000,648415.000000,648.415000,1.055966,1654.827500,,,,,,
96,prefixed,1000,32,"TOTAL_TAGS=1000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,979832884,2008713025,1602155.000000,59193.000000,463938.000000,3455,80571.181250,350.355000,80921.536250,1000,1000,1091,909,,,,,,,,,,,,,,,,,,,,4.012000,,624.159335,DQTA(k_max=3),13,20.000000,,,,,,,3000,0.333333,463.938000,59.193000,523131.000000,523.131000,1.100110,1602.155000,,,,,,
96,prefixed,1000,48,"TOTAL_TAGS=1000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,3549766237,2432616895,1581437.500000,73419.000000,335553.000000,3338,79216.915875,314.614500,79531.530375,1000,1000,980,905,,,,,,,,,,,,,,,,,,,,4.011000,,632.336087,DQTA(k_max=3),13,18.000000,,,,,,,2885,0.346620,335.553000,73.419000,408972.000000,408.972000,1.104972,1581.437500,,,,,,
96,prefixed,1000,64,"TOTAL_TAGS=1000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,959536303,1999849140,1585447.500000,88777.000000,208711.000000,3383,79311.438875,281.909500,79593.348375,1000,1000,1013,913,,,,,,,,,,,,,,,,,,,,4.050000,,630.736748,DQTA(k_max=3),13,19.000000,,,,,,,2926,0.341763,208.711000,88.777000,297488.000000,297.488000,1.095290,1585.447500,,,,,,
96,prefixed,1000,72,"TOTAL_TAGS=1000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,2875220517,1730942517,1609611.250000,97759.000000,143873.000000,3483,81063.041250,267.454500,81330.495750,1000,1000,1089,929,,,,,,,,,,,,,,,,,,,,4.050000,,621.268024,DQTA(k_max=3),13,20.000000,,,,,,,3018,0.331345,143.873000,97.759000,241632.000000,241.632000,1.076426,1609.611250,,,,,,
96,prefixed,1000,80,"TOTAL_TAGS=1000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,2085554768,1017987691,1543330.000000,100495.000000,79102.000000,3412,77094.340125,240.541000,77334.881125,1000,1000,1078,889,,,,,,,,,,,,,,,,,,,,4.021000,,647.949564,DQTA(k_max=3),13,18.000000,,,,,,,2967,0.337041,79.102000,100.495000,179597.000000,179.597000,1.124859,1543.330000,,,,,,
96,prefixed,10000,0,"TOTAL_TAGS=10000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,4145881814,2500726981,16348207.500000,336446.000000,9098873.000000,34862,8189431.936250,5222.328500,8194654.264750,10000,10000,10985,9251,,,,,,,,,,,,,,,,,,,,5.161500,,611.687856,DQTA(k_max=3),13,27.000000,,,,,,,30236,0.330732,909.887300,33.644600,9435319.000000,943.531900,1.080964,16348.207500,,,,,,
96,prefixed,10000,16,"TOTAL_TAGS=10000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,2092610173,2918145536,16310408.750000,486983.000000,7445446.000000,34628,8188577.586125,4696.689000,8193274.275125,10000,10000,10682,9297,,,,,,,,,,,,,,,,,,,,5.160000,,613.105420,DQTA(k_max=3),13,28.000000,,,,,,,29979,0.333567,744.544600,48.698300,7932429.000000,793.242900,1.075616,16310.408750,,,,,,
96,prefixed,10000,32,"TOTAL_TAGS=10000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,1509266526,1041475042,16271701.250000,636856.000000,5800000.000000,34896,8157828.409250,4173.712000,8162002.121250,10000,10000,10929,9311,,,,,,,,,,,,,,,,,,,,5.166400,,614.563889,DQTA(k_max=3),13,28.000000,,,,,,,30240,0.330688,580.000000,63.685600,6436856.000000,643.685600,1.073998,16271.701250,,,,,,
96,prefixed,10000,48,"TOTAL_TAGS=10000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,4283689084,1214709638,16114882.500000,780694.000000,4138713.000000,34690,8072727.779875,3630.744500,8076358.524375,10000,10000,10813,9251,,,,,,,,,,,,,,,,,,,,5.154400,,620.544394,DQTA(k_max=3),13,27.000000,,,,,,,30064,0.332624,413.871300,78.069400,4919407.000000,491.940700,1.080964,16114.882500,,,,,,
96,prefixed,10000,64,"TOTAL_TAGS=10000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,361295703,2116343580,16132041.250000,934941.000000,2495781.000000,34817,8102349.819250,3117.772500,8105467.591750,10000,10000,10847,9313,,,,,,,,,,,,,,,,,,,,5.171500,,619.884356,DQTA(k_max=3),13,28.000000,,,,,,,30160,0.331565,249.578100,93.494100,3430722.000000,343.072200,1.073768,16132.041250,,,,,,
96,prefixed,10000,72,"TOTAL_TAGS=10000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,2171262818,2140722718,16275650.000000,1020794.000000,1669160.000000,35364,8143230.890000,2876.168000,8146107.058000,10000,10000,11241,9415,,,,,,,,,,,,,,,,,,,,5.179100,,614.414785,DQTA(k_max=3),13,28.000000,,,,,,,30656,0.326200,166.916000,102.079400,2689954.000000,268.995400,1.062135,16275.650000,,,,,,
96,prefixed,10000,80,"TOTAL_TAGS=10000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,1257911140,1362944334,14788741.250000,993490.000000,848357.000000,31607,7385288.154125,2411.158500,7387699.312625,10000,10000,8732,8583,,,,,,,,,,,,,,,,,,,,5.063600,,676.190071,DQTA(k_max=3),13,27.000000,,,,,,,27315,0.366099,84.835700,99.349000,1841847.000000,184.184700,1.165094,14788.741250,,,,,,
96,prefixed,100,0,"TOTAL_TAGS=100,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,500839943,235948487,168308.750000,2937.000000,55480.000000,348,880.725250,33.614000,914.339250,100,100,102,97,,,,,,,,,,,,,,,,,,,,3.040000,,594.146175,DQTA(k_max=3),14,13.000000,,,,,,,299,0.334448,554.800000,29.370000,58417.000000,584.170000,1.030928,168.308750,,,,,,
96,prefixed,100,16,"TOTAL_TAGS=100,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,2545779480,4140893297,152903.750000,3870.000000,44123.000000,333,804.054625,29.801500,833.856125,100,100,108,83,,,,,,,,,,,,,,,,,,,,2.930000,,654.006197,DQTA(k_max=3),14,12.000000,,,,,,,291,0.343643,441.230000,38.700000,47993.000000,479.930000,1.204819,152.903750,,,,,,
