BINARY_LENGTH,id_distribution,TOTAL_TAGS,prefix_length,scenario_point,ber,enable_refined_energy_model,enable_resource_monitoring,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,drct_query_count,drct_r0_collision_count,drct_r1_collision_count,drct_r1_sedepth_increment_count,check_answer_alias_count,peak_unidentified_tags_count,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms,total_reader_tx_energy_uj,total_tag_tx_energy_uj,energy_per_tag_uj,drct_random_check_count,drct_unresolved_stack_empty_count,channel_use_ratio
96,prefixed,100,0,"TOTAL_TAGS=100,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,40209917,2427732191,164060.000000,2843.000000,53839.000000,336,851.180500,32.605500,883.786000,100,100,96,93,,,,,,,,,,,,,,,,,,,,2.950000,,609.533098,DQTA(k_max=3),0,10.000000,,,,,,,289,0.346021,538.390000,28.430000,56682.000000,566.820000,1.075269,164.060000,,,,,,
96,prefixed,100,16,"TOTAL_TAGS=100,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,2859458651,2287119026,161913.750000,4222.000000,43430.000000,345,848.232875,30.159000,878.391875,100,100,108,91,,,,,,,,,,,,,,,,,,,,2.880000,,617.612772,DQTA(k_max=3),0,11.000000,,,,,,,299,0.334448,434.300000,42.220000,47652.000000,476.520000,1.098901,161.913750,,,,,,
96,prefixed,100,32,"TOTAL_TAGS=100,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,40187542,3985050695,153306.250000,5293.000000,34049.000000,328,780.113875,27.610500,807.724375,100,100,100,85,,,,,,,,,,,,,,,,,,,,2.860000,,652.289127,DQTA(k_max=3),0,10.000000,,,,,,,285,0.350877,340.490000,52.930000,39342.000000,393.420000,1.176471,153.306250,,,,,,
96,prefixed,100,48,"TOTAL_TAGS=100,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,3898346797,3184152789,166081.250000,7474.000000,25504.000000,356,861.038625,27.700000,888.738625,100,100,113,95,,,,,,,,,,,,,,,,,,,,2.940000,,602.114929,DQTA(k_max=3),0,11.000000,,,,,,,308,0.324675,255.040000,74.740000,32978.000000,329.780000,1.052632,166.081250,,,,,,
96,prefixed,100,64,"TOTAL_TAGS=100,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,839662286,1881489636,144688.750000,7677.000000,15828.000000,316,790.146625,23.268000,813.414625,100,100,94,81,,,,,,,,,,,,,,,,,,,,2.880000,,691.138737,DQTA(k_max=3),0,11.000000,,,,,,,275,0.363636,158.280000,76.770000,23505.000000,235.050000,1.234568,144.688750,,,,,,
96,prefixed,100,72,"TOTAL_TAGS=100,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,3072222657,3387224200,168115.000000,9977.000000,11408.000000,352,883.101125,25.658000,908.759125,100,100,106,97,,,,,,,,,,,,,,,,,,,,2.940000,,594.830919,DQTA(k_max=3),0,13.000000,,,,,,,303,0.330033,114.080000,99.770000,21385.000000,213.850000,1.030928,168.115000,,,,,,
96,prefixed,100,80,"TOTAL_TAGS=100,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,348379596,126955994,152677.500000,9666.000000,6616.000000,334,827.221125,22.640000,849.861125,100,100,103,87,,,,,,,,,,,,,,,,,,,,2.910000,,654.975357,DQTA(k_max=3),0,13.000000,,,,,,,290,0.344828,66.160000,96.660000,16282.000000,162.820000,1.149425,152.677500,,,,,,
96,prefixed,100,88,"TOTAL_TAGS=100,prefix_length=88",0.000000,True,True,formal_sgct_prefix_sweep,4068176166,1626864037,141228.750000,9828.000000,2158.000000,250,738.733500,20.735000,759.468500,100,100,25,83,,,,,,,,,,,,,,,,,,,,2.780000,,708.071126,DQTA(k_max=3),0,12.000000,,,,,,,208,0.480769,21.580000,98.280000,11986.000000,119.860000,1.204819,141.228750,,,,,,
96,prefixed,1000,0,"TOTAL_TAGS=1000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,3388852287,3493778124,1631205.000000,30464.000000,725553.000000,3484,82632.613625,423.704500,83056.318125,1000,1000,1105,919,,,,,,,,,,,,,,,,,,,,4.041000,,613.043731,DQTA(k_max=3),0,18.000000,,,,,,,3024,0.330688,725.553000,30.464000,756017.000000,756.017000,1.088139,1631.205000,,,,,,
96,prefixed,1000,16,"TOTAL_TAGS=1000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,3888939742,2345983813,1663787.500000,47064.000000,601606.000000,3526,83789.384500,394.931000,84184.315500,1000,1000,1093,955,,,,,,,,,,,,,,,,,,,,4.081000,,601.038294,DQTA(k_max=3),0,20.000000,,,,,,,3048,0.328084,601.606000,47.064000,648670.000000,648.670000,1.047120,1663.787500,,,,,,
96,prefixed,1000,32,"TOTAL_TAGS=1000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,1469225317,4125370561,1581252.500000,58443.000000,465495.000000,3336,78568.466750,349.633500,78918.100250,1000,1000,990,897,,,,,,,,,,,,,,,,,,,,4.027000,,632.410067,DQTA(k_max=3),0,21.000000,,,,,,,2887,0.346380,465.495000,58.443000,523938.000000,523.938000,1.114827,1581.252500,,,,,,
96,prefixed,1000,48,"TOTAL_TAGS=1000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,4030074574,3338862787,1567597.500000,72481.000000,337641.000000,3366,79426.365875,313.782500,79740.148375,1000,1000,1026,893,,,,,,,,,,,,,,,,,,,,4.041000,,637.918854,DQTA(k_max=3),0,20.000000,,,,,,,2919,0.342583,337.641000,72.481000,410122.000000,410.122000,1.119821,1567.597500,,,,,,
96,prefixed,1000,64,"TOTAL_TAGS=1000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,607357217,257305857,1540201.250000,85569.000000,206792.000000,3348,76340.757375,274.534000,76615.291375,1000,1000,1026,881,,,,,,,,,,,,,,,,,,,,4.002000,,649.265802,DQTA(k_max=3),0,18.000000,,,,,,,2907,0.343997,206.792000,85.569000,292361.000000,292.361000,1.135074,1540.201250,,,,,,
96,prefixed,1000,72,"TOTAL_TAGS=1000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,659529020,1813595682,1588117.500000,96746.000000,143921.000000,3354,79228.789875,265.452500,79494.242375,1000,1000,975,919,,,,,,,,,,,,,,,,,,,,4.051000,,629.676331,DQTA(k_max=3),0,19.000000,,,,,,,2894,0.345543,143.921000,96.746000,240667.000000,240.667000,1.088139,1588.117500,,,,,,
96,prefixed,1000,80,"TOTAL_TAGS=1000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,1176693179,3114292933,1537283.750000,100270.000000,79001.000000,3355,77921.734875,240.040500,78161.775375,1000,1000,1024,887,,,,,,,,,,,,,,,,,,,,4.007000,,650.497997,DQTA(k_max=3),0,18.000000,,,,,,,2911,0.343525,79.001000,100.270000,179271.000000,179.271000,1.127396,1537.283750,,,,,,
96,prefixed,10000,0,"TOTAL_TAGS=10000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,2684903735,404405201,16443982.500000,340085.000000,9113714.000000,34990,8234165.704250,5237.027000,8239402.731250,10000,10000,10978,9341,,,,,,,,,,,,,,,,,,,,5.170800,,608.125191,DQTA(k_max=3),0,30.000000,,,,,,,30319,0.329826,911.371400,34.008500,9453799.000000,945.379900,1.070549,16443.982500,,,,,,
96,prefixed,10000,16,"TOTAL_TAGS=10000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,1113830343,4104151579,16278680.000000,484580.000000,7441819.000000,34808,8133436.307625,4690.069500,8138126.377125,10000,10000,10919,9259,,,,,,,,,,,,,,,,,,,,5.156800,,614.300422,DQTA(k_max=3),0,28.000000,,,,,,,30178,0.331367,744.181900,48.458000,7926399.000000,792.639900,1.080030,16278.680000,,,,,,
96,prefixed,10000,32,"TOTAL_TAGS=10000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,282422184,3064538572,16090116.250000,626418.000000,5787979.000000,34768,8077669.114750,4146.825500,8081815.940250,10000,10000,11023,9163,,,,,,,,,,,,,,,,,,,,5.154000,,621.499549,DQTA(k_max=3),0,27.000000,,,,,,,30186,0.331279,578.797900,62.641800,6414397.000000,641.439700,1.091346,16090.116250,,,,,,
96,prefixed,10000,48,"TOTAL_TAGS=10000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,233321412,1767541820,16086810.000000,778076.000000,4143908.000000,34840,8066181.491125,3628.106000,8069809.597125,10000,10000,11005,9223,,,,,,,,,,,,,,,,,,,,5.161400,,621.627283,DQTA(k_max=3),0,28.000000,,,,,,,30228,0.330819,414.390800,77.807600,4921984.000000,492.198400,1.084246,16086.810000,,,,,,
96,prefixed,10000,64,"TOTAL_TAGS=10000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,2255368545,2622204177,15985656.250000,924027.000000,2488101.000000,34840,7997581.222000,3092.104500,8000673.326500,10000,10000,11032,9205,,,,,,,,,,,,,,,,,,,,5.151400,,625.560805,DQTA(k_max=3),0,27.000000,,,,,,,30237,0.330721,248.810100,92.402700,3412128.000000,341.212800,1.086366,15985.656250,,,,,,
96,prefixed,10000,72,"TOTAL_TAGS=10000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,1012021564,497738346,15896327.500000,994703.000000,1665111.000000,34677,7958464.200000,2821.961500,7961286.161500,10000,10000,10911,9177,,,,,,,,,,,,,,,,,,,,5.157600,,629.076118,DQTA(k_max=3),0,27.000000,,,,,,,30088,0.332358,166.511100,99.470300,2659814.000000,265.981400,1.089681,15896.327500,,,,,,
96,prefixed,10000,80,"TOTAL_TAGS=10000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,2850713332,247091435,14869316.250000,999541.000000,848306.000000,31727,7418503.025375,2423.235000,7420926.260375,10000,10000,8777,8633,,,,,,,,,,,,,,,,,,,,5.073000,,672.525880,DQTA(k_max=3),0,28.000000,,,,,,,27410,0.364830,84.830600,99.954100,1847847.000000,184.784700,1.158346,14869.316250,,,,,,
96,prefixed,100,0,"TOTAL_TAGS=100,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,3213019184,1481266772,166881.250000,2878.000000,53885.000000,354,884.200250,32.698500,916.898750,100,100,111,95,,,,,,,,,,,,,,,,,,,,2.950000,,599.228493,DQTA(k_max=3),1,9.000000,,,,,,,306,0.326797,538.850000,28.780000,56763.000000,567.630000,1.052632,166.881250,,,,,,
96,prefixed,100,16,"TOTAL_TAGS=100,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,655101377,1646151744,157665.000000,4048.000000,43844.000000,342,807.985750,30.018000,838.003750,100,100,111,87,,,,,,,,,,,,,,,,,,,,2.910000,,634.256176,DQTA(k_max=3),1,10.000000,,,,,,,298,0.335570,438.440000,40.480000,47892.000000,478.920000,1.149425,157.665000,,,,,,
96,prefixed,100,32,"TOTAL_TAGS=100,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,660201400,1487751903,160845.000000,5680.000000,34823.000000,340,849.440125,28.771500,878.211625,100,100,103,91,,,,,,,,,,,,,,,,,,,,2.930000,,621.716559,DQTA(k_max=3),1,12.000000,,,,,,,294,0.340136,348.230000,56.800000,40503.000000,405.030000,1.098901,160.845000,,,,,,
96,prefixed,100,48,"TOTAL_TAGS=100,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,1857056766,1271449617,163497.500000,7327.000000,25804.000000,355,875.200250,27.556000,902.756250,100,100,115,93,,,,,,,,,,,,,,,,,,,,2.980000,,611.630147,DQTA(k_max=3),1,13.000000,,,,,,,308,0.324675,258.040000,73.270000,33131.000000,331.310000,1.075269,163.497500,,,,,,
96,prefixed,100,64,"TOTAL_TAGS=100,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,1229817582,843028013,149581.250000,8061.000000,15682.000000,307,756.012000,23.963000,779.975000,100,100,79,85,,,,,,,,,,,,,,,,,,,,2.850000,,668.532988,DQTA(k_max=3),1,11.000000,,,,,,,264,0.378788,156.820000,80.610000,23743.000000,237.430000,1.176471,149.581250,,,,,,
96,prefixed,100,72,"TOTAL_TAGS=100,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,3854373530,2765774991,159651.250000,9354.000000,11485.000000,350,869.970625,24.450500,894.421125,100,100,113,91,,,,,,,,,,,,,,,,,,,,2.960000,,626.365281,DQTA(k_max=3),1,12.000000,,,,,,,304,0.328947,114.850000,93.540000,20839.000000,208.390000,1.098901,159.651250,,,,,,
96,prefixed,100,80,"TOTAL_TAGS=100,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,190012532,2120678601,166877.500000,10785.000000,6660.000000,330,860.786375,24.900000,885.686375,100,100,84,97,,,,,,,,,,,,,,,,,,,,2.940000,,599.241959,DQTA(k_max=3),1,11.000000,,,,,,,281,0.355872,66.600000,107.850000,17445.000000,174.450000,1.030928,166.877500,,,,,,
96,prefixed,100,88,"TOTAL_TAGS=100,prefix_length=88",0.000000,True,True,formal_sgct_prefix_sweep,840584049,2530776402,122388.750000,8410.000000,2146.000000,232,646.332000,17.893000,664.225000,100,100,25,71,,,,,,,,,,,,,,,,,,,,2.730000,,817.068562,DQTA(k_max=3),1,12.000000,,,,,,,196,0.510204,21.460000,84.100000,10556.000000,105.560000,1.408451,122.388750,,,,,,
96,prefixed,1000,0,"TOTAL_TAGS=1000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,1654607508,883948404,1599545.000000,29508.000000,721990.000000,3400,81595.560500,420.011000,82015.571500,1000,1000,1063,891,,,,,,,,,,,,,,,,,,,,4.020000,,625.177785,DQTA(k_max=3),1,19.000000,,,,,,,2954,0.338524,721.990000,29.508000,751498.000000,751.498000,1.122334,1599.545000,,,,,,
96,prefixed,1000,16,"TOTAL_TAGS=1000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,2306842401,354059441,1658210.000000,46873.000000,601160.000000,3470,83528.273625,394.326000,83922.599625,1000,1000,1040,953,,,,,,,,,,,,,,,,,,,,4.076000,,603.059926,DQTA(k_max=3),1,20.000000,,,,,,,2993,0.334113,601.160000,46.873000,648033.000000,648.033000,1.049318,1658.210000,,,,,,
96,prefixed,1000,32,"TOTAL_TAGS=1000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,1137656501,1384982961,1600598.750000,59145.000000,466649.000000,3432,81399.819625,351.614500,81751.434125,1000,1000,1068,909,,,,,,,,,,,,,,,,,,,,4.036000,,624.766201,DQTA(k_max=3),1,18.000000,,,,,,,2977,0.335909,466.649000,59.145000,525794.000000,525.794000,1.100110,1600.598750,,,,,,
96,prefixed,1000,48,"TOTAL_TAGS=1000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,3571351921,2966716265,1611510.000000,74952.000000,339648.000000,3472,80096.451875,319.728000,80416.179875,1000,1000,1087,923,,,,,,,,,,,,,,,,,,,,4.068000,,620.536019,DQTA(k_max=3),1,19.000000,,,,,,,3010,0.332226,339.648000,74.952000,414600.000000,414.600000,1.083424,1611.510000,,,,,,
96,prefixed,1000,64,"TOTAL_TAGS=1000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,763977983,3952538315,1597257.500000,89595.000000,208744.000000,3398,80211.568250,283.562000,80495.130250,1000,1000,1016,921,,,,,,,,,,,,,,,,,,,,4.052000,,626.073128,DQTA(k_max=3),1,21.000000,,,,,,,2937,0.340483,208.744000,89.595000,298339.000000,298.339000,1.085776,1597.257500,,,,,,
96,prefixed,1000,72,"TOTAL_TAGS=1000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,3376957096,1117499567,1590011.250000,96638.000000,143874.000000,3391,80953.774250,265.213000,81218.987250,1000,1000,1012,919,,,,,,,,,,,,,,,,,,,,4.042000,,628.926368,DQTA(k_max=3),1,19.000000,,,,,,,2931,0.341180,143.874000,96.638000,240512.000000,240.512000,1.088139,1590.011250,,,,,,
96,prefixed,1000,80,"TOTAL_TAGS=1000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,2878885630,2342033327,1600307.500000,104135.000000,79207.000000,3593,80434.168375,247.873500,80682.041875,1000,1000,1211,921,,,,,,,,,,,,,,,,,,,,4.041000,,624.879906,DQTA(k_max=3),1,20.000000,,,,,,,3132,0.319285,79.207000,104.135000,183342.000000,183.342000,1.085776,1600.307500,,,,,,
96,prefixed,10000,0,"TOTAL_TAGS=10000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,2575649808,3128560352,16346286.250000,336417.000000,9100559.000000,34864,8209868.980625,5223.113500,8215092.094125,10000,10000,10990,9249,,,,,,,,,,,,,,,,,,,,5.162600,,611.759751,DQTA(k_max=3),1,28.000000,,,,,,,30239,0.330699,910.055900,33.641700,9436976.000000,943.697600,1.081198,16346.286250,,,,,,
96,prefixed,10000,16,"TOTAL_TAGS=10000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,1298965559,3597163459,16282732.500000,484805.000000,7452613.000000,34852,8178087.641250,4695.916500,8182783.557750,10000,10000,10960,9261,,,,,,,,,,,,,,,,,,,,5.165300,,614.147533,DQTA(k_max=3),1,27.000000,,,,,,,30221,0.330896,745.261300,48.480500,7937418.000000,793.741800,1.079797,16282.732500,,,,,,
96,prefixed,10000,32,"TOTAL_TAGS=10000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,3730137011,4001938367,16281681.250000,637681.000000,5805564.000000,34784,8179894.105375,4178.144000,8184072.249375,10000,10000,10796,9325,,,,,,,,,,,,,,,,,,,,5.171300,,614.187187,DQTA(k_max=3),1,28.000000,,,,,,,30121,0.331994,580.556400,63.768100,6443245.000000,644.324500,1.072386,16281.681250,,,,,,
96,prefixed,10000,48,"TOTAL_TAGS=10000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,2336192516,2491227304,16084078.750000,778340.000000,4143527.000000,34774,8025074.034250,3628.443500,8028702.477750,10000,10000,10939,9223,,,,,,,,,,,,,,,,,,,,5.161300,,621.732842,DQTA(k_max=3),1,27.000000,,,,,,,30162,0.331543,414.352700,77.834000,4921867.000000,492.186700,1.084246,16084.078750,,,,,,
96,prefixed,10000,64,"TOTAL_TAGS=10000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,1246491960,3008181987,16047642.500000,928689.000000,2492824.000000,34874,8001180.277500,3103.790000,8004284.067500,10000,10000,11000,9249,,,,,,,,,,,,,,,,,,,,5.165500,,623.144490,DQTA(k_max=3),1,27.000000,,,,,,,30249,0.330589,249.282400,92.868900,3421513.000000,342.151300,1.081198,16047.642500,,,,,,
96,prefixed,10000,72,"TOTAL_TAGS=10000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,2663677701,4117629665,16108511.250000,1008735.000000,1666735.000000,35108,8066630.086750,2850.837500,8069480.924250,10000,10000,11144,9309,,,,,,,,,,,,,,,,,,,,5.161900,,620.789832,DQTA(k_max=3),1,29.000000,,,,,,,30453,0.328375,166.673500,100.873500,2675470.000000,267.547000,1.074229,16108.511250,,,,,,
96,prefixed,10000,80,"TOTAL_TAGS=10000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,3963607865,3979505492,14816545.000000,995759.000000,848189.000000,31628,7438155.741375,2415.612500,7440571.353875,10000,10000,8726,8601,,,,,,,,,,,,,,,,,,,,5.067100,,674.921178,DQTA(k_max=3),1,27.000000,,,,,,,27327,0.365938,84.818900,99.575900,1843948.000000,184.394800,1.162656,14816.545000,,,,,,
96,prefixed,100,0,"TOTAL_TAGS=100,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,284989142,4224487974,163653.750000,2813.000000,54072.000000,332,851.195250,32.662000,883.857250,100,100,92,93,,,,,,,,,,,,,,,,,,,,2.960000,,611.046187,DQTA(k_max=3),2,10.000000,,,,,,,285,0.350877,540.720000,28.130000,56885.000000,568.850000,1.075269,163.653750,,,,,,
96,prefixed,100,16,"TOTAL_TAGS=100,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,946244934,1811735955,161851.250000,4194.000000,44078.000000,346,846.777125,30.427000,877.204125,100,100,109,91,,,,,,,,,,,,,,,,,,,,2.920000,,617.851268,DQTA(k_max=3),2,11.000000,,,,,,,300,0.333333,440.780000,41.940000,48272.000000,482.720000,1.098901,161.851250,,,,,,
96,prefixed,100,32,"TOTAL_TAGS=100,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,1757538483,1068578573,157955.000000,5555.000000,34939.000000,330,848.056750,28.579500,876.636250,100,100,96,89,,,,,,,,,,,,,,,,,,,,2.940000,,633.091703,DQTA(k_max=3),2,11.000000,,,,,,,285,0.350877,349.390000,55.550000,40494.000000,404.940000,1.123596,157.955000,,,,,,
96,prefixed,100,48,"TOTAL_TAGS=100,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,542523621,194827841,151900.000000,6703.000000,24832.000000,324,797.668625,25.822000,823.490625,100,100,96,85,,,,,,,,,,,,,,,,,,,,2.860000,,658.327847,DQTA(k_max=3),2,11.000000,,,,,,,281,0.355872,248.320000,67.030000,31535.000000,315.350000,1.176471,151.900000,,,,,,
96,prefixed,100,64,"TOTAL_TAGS=100,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,3743971980,459195554,165500.000000,9014.000000,16369.000000,353,880.798375,26.212500,907.010875,100,100,110,95,,,,,,,,,,,,,,,,,,,,3.000000,,604.229607,DQTA(k_max=3),2,11.000000,,,,,,,305,0.327869,163.690000,90.140000,25383.000000,253.830000,1.052632,165.500000,,,,,,
96,prefixed,100,72,"TOTAL_TAGS=100,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,1966281412,1757192655,165475.000000,9762.000000,11379.000000,356,899.691750,25.213500,924.905250,100,100,113,95,,,,,,,,,,,,,,,,,,,,2.930000,,604.320894,DQTA(k_max=3),2,11.000000,,,,,,,308,0.324675,113.790000,97.620000,21141.000000,211.410000,1.052632,165.475000,,,,,,
96,prefixed,100,80,"TOTAL_TAGS=100,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,4184591039,3721384734,154180.000000,9885.000000,6565.000000,309,815.401625,23.052500,838.454125,100,100,75,89,,,,,,,,,,,,,,,,,,,,2.860000,,648.592554,DQTA(k_max=3),2,12.000000,,,,,,,264,0.378788,65.650000,98.850000,16450.000000,164.500000,1.123596,154.180000,,,,,,
96,prefixed,100,88,"TOTAL_TAGS=100,prefix_length=88",0.000000,True,True,formal_sgct_prefix_sweep,2409855525,1718983489,157710.000000,10997.000000,2182.000000,280,806.473750,23.085000,829.558750,100,100,40,93,,,,,,,,,,,,,,,,,,,,2.840000,,634.075201,DQTA(k_max=3),2,11.000000,,,,,,,233,0.429185,21.820000,109.970000,13179.000000,131.790000,1.075269,157.710000,,,,,,
96,prefixed,1000,0,"TOTAL_TAGS=1000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,639633482,3820914847,1649333.750000,31085.000000,728396.000000,3502,83497.489500,426.368000,83923.857500,1000,1000,1096,937,,,,,,,,,,,,,,,,,,,,4.058000,,606.305425,DQTA(k_max=3),2,20.000000,,,,,,,3033,0.329707,728.396000,31.085000,759481.000000,759.481000,1.067236,1649.333750,,,,,,
96,prefixed,1000,16,"TOTAL_TAGS=1000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,3020288211,1638396078,1624835.000000,45436.000000,598781.000000,3439,83131.278125,390.262500,83521.540625,1000,1000,1054,923,,,,,,,,,,,,,,,,,,,,4.060000,,615.447107,DQTA(k_max=3),2,20.000000,,,,,,,2977,0.335909,598.781000,45.436000,644217.000000,644.217000,1.083424,1624.835000,,,,,,
96,prefixed,1000,32,"TOTAL_TAGS=1000,prefix_length=32",0.000000,True,True,formal_sgct_prefix_sweep,2157675119,1445625593,1600145.000000,59438.000000,467492.000000,3378,81964.325125,352.622000,82316.947125,1000,1000,1011,911,,,,,,,,,,,,,,,,,,,,4.047000,,624.943365,DQTA(k_max=3),2,20.000000,,,,,,,2922,0.342231,467.492000,59.438000,526930.000000,526.930000,1.097695,1600.145000,,,,,,
96,prefixed,1000,48,"TOTAL_TAGS=1000,prefix_length=48",0.000000,True,True,formal_sgct_prefix_sweep,2255188117,3539132555,1633295.000000,76375.000000,339531.000000,3458,82160.912375,322.515500,82483.427875,1000,1000,1046,941,,,,,,,,,,,,,,,,,,,,4.065000,,612.259267,DQTA(k_max=3),2,19.000000,,,,,,,2987,0.334784,339.531000,76.375000,415906.000000,415.906000,1.062699,1633.295000,,,,,,
96,prefixed,1000,64,"TOTAL_TAGS=1000,prefix_length=64",0.000000,True,True,formal_sgct_prefix_sweep,3007402214,333431601,1608022.500000,89592.000000,209069.000000,3547,81458.452375,283.718500,81742.170875,1000,1000,1162,923,,,,,,,,,,,,,,,,,,,,4.053000,,621.881846,DQTA(k_max=3),2,20.000000,,,,,,,3085,0.324149,209.069000,89.592000,298661.000000,298.661000,1.083424,1608.022500,,,,,,
96,prefixed,1000,72,"TOTAL_TAGS=1000,prefix_length=72",0.000000,True,True,formal_sgct_prefix_sweep,1669522950,2669796059,1566920.000000,94697.000000,143592.000000,3430,77639.486625,261.190000,77900.676625,1000,1000,1078,901,,,,,,,,,,,,,,,,,,,,4.030000,,638.194675,DQTA(k_max=3),2,20.000000,,,,,,,2979,0.335683,143.592000,94.697000,238289.000000,238.289000,1.109878,1566.920000,,,,,,
96,prefixed,1000,80,"TOTAL_TAGS=1000,prefix_length=80",0.000000,True,True,formal_sgct_prefix_sweep,660802829,2661392075,1628012.500000,106905.000000,79433.000000,3466,80808.615250,253.526500,81062.141750,1000,1000,1048,945,,,,,,,,,,,,,,,,,,,,4.061000,,614.245898,DQTA(k_max=3),2,18.000000,,,,,,,2993,0.334113,79.433000,106.905000,186338.000000,186.338000,1.058201,1628.012500,,,,,,
96,prefixed,10000,0,"TOTAL_TAGS=10000,prefix_length=0",0.000000,True,True,formal_sgct_prefix_sweep,3283569842,2979221020,16395460.000000,338161.000000,9098990.000000,34958,8194656.887875,5225.817000,8199882.704875,10000,10000,11018,9293,,,,,,,,,,,,,,,,,,,,5.161800,,609.924943,DQTA(k_max=3),2,29.000000,,,,,,,30311,0.329913,909.899000,33.816100,9437151.000000,943.715100,1.076079,16395.460000,,,,,,
96,prefixed,10000,16,"TOTAL_TAGS=10000,prefix_length=16",0.000000,True,True,formal_sgct_prefix_sweep,3312391973,2551383501,16344232.500000,487594.000000,7460164.000000,34974,8186946.822000,4705.270000,8191652.092000,10000,10000,11007,9311,,,,,,,,,,,,,,,,,,,,5.171100,,611.836622,DQTA(k_max=3),2,27.000000,,,,,,,30318,0.329837,746.016400,48.759400,7947758.000000,794.775800,1.073998,16344.232500,,,,,,
