TOTAL_TAGS,BINARY_LENGTH,scenario_label,id_distribution,scenario_point,ber,enable_refined_energy_model,enable_resource_monitoring,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,peak_unidentified_tags_count,min_tag_responses,max_tag_responses,drct_query_count,drct_r0_collision_count,drct_r1_collision_count,drct_r1_sedepth_increment_count,check_answer_alias_count,prefix_length,cluster_count,cluster_prefix_length,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms,signature_grouping_trigger_count.1,sparse_signature_groups.1,signature_groups_pruned.1,signature_marker_tag_bits.1,signature_collision_groups.1,signature_singleton_groups.1,max_signature_d.1,total_reader_tx_energy_uj,total_tag_tx_energy_uj,energy_per_tag_uj,drct_random_check_count,drct_unresolved_stack_empty_count,channel_use_ratio
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,2095316255,4119574052,13781575.000000,244178.000000,1475024.000000,20108,6889206.383750,1225.868000,6890432.251750,10000,10000,4053,6055,,,,,,,,,,,,,,,,,,,,5.338800,,725.606471,EMDT,0,47.000000,,,,,,,,,,8.000000,64.000000,20108,0.497315,147.502400,24.417800,1719202.000000,171.920200,1.651528,13781.575000,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,3864099846,745291196,13726645.000000,243958.000000,1475968.000000,20004,6865591.866250,1225.900000,6866817.766250,10000,10000,4013,5991,,,,,,,,,,,,,,,,,,,,5.322700,,728.510135,EMDT,1,47.000000,,,,,,,,,,,,20004,0.499900,147.596800,24.395800,1719926.000000,171.992600,1.669170,13726.645000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,889203247,4011902364,13717165.000000,247434.000000,1479984.000000,19888,6855376.976250,1234.860000,6856611.836250,10000,10000,3911,5977,,,,,,,,,,,,,,,,,,,,5.327900,,729.013612,EMDT,1,46.000000,,,,,,,,,48.000000,,,19888,0.502816,147.998400,24.743400,1727418.000000,172.741800,1.673080,13717.165000,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,2669137359,1728165472,13608042.500000,242220.000000,1476544.000000,19877,6883652.146750,1222.712000,6884874.858750,10000,10000,4023,5854,,,,,,,,,,,,,,,,,,,,5.293000,,734.859551,EMDT,1,47.000000,,,,,,,,,80.000000,,,19877,0.503094,147.654400,24.222000,1718764.000000,171.876400,1.708234,13608.042500,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,1179273823,3457710149,13649040.000000,247390.000000,1482080.000000,19754,6836854.338250,1235.820000,6838090.158250,10000,10000,3837,5917,,,,,,,,,,,,,,,,,,,,5.315800,,732.652260,EMDT,1,49.000000,,,,,,,,,,8.000000,64.000000,19754,0.506227,148.208000,24.739000,1729470.000000,172.947000,1.690046,13649.040000,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,813036364,1922462109,13686185.000000,245256.000000,1478800.000000,19794,6891151.461000,1229.912000,6892381.373000,10000,10000,3841,5953,,,,,,,,,,,,,,,,,,,,5.323700,,730.663804,EMDT,2,47.000000,,,,,,,,,,,,19794,0.505204,147.880000,24.525600,1724056.000000,172.405600,1.679825,13686.185000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,1822834370,4142929625,13619417.500000,249436.000000,1485168.000000,19627,6814105.247250,1241.456000,6815346.703250,10000,10000,3733,5894,,,,,,,,,,,,,,,,,,,,5.323900,,734.245793,EMDT,2,48.000000,,,,,,,,,48.000000,,,19627,0.509502,148.516800,24.943600,1734604.000000,173.460400,1.696641,13619.417500,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,2479815273,2570611139,13592510.000000,240438.000000,1474976.000000,19846,6837391.317000,1218.364000,6838609.681000,10000,10000,4003,5843,,,,,,,,,,,,,,,,,,,,5.293100,,735.699293,EMDT,2,47.000000,,,,,,,,,80.000000,,,19846,0.503880,147.497600,24.043800,1715414.000000,171.541400,1.711450,13592.510000,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,2073761602,3681364252,13700160.000000,244442.000000,1477312.000000,19910,6824270.138750,1227.540000,6825497.678750,10000,10000,3937,5973,,,,,,,,,,,,,,,,,,,,5.327600,,729.918483,EMDT,2,47.000000,,,,,,,,,,8.000000,64.000000,19910,0.502260,147.731200,24.444200,1721754.000000,172.175400,1.674201,13700.160000,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,57753915,211080079,13828765.000000,242176.000000,1471568.000000,20186,6933534.779000,1220.136000,6934754.915000,10000,10000,4074,6112,,,,,,,,,,,,,,,,,,,,5.339900,,723.130374,EMDT,3,45.000000,,,,,,,,,,,,20186,0.495393,147.156800,24.217600,1713744.000000,171.374400,1.636126,13828.765000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,2219440691,1070406846,13720580.000000,245124.000000,1477296.000000,19972,6852664.122250,1228.896000,6853893.018250,10000,10000,3978,5994,,,,,,,,,,,,,,,,,,,,5.325000,,728.832163,EMDT,3,46.000000,,,,,,,,,48.000000,,,19972,0.500701,147.729600,24.512400,1722420.000000,172.242000,1.668335,13720.580000,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,1286928148,330270441,13722807.500000,243628.000000,1475728.000000,19975,6882739.708250,1225.120000,6883964.828250,10000,10000,3979,5996,,,,,,,,,,,,,,,,,,,,5.325900,,728.713858,EMDT,3,49.000000,,,,,,,,,80.000000,,,19975,0.500626,147.572800,24.362800,1719356.000000,171.935600,1.667779,13722.807500,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,787561323,833237047,13828812.500000,243584.000000,1473152.000000,20181,6917460.406750,1223.744000,6918684.150750,10000,10000,4071,6110,,,,,,,,,,,,,,,,,,,,5.347400,,723.127890,EMDT,3,47.000000,,,,,,,,,,8.000000,64.000000,20181,0.495516,147.315200,24.358400,1716736.000000,171.673600,1.636661,13828.812500,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,3819630184,3645019038,13528945.000000,243474.000000,1480528.000000,19632,6692714.042250,1227.212000,6693941.254250,10000,10000,3861,5771,,,,,,,,,,,,,,,,,,,,5.283700,,739.155936,EMDT,4,48.000000,,,,,,,,,,,,19632,0.509372,148.052800,24.347400,1724002.000000,172.400200,1.732802,13528.945000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,889858016,1219063157,13685215.000000,244904.000000,1478000.000000,19926,6869175.321500,1228.808000,6870404.129500,10000,10000,3984,5942,,,,,,,,,,,,,,,,,,,,5.315100,,730.715593,EMDT,4,47.000000,,,,,,,,,48.000000,,,19926,0.501857,147.800000,24.490400,1722904.000000,172.290400,1.682935,13685.215000,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,2696116183,1924662390,13769022.500000,246422.000000,1478320.000000,19939,6874366.557500,1232.004000,6875598.561500,10000,10000,3901,6038,,,,,,,,,,,,,,,,,,,,5.348500,,726.267969,EMDT,4,49.000000,,,,,,,,,80.000000,,,19939,0.501530,147.832000,24.642200,1724742.000000,172.474200,1.656178,13769.022500,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,688500632,621765183,13680435.000000,242484.000000,1475376.000000,19906,6844921.210000,1222.656000,6846143.866000,10000,10000,3958,5948,,,,,,,,,,,,,,,,,,,,5.313900,,730.970908,EMDT,4,46.000000,,,,,,,,,,8.000000,64.000000,19906,0.502361,147.537600,24.248400,1717860.000000,171.786000,1.681237,13680.435000,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,2608777085,2950344845,13545182.500000,242154.000000,1478256.000000,19695,6764594.236750,1223.436000,6765817.672750,10000,10000,3884,5811,,,,,,,,,,,,,,,,,,,,5.286100,,738.269861,EMDT,5,47.000000,,,,,,,,,,,,19695,0.507743,147.825600,24.215400,1720410.000000,172.041000,1.720874,13545.182500,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,3513520067,3621425848,13661605.000000,242858.000000,1476448.000000,19896,6841191.416500,1223.940000,6842415.356500,10000,10000,3972,5924,,,,,,,,,,,,,,,,,,,,5.314400,,731.978417,EMDT,5,46.000000,,,,,,,,,48.000000,,,19896,0.502614,147.644800,24.285800,1719306.000000,171.930600,1.688049,13661.605000,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,1840913042,3260024680,13551755.000000,248138.000000,1484912.000000,19484,6741420.650000,1238.732000,6742659.382000,10000,10000,3665,5819,,,,,,,,,,,,,,,,,,,,5.306400,,737.911806,EMDT,5,46.000000,,,,,,,,,80.000000,,,19484,0.513242,148.491200,24.813800,1733050.000000,173.305000,1.718508,13551.755000,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,3399855602,4117467463,13695912.500000,241758.000000,1473936.000000,20031,6789335.028000,1220.484000,6790555.512000,10000,10000,4056,5975,,,,,,,,,,,,,,,,,,,,5.307100,,730.144852,EMDT,5,45.000000,,,,,,,,,,8.000000,64.000000,20031,0.499226,147.393600,24.175800,1715694.000000,171.569400,1.673640,13695.912500,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,1011355210,388524738,13690772.500000,242044.000000,1474592.000000,19961,6878264.595500,1221.384000,6879485.979500,10000,10000,3993,5968,,,,,,,,,,,,,,,,,,,,5.313800,,730.418974,EMDT,6,44.000000,,,,,,,,,,,,19961,0.500977,147.459200,24.204400,1716636.000000,171.663600,1.675603,13690.772500,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,4182455193,808856499,13649727.500000,242682.000000,1476672.000000,19865,6773637.624250,1223.700000,6774861.324250,10000,10000,3968,5897,,,,,,,,,,,,,,,,,,,,5.303700,,732.615358,EMDT,6,49.000000,,,,,,,,,48.000000,,,19865,0.503398,147.667200,24.268200,1719354.000000,171.935400,1.695778,13649.727500,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,234351616,292499410,13923792.500000,247742.000000,1475664.000000,20343,6959009.031750,1233.316000,6960242.347750,10000,10000,4134,6209,,,,,,,,,,,,,,,,,,,,5.367000,,718.195133,EMDT,6,46.000000,,,,,,,,,80.000000,,,20343,0.491570,147.566400,24.774200,1723406.000000,172.340600,1.610565,13923.792500,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,1672192143,2362580058,13749152.500000,241340.000000,1472656.000000,20169,6917216.085500,1219.008000,6918435.093500,10000,10000,4162,6007,,,,,,,,,,,,,,,,,,,,5.318200,,727.317556,EMDT,6,45.000000,,,,,,,,,,8.000000,64.000000,20169,0.495810,147.265600,24.134000,1713996.000000,171.399600,1.664724,13749.152500,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,2772753435,4283159086,13557045.000000,240680.000000,1476288.000000,19778,6760963.121750,1219.504000,6762182.625750,10000,10000,3962,5816,,,,,,,,,,,,,,,,,,,,5.283700,,737.623870,EMDT,7,48.000000,,,,,,,,,,,,19778,0.505612,147.628800,24.068000,1716968.000000,171.696800,1.719395,13557.045000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,1416235163,2470513992,13713057.500000,247302.000000,1480016.000000,19993,6857097.239500,1234.612000,6858331.851500,10000,10000,4012,5981,,,,,,,,,,,,,,,,,,,,5.318700,,729.231975,EMDT,7,46.000000,,,,,,,,,48.000000,,,19993,0.500175,148.001600,24.730200,1727318.000000,172.731800,1.671961,13713.057500,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,2635025427,3834939712,13632807.500000,241252.000000,1475088.000000,19847,6808841.806000,1220.048000,6810061.854000,10000,10000,3941,5906,,,,,,,,,,,,,,,,,,,,5.301300,,733.524624,EMDT,7,46.000000,,,,,,,,,80.000000,,,19847,0.503854,147.508800,24.125200,1716340.000000,171.634000,1.693193,13632.807500,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,1710578268,4128521458,13733502.500000,246048.000000,1478160.000000,19977,6809871.808500,1231.176000,6811102.984500,10000,10000,3970,6007,,,,,,,,,,,,,,,,,,,,5.331700,,728.146371,EMDT,7,48.000000,,,,,,,,,,8.000000,64.000000,19977,0.500576,147.816000,24.604800,1724208.000000,172.420800,1.664724,13733.502500,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,3926250230,323698002,13659185.000000,241472.000000,1474448.000000,20042,6824102.097750,1220.168000,6825322.265750,10000,10000,4124,5918,,,,,,,,,,,,,,,,,,,,5.298300,,732.108102,EMDT,8,46.000000,,,,,,,,,,,,20042,0.498952,147.444800,24.147200,1715920.000000,171.592000,1.689760,13659.185000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,834749396,2185542434,13694582.500000,247588.000000,1481152.000000,19877,6829044.942000,1235.752000,6830280.694000,10000,10000,3911,5966,,,,,,,,,,,,,,,,,,,,5.320100,,730.215762,EMDT,8,47.000000,,,,,,,,,48.000000,,,19877,0.503094,148.115200,24.758800,1728740.000000,172.874000,1.676165,13694.582500,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,3619142060,2189343326,13750977.500000,245938.000000,1478096.000000,20061,6857951.702000,1230.924000,6859182.626000,10000,10000,4049,6012,,,,,,,,,,,,,,,,,,,,5.327300,,727.221028,EMDT,8,46.000000,,,,,,,,,80.000000,,,20061,0.498480,147.809600,24.593800,1724034.000000,172.403400,1.663340,13750.977500,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,3961209957,1935802906,13847152.500000,245080.000000,1474400.000000,20309,6994395.321750,1227.360000,6995622.681750,10000,10000,4202,6107,,,,,,,,,,,,,,,,,,,,5.343600,,722.170136,EMDT,8,45.000000,,,,,,,,,,8.000000,64.000000,20309,0.492393,147.440000,24.508000,1719480.000000,171.948000,1.637465,13847.152500,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,58426829,3093883629,13598030.000000,245190.000000,1480000.000000,19702,6836559.730000,1230.380000,6837790.110000,10000,10000,3833,5869,,,,,,,,,,,,,,,,,,,,5.300100,,735.400643,EMDT,9,48.000000,,,,,,,,,,,,19702,0.507563,148.000000,24.519000,1725190.000000,172.519000,1.703868,13598.030000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,1183400892,2990550715,13629712.500000,245168.000000,1479520.000000,19813,6822208.735750,1230.096000,6823438.831750,10000,10000,3923,5890,,,,,,,,,,,,,,,,,,,,5.309900,,733.691191,EMDT,9,47.000000,,,,,,,,,48.000000,,,19813,0.504719,147.952000,24.516800,1724688.000000,172.468800,1.697793,13629.712500,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,3771146367,3315509799,13757022.500000,240460.000000,1471152.000000,20253,6873215.069500,1216.496000,6874431.565500,10000,10000,4245,6008,,,,,,,,,,,,,,,,,,,,5.318800,,726.901479,EMDT,9,48.000000,,,,,,,,,80.000000,,,20253,0.493754,147.115200,24.046000,1711612.000000,171.161200,1.664447,13757.022500,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,346261855,3542217924,13576300.000000,243408.000000,1478832.000000,19640,6749969.464750,1226.232000,6751195.696750,10000,10000,3805,5835,,,,,,,,,,,,,,,,,,,,5.308000,,736.577713,EMDT,9,47.000000,,,,,,,,,,8.000000,64.000000,19640,0.509165,147.883200,24.340800,1722240.000000,172.224000,1.713796,13576.300000,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,1020324588,112925286,13847175.000000,246136.000000,1475360.000000,20198,6942997.112000,1229.952000,6944227.064000,10000,10000,4068,6130,,,,,,,,,,,,,,,,,,,,5.358000,,722.168962,EMDT,10,45.000000,,,,,,,,,,,,20198,0.495099,147.536000,24.613600,1721496.000000,172.149600,1.631321,13847.175000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,2061720330,2908981135,13583035.000000,244398.000000,1480496.000000,19568,6841509.020750,1229.044000,6842738.064750,10000,10000,3705,5863,,,,,,,,,,,,,,,,,,,,5.305900,,736.212489,EMDT,10,48.000000,,,,,,,,,48.000000,,,19568,0.511038,148.049600,24.439800,1724894.000000,172.489400,1.705611,13583.035000,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,1420417677,359596830,13770820.000000,245630.000000,1476288.000000,20194,6876748.022000,1229.404000,6877977.426000,10000,10000,4183,6011,,,,,,,,,,,,,,,,,,,,5.326600,,726.173169,EMDT,10,48.000000,,,,,,,,,80.000000,,,20194,0.495197,147.628800,24.563000,1721918.000000,172.191800,1.663617,13770.820000,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,4285535701,276040723,13957807.500000,243716.000000,1470032.000000,20607,6970186.865000,1222.448000,6971409.313000,10000,10000,4391,6216,,,,,,,,,,,,,,,,,,,,5.360200,,716.444900,EMDT,10,47.000000,,,,,,,,,,8.000000,64.000000,20607,0.485272,147.003200,24.371600,1713748.000000,171.374800,1.608752,13957.807500,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,596195424,1672490596,13698410.000000,242726.000000,1474896.000000,20046,6844813.329000,1222.900000,6846036.229000,10000,10000,4088,5958,,,,,,,,,,,,,,,,,,,,5.302800,,730.011731,EMDT,11,48.000000,,,,,,,,,,,,20046,0.498853,147.489600,24.272600,1717622.000000,171.762200,1.678416,13698.410000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,2528955344,139268373,13525112.500000,243364.000000,1480128.000000,19641,6751513.832000,1226.792000,6752740.624000,10000,10000,3866,5775,,,,,,,,,,,,,,,,,,,,5.285300,,739.365384,EMDT,11,52.000000,,,,,,,,,48.000000,,,19641,0.509139,148.012800,24.336400,1723492.000000,172.349200,1.731602,13525.112500,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,4029019098,3332524207,13645175.000000,246642.000000,1480640.000000,19804,6812643.253000,1233.604000,6813876.857000,10000,10000,3884,5920,,,,,,,,,,,,,,,,,,,,5.318500,,732.859784,EMDT,11,46.000000,,,,,,,,,80.000000,,,19804,0.504948,148.064000,24.664200,1727282.000000,172.728200,1.689189,13645.175000,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,2138647285,3442208715,13499720.000000,240856.000000,1477392.000000,19720,6790312.109250,1220.408000,6791532.517250,10000,10000,3974,5746,,,,,,,,,,,,,,,,,,,,5.268500,,740.756105,EMDT,11,47.000000,,,,,,,,,,8.000000,64.000000,19720,0.507099,147.739200,24.085600,1718248.000000,171.824800,1.740341,13499.720000,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,530428079,2921935926,13612630.000000,244882.000000,1479632.000000,19730,6824291.647250,1229.580000,6825521.227250,10000,10000,3851,5879,,,,,,,,,,,,,,,,,,,,5.310300,,734.611901,EMDT,12,46.000000,,,,,,,,,,,,19730,0.506842,147.963200,24.488200,1724514.000000,172.451400,1.700970,13612.630000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,3403028343,3476320451,13603685.000000,244266.000000,1479488.000000,19720,6794354.206250,1228.276000,6795582.482250,10000,10000,3842,5878,,,,,,,,,,,,,,,,,,,,5.311500,,735.094939,EMDT,12,50.000000,,,,,,,,,48.000000,,,19720,0.507099,147.948800,24.426600,1723754.000000,172.375400,1.701259,13603.685000,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,4132968395,2086126572,13601015.000000,244508.000000,1479824.000000,19722,6718924.980750,1228.928000,6720153.908750,10000,10000,3855,5867,,,,,,,,,,,,,,,,,,,,5.307000,,735.239245,EMDT,12,47.000000,,,,,,,,,80.000000,,,19722,0.507048,147.982400,24.450800,1724332.000000,172.433200,1.704449,13601.015000,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,4135791258,3147598816,13675197.500000,238964.000000,1471648.000000,20043,6824787.781250,1213.752000,6826001.533250,10000,10000,4110,5933,,,,,,,,,,,,,,,,,,,,5.305000,,731.250865,EMDT,12,46.000000,,,,,,,,,,8.000000,64.000000,20043,0.498927,147.164800,23.896400,1710612.000000,171.061200,1.685488,13675.197500,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,3351110087,4040969029,13566462.500000,246114.000000,1482320.000000,19511,6807789.426250,1233.388000,6809022.814250,10000,10000,3656,5855,,,,,,,,,,,,,,,,,,,,5.302800,,737.111830,EMDT,13,48.000000,,,,,,,,,,,,19511,0.512531,148.232000,24.611400,1728434.000000,172.843400,1.707942,13566.462500,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,3651045357,1187919486,13685742.500000,244948.000000,1477712.000000,19885,6822287.997250,1228.752000,6823516.749250,10000,10000,3926,5959,,,,,,,,,,,,,,,,,,,,5.317300,,730.687429,EMDT,13,48.000000,,,,,,,,,48.000000,,,19885,0.502892,147.771200,24.494800,1722660.000000,172.266000,1.678134,13685.742500,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,3503816222,3771512908,13509597.500000,242396.000000,1479088.000000,19611,6738404.463750,1224.336000,6739628.799750,10000,10000,3828,5783,,,,,,,,,,,,,,,,,,,,5.278100,,740.214503,EMDT,13,49.000000,,,,,,,,,80.000000,,,19611,0.509918,147.908800,24.239600,1721484.000000,172.148400,1.729206,13509.597500,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,2264469608,3580761583,13621030.000000,243364.000000,1478160.000000,19848,6779239.295750,1225.808000,6780465.103750,10000,10000,3969,5879,,,,,,,,,,,,,,,,,,,,5.302700,,734.158871,EMDT,13,49.000000,,,,,,,,,,8.000000,64.000000,19848,0.503829,147.816000,24.336400,1721524.000000,172.152400,1.700970,13621.030000,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,1692097063,4213388948,13619695.000000,239558.000000,1473712.000000,19928,6799115.955250,1215.972000,6800331.927250,10000,10000,4047,5881,,,,,,,,,,,,,,,,,,,,5.290100,,734.230833,EMDT,14,47.000000,,,,,,,,,,,,19928,0.501807,147.371200,23.955800,1713270.000000,171.327000,1.700391,13619.695000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,1707141452,2274320904,13689960.000000,245036.000000,1478176.000000,20004,6858289.061750,1229.160000,6859518.221750,10000,10000,4056,5948,,,,,,,,,,,,,,,,,,,,5.310300,,730.462324,EMDT,14,49.000000,,,,,,,,,48.000000,,,20004,0.499900,147.817600,24.503600,1723212.000000,172.321200,1.681237,13689.960000,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,1479387709,1501825451,13690025.000000,246840.000000,1480160.000000,19946,6863925.480500,1233.760000,6865159.240500,10000,10000,4001,5945,,,,,,,,,,,,,,,,,,,,5.314200,,730.458856,EMDT,14,47.000000,,,,,,,,,80.000000,,,19946,0.501354,148.016000,24.684000,1727000.000000,172.700000,1.682086,13690.025000,,,,,,,,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_extended_baseline_screen,1193971010,1249588112,13557240.000000,246312.000000,1482704.000000,19544,6758786.786500,1233.976000,6760020.762500,10000,10000,3712,5832,,,,,,,,,,,,,,,,,,,,5.299400,,737.613261,EMDT,14,46.000000,,,,,,,,,,8.000000,64.000000,19544,0.511666,148.270400,24.631200,1729016.000000,172.901600,1.714678,13557.240000,,,,,,,,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_extended_baseline_screen,1311958710,2532095210,13577530.000000,240988.000000,1476016.000000,19712,6786247.820250,1219.984000,6787467.804250,10000,10000,3873,5839,,,,,,,,,,,,,,,,,,,,5.288600,,736.510985,EMDT,15,50.000000,,,,,,,,,,,,19712,0.507305,147.601600,24.098800,1717004.000000,171.700400,1.712622,13577.530000,,,,,,,,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_extended_baseline_screen,1066348603,1372952870,13708745.000000,245190.000000,1477952.000000,20020,6866961.031250,1229.356000,6868190.387250,10000,10000,4044,5976,,,,,,,,,,,,,,,,,,,,5.317900,,729.461377,EMDT,15,47.000000,,,,,,,,,48.000000,,,20020,0.499500,147.795200,24.519000,1723142.000000,172.314200,1.673360,13708.745000,,,,,,,,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_extended_baseline_screen,3410131684,1983489392,13503597.500000,245520.000000,1483392.000000,19455,6756224.278750,1232.736000,6757457.014750,10000,10000,3687,5768,,,,,,,,,,,,,,,,,,,,5.286900,,740.543400,EMDT,15,48.000000,,,,,,,,,80.000000,,,19455,0.514007,148.339200,24.552000,1728912.000000,172.891200,1.733703,13503.597500,,,,,,,,,,,,,
