scenario_point,DQTA(k_max=3),DRCT,EAQ_CBB,EMDT,HT_EEAC,ICT,LAPCT,NLHQT(n=2),SD-CGQT,SGCT,SUBF-CGDFSA
scenario_label=clustered,10946.6600,4892.1400,0.0000,4001.0400,5922.9200,0.0000,6.2000,0.0000,0.0000,0.0000,0.0000
scenario_label=prefix80,8643.0800,2567.6400,0.0000,3980.0000,5948.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
scenario_label=prefixed,10946.6600,4478.0200,0.0000,3959.4600,5984.5200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
scenario_label=random,10959.8000,4426.9400,0.0000,3970.0600,5957.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
