scenario_point,algorithm_name,metric,mean,ci95,p95,n,mean_ci95
scenario_label=prefix80,EMDT,total_energy_uj,6853183.211905,18146.220258,6939264.681563,50,6853183.2119 +/- 18146.2203
scenario_label=prefix80,HT_EEAC,total_energy_uj,46500925.419465,325547.907356,48292294.339042,50,46500925.4195 +/- 325547.9074
scenario_label=prefix80,LAPCT,total_energy_uj,15432670.672492,216.347770,15433655.195181,50,15432670.6725 +/- 216.3478
scenario_label=prefix80,NLHQT(n=2),total_energy_uj,4593329.440475,2787.797356,4606837.656025,50,4593329.4405 +/- 2787.7974
scenario_label=prefix80,SGCT,total_energy_uj,2774835.114705,1187.395949,2780955.682338,50,2774835.1147 +/- 1187.3959
scenario_label=prefix80,DQTA(k_max=3),total_protocol_time_ms,14764.105475,19.278003,14868.852563,50,14764.1055 +/- 19.2780
scenario_label=prefix80,DRCT,total_protocol_time_ms,21802.186950,19.848924,21895.427812,50,21802.1869 +/- 19.8489
scenario_label=prefix80,EAQ_CBB,total_protocol_time_ms,28610.459775,24.697313,28779.795438,50,28610.4598 +/- 24.6973
scenario_label=prefix80,EMDT,total_protocol_time_ms,13683.013050,30.390314,13842.246875,50,13683.0130 +/- 30.3903
scenario_label=prefix80,HT_EEAC,total_protocol_time_ms,79111.684200,493.561671,81897.849375,50,79111.6842 +/- 493.5617
scenario_label=prefix80,LAPCT,total_protocol_time_ms,30839.397325,0.228981,30840.185312,50,30839.3973 +/- 0.2290
scenario_label=prefix80,NLHQT(n=2),total_protocol_time_ms,9180.343050,4.113191,9199.637875,50,9180.3430 +/- 4.1132
scenario_label=prefix80,SGCT,total_protocol_time_ms,5490.737500,0.000000,5490.737500,50,5490.7375 +/- 0.0000
scenario_label=prefixed,DQTA(k_max=3),avg_total_bits,492.946240,0.218589,494.194340,50,492.9462 +/- 0.2186
scenario_label=prefixed,DRCT,avg_total_bits,417.900388,0.307288,419.486135,50,417.9004 +/- 0.3073
scenario_label=prefixed,EAQ_CBB,avg_total_bits,259.909118,0.172545,260.817160,50,259.9091 +/- 0.1725
scenario_label=prefixed,EMDT,avg_total_bits,172.104316,0.177171,173.122370,50,172.1043 +/- 0.1772
scenario_label=prefixed,HT_EEAC,avg_total_bits,701.195124,3.567565,719.646810,50,701.1951 +/- 3.5676
scenario_label=prefixed,LAPCT,avg_total_bits,630.757302,0.103653,631.159055,50,630.7573 +/- 0.1037
scenario_label=prefixed,NLHQT(n=2),avg_total_bits,178.755072,0.049599,179.002380,50,178.7551 +/- 0.0496
scenario_label=prefixed,SGCT,avg_total_bits,126.474254,0.117428,127.099260,50,126.4743 +/- 0.1174
scenario_label=prefixed,DQTA(k_max=3),system_efficiency,0.330710,0.000555,0.333649,50,0.3307 +/- 0.0006
scenario_label=prefixed,DRCT,system_efficiency,0.345447,0.000528,0.348860,50,0.3454 +/- 0.0005
scenario_label=prefixed,EAQ_CBB,system_efficiency,0.546105,0.000377,0.548270,50,0.5461 +/- 0.0004
scenario_label=prefixed,EMDT,system_efficiency,0.500774,0.001716,0.510314,50,0.5008 +/- 0.0017
scenario_label=prefixed,HT_EEAC,system_efficiency,0.061845,0.000357,0.064169,50,0.0618 +/- 0.0004
scenario_label=prefixed,LAPCT,system_efficiency,0.498968,0.000006,0.498977,50,0.4990 +/- 0.0000
scenario_label=prefixed,NLHQT(n=2),system_efficiency,0.354323,0.000228,0.355876,50,0.3543 +/- 0.0002
scenario_label=prefixed,SGCT,system_efficiency,0.841034,0.000684,0.845605,50,0.8410 +/- 0.0007
scenario_label=prefixed,DQTA(k_max=3),throughput_tags_per_sec,618.552025,0.790927,623.265655,50,618.5520 +/- 0.7909
scenario_label=prefixed,DRCT,throughput_tags_per_sec,471.862946,0.868172,477.820769,50,471.8629 +/- 0.8682
scenario_label=prefixed,EAQ_CBB,throughput_tags_per_sec,382.932973,0.237307,384.295373,50,382.9330 +/- 0.2373
scenario_label=prefixed,EMDT,throughput_tags_per_sec,729.830437,1.579307,737.307406,50,729.8304 +/- 1.5793
scenario_label=prefixed,HT_EEAC,throughput_tags_per_sec,126.160502,0.682234,130.610579,50,126.1605 +/- 0.6822
scenario_label=prefixed,LAPCT,throughput_tags_per_sec,346.281103,0.002936,346.301106,50,346.2811 +/- 0.0029
scenario_label=prefixed,NLHQT(n=2),throughput_tags_per_sec,753.226067,0.477436,756.295087,50,753.2261 +/- 0.4774
scenario_label=prefixed,SGCT,throughput_tags_per_sec,1066.431374,1.667513,1077.656022,50,1066.4314 +/- 1.6675
scenario_label=prefixed,DQTA(k_max=3),total_bits,4929462.400000,2185.885256,4941943.400000,50,4929462.4000 +/- 2185.8853
scenario_label=prefixed,DRCT,total_bits,4179003.880000,3072.881230,4194861.350000,50,4179003.8800 +/- 3072.8812
scenario_label=prefixed,EAQ_CBB,total_bits,2599091.180000,1725.446937,2608171.600000,50,2599091.1800 +/- 1725.4469
scenario_label=prefixed,EMDT,total_bits,1721043.160000,1771.713936,1731223.700000,50,1721043.1600 +/- 1771.7139
scenario_label=prefixed,HT_EEAC,total_bits,7011951.240000,35675.648672,7196468.100000,50,7011951.2400 +/- 35675.6487
scenario_label=prefixed,LAPCT,total_bits,6307573.020000,1036.534629,6311590.550000,50,6307573.0200 +/- 1036.5346
scenario_label=prefixed,NLHQT(n=2),total_bits,1787550.720000,495.986088,1790023.800000,50,1787550.7200 +/- 495.9861
scenario_label=prefixed,SGCT,total_bits,1264742.540000,1174.283532,1270992.600000,50,1264742.5400 +/- 1174.2835
scenario_label=prefixed,DQTA(k_max=3),total_energy_uj,8100981.336927,11629.248543,8175806.435363,50,8100981.3369 +/- 11629.2485
scenario_label=prefixed,DRCT,total_energy_uj,10628402.022002,21267.315067,10735714.438744,50,10628402.0220 +/- 21267.3151
scenario_label=prefixed,EAQ_CBB,total_energy_uj,13062518.100558,10481.962433,13126347.567094,50,13062518.1006 +/- 10481.9624
scenario_label=prefixed,EMDT,total_energy_uj,6851987.968470,17221.137217,6946393.059725,50,6851987.9685 +/- 17221.1372
scenario_label=prefixed,HT_EEAC,total_energy_uj,46677587.007104,291835.965428,48244703.015666,50,46677587.0071 +/- 291835.9654
scenario_label=prefixed,LAPCT,total_energy_uj,14453027.927312,155.334279,14453780.887831,50,14453027.9273 +/- 155.3343
scenario_label=prefixed,NLHQT(n=2),total_energy_uj,6641887.963380,4683.880810,6665842.557025,50,6641887.9634 +/- 4683.8808
scenario_label=prefixed,SGCT,total_energy_uj,4713829.967922,9436.874726,4767044.360744,50,4713829.9679 +/- 9436.8747
scenario_label=prefixed,DQTA(k_max=3),total_protocol_time_ms,16167.125675,20.649744,16284.296562,50,16167.1257 +/- 20.6497
scenario_label=prefixed,DRCT,total_protocol_time_ms,21193.507550,38.913436,21397.522688,50,21193.5075 +/- 38.9134
scenario_label=prefixed,EAQ_CBB,total_protocol_time_ms,26114.358625,16.186307,26190.742500,50,26114.3586 +/- 16.1863
scenario_label=prefixed,EMDT,total_protocol_time_ms,13702.634100,29.758846,13885.007000,50,13702.6341 +/- 29.7588
scenario_label=prefixed,HT_EEAC,total_protocol_time_ms,79293.672450,428.729903,81514.658625,50,79293.6724 +/- 428.7299
scenario_label=prefixed,LAPCT,total_protocol_time_ms,28878.272350,0.244847,28879.262500,50,28878.2723 +/- 0.2448
scenario_label=prefixed,NLHQT(n=2),total_protocol_time_ms,13276.294600,8.401926,13319.503375,50,13276.2946 +/- 8.4019
scenario_label=prefixed,SGCT,total_protocol_time_ms,9377.359975,14.616940,9456.178562,50,9377.3600 +/- 14.6169
scenario_label=random,DQTA(k_max=3),avg_total_bits,944.344456,0.304790,946.101675,50,944.3445 +/- 0.3048
scenario_label=random,DRCT,avg_total_bits,205.465400,0.151880,206.309680,50,205.4654 +/- 0.1519
scenario_label=random,EAQ_CBB,avg_total_bits,286.771828,0.210974,287.972000,50,286.7718 +/- 0.2110
scenario_label=random,EMDT,avg_total_bits,172.120352,0.153189,172.944880,50,172.1204 +/- 0.1532
scenario_label=random,HT_EEAC,avg_total_bits,704.904488,3.455750,722.046940,50,704.9045 +/- 3.4558
scenario_label=random,LAPCT,avg_total_bits,1092.690120,0.216700,1093.747050,50,1092.6901 +/- 0.2167
scenario_label=random,NLHQT(n=2),avg_total_bits,274.744384,0.050362,275.025070,50,274.7444 +/- 0.0504
scenario_label=random,SGCT,avg_total_bits,165.441818,0.073259,165.818820,50,165.4418 +/- 0.0733
scenario_label=random,DQTA(k_max=3),system_efficiency,0.330410,0.000472,0.333263,50,0.3304 +/- 0.0005
scenario_label=random,DRCT,system_efficiency,0.346843,0.000548,0.349294,50,0.3468 +/- 0.0005
scenario_label=random,EAQ_CBB,system_efficiency,0.546585,0.000408,0.548679,50,0.5466 +/- 0.0004
scenario_label=random,EMDT,system_efficiency,0.502845,0.001962,0.513432,50,0.5028 +/- 0.0020
scenario_label=random,HT_EEAC,system_efficiency,0.061471,0.000344,0.063466,50,0.0615 +/- 0.0003
scenario_label=random,LAPCT,system_efficiency,0.498971,0.000005,0.498977,50,0.4990 +/- 0.0000
scenario_label=random,NLHQT(n=2),system_efficiency,0.354380,0.000233,0.355713,50,0.3544 +/- 0.0002
scenario_label=random,SGCT,system_efficiency,0.840629,0.000696,0.844788,50,0.8406 +/- 0.0007
scenario_label=random,DQTA(k_max=3),throughput_tags_per_sec,610.231949,0.544429,612.991587,50,610.2319 +/- 0.5444
scenario_label=random,DRCT,throughput_tags_per_sec,656.915795,0.702071,660.265615,50,656.9158 +/- 0.7021
scenario_label=random,EAQ_CBB,throughput_tags_per_sec,447.210176,0.226455,448.383104,50,447.2102 +/- 0.2265
scenario_label=random,EMDT,throughput_tags_per_sec,732.357371,1.928210,741.406771,50,732.3574 +/- 1.9282
scenario_label=random,HT_EEAC,throughput_tags_per_sec,125.449826,0.656298,129.259859,50,125.4498 +/- 0.6563
scenario_label=random,LAPCT,throughput_tags_per_sec,385.946985,0.003062,385.965387,50,385.9470 +/- 0.0031
scenario_label=random,NLHQT(n=2),throughput_tags_per_sec,542.236293,0.342650,544.056941,50,542.2363 +/- 0.3427
scenario_label=random,SGCT,throughput_tags_per_sec,889.078303,0.708266,893.316058,50,889.0783 +/- 0.7083
scenario_label=random,DQTA(k_max=3),total_bits,9443444.560000,3047.903966,9461016.750000,50,9443444.5600 +/- 3047.9040
scenario_label=random,DRCT,total_bits,2054654.000000,1518.797253,2063096.800000,50,2054654.0000 +/- 1518.7973
scenario_label=random,EAQ_CBB,total_bits,2867718.280000,2109.744800,2879720.000000,50,2867718.2800 +/- 2109.7448
scenario_label=random,EMDT,total_bits,1721203.520000,1531.889566,1729448.800000,50,1721203.5200 +/- 1531.8896
scenario_label=random,HT_EEAC,total_bits,7049044.880000,34557.501602,7220469.400000,50,7049044.8800 +/- 34557.5016
scenario_label=random,LAPCT,total_bits,10926901.200000,2167.000208,10937470.500000,50,10926901.2000 +/- 2167.0002
scenario_label=random,NLHQT(n=2),total_bits,2747443.840000,503.615019,2750250.700000,50,2747443.8400 +/- 503.6150
scenario_label=random,SGCT,total_bits,1654418.180000,732.589707,1658188.200000,50,1654418.1800 +/- 732.5897
scenario_label=random,DQTA(k_max=3),total_energy_uj,8210985.729707,8970.871323,8272363.609637,50,8210985.7297 +/- 8970.8713
scenario_label=random,DRCT,total_energy_uj,7626025.024750,9389.998207,7682989.508994,50,7626025.0247 +/- 9389.9982
scenario_label=random,EAQ_CBB,total_energy_uj,11184385.713012,6454.352353,11223858.527812,50,11184385.7130 +/- 6454.3524
scenario_label=random,EMDT,total_energy_uj,6830445.287755,20889.930038,6969291.171750,50,6830445.2878 +/- 20889.9300
scenario_label=random,HT_EEAC,total_energy_uj,46904606.536151,268393.580315,48277782.069932,50,46904606.5362 +/- 268393.5803
scenario_label=random,LAPCT,total_energy_uj,12970411.338615,129.506384,12971220.414169,50,12970411.3386 +/- 129.5064
scenario_label=random,NLHQT(n=2),total_energy_uj,9227011.034825,6860.018486,9264259.916213,50,9227011.0348 +/- 6860.0185
scenario_label=random,SGCT,total_energy_uj,5652269.284945,5201.158123,5682169.835125,50,5652269.2849 +/- 5201.1581
scenario_label=random,DQTA(k_max=3),total_protocol_time_ms,16387.377975,14.631995,16473.102250,50,16387.3780 +/- 14.6320
scenario_label=random,DRCT,total_protocol_time_ms,15222.873525,16.311527,15304.388500,50,15222.8735 +/- 16.3115
scenario_label=random,EAQ_CBB,total_protocol_time_ms,22360.923950,11.331643,22426.236000,50,22360.9240 +/- 11.3316
scenario_label=random,EMDT,total_protocol_time_ms,13655.748000,36.095310,13873.547250,50,13655.7480 +/- 36.0953
scenario_label=random,HT_EEAC,total_protocol_time_ms,79740.866100,415.624006,81806.370750,50,79740.8661 +/- 415.6240
scenario_label=random,LAPCT,total_protocol_time_ms,25910.294400,0.205562,25911.374062,50,25910.2944 +/- 0.2056
scenario_label=random,NLHQT(n=2),total_protocol_time_ms,18442.238350,11.661350,18509.628750,50,18442.2383 +/- 11.6614
scenario_label=random,SGCT,total_protocol_time_ms,11247.694225,8.954211,11295.596875,50,11247.6942 +/- 8.9542
scenario_label=sequential,DQTA(k_max=3),avg_total_bits,132.987200,0.000000,132.987200,50,132.9872 +/- 0.0000
scenario_label=sequential,DRCT,avg_total_bits,510.745400,0.000000,510.745400,50,510.7454 +/- 0.0000
scenario_label=sequential,EAQ_CBB,avg_total_bits,250.387144,0.221306,251.442230,50,250.3871 +/- 0.2213
scenario_label=sequential,EMDT,avg_total_bits,172.211448,0.203124,173.254470,50,172.2114 +/- 0.2031
scenario_label=sequential,HT_EEAC,avg_total_bits,707.471692,3.421518,729.531730,50,707.4717 +/- 3.4215
scenario_label=sequential,LAPCT,avg_total_bits,297.381300,0.000000,297.381300,50,297.3813 +/- 0.0000
scenario_label=sequential,NLHQT(n=2),avg_total_bits,89.796000,0.000000,89.796000,50,89.7960 +/- 0.0000
scenario_label=sequential,SGCT,avg_total_bits,62.337000,0.000000,62.337000,50,62.3370 +/- 0.0000
scenario_label=sequential,DQTA(k_max=3),system_efficiency,0.635890,0.000000,0.635890,50,0.6359 +/- 0.0000
scenario_label=sequential,DRCT,system_efficiency,0.495688,0.000000,0.495688,50,0.4957 +/- 0.0000
scenario_label=sequential,EAQ_CBB,system_efficiency,0.525569,0.000483,0.528377,50,0.5256 +/- 0.0005
scenario_label=sequential,EMDT,system_efficiency,0.502042,0.001906,0.514932,50,0.5020 +/- 0.0019
scenario_label=sequential,HT_EEAC,system_efficiency,0.061216,0.000333,0.062989,50,0.0612 +/- 0.0003
scenario_label=sequential,LAPCT,system_efficiency,0.497587,0.000000,0.497587,50,0.4976 +/- 0.0000
scenario_label=sequential,NLHQT(n=2),system_efficiency,0.428467,0.000000,0.428467,50,0.4285 +/- 0.0000
scenario_label=sequential,SGCT,system_efficiency,0.969462,0.000000,0.969462,50,0.9695 +/- 0.0000
scenario_label=sequential,DQTA(k_max=3),throughput_tags_per_sec,1024.518259,0.000000,1024.518259,50,1024.5183 +/- 0.0000
scenario_label=sequential,DRCT,throughput_tags_per_sec,555.719917,0.000000,555.719917,50,555.7199 +/- 0.0000
scenario_label=sequential,EAQ_CBB,throughput_tags_per_sec,334.026310,0.311516,335.852505,50,334.0263 +/- 0.3115
scenario_label=sequential,EMDT,throughput_tags_per_sec,730.672661,1.693923,740.972924,50,730.6727 +/- 1.6939
scenario_label=sequential,HT_EEAC,throughput_tags_per_sec,124.963707,0.638507,128.325818,50,124.9637 +/- 0.6385
scenario_label=sequential,LAPCT,throughput_tags_per_sec,323.611387,0.000000,323.611387,50,323.6114 +/- 0.0000
scenario_label=sequential,NLHQT(n=2),throughput_tags_per_sec,1396.289222,0.000000,1396.289222,50,1396.2892 +/- 0.0000
scenario_label=sequential,SGCT,throughput_tags_per_sec,2169.357393,0.000000,2169.357393,50,2169.3574 +/- 0.0000
scenario_label=sequential,DQTA(k_max=3),total_bits,1329872.000000,0.000000,1329872.000000,50,1329872.0000 +/- 0.0000
scenario_label=sequential,DRCT,total_bits,5107454.000000,0.000000,5107454.000000,50,5107454.0000 +/- 0.0000
scenario_label=sequential,EAQ_CBB,total_bits,2503871.440000,2213.057815,2514422.300000,50,2503871.4400 +/- 2213.0578
scenario_label=sequential,EMDT,total_bits,1722114.480000,2031.236572,1732544.700000,50,1722114.4800 +/- 2031.2366
scenario_label=sequential,HT_EEAC,total_bits,7074716.920000,34215.175588,7295317.300000,50,7074716.9200 +/- 34215.1756
scenario_label=sequential,LAPCT,total_bits,2973813.000000,0.000000,2973813.000000,50,2973813.0000 +/- 0.0000
scenario_label=sequential,NLHQT(n=2),total_bits,897960.000000,0.000000,897960.000000,50,897960.0000 +/- 0.0000
scenario_label=sequential,SGCT,total_bits,623370.000000,0.000000,623370.000000,50,623370.0000 +/- 0.0000
scenario_label=sequential,DQTA(k_max=3),total_energy_uj,4897848.687000,0.000000,4897848.687000,50,4897848.6870 +/- 0.0000
scenario_label=sequential,DRCT,total_energy_uj,9050979.850000,0.000000,9050979.850000,50,9050979.8500 +/- 0.0000
scenario_label=sequential,EAQ_CBB,total_energy_uj,14980483.435665,16163.971743,15076895.493487,50,14980483.4357 +/- 16163.9717
scenario_label=sequential,EMDT,total_energy_uj,6839962.797270,17716.120631,6941380.602375,50,6839962.7973 +/- 17716.1206
scenario_label=sequential,HT_EEAC,total_energy_uj,47157410.092293,282542.155704,48845356.908737,50,47157410.0923 +/- 282542.1557
scenario_label=sequential,LAPCT,total_energy_uj,15468050.924000,0.000000,15468050.924000,50,15468050.9240 +/- 0.0000
scenario_label=sequential,NLHQT(n=2),total_energy_uj,3583741.116000,0.000000,3583741.116000,50,3583741.1160 +/- 0.0000
scenario_label=sequential,SGCT,total_energy_uj,2325443.362000,0.000000,2325443.362000,50,2325443.3620 +/- 0.0000
scenario_label=sequential,DQTA(k_max=3),total_protocol_time_ms,9760.685000,0.000000,9760.685000,50,9760.6850 +/- 0.0000
scenario_label=sequential,DRCT,total_protocol_time_ms,17994.676250,0.000000,17994.676250,50,17994.6763 +/- 0.0000
scenario_label=sequential,EAQ_CBB,total_protocol_time_ms,29938.093625,27.919530,30073.231500,50,29938.0936 +/- 27.9195
scenario_label=sequential,EMDT,total_protocol_time_ms,13686.955100,31.654315,13845.262250,50,13686.9551 +/- 31.6543
scenario_label=sequential,HT_EEAC,total_protocol_time_ms,80049.999150,410.775548,82695.247125,50,80049.9992 +/- 410.7755
scenario_label=sequential,LAPCT,total_protocol_time_ms,30901.261250,0.000000,30901.261250,50,30901.2612 +/- 0.0000
scenario_label=sequential,NLHQT(n=2),total_protocol_time_ms,7161.840000,0.000000,7161.840000,50,7161.8400 +/- 0.0000
scenario_label=sequential,SGCT,total_protocol_time_ms,4609.660000,0.000000,4609.660000,50,4609.6600 +/- 0.0000
