scenario_point,algorithm_name,metric,mean,ci95,p95,n,mean_ci95
scenario_label=prefix80,SGCT,avg_total_bits,71.322500,0.000000,71.322500,50,71.3225 +/- 0.0000
scenario_label=prefix80,SGCT(d10),avg_total_bits,90.101662,0.007798,90.140910,50,90.1017 +/- 0.0078
scenario_label=prefix80,SGCT(d4),avg_total_bits,159.548328,0.105353,160.131145,50,159.5483 +/- 0.1054
scenario_label=prefix80,SGCT(d6),avg_total_bits,135.448284,0.104423,136.026455,50,135.4483 +/- 0.1044
scenario_label=prefix80,SGCT(d8),avg_total_bits,71.322500,0.000000,71.322500,50,71.3225 +/- 0.0000
scenario_label=prefix80,SGCT(no_local_short_id),avg_total_bits,79.322500,0.000000,79.322500,50,79.3225 +/- 0.0000
scenario_label=prefix80,SGCT(no_low_d_fallback),avg_total_bits,71.322500,0.000000,71.322500,50,71.3225 +/- 0.0000
scenario_label=prefix80,SGCT(no_signature_grouping),avg_total_bits,93.534692,0.000751,93.536900,50,93.5347 +/- 0.0008
scenario_label=prefix80,SGCT(no_suffix_extension),avg_total_bits,71.322500,0.000000,71.322500,50,71.3225 +/- 0.0000
scenario_label=prefix80,SGCT,system_efficiency,0.951203,0.000000,0.951203,50,0.9512 +/- 0.0000
scenario_label=prefix80,SGCT(d10),system_efficiency,0.830019,0.000025,0.830220,50,0.8300 +/- 0.0000
scenario_label=prefix80,SGCT(d4),system_efficiency,0.606506,0.000377,0.608654,50,0.6065 +/- 0.0004
scenario_label=prefix80,SGCT(d6),system_efficiency,0.622205,0.000396,0.624465,50,0.6222 +/- 0.0004
scenario_label=prefix80,SGCT(d8),system_efficiency,0.951203,0.000000,0.951203,50,0.9512 +/- 0.0000
scenario_label=prefix80,SGCT(no_local_short_id),system_efficiency,0.951203,0.000000,0.951203,50,0.9512 +/- 0.0000
scenario_label=prefix80,SGCT(no_low_d_fallback),system_efficiency,0.951203,0.000000,0.951203,50,0.9512 +/- 0.0000
scenario_label=prefix80,SGCT(no_signature_grouping),system_efficiency,0.151415,0.000004,0.151448,50,0.1514 +/- 0.0000
scenario_label=prefix80,SGCT(no_suffix_extension),system_efficiency,0.951203,0.000000,0.951203,50,0.9512 +/- 0.0000
scenario_label=prefix80,SGCT,throughput_tags_per_sec,1821.248967,0.000000,1821.248967,50,1821.2490 +/- 0.0000
scenario_label=prefix80,SGCT(d10),throughput_tags_per_sec,1215.856108,0.187570,1216.969545,50,1215.8561 +/- 0.1876
scenario_label=prefix80,SGCT(d4),throughput_tags_per_sec,753.294423,0.806289,757.435436,50,753.2944 +/- 0.8063
scenario_label=prefix80,SGCT(d6),throughput_tags_per_sec,796.567294,0.898072,801.184851,50,796.5673 +/- 0.8981
scenario_label=prefix80,SGCT(d8),throughput_tags_per_sec,1821.248967,0.000000,1821.248967,50,1821.2490 +/- 0.0000
scenario_label=prefix80,SGCT(no_local_short_id),throughput_tags_per_sec,1817.013148,0.000000,1817.013148,50,1817.0131 +/- 0.0000
scenario_label=prefix80,SGCT(no_low_d_fallback),throughput_tags_per_sec,1821.248967,0.000000,1821.248967,50,1821.2490 +/- 0.0000
scenario_label=prefix80,SGCT(no_signature_grouping),throughput_tags_per_sec,851.939954,0.015327,852.056158,50,851.9400 +/- 0.0153
scenario_label=prefix80,SGCT(no_suffix_extension),throughput_tags_per_sec,1821.248967,0.000000,1821.248967,50,1821.2490 +/- 0.0000
scenario_label=prefix80,SGCT,total_bits,713225.000000,0.000000,713225.000000,50,713225.0000 +/- 0.0000
scenario_label=prefix80,SGCT(d10),total_bits,901016.620000,77.975006,901409.100000,50,901016.6200 +/- 77.9750
scenario_label=prefix80,SGCT(d4),total_bits,1595483.280000,1053.530106,1601311.450000,50,1595483.2800 +/- 1053.5301
scenario_label=prefix80,SGCT(d6),total_bits,1354482.840000,1044.233826,1360264.550000,50,1354482.8400 +/- 1044.2338
scenario_label=prefix80,SGCT(d8),total_bits,713225.000000,0.000000,713225.000000,50,713225.0000 +/- 0.0000
scenario_label=prefix80,SGCT(no_local_short_id),total_bits,793225.000000,0.000000,793225.000000,50,793225.0000 +/- 0.0000
scenario_label=prefix80,SGCT(no_low_d_fallback),total_bits,713225.000000,0.000000,713225.000000,50,713225.0000 +/- 0.0000
scenario_label=prefix80,SGCT(no_signature_grouping),total_bits,935346.920000,7.507309,935369.000000,50,935346.9200 +/- 7.5073
scenario_label=prefix80,SGCT(no_suffix_extension),total_bits,713225.000000,0.000000,713225.000000,50,713225.0000 +/- 0.0000
scenario_label=prefix80,SGCT,total_energy_uj,2774092.780855,993.958783,2779813.093413,50,2774092.7809 +/- 993.9588
scenario_label=prefix80,SGCT(d10),total_energy_uj,4219994.713507,2546.021279,4237441.707231,50,4219994.7135 +/- 2546.0213
scenario_label=prefix80,SGCT(d4),total_energy_uj,6648327.043520,8762.616720,6695116.678087,50,6648327.0435 +/- 8762.6167
scenario_label=prefix80,SGCT(d6),total_energy_uj,6288387.749580,8749.313429,6333772.505069,50,6288387.7496 +/- 8749.3134
scenario_label=prefix80,SGCT(d8),total_energy_uj,2774687.287235,876.140326,2779710.459125,50,2774687.2872 +/- 876.1403
scenario_label=prefix80,SGCT(no_local_short_id),total_energy_uj,2787527.287235,876.140326,2792550.459125,50,2787527.2872 +/- 876.1403
scenario_label=prefix80,SGCT(no_low_d_fallback),total_energy_uj,2774687.287235,876.140326,2779710.459125,50,2774687.2872 +/- 876.1403
scenario_label=prefix80,SGCT(no_signature_grouping),total_energy_uj,5899628.592425,5610.326053,5931674.499362,50,5899628.5924 +/- 5610.3261
scenario_label=prefix80,SGCT(no_suffix_extension),total_energy_uj,2774687.287235,876.140326,2779710.459125,50,2774687.2872 +/- 876.1403
scenario_label=prefix80,SGCT,total_protocol_time_ms,5490.737500,0.000000,5490.737500,50,5490.7375 +/- 0.0000
scenario_label=prefix80,SGCT(d10),total_protocol_time_ms,8224.659950,1.268394,8230.767438,50,8224.6599 +/- 1.2684
scenario_label=prefix80,SGCT(d4),total_protocol_time_ms,13275.215900,14.206004,13353.982375,50,13275.2159 +/- 14.2060
scenario_label=prefix80,SGCT(d6),total_protocol_time_ms,12554.070650,14.150451,12632.546750,50,12554.0706 +/- 14.1505
scenario_label=prefix80,SGCT(d8),total_protocol_time_ms,5490.737500,0.000000,5490.737500,50,5490.7375 +/- 0.0000
scenario_label=prefix80,SGCT(no_local_short_id),total_protocol_time_ms,5503.537500,0.000000,5503.537500,50,5503.5375 +/- 0.0000
scenario_label=prefix80,SGCT(no_low_d_fallback),total_protocol_time_ms,5490.737500,0.000000,5490.737500,50,5490.7375 +/- 0.0000
scenario_label=prefix80,SGCT(no_signature_grouping),total_protocol_time_ms,11737.916500,0.211143,11738.537500,50,11737.9165 +/- 0.2111
scenario_label=prefix80,SGCT(no_suffix_extension),total_protocol_time_ms,5490.737500,0.000000,5490.737500,50,5490.7375 +/- 0.0000
scenario_label=prefixed,SGCT,avg_total_bits,126.455818,0.173945,127.240255,50,126.4558 +/- 0.1739
scenario_label=prefixed,SGCT(d10),avg_total_bits,129.768520,0.053395,130.021320,50,129.7685 +/- 0.0534
scenario_label=prefixed,SGCT(d4),avg_total_bits,220.985416,0.150156,221.600905,50,220.9854 +/- 0.1502
scenario_label=prefixed,SGCT(d6),avg_total_bits,189.370510,0.147813,190.292390,50,189.3705 +/- 0.1478
scenario_label=prefixed,SGCT(d8),avg_total_bits,126.547844,0.176664,127.549905,50,126.5478 +/- 0.1767
scenario_label=prefixed,SGCT(no_local_short_id),avg_total_bits,171.080108,0.224082,172.357875,50,171.0801 +/- 0.2241
scenario_label=prefixed,SGCT(no_low_d_fallback),avg_total_bits,126.547844,0.176664,127.549905,50,126.5478 +/- 0.1767
scenario_label=prefixed,SGCT(no_signature_grouping),avg_total_bits,152.904228,0.220315,154.150945,50,152.9042 +/- 0.2203
scenario_label=prefixed,SGCT(no_suffix_extension),avg_total_bits,126.547844,0.176664,127.549905,50,126.5478 +/- 0.1767
scenario_label=prefixed,SGCT,system_efficiency,0.841159,0.001013,0.848094,50,0.8412 +/- 0.0010
scenario_label=prefixed,SGCT(d10),system_efficiency,0.823355,0.000273,0.824848,50,0.8234 +/- 0.0003
scenario_label=prefixed,SGCT(d4),system_efficiency,0.585722,0.000436,0.588106,50,0.5857 +/- 0.0004
scenario_label=prefixed,SGCT(d6),system_efficiency,0.620734,0.000484,0.623282,50,0.6207 +/- 0.0005
scenario_label=prefixed,SGCT(d8),system_efficiency,0.840625,0.001025,0.846317,50,0.8406 +/- 0.0010
scenario_label=prefixed,SGCT(no_local_short_id),system_efficiency,0.840625,0.001025,0.846317,50,0.8406 +/- 0.0010
scenario_label=prefixed,SGCT(no_low_d_fallback),system_efficiency,0.840625,0.001025,0.846317,50,0.8406 +/- 0.0010
scenario_label=prefixed,SGCT(no_signature_grouping),system_efficiency,0.128560,0.000205,0.129706,50,0.1286 +/- 0.0002
scenario_label=prefixed,SGCT(no_suffix_extension),system_efficiency,0.840625,0.001025,0.846317,50,0.8406 +/- 0.0010
scenario_label=prefixed,SGCT,throughput_tags_per_sec,1066.773369,2.466716,1083.684289,50,1066.7734 +/- 2.4667
scenario_label=prefixed,SGCT(d10),throughput_tags_per_sec,618.876527,0.286458,620.551630,50,618.8765 +/- 0.2865
scenario_label=prefixed,SGCT(d4),throughput_tags_per_sec,605.907696,0.707874,609.792443,50,605.9077 +/- 0.7079
scenario_label=prefixed,SGCT(d6),throughput_tags_per_sec,607.603187,0.785823,611.854670,50,607.6032 +/- 0.7858
scenario_label=prefixed,SGCT(d8),throughput_tags_per_sec,1065.466178,2.489424,1079.389108,50,1065.4662 +/- 2.4894
scenario_label=prefixed,SGCT(no_local_short_id),throughput_tags_per_sec,1043.022310,2.543686,1057.256217,50,1043.0223 +/- 2.5437
scenario_label=prefixed,SGCT(no_low_d_fallback),throughput_tags_per_sec,1065.466178,2.489424,1079.389108,50,1065.4662 +/- 2.4894
scenario_label=prefixed,SGCT(no_signature_grouping),throughput_tags_per_sec,595.306814,1.212622,602.094423,50,595.3068 +/- 1.2126
scenario_label=prefixed,SGCT(no_suffix_extension),throughput_tags_per_sec,1065.466178,2.489424,1079.389108,50,1065.4662 +/- 2.4894
scenario_label=prefixed,SGCT,total_bits,1264558.180000,1739.449689,1272402.550000,50,1264558.1800 +/- 1739.4497
scenario_label=prefixed,SGCT(d10),total_bits,1297685.200000,533.953839,1300213.200000,50,1297685.2000 +/- 533.9538
scenario_label=prefixed,SGCT(d4),total_bits,2209854.160000,1501.557324,2216009.050000,50,2209854.1600 +/- 1501.5573
scenario_label=prefixed,SGCT(d6),total_bits,1893705.100000,1478.126853,1902923.900000,50,1893705.1000 +/- 1478.1269
scenario_label=prefixed,SGCT(d8),total_bits,1265478.440000,1766.638538,1275499.050000,50,1265478.4400 +/- 1766.6385
scenario_label=prefixed,SGCT(no_local_short_id),total_bits,1710801.080000,2240.816444,1723578.750000,50,1710801.0800 +/- 2240.8164
scenario_label=prefixed,SGCT(no_low_d_fallback),total_bits,1265478.440000,1766.638538,1275499.050000,50,1265478.4400 +/- 1766.6385
scenario_label=prefixed,SGCT(no_signature_grouping),total_bits,1529042.280000,2203.147199,1541509.450000,50,1529042.2800 +/- 2203.1472
scenario_label=prefixed,SGCT(no_suffix_extension),total_bits,1265478.440000,1766.638538,1275499.050000,50,1265478.4400 +/- 1766.6385
scenario_label=prefixed,SGCT,total_energy_uj,4712059.584258,11327.053088,4763591.286250,50,4712059.5843 +/- 11327.0531
scenario_label=prefixed,SGCT(d10),total_energy_uj,8193982.400895,9068.816023,8252236.876175,50,8193982.4009 +/- 9068.8160
scenario_label=prefixed,SGCT(d4),total_energy_uj,8263113.407350,11651.196508,8322615.669856,50,8263113.4073 +/- 11651.1965
scenario_label=prefixed,SGCT(d6),total_energy_uj,8240849.586072,12691.117973,8313599.071962,50,8240849.5861 +/- 12691.1180
scenario_label=prefixed,SGCT(d8),total_energy_uj,4717046.202067,11000.778749,4777477.505463,50,4717046.2021 +/- 11000.7787
scenario_label=prefixed,SGCT(no_local_short_id),total_energy_uj,4850171.562912,11726.584241,4914532.712000,50,4850171.5629 +/- 11726.5842
scenario_label=prefixed,SGCT(no_low_d_fallback),total_energy_uj,4717046.202067,11000.778749,4777477.505463,50,4717046.2021 +/- 11000.7787
scenario_label=prefixed,SGCT(no_signature_grouping),total_energy_uj,8425758.626697,18012.508778,8523954.612569,50,8425758.6267 +/- 18012.5088
scenario_label=prefixed,SGCT(no_suffix_extension),total_energy_uj,4717046.202067,11000.778749,4777477.505463,50,4717046.2021 +/- 11000.7787
scenario_label=prefixed,SGCT,total_protocol_time_ms,9374.698850,21.584487,9471.317375,50,9374.6989 +/- 21.5845
scenario_label=prefixed,SGCT(d10),total_protocol_time_ms,16158.356125,7.479165,16195.738125,50,16158.3561 +/- 7.4792
scenario_label=prefixed,SGCT(d4),total_protocol_time_ms,16504.451950,19.322219,16592.775187,50,16504.4519 +/- 19.3222
scenario_label=prefixed,SGCT(d6),total_protocol_time_ms,16458.461300,21.304739,16597.670313,50,16458.4613 +/- 21.3047
scenario_label=prefixed,SGCT(d8),total_protocol_time_ms,9386.215800,21.903828,9509.005312,50,9386.2158 +/- 21.9038
scenario_label=prefixed,SGCT(no_local_short_id),total_protocol_time_ms,9588.249050,23.353637,9719.184375,50,9588.2491 +/- 23.3536
scenario_label=prefixed,SGCT(no_low_d_fallback),total_protocol_time_ms,9386.215800,21.903828,9509.005312,50,9386.2158 +/- 21.9038
scenario_label=prefixed,SGCT(no_signature_grouping),total_protocol_time_ms,16798.948800,34.182672,16990.547813,50,16798.9488 +/- 34.1827
scenario_label=prefixed,SGCT(no_suffix_extension),total_protocol_time_ms,9386.215800,21.903828,9509.005312,50,9386.2158 +/- 21.9038
scenario_label=random,SGCT,avg_total_bits,165.554490,0.099922,166.055245,50,165.5545 +/- 0.0999
scenario_label=random,SGCT(d10),avg_total_bits,167.467860,0.034008,167.667425,50,167.4679 +/- 0.0340
scenario_label=random,SGCT(d4),avg_total_bits,234.933782,0.098800,235.489800,50,234.9338 +/- 0.0988
scenario_label=random,SGCT(d6),avg_total_bits,207.992684,0.078386,208.465690,50,207.9927 +/- 0.0784
scenario_label=random,SGCT(d8),avg_total_bits,165.490126,0.100575,166.147345,50,165.4901 +/- 0.1006
scenario_label=random,SGCT(no_local_short_id),avg_total_bits,264.872962,0.214155,266.305575,50,264.8730 +/- 0.2142
scenario_label=random,SGCT(no_low_d_fallback),avg_total_bits,165.490126,0.100575,166.147345,50,165.4901 +/- 0.1006
scenario_label=random,SGCT(no_signature_grouping),avg_total_bits,191.864694,0.140957,192.790165,50,191.8647 +/- 0.1410
scenario_label=random,SGCT(no_suffix_extension),avg_total_bits,165.490126,0.100575,166.147345,50,165.4901 +/- 0.1006
scenario_label=random,SGCT,system_efficiency,0.839571,0.000943,0.844741,50,0.8396 +/- 0.0009
scenario_label=random,SGCT(d10),system_efficiency,0.823357,0.000271,0.824372,50,0.8234 +/- 0.0003
scenario_label=random,SGCT(d4),system_efficiency,0.586276,0.000470,0.589211,50,0.5863 +/- 0.0005
scenario_label=random,SGCT(d6),system_efficiency,0.621067,0.000444,0.623933,50,0.6211 +/- 0.0004
scenario_label=random,SGCT(d8),system_efficiency,0.840165,0.000953,0.844855,50,0.8402 +/- 0.0010
scenario_label=random,SGCT(no_local_short_id),system_efficiency,0.840165,0.000953,0.844855,50,0.8402 +/- 0.0010
scenario_label=random,SGCT(no_low_d_fallback),system_efficiency,0.840165,0.000953,0.844855,50,0.8402 +/- 0.0010
scenario_label=random,SGCT(no_signature_grouping),system_efficiency,0.128474,0.000189,0.129408,50,0.1285 +/- 0.0002
scenario_label=random,SGCT(no_suffix_extension),system_efficiency,0.840165,0.000953,0.844855,50,0.8402 +/- 0.0010
scenario_label=random,SGCT,throughput_tags_per_sec,888.000384,0.958150,893.236063,50,888.0004 +/- 0.9581
scenario_label=random,SGCT(d10),throughput_tags_per_sec,559.559613,0.155996,560.347570,50,559.5596 +/- 0.1560
scenario_label=random,SGCT(d4),throughput_tags_per_sec,655.941722,0.539291,659.330389,50,655.9417 +/- 0.5393
scenario_label=random,SGCT(d6),throughput_tags_per_sec,633.687000,0.520031,636.922875,50,633.6870 +/- 0.5200
scenario_label=random,SGCT(d8),throughput_tags_per_sec,888.600783,0.968941,893.366738,50,888.6008 +/- 0.9689
scenario_label=random,SGCT(no_local_short_id),throughput_tags_per_sec,851.710668,1.133724,857.299658,50,851.7107 +/- 1.1337
scenario_label=random,SGCT(no_low_d_fallback),throughput_tags_per_sec,888.600783,0.968941,893.366738,50,888.6008 +/- 0.9689
scenario_label=random,SGCT(no_signature_grouping),throughput_tags_per_sec,535.581805,0.677628,538.925767,50,535.5818 +/- 0.6776
scenario_label=random,SGCT(no_suffix_extension),throughput_tags_per_sec,888.600783,0.968941,893.366738,50,888.6008 +/- 0.9689
scenario_label=random,SGCT,total_bits,1655544.900000,999.217808,1660552.450000,50,1655544.9000 +/- 999.2178
scenario_label=random,SGCT(d10),total_bits,1674678.600000,340.076261,1676674.250000,50,1674678.6000 +/- 340.0763
scenario_label=random,SGCT(d4),total_bits,2349337.820000,988.000071,2354898.000000,50,2349337.8200 +/- 988.0001
scenario_label=random,SGCT(d6),total_bits,2079926.840000,783.864075,2084656.900000,50,2079926.8400 +/- 783.8641
scenario_label=random,SGCT(d8),total_bits,1654901.260000,1005.750245,1661473.450000,50,1654901.2600 +/- 1005.7502
scenario_label=random,SGCT(no_local_short_id),total_bits,2648729.620000,2141.552348,2663055.750000,50,2648729.6200 +/- 2141.5523
scenario_label=random,SGCT(no_low_d_fallback),total_bits,1654901.260000,1005.750245,1661473.450000,50,1654901.2600 +/- 1005.7502
scenario_label=random,SGCT(no_signature_grouping),total_bits,1918646.940000,1409.573221,1927901.650000,50,1918646.9400 +/- 1409.5732
scenario_label=random,SGCT(no_suffix_extension),total_bits,1654901.260000,1005.750245,1661473.450000,50,1654901.2600 +/- 1005.7502
scenario_label=random,SGCT,total_energy_uj,5653225.380440,7487.118825,5696780.445912,50,5653225.3804 +/- 7487.1188
scenario_label=random,SGCT(d10),total_energy_uj,9043363.225003,7551.245465,9081840.362125,50,9043363.2250 +/- 7551.2455
scenario_label=random,SGCT(d4),total_energy_uj,7631288.396637,6494.135034,7665025.523656,50,7631288.3966 +/- 6494.1350
scenario_label=random,SGCT(d6),total_energy_uj,7901785.256815,7889.047225,7944001.767487,50,7901785.2568 +/- 7889.0472
scenario_label=random,SGCT(d8),total_energy_uj,5652693.061945,6299.171045,5688693.492125,50,5652693.0619 +/- 6299.1710
scenario_label=random,SGCT(no_local_short_id),total_energy_uj,5967522.013600,8015.595257,6013557.122381,50,5967522.0136 +/- 8015.5953
scenario_label=random,SGCT(no_low_d_fallback),total_energy_uj,5652693.061945,6299.171045,5688693.492125,50,5652693.0619 +/- 6299.1710
scenario_label=random,SGCT(no_signature_grouping),total_energy_uj,9360560.314205,13533.838354,9429702.643781,50,9360560.3142 +/- 13533.8384
scenario_label=random,SGCT(no_suffix_extension),total_energy_uj,5652693.061945,6299.171045,5688693.492125,50,5652693.0619 +/- 6299.1710
scenario_label=random,SGCT,total_protocol_time_ms,11261.423900,12.171650,11320.702750,50,11261.4239 +/- 12.1716
scenario_label=random,SGCT(d10),total_protocol_time_ms,17871.214600,4.984187,17899.076750,50,17871.2146 +/- 4.9842
scenario_label=random,SGCT(d4),total_protocol_time_ms,15245.388325,12.541112,15319.806562,50,15245.3883 +/- 12.5411
scenario_label=random,SGCT(d6),total_protocol_time_ms,15780.796925,12.943781,15849.857000,50,15780.7969 +/- 12.9438
scenario_label=random,SGCT(d8),total_protocol_time_ms,11253.818300,12.278641,11333.080187,50,11253.8183 +/- 12.2786
scenario_label=random,SGCT(no_local_short_id),total_protocol_time_ms,11741.341925,15.640717,11842.949875,50,11741.3419 +/- 15.6407
scenario_label=random,SGCT(no_low_d_fallback),total_protocol_time_ms,11253.818300,12.278641,11333.080187,50,11253.8183 +/- 12.2786
scenario_label=random,SGCT(no_signature_grouping),total_protocol_time_ms,18671.665550,23.641167,18825.840500,50,18671.6656 +/- 23.6412
scenario_label=random,SGCT(no_suffix_extension),total_protocol_time_ms,11253.818300,12.278641,11333.080187,50,11253.8183 +/- 12.2786
scenario_label=sequential,SGCT,avg_total_bits,62.337000,0.000000,62.337000,50,62.3370 +/- 0.0000
scenario_label=sequential,SGCT(d10),avg_total_bits,72.590800,0.000000,72.590800,50,72.5908 +/- 0.0000
scenario_label=sequential,SGCT(d4),avg_total_bits,133.285600,0.000000,133.285600,50,133.2856 +/- 0.0000
scenario_label=sequential,SGCT(d6),avg_total_bits,115.012900,0.000000,115.012900,50,115.0129 +/- 0.0000
scenario_label=sequential,SGCT(d8),avg_total_bits,62.337000,0.000000,62.337000,50,62.3370 +/- 0.0000
scenario_label=sequential,SGCT(no_local_short_id),avg_total_bits,68.337000,0.000000,68.337000,50,68.3370 +/- 0.0000
scenario_label=sequential,SGCT(no_low_d_fallback),avg_total_bits,62.337000,0.000000,62.337000,50,62.3370 +/- 0.0000
scenario_label=sequential,SGCT(no_signature_grouping),avg_total_bits,62.376600,0.000000,62.376600,50,62.3766 +/- 0.0000
scenario_label=sequential,SGCT(no_suffix_extension),avg_total_bits,62.337000,0.000000,62.337000,50,62.3370 +/- 0.0000
scenario_label=sequential,SGCT,system_efficiency,0.969462,0.000000,0.969462,50,0.9695 +/- 0.0000
scenario_label=sequential,SGCT(d10),system_efficiency,0.888810,0.000000,0.888810,50,0.8888 +/- 0.0000
scenario_label=sequential,SGCT(d4),system_efficiency,0.652443,0.000000,0.652443,50,0.6524 +/- 0.0000
scenario_label=sequential,SGCT(d6),system_efficiency,0.663438,0.000000,0.663438,50,0.6634 +/- 0.0000
scenario_label=sequential,SGCT(d8),system_efficiency,0.969462,0.000000,0.969462,50,0.9695 +/- 0.0000
scenario_label=sequential,SGCT(no_local_short_id),system_efficiency,0.969462,0.000000,0.969462,50,0.9695 +/- 0.0000
scenario_label=sequential,SGCT(no_low_d_fallback),system_efficiency,0.969462,0.000000,0.969462,50,0.9695 +/- 0.0000
scenario_label=sequential,SGCT(no_signature_grouping),system_efficiency,0.960246,0.000000,0.960246,50,0.9602 +/- 0.0000
scenario_label=sequential,SGCT(no_suffix_extension),system_efficiency,0.969462,0.000000,0.969462,50,0.9695 +/- 0.0000
scenario_label=sequential,SGCT,throughput_tags_per_sec,2169.357393,0.000000,2169.357393,50,2169.3574 +/- 0.0000
scenario_label=sequential,SGCT(d10),throughput_tags_per_sec,1618.809924,0.000000,1618.809924,50,1618.8099 +/- 0.0000
scenario_label=sequential,SGCT(d4),throughput_tags_per_sec,921.882022,0.000000,921.882022,50,921.8820 +/- 0.0000
scenario_label=sequential,SGCT(d6),throughput_tags_per_sec,959.022871,0.000000,959.022871,50,959.0229 +/- 0.0000
scenario_label=sequential,SGCT(d8),throughput_tags_per_sec,2169.357393,0.000000,2169.357393,50,2169.3574 +/- 0.0000
scenario_label=sequential,SGCT(no_local_short_id),throughput_tags_per_sec,2166.590204,0.000000,2166.590204,50,2166.5902 +/- 0.0000
scenario_label=sequential,SGCT(no_low_d_fallback),throughput_tags_per_sec,2169.357393,0.000000,2169.357393,50,2169.3574 +/- 0.0000
scenario_label=sequential,SGCT(no_signature_grouping),throughput_tags_per_sec,2164.128595,0.000000,2164.128595,50,2164.1286 +/- 0.0000
scenario_label=sequential,SGCT(no_suffix_extension),throughput_tags_per_sec,2169.357393,0.000000,2169.357393,50,2169.3574 +/- 0.0000
scenario_label=sequential,SGCT,total_bits,623370.000000,0.000000,623370.000000,50,623370.0000 +/- 0.0000
scenario_label=sequential,SGCT(d10),total_bits,725908.000000,0.000000,725908.000000,50,725908.0000 +/- 0.0000
scenario_label=sequential,SGCT(d4),total_bits,1332856.000000,0.000000,1332856.000000,50,1332856.0000 +/- 0.0000
scenario_label=sequential,SGCT(d6),total_bits,1150129.000000,0.000000,1150129.000000,50,1150129.0000 +/- 0.0000
scenario_label=sequential,SGCT(d8),total_bits,623370.000000,0.000000,623370.000000,50,623370.0000 +/- 0.0000
scenario_label=sequential,SGCT(no_local_short_id),total_bits,683370.000000,0.000000,683370.000000,50,683370.0000 +/- 0.0000
scenario_label=sequential,SGCT(no_low_d_fallback),total_bits,623370.000000,0.000000,623370.000000,50,623370.0000 +/- 0.0000
scenario_label=sequential,SGCT(no_signature_grouping),total_bits,623766.000000,0.000000,623766.000000,50,623766.0000 +/- 0.0000
scenario_label=sequential,SGCT(no_suffix_extension),total_bits,623370.000000,0.000000,623370.000000,50,623370.0000 +/- 0.0000
scenario_label=sequential,SGCT,total_energy_uj,2325443.362000,0.000000,2325443.362000,50,2325443.3620 +/- 0.0000
scenario_label=sequential,SGCT(d10),total_energy_uj,3157248.066000,0.000000,3157248.066000,50,3157248.0660 +/- 0.0000
scenario_label=sequential,SGCT(d4),total_energy_uj,5431458.766000,0.000000,5431458.766000,50,5431458.7660 +/- 0.0000
scenario_label=sequential,SGCT(d6),total_energy_uj,5225634.404000,0.000000,5225634.404000,50,5225634.4040 +/- 0.0000
scenario_label=sequential,SGCT(d8),total_energy_uj,2325443.362000,0.000000,2325443.362000,50,2325443.3620 +/- 0.0000
scenario_label=sequential,SGCT(no_local_short_id),total_energy_uj,2331360.862000,0.000000,2331360.862000,50,2331360.8620 +/- 0.0000
scenario_label=sequential,SGCT(no_low_d_fallback),total_energy_uj,2325443.362000,0.000000,2325443.362000,50,2325443.3620 +/- 0.0000
scenario_label=sequential,SGCT(no_signature_grouping),total_energy_uj,2336581.654000,0.000000,2336581.654000,50,2336581.6540 +/- 0.0000
scenario_label=sequential,SGCT(no_suffix_extension),total_energy_uj,2325443.362000,0.000000,2325443.362000,50,2325443.3620 +/- 0.0000
scenario_label=sequential,SGCT,total_protocol_time_ms,4609.660000,0.000000,4609.660000,50,4609.6600 +/- 0.0000
scenario_label=sequential,SGCT(d10),total_protocol_time_ms,6177.377500,0.000000,6177.377500,50,6177.3775 +/- 0.0000
scenario_label=sequential,SGCT(d4),total_protocol_time_ms,10847.375000,0.000000,10847.375000,50,10847.3750 +/- 0.0000
scenario_label=sequential,SGCT(d6),total_protocol_time_ms,10427.280000,0.000000,10427.280000,50,10427.2800 +/- 0.0000
scenario_label=sequential,SGCT(d8),total_protocol_time_ms,4609.660000,0.000000,4609.660000,50,4609.6600 +/- 0.0000
scenario_label=sequential,SGCT(no_local_short_id),total_protocol_time_ms,4615.547500,0.000000,4615.547500,50,4615.5475 +/- 0.0000
scenario_label=sequential,SGCT(no_low_d_fallback),total_protocol_time_ms,4609.660000,0.000000,4609.660000,50,4609.6600 +/- 0.0000
scenario_label=sequential,SGCT(no_signature_grouping),total_protocol_time_ms,4620.797500,0.000000,4620.797500,50,4620.7975 +/- 0.0000
scenario_label=sequential,SGCT(no_suffix_extension),total_protocol_time_ms,4609.660000,0.000000,4609.660000,50,4609.6600 +/- 0.0000
