scenario_point,algorithm_name,metric,mean,ci95,p95,n,mean_ci95
"scenario_label=dispersed,ber=0.0001",NLHQT(n=2),total_bits,1379371.680000,6567.648124,1399974.600000,50,1379371.6800 +/- 6567.6481
"scenario_label=dispersed,ber=0.0001",SGCT,total_bits,1398074.860000,32202.075228,1611922.350000,50,1398074.8600 +/- 32202.0752
"scenario_label=dispersed,ber=0.0001",DQTA(k_max=3),total_energy_uj,12228391.298848,494977.747249,14794578.735650,50,12228391.2988 +/- 494977.7472
"scenario_label=dispersed,ber=0.0001",DRCT,total_energy_uj,30966689.388315,1965206.661754,40718004.218557,50,30966689.3883 +/- 1965206.6618
"scenario_label=dispersed,ber=0.0001",EMDT,total_energy_uj,6887237.016915,17735.080244,6990692.247987,50,6887237.0169 +/- 17735.0802
"scenario_label=dispersed,ber=0.0001",LAPCT,total_energy_uj,15198131.023715,29610.978238,15338821.486038,50,15198131.0237 +/- 29610.9782
"scenario_label=dispersed,ber=0.0001",NLHQT(n=2),total_energy_uj,4594217.034575,1902.050085,4605058.599787,50,4594217.0346 +/- 1902.0501
"scenario_label=dispersed,ber=0.0001",SGCT,total_energy_uj,4036140.393435,155800.618793,5263558.699613,50,4036140.3934 +/- 155800.6188
"scenario_label=dispersed,ber=0.0001",DQTA(k_max=3),total_protocol_time_ms,24419.445700,990.231706,29555.944312,50,24419.4457 +/- 990.2317
"scenario_label=dispersed,ber=0.0001",DRCT,total_protocol_time_ms,61801.948800,3928.232344,81410.117437,50,61801.9488 +/- 3928.2323
"scenario_label=dispersed,ber=0.0001",EMDT,total_protocol_time_ms,13762.465450,32.194156,13961.569125,50,13762.4654 +/- 32.1942
"scenario_label=dispersed,ber=0.0001",LAPCT,total_protocol_time_ms,30368.457450,59.270915,30649.084375,50,30368.4575 +/- 59.2709
"scenario_label=dispersed,ber=0.0001",NLHQT(n=2),total_protocol_time_ms,9177.959100,3.551035,9198.491062,50,9177.9591 +/- 3.5510
"scenario_label=dispersed,ber=0.0001",SGCT,total_protocol_time_ms,8081.110650,307.725827,10497.629188,50,8081.1106 +/- 307.7258
"scenario_label=dispersed,ber=0.001",DQTA(k_max=3),avg_total_bits,670.145704,27.613604,840.187835,50,670.1457 +/- 27.6136
"scenario_label=dispersed,ber=0.001",DRCT,avg_total_bits,774.922154,32.554245,1009.863635,50,774.9222 +/- 32.5542
"scenario_label=dispersed,ber=0.001",EMDT,avg_total_bits,179.935148,0.132837,180.759580,50,179.9351 +/- 0.1328
"scenario_label=dispersed,ber=0.001",LAPCT,avg_total_bits,488.918418,8.741598,538.195055,50,488.9184 +/- 8.7416
"scenario_label=dispersed,ber=0.001",NLHQT(n=2),avg_total_bits,138.335536,0.500898,140.147680,50,138.3355 +/- 0.5009
"scenario_label=dispersed,ber=0.001",SGCT,avg_total_bits,167.905726,3.721393,190.740835,50,167.9057 +/- 3.7214
"scenario_label=dispersed,ber=0.001",DQTA(k_max=3),system_efficiency,0.370755,0.008952,0.419432,50,0.3708 +/- 0.0090
"scenario_label=dispersed,ber=0.001",DRCT,system_efficiency,0.148953,0.010679,0.209720,50,0.1490 +/- 0.0107
"scenario_label=dispersed,ber=0.001",EMDT,system_efficiency,0.486225,0.001703,0.494632,50,0.4862 +/- 0.0017
"scenario_label=dispersed,ber=0.001",LAPCT,system_efficiency,0.498974,0.000003,0.498977,50,0.4990 +/- 0.0000
"scenario_label=dispersed,ber=0.001",NLHQT(n=2),system_efficiency,0.378024,0.000184,0.378835,50,0.3780 +/- 0.0002
"scenario_label=dispersed,ber=0.001",SGCT,system_efficiency,0.746543,0.019745,0.822151,50,0.7465 +/- 0.0197
"scenario_label=dispersed,ber=0.001",DQTA(k_max=3),throughput_tags_per_sec,441.140572,22.016402,555.488603,50,441.1406 +/- 22.0164
"scenario_label=dispersed,ber=0.001",DRCT,throughput_tags_per_sec,183.458241,12.522399,252.698562,50,183.4582 +/- 12.5224
"scenario_label=dispersed,ber=0.001",EMDT,throughput_tags_per_sec,698.421385,1.638681,708.319367,50,698.4214 +/- 1.6387
"scenario_label=dispersed,ber=0.001",LAPCT,throughput_tags_per_sec,329.393353,0.593805,332.525830,50,329.3934 +/- 0.5938
"scenario_label=dispersed,ber=0.001",NLHQT(n=2),throughput_tags_per_sec,1088.903791,0.621507,1091.874621,50,1088.9038 +/- 0.6215
"scenario_label=dispersed,ber=0.001",SGCT,throughput_tags_per_sec,1042.208331,40.830903,1254.365015,50,1042.2083 +/- 40.8309
"scenario_label=dispersed,ber=0.001",DQTA(k_max=3),total_bits,6701457.040000,276136.036475,8401878.350000,50,6701457.0400 +/- 276136.0365
"scenario_label=dispersed,ber=0.001",DRCT,total_bits,7749221.540000,325542.446031,10098636.350000,50,7749221.5400 +/- 325542.4460
"scenario_label=dispersed,ber=0.001",EMDT,total_bits,1799351.480000,1328.368089,1807595.800000,50,1799351.4800 +/- 1328.3681
"scenario_label=dispersed,ber=0.001",LAPCT,total_bits,4889184.180000,87415.981561,5381950.550000,50,4889184.1800 +/- 87415.9816
"scenario_label=dispersed,ber=0.001",NLHQT(n=2),total_bits,1383355.360000,5008.983118,1401476.800000,50,1383355.3600 +/- 5008.9831
"scenario_label=dispersed,ber=0.001",SGCT,total_bits,1679057.260000,37213.925746,1907408.350000,50,1679057.2600 +/- 37213.9257
"scenario_label=dispersed,ber=0.001",DQTA(k_max=3),total_energy_uj,11724166.625155,587742.187932,15337274.928381,50,11724166.6252 +/- 587742.1879
"scenario_label=dispersed,ber=0.001",DRCT,total_energy_uj,29175138.754573,2266482.875863,45204523.727007,50,29175138.7546 +/- 2266482.8759
"scenario_label=dispersed,ber=0.001",EMDT,total_energy_uj,7154119.376370,20475.280962,7271470.271250,50,7154119.3764 +/- 20475.2810
"scenario_label=dispersed,ber=0.001",LAPCT,total_energy_uj,15194139.504000,27320.244577,15317720.927037,50,15194139.5040 +/- 27320.2446
"scenario_label=dispersed,ber=0.001",NLHQT(n=2),total_energy_uj,4595085.912050,2986.561681,4611025.312250,50,4595085.9121 +/- 2986.5617
"scenario_label=dispersed,ber=0.001",SGCT,total_energy_uj,4937767.696550,213658.151225,6299197.373419,50,4937767.6966 +/- 213658.1512
"scenario_label=dispersed,ber=0.001",DQTA(k_max=3),total_protocol_time_ms,23405.200725,1173.905652,30612.838562,50,23405.2007 +/- 1173.9057
"scenario_label=dispersed,ber=0.001",DRCT,total_protocol_time_ms,58266.752825,4542.430649,90484.203500,50,58266.7528 +/- 4542.4306
"scenario_label=dispersed,ber=0.001",EMDT,total_protocol_time_ms,14319.008900,33.588980,14516.065750,50,14319.0089 +/- 33.5890
"scenario_label=dispersed,ber=0.001",LAPCT,total_protocol_time_ms,30360.095950,54.633960,30608.066563,50,30360.0959 +/- 54.6340
"scenario_label=dispersed,ber=0.001",NLHQT(n=2),total_protocol_time_ms,9183.586000,5.249019,9218.521000,50,9183.5860 +/- 5.2490
"scenario_label=dispersed,ber=0.001",SGCT,total_protocol_time_ms,9799.024075,412.066862,12586.027313,50,9799.0241 +/- 412.0669
"scenario_label=dispersed,ber=1e-05",DQTA(k_max=3),avg_total_bits,691.982416,26.743110,840.054375,50,691.9824 +/- 26.7431
"scenario_label=dispersed,ber=1e-05",DRCT,avg_total_bits,779.838588,28.973507,963.958205,50,779.8386 +/- 28.9735
"scenario_label=dispersed,ber=1e-05",EMDT,avg_total_bits,172.143076,0.137576,172.897670,50,172.1431 +/- 0.1376
"scenario_label=dispersed,ber=1e-05",LAPCT,avg_total_bits,485.782600,9.417309,541.056610,50,485.7826 +/- 9.4173
"scenario_label=dispersed,ber=1e-05",NLHQT(n=2),avg_total_bits,138.094818,0.604729,140.030740,50,138.0948 +/- 0.6047
"scenario_label=dispersed,ber=1e-05",SGCT,avg_total_bits,129.416466,4.250318,156.974645,50,129.4165 +/- 4.2503
"scenario_label=dispersed,ber=1e-05",DQTA(k_max=3),system_efficiency,0.361063,0.007554,0.412165,50,0.3611 +/- 0.0076
"scenario_label=dispersed,ber=1e-05",DRCT,system_efficiency,0.148412,0.012811,0.227643,50,0.1484 +/- 0.0128
"scenario_label=dispersed,ber=1e-05",EMDT,system_efficiency,0.502169,0.001705,0.511270,50,0.5022 +/- 0.0017
"scenario_label=dispersed,ber=1e-05",LAPCT,system_efficiency,0.498973,0.000004,0.498977,50,0.4990 +/- 0.0000
"scenario_label=dispersed,ber=1e-05",NLHQT(n=2),system_efficiency,0.378405,0.000151,0.379324,50,0.3784 +/- 0.0002
"scenario_label=dispersed,ber=1e-05",SGCT,system_efficiency,0.857673,0.014883,0.928264,50,0.8577 +/- 0.0149
"scenario_label=dispersed,ber=1e-05",DQTA(k_max=3),throughput_tags_per_sec,425.523673,24.717201,616.600376,50,425.5237 +/- 24.7172
"scenario_label=dispersed,ber=1e-05",DRCT,throughput_tags_per_sec,182.464500,14.669930,273.590297,50,182.4645 +/- 14.6699
"scenario_label=dispersed,ber=1e-05",EMDT,throughput_tags_per_sec,731.266487,1.625327,739.534329,50,731.2665 +/- 1.6253
"scenario_label=dispersed,ber=1e-05",LAPCT,throughput_tags_per_sec,329.222730,0.668397,333.409084,50,329.2227 +/- 0.6684
"scenario_label=dispersed,ber=1e-05",NLHQT(n=2),throughput_tags_per_sec,1089.926740,0.502213,1092.787524,50,1089.9267 +/- 0.5022
"scenario_label=dispersed,ber=1e-05",SGCT,throughput_tags_per_sec,1309.799244,48.167036,1514.179638,50,1309.7992 +/- 48.1670
"scenario_label=dispersed,ber=1e-05",DQTA(k_max=3),total_bits,6919824.160000,267431.098665,8400543.750000,50,6919824.1600 +/- 267431.0987
"scenario_label=dispersed,ber=1e-05",DRCT,total_bits,7798385.880000,289735.068454,9639582.050000,50,7798385.8800 +/- 289735.0685
"scenario_label=dispersed,ber=1e-05",EMDT,total_bits,1721430.760000,1375.756425,1728976.700000,50,1721430.7600 +/- 1375.7564
"scenario_label=dispersed,ber=1e-05",LAPCT,total_bits,4857826.000000,94173.089138,5410566.100000,50,4857826.0000 +/- 94173.0891
"scenario_label=dispersed,ber=1e-05",NLHQT(n=2),total_bits,1380948.180000,6047.288330,1400307.400000,50,1380948.1800 +/- 6047.2883
"scenario_label=dispersed,ber=1e-05",SGCT,total_bits,1294164.660000,42503.180524,1569746.450000,50,1294164.6600 +/- 42503.1805
"scenario_label=dispersed,ber=1e-05",DQTA(k_max=3),total_energy_uj,12211247.346110,616866.196174,15492656.101775,50,12211247.3461 +/- 616866.1962
"scenario_label=dispersed,ber=1e-05",DRCT,total_energy_uj,29464581.475520,2085089.371267,42045235.329564,50,29464581.4755 +/- 2085089.3713
"scenario_label=dispersed,ber=1e-05",EMDT,total_energy_uj,6837072.354180,17582.312808,6922580.765763,50,6837072.3542 +/- 17582.3128
"scenario_label=dispersed,ber=1e-05",LAPCT,total_energy_uj,15201807.696688,30673.756311,15352392.646150,50,15201807.6967 +/- 30673.7563
"scenario_label=dispersed,ber=1e-05",NLHQT(n=2),total_energy_uj,4591170.674625,2463.728705,4603550.053525,50,4591170.6746 +/- 2463.7287
"scenario_label=dispersed,ber=1e-05",SGCT,total_energy_uj,3907749.793210,157514.059471,5249978.826588,50,3907749.7932 +/- 157514.0595
"scenario_label=dispersed,ber=1e-05",DQTA(k_max=3),total_protocol_time_ms,24391.460375,1229.331866,30937.488687,50,24391.4604 +/- 1229.3319
"scenario_label=dispersed,ber=1e-05",DRCT,total_protocol_time_ms,58813.198125,4163.782526,84060.184125,50,58813.1981 +/- 4163.7825
"scenario_label=dispersed,ber=1e-05",EMDT,total_protocol_time_ms,13675.769500,30.483591,13840.636750,50,13675.7695 +/- 30.4836
"scenario_label=dispersed,ber=1e-05",LAPCT,total_protocol_time_ms,30376.162850,61.378291,30676.517500,50,30376.1629 +/- 61.3783
"scenario_label=dispersed,ber=1e-05",NLHQT(n=2),total_protocol_time_ms,9174.953425,4.227478,9196.015312,50,9174.9534 +/- 4.2275
"scenario_label=dispersed,ber=1e-05",SGCT,total_protocol_time_ms,7780.939550,317.412878,10467.423750,50,7780.9396 +/- 317.4129
"scenario_label=prefix80,ber=0.0",DQTA(k_max=3),avg_total_bits,183.862056,0.179103,185.092945,50,183.8621 +/- 0.1791
"scenario_label=prefix80,ber=0.0",DRCT,avg_total_bits,532.481564,0.190430,533.433265,50,532.4816 +/- 0.1904
"scenario_label=prefix80,ber=0.0",EMDT,avg_total_bits,172.023248,0.150310,172.798590,50,172.0232 +/- 0.1503
"scenario_label=prefix80,ber=0.0",LAPCT,avg_total_bits,323.147786,0.011507,323.184810,50,323.1478 +/- 0.0115
"scenario_label=prefix80,ber=0.0",NLHQT(n=2),avg_total_bits,107.959544,0.034924,108.177680,50,107.9595 +/- 0.0349
"scenario_label=prefix80,ber=0.0",SGCT,avg_total_bits,71.322500,0.000000,71.322500,50,71.3225 +/- 0.0000
"scenario_label=prefix80,ber=0.0",DQTA(k_max=3),system_efficiency,0.367850,0.000460,0.370417,50,0.3679 +/- 0.0005
"scenario_label=prefix80,ber=0.0",DRCT,system_efficiency,0.397669,0.000466,0.400227,50,0.3977 +/- 0.0005
"scenario_label=prefix80,ber=0.0",EMDT,system_efficiency,0.501176,0.001377,0.509411,50,0.5012 +/- 0.0014
"scenario_label=prefix80,ber=0.0",LAPCT,system_efficiency,0.498975,0.000003,0.498977,50,0.4990 +/- 0.0000
"scenario_label=prefix80,ber=0.0",NLHQT(n=2),system_efficiency,0.378161,0.000164,0.379115,50,0.3782 +/- 0.0002
"scenario_label=prefix80,ber=0.0",SGCT,system_efficiency,0.951203,0.000000,0.951203,50,0.9512 +/- 0.0000
"scenario_label=prefix80,ber=0.0",DQTA(k_max=3),throughput_tags_per_sec,678.391023,1.052650,682.996477,50,678.3910 +/- 1.0527
"scenario_label=prefix80,ber=0.0",DRCT,throughput_tags_per_sec,458.369994,0.528569,461.253171,50,458.3700 +/- 0.5286
"scenario_label=prefix80,ber=0.0",EMDT,throughput_tags_per_sec,730.054944,1.337153,739.187785,50,730.0549 +/- 1.3372
"scenario_label=prefix80,ber=0.0",LAPCT,throughput_tags_per_sec,324.260387,0.001893,324.268239,50,324.2604 +/- 0.0019
"scenario_label=prefix80,ber=0.0",NLHQT(n=2),throughput_tags_per_sec,1089.201365,0.589627,1092.513549,50,1089.2014 +/- 0.5896
"scenario_label=prefix80,ber=0.0",SGCT,throughput_tags_per_sec,1821.248967,0.000000,1821.248967,50,1821.2490 +/- 0.0000
"scenario_label=prefix80,ber=0.0",DQTA(k_max=3),total_bits,1838620.560000,1791.029618,1850929.450000,50,1838620.5600 +/- 1791.0296
"scenario_label=prefix80,ber=0.0",DRCT,total_bits,5324815.640000,1904.304911,5334332.650000,50,5324815.6400 +/- 1904.3049
"scenario_label=prefix80,ber=0.0",EMDT,total_bits,1720232.480000,1503.099285,1727985.900000,50,1720232.4800 +/- 1503.0993
"scenario_label=prefix80,ber=0.0",LAPCT,total_bits,3231477.860000,115.065924,3231848.100000,50,3231477.8600 +/- 115.0659
"scenario_label=prefix80,ber=0.0",NLHQT(n=2),total_bits,1079595.440000,349.236888,1081776.800000,50,1079595.4400 +/- 349.2369
"scenario_label=prefix80,ber=0.0",SGCT,total_bits,713225.000000,0.000000,713225.000000,50,713225.0000 +/- 0.0000
"scenario_label=prefix80,ber=0.0",DQTA(k_max=3),total_energy_uj,7384045.380422,13419.991170,7468791.537987,50,7384045.3804 +/- 13419.9912
"scenario_label=prefix80,ber=0.0",DRCT,total_energy_uj,10965466.879207,15759.740901,11055071.460037,50,10965466.8792 +/- 15759.7409
"scenario_label=prefix80,ber=0.0",EMDT,total_energy_uj,6850082.407995,14503.390924,6928537.283525,50,6850082.4080 +/- 14503.3909
"scenario_label=prefix80,ber=0.0",LAPCT,total_energy_uj,15432709.182280,121.518203,15433499.892850,50,15432709.1823 +/- 121.5182
"scenario_label=prefix80,ber=0.0",NLHQT(n=2),total_energy_uj,4593684.463350,2797.809096,4609857.498275,50,4593684.4633 +/- 2797.8091
"scenario_label=prefix80,ber=0.0",SGCT,total_energy_uj,2775194.326720,974.028813,2779639.763200,50,2775194.3267 +/- 974.0288
"scenario_label=prefix80,ber=0.0",DQTA(k_max=3),total_protocol_time_ms,14741.215950,22.982452,14897.797437,50,14741.2159 +/- 22.9825
"scenario_label=prefix80,ber=0.0",DRCT,total_protocol_time_ms,21816.806750,25.152436,21940.965688,50,21816.8067 +/- 25.1524
"scenario_label=prefix80,ber=0.0",EMDT,total_protocol_time_ms,13698.183900,25.029574,13851.677000,50,13698.1839 +/- 25.0296
"scenario_label=prefix80,ber=0.0",LAPCT,total_protocol_time_ms,30839.413050,0.180037,30840.160938,50,30839.4130 +/- 0.1800
"scenario_label=prefix80,ber=0.0",NLHQT(n=2),total_protocol_time_ms,9181.073150,4.973565,9212.334750,50,9181.0732 +/- 4.9736
"scenario_label=prefix80,ber=0.0",SGCT,total_protocol_time_ms,5490.737500,0.000000,5490.737500,50,5490.7375 +/- 0.0000
"scenario_label=prefix80,ber=0.0001",DQTA(k_max=3),avg_total_bits,183.999896,0.161436,184.806505,50,183.9999 +/- 0.1614
"scenario_label=prefix80,ber=0.0001",DRCT,avg_total_bits,532.367728,0.161206,533.362060,50,532.3677 +/- 0.1612
"scenario_label=prefix80,ber=0.0001",EMDT,avg_total_bits,172.805208,0.187171,173.918440,50,172.8052 +/- 0.1872
"scenario_label=prefix80,ber=0.0001",LAPCT,avg_total_bits,323.133134,0.019272,323.189820,50,323.1331 +/- 0.0193
"scenario_label=prefix80,ber=0.0001",NLHQT(n=2),avg_total_bits,107.935108,0.032025,108.088600,50,107.9351 +/- 0.0320
"scenario_label=prefix80,ber=0.0001",SGCT,avg_total_bits,71.362628,0.003809,71.384900,50,71.3626 +/- 0.0038
"scenario_label=prefix80,ber=0.0001",DQTA(k_max=3),system_efficiency,0.367381,0.000519,0.370263,50,0.3674 +/- 0.0005
"scenario_label=prefix80,ber=0.0001",DRCT,system_efficiency,0.397971,0.000394,0.400087,50,0.3980 +/- 0.0004
"scenario_label=prefix80,ber=0.0001",EMDT,system_efficiency,0.498954,0.001763,0.510929,50,0.4990 +/- 0.0018
"scenario_label=prefix80,ber=0.0001",LAPCT,system_efficiency,0.498971,0.000005,0.498977,50,0.4990 +/- 0.0000
"scenario_label=prefix80,ber=0.0001",NLHQT(n=2),system_efficiency,0.378252,0.000155,0.379256,50,0.3783 +/- 0.0002
"scenario_label=prefix80,ber=0.0001",SGCT,system_efficiency,0.950448,0.000072,0.950841,50,0.9504 +/- 0.0001
"scenario_label=prefix80,ber=0.0001",DQTA(k_max=3),throughput_tags_per_sec,677.490095,1.002521,685.273591,50,677.4901 +/- 1.0025
"scenario_label=prefix80,ber=0.0001",DRCT,throughput_tags_per_sec,458.702840,0.446253,461.086506,50,458.7028 +/- 0.4463
"scenario_label=prefix80,ber=0.0001",EMDT,throughput_tags_per_sec,726.226597,1.653519,736.621475,50,726.2266 +/- 1.6535
"scenario_label=prefix80,ber=0.0001",LAPCT,throughput_tags_per_sec,324.261407,0.002610,324.283861,50,324.2614 +/- 0.0026
"scenario_label=prefix80,ber=0.0001",NLHQT(n=2),throughput_tags_per_sec,1089.638083,0.541056,1093.316201,50,1089.6381 +/- 0.5411
"scenario_label=prefix80,ber=0.0001",SGCT,throughput_tags_per_sec,1819.496945,0.166113,1820.410166,50,1819.4969 +/- 0.1661
"scenario_label=prefix80,ber=0.0001",DQTA(k_max=3),total_bits,1839998.960000,1614.357177,1848065.050000,50,1839998.9600 +/- 1614.3572
"scenario_label=prefix80,ber=0.0001",DRCT,total_bits,5323677.280000,1612.056901,5333620.600000,50,5323677.2800 +/- 1612.0569
"scenario_label=prefix80,ber=0.0001",EMDT,total_bits,1728052.080000,1871.710658,1739184.400000,50,1728052.0800 +/- 1871.7107
"scenario_label=prefix80,ber=0.0001",LAPCT,total_bits,3231331.340000,192.718780,3231898.200000,50,3231331.3400 +/- 192.7188
"scenario_label=prefix80,ber=0.0001",NLHQT(n=2),total_bits,1079351.080000,320.254168,1080886.000000,50,1079351.0800 +/- 320.2542
"scenario_label=prefix80,ber=0.0001",SGCT,total_bits,713626.280000,38.086219,713849.000000,50,713626.2800 +/- 38.0862
"scenario_label=prefix80,ber=0.0001",DQTA(k_max=3),total_energy_uj,7385509.258530,14384.619820,7464875.890644,50,7385509.2585 +/- 14384.6198
"scenario_label=prefix80,ber=0.0001",DRCT,total_energy_uj,10958472.172663,12114.541181,11031548.282781,50,10958472.1727 +/- 12114.5412
"scenario_label=prefix80,ber=0.0001",EMDT,total_energy_uj,6899105.519550,17623.525103,6982473.404275,50,6899105.5196 +/- 17623.5251
"scenario_label=prefix80,ber=0.0001",LAPCT,total_energy_uj,15432626.750698,179.244816,15433445.600050,50,15432626.7507 +/- 179.2448
"scenario_label=prefix80,ber=0.0001",NLHQT(n=2),total_energy_uj,4592750.277920,2538.928656,4604428.210288,50,4592750.2779 +/- 2538.9287
"scenario_label=prefix80,ber=0.0001",SGCT,total_energy_uj,2778259.879175,1089.010575,2783666.053988,50,2778259.8792 +/- 1089.0106
"scenario_label=prefix80,ber=0.0001",DQTA(k_max=3),total_protocol_time_ms,14760.774700,21.792423,14866.602250,50,14760.7747 +/- 21.7924
"scenario_label=prefix80,ber=0.0001",DRCT,total_protocol_time_ms,21800.869625,21.225482,21927.977188,50,21800.8696 +/- 21.2255
"scenario_label=prefix80,ber=0.0001",EMDT,total_protocol_time_ms,13770.716200,31.312659,13954.392625,50,13770.7162 +/- 31.3127
"scenario_label=prefix80,ber=0.0001",LAPCT,total_protocol_time_ms,30839.316025,0.248177,30840.143750,50,30839.3160 +/- 0.2482
"scenario_label=prefix80,ber=0.0001",NLHQT(n=2),total_protocol_time_ms,9177.387950,4.551339,9199.403750,50,9177.3880 +/- 4.5513
"scenario_label=prefix80,ber=0.0001",SGCT,total_protocol_time_ms,5496.025200,0.501865,5498.960000,50,5496.0252 +/- 0.5019
"scenario_label=prefix80,ber=0.001",DQTA(k_max=3),avg_total_bits,184.168402,0.190589,185.110245,50,184.1684 +/- 0.1906
"scenario_label=prefix80,ber=0.001",DRCT,avg_total_bits,532.605292,0.179727,533.536290,50,532.6053 +/- 0.1797
"scenario_label=prefix80,ber=0.001",EMDT,avg_total_bits,179.834380,0.151454,180.824990,50,179.8344 +/- 0.1515
"scenario_label=prefix80,ber=0.001",LAPCT,avg_total_bits,323.142464,0.016399,323.187850,50,323.1425 +/- 0.0164
"scenario_label=prefix80,ber=0.001",NLHQT(n=2),avg_total_bits,107.957300,0.036498,108.162740,50,107.9573 +/- 0.0365
"scenario_label=prefix80,ber=0.001",SGCT,avg_total_bits,71.715716,0.010987,71.784260,50,71.7157 +/- 0.0110
"scenario_label=prefix80,ber=0.001",DQTA(k_max=3),system_efficiency,0.367528,0.000480,0.370469,50,0.3675 +/- 0.0005
"scenario_label=prefix80,ber=0.001",DRCT,system_efficiency,0.397390,0.000445,0.400433,50,0.3974 +/- 0.0004
"scenario_label=prefix80,ber=0.001",EMDT,system_efficiency,0.486982,0.001759,0.497375,50,0.4870 +/- 0.0018
"scenario_label=prefix80,ber=0.001",LAPCT,system_efficiency,0.498973,0.000004,0.498977,50,0.4990 +/- 0.0000
"scenario_label=prefix80,ber=0.001",NLHQT(n=2),system_efficiency,0.378158,0.000177,0.379124,50,0.3782 +/- 0.0002
"scenario_label=prefix80,ber=0.001",SGCT,system_efficiency,0.943849,0.000204,0.944961,50,0.9438 +/- 0.0002
"scenario_label=prefix80,ber=0.001",DQTA(k_max=3),throughput_tags_per_sec,676.546799,1.123141,683.269844,50,676.5468 +/- 1.1231
"scenario_label=prefix80,ber=0.001",DRCT,throughput_tags_per_sec,458.047313,0.502592,461.489897,50,458.0473 +/- 0.5026
"scenario_label=prefix80,ber=0.001",EMDT,throughput_tags_per_sec,700.060990,1.616978,709.415070,50,700.0610 +/- 1.6170
"scenario_label=prefix80,ber=0.001",LAPCT,throughput_tags_per_sec,324.261143,0.002718,324.287444,50,324.2611 +/- 0.0027
"scenario_label=prefix80,ber=0.001",NLHQT(n=2),throughput_tags_per_sec,1089.237229,0.613841,1092.428691,50,1089.2372 +/- 0.6138
"scenario_label=prefix80,ber=0.001",SGCT,throughput_tags_per_sec,1804.224639,0.471203,1806.794216,50,1804.2246 +/- 0.4712
"scenario_label=prefix80,ber=0.001",DQTA(k_max=3),total_bits,1841684.020000,1905.889617,1851102.450000,50,1841684.0200 +/- 1905.8896
"scenario_label=prefix80,ber=0.001",DRCT,total_bits,5326052.920000,1797.270107,5335362.900000,50,5326052.9200 +/- 1797.2701
"scenario_label=prefix80,ber=0.001",EMDT,total_bits,1798343.800000,1514.542777,1808249.900000,50,1798343.8000 +/- 1514.5428
"scenario_label=prefix80,ber=0.001",LAPCT,total_bits,3231424.640000,163.989360,3231878.500000,50,3231424.6400 +/- 163.9894
"scenario_label=prefix80,ber=0.001",NLHQT(n=2),total_bits,1079573.000000,364.976111,1081627.400000,50,1079573.0000 +/- 364.9761
"scenario_label=prefix80,ber=0.001",SGCT,total_bits,717157.160000,109.874445,717842.600000,50,717157.1600 +/- 109.8744
"scenario_label=prefix80,ber=0.001",DQTA(k_max=3),total_energy_uj,7398257.528987,14673.844653,7478302.679931,50,7398257.5290 +/- 14673.8447
"scenario_label=prefix80,ber=0.001",DRCT,total_energy_uj,10974405.437630,15057.601662,11053699.469656,50,10974405.4376 +/- 15057.6017
"scenario_label=prefix80,ber=0.001",EMDT,total_energy_uj,7147328.049960,19391.107834,7259971.816463,50,7147328.0500 +/- 19391.1078
"scenario_label=prefix80,ber=0.001",LAPCT,total_energy_uj,15432698.997278,156.228101,15433381.475594,50,15432698.9973 +/- 156.2281
"scenario_label=prefix80,ber=0.001",NLHQT(n=2),total_energy_uj,4594634.792605,2912.189102,4611367.813262,50,4594634.7926 +/- 2912.1891
"scenario_label=prefix80,ber=0.001",SGCT,total_energy_uj,2800311.574320,909.939594,2805628.383112,50,2800311.5743 +/- 909.9396
"scenario_label=prefix80,ber=0.001",DQTA(k_max=3),total_protocol_time_ms,14781.462950,24.533326,14906.823938,50,14781.4629 +/- 24.5333
"scenario_label=prefix80,ber=0.001",DRCT,total_protocol_time_ms,21832.140500,23.911544,21954.446437,50,21832.1405 +/- 23.9115
"scenario_label=prefix80,ber=0.001",EMDT,total_protocol_time_ms,14285.441850,32.999587,14467.631625,50,14285.4418 +/- 32.9996
"scenario_label=prefix80,ber=0.001",LAPCT,total_protocol_time_ms,30839.341100,0.258517,30840.196875,50,30839.3411 +/- 0.2585
"scenario_label=prefix80,ber=0.001",NLHQT(n=2),total_protocol_time_ms,9180.773700,5.173368,9209.833750,50,9180.7737 +/- 5.1734
"scenario_label=prefix80,ber=0.001",SGCT,total_protocol_time_ms,5542.551900,1.447825,5551.584000,50,5542.5519 +/- 1.4478
"scenario_label=prefix80,ber=1e-05",DQTA(k_max=3),avg_total_bits,184.037632,0.187446,184.754450,50,184.0376 +/- 0.1874
"scenario_label=prefix80,ber=1e-05",DRCT,avg_total_bits,532.442772,0.211252,533.606535,50,532.4428 +/- 0.2113
"scenario_label=prefix80,ber=1e-05",EMDT,avg_total_bits,172.149992,0.171542,172.933070,50,172.1500 +/- 0.1715
"scenario_label=prefix80,ber=1e-05",LAPCT,avg_total_bits,323.132998,0.018998,323.182840,50,323.1330 +/- 0.0190
"scenario_label=prefix80,ber=1e-05",NLHQT(n=2),avg_total_bits,107.940324,0.029130,108.094330,50,107.9403 +/- 0.0291
"scenario_label=prefix80,ber=1e-05",SGCT,avg_total_bits,71.326148,0.001126,71.332100,50,71.3261 +/- 0.0011
"scenario_label=prefix80,ber=1e-05",DQTA(k_max=3),system_efficiency,0.367760,0.000500,0.370401,50,0.3678 +/- 0.0005
