scenario_point,DQTA(k_max=3),DRCT,EMDT,HLCT-Base,LAPCT,NLHQT(n=2),SGCT,SGCT(d10),SGCT(d4),SGCT(d6),SGCT(d8),SGCT(no_local_short_id),SGCT(no_low_d_fallback),SGCT(no_signature_grouping),SGCT(no_suffix_extension)
scenario_label=clustered,523.3196,324.8272,147.7378,155.3642,425.0042,269.2022,99.7482,95.4056,128.6755,110.8750,99.9995,219.6515,99.9998,99.9995,99.9995
scenario_label=dispersed,521.2357,363.5585,147.6991,171.3489,267.5423,78.0532,84.6800,82.5912,98.1463,83.7804,85.8200,124.0400,85.8200,85.8200,85.8200
scenario_label=prefix64,249.3059,333.5307,147.6077,144.9924,261.0946,81.1230,68.1478,66.0928,111.2670,85.2580,68.1469,94.4192,68.1484,68.1469,68.1469
scenario_label=prefix72,166.7118,356.7631,147.7298,144.9487,176.1035,65.1155,58.9558,56.0033,98.6377,73.1048,58.9669,76.0968,59.0146,58.9669,58.9669
scenario_label=prefix80,84.8072,378.6263,147.7530,149.7070,91.7137,47.8325,42.0000,39.9888,70.2743,51.4416,42.0000,50.0000,42.0000,42.0000,42.0000
scenario_label=prefixed,414.6325,287.0359,147.7268,144.9815,430.8666,113.1226,84.2704,82.1543,127.4191,101.5091,84.2817,128.8139,84.2817,84.2817,84.2817
scenario_label=random,910.6449,147.3926,147.7645,145.0789,940.3622,209.1275,132.3089,130.1569,175.4083,149.5189,132.2933,231.6761,132.2933,132.2933,132.2933
scenario_label=sequential,65.9744,384.0614,147.8170,140.9360,64.4288,42.0000,35.9936,34.0000,58.9872,43.9808,35.9936,41.9936,35.9936,35.9936,35.9936
