scenario_point,DQTA(k_max=3),DRCT,EMDT,HLCT-Base,LAPCT,NLHQT(n=2),SGCT,SGCT(d10),SGCT(d4),SGCT(d6),SGCT(d8),SGCT(no_local_short_id),SGCT(no_low_d_fallback),SGCT(no_signature_grouping),SGCT(no_suffix_extension)
scenario_label=clustered,9290.8800,14908.3600,5945.6600,4494.1800,10075.6400,18673.6200,2786.6200,1227.4000,6337.6200,6063.7600,2789.3000,2789.3000,2789.3000,2789.3000,2789.3000
scenario_label=dispersed,15088.6400,38096.7200,5961.0800,6254.5600,10041.1200,16446.8800,723.8000,2621.0000,6768.4000,6536.5400,734.0000,734.0000,734.0000,734.0000,734.0000
scenario_label=prefix64,9267.6800,14488.2400,5972.6400,3969.3600,10041.3200,18218.9600,1900.1200,2141.1000,7052.1600,6084.5600,1898.6800,1898.6800,1898.6800,1898.6800,1898.6800
scenario_label=prefix72,9284.0800,14479.1400,5938.1400,3964.6800,10041.4400,18207.5400,1879.3200,2131.8000,7064.8800,6043.0800,1892.2800,1892.2800,1892.2800,1892.2800,1892.2800
scenario_label=prefix80,8565.6000,12567.2000,5943.5400,3586.7600,10041.0800,16440.5400,513.0000,2047.9200,6487.9600,6071.9600,513.0000,513.0000,513.0000,513.0000,513.0000
scenario_label=prefixed,9286.2000,14479.0000,5948.6800,3968.4200,10041.4000,18226.7600,1888.5800,2145.4400,7073.0800,6110.0800,1896.1400,1896.1400,1896.1400,1896.1400,1896.1400
scenario_label=random,9282.9600,14441.9400,5942.9600,3997.8400,10041.5600,18236.3400,1911.0400,2145.4200,7056.9600,6101.4400,1902.6200,1902.6200,1902.6200,1902.6200,1902.6200
scenario_label=sequential,5723.0000,10086.0000,5934.6200,2210.0000,10095.0000,13339.0000,315.0000,1251.0000,5327.0000,5073.0000,315.0000,315.0000,315.0000,315.0000,315.0000
