scenario_point,DQTA(k_max=3),DRCT,EMDT,HLCT-Base,LAPCT,NLHQT(n=2),SGCT,SGCT(d10),SGCT(d4),SGCT(d6),SGCT(d8),SGCT(no_local_short_id),SGCT(no_low_d_fallback),SGCT(no_signature_grouping),SGCT(no_suffix_extension)
scenario_label=clustered,6137531.9400,4777586.7600,1721730.7200,2224403.2000,6375224.0600,4403394.2400,1545669.3600,1334389.1000,2229959.3400,2066643.7400,1548527.1600,2745047.1600,1548662.0400,1715879.8000,1548527.1600
scenario_label=dispersed,6844367.2400,7953397.5200,1721253.2000,2586940.1800,4908455.8600,1381826.4600,1155775.6600,1366197.2000,1866479.8600,1697184.2400,1167735.1400,1549935.1400,1167735.1400,1389857.7000,1167735.1400
scenario_label=prefix64,3423403.6600,4883192.2400,1719771.4400,2072877.9800,4768817.6200,1467490.5600,1134237.1000,1170304.1000,2158366.3000,1825111.1800,1134023.4600,1396746.3000,1134739.4000,1397304.0200,1134023.4600
scenario_label=prefix72,2673312.3200,5230384.8800,1721332.3600,2102225.2800,3998512.3600,1307103.5600,1029830.0800,1080743.8000,2065801.1400,1728744.7800,1031432.8000,1202731.6800,1055313.0000,1281605.4400,1031432.8000
scenario_label=prefix80,1839733.6800,5324184.6600,1721795.1600,2115542.7800,3231478.0400,1079403.2000,713225.0000,901016.6200,1595483.2800,1354482.8400,713225.0000,793225.0000,713225.0000,935346.9200,713225.0000
scenario_label=prefixed,4929915.1600,4178124.1000,1721495.5600,2012034.2800,6307211.3000,1787719.8800,1264558.1800,1297685.2000,2209854.1600,1893705.1000,1265478.4400,1710801.0800,1265478.4400,1529042.2800,1265478.4400
scenario_label=random,9444165.3800,2056275.9800,1721977.2400,1834161.9200,10924277.7000,2747908.0400,1655544.9000,1674678.6000,2349337.8200,2079926.8400,1654901.2600,2648729.6200,1654901.2600,1918646.9400,1654901.2600
scenario_label=sequential,1329872.0000,5107454.0000,1722855.6800,1874834.0000,2973813.0000,897960.0000,623370.0000,725908.0000,1332856.0000,1150129.0000,623370.0000,683370.0000,623370.0000,623766.0000,623370.0000
