scenario_point,DQTA(k_max=3),DRCT,EMDT,HLCT-Base,LAPCT,NLHQT(n=2),SGCT,SGCT(d10),SGCT(d4),SGCT(d6),SGCT(d8),SGCT(no_local_short_id),SGCT(no_low_d_fallback),SGCT(no_signature_grouping),SGCT(no_suffix_extension)
scenario_label=clustered,16121.0674,23173.6476,13682.1820,16747.6655,29656.4865,25175.9446,10165.9148,10757.4243,15614.8236,16630.4001,10170.8318,10351.1898,10172.6663,14877.6248,10170.8318
scenario_label=dispersed,24299.3574,61202.8270,13697.1318,18993.2697,30340.4931,9181.6660,6635.1278,9604.3963,13863.7169,13509.6763,6692.0907,6753.2428,6692.0907,12939.2877,6692.0907
scenario_label=prefix64,16072.7075,23137.8769,13708.2093,16228.5808,29867.7389,11551.7032,8757.7237,15564.4199,16869.8194,16610.5858,8754.8828,8862.4897,8764.5940,16159.6486,8754.8828
scenario_label=prefix72,16062.0146,24050.3293,13674.3908,16599.3278,30362.0403,10688.0099,8022.0512,15153.0839,16654.5802,16216.4340,8042.5893,8102.6063,8364.0725,15078.6948,8042.5893
scenario_label=prefix80,14755.4609,21808.0134,13677.3630,15980.6978,30839.4689,9178.3448,5490.7375,8224.6599,13275.2159,12554.0706,5490.7375,5503.5375,5490.7375,11737.9165,5490.7375
scenario_label=prefixed,16169.7164,21181.2249,13684.0981,15469.5004,28878.2728,13279.1901,9374.6989,16158.3561,16504.4520,16458.4613,9386.2158,9588.2491,9386.2158,16798.9488,9386.2158
scenario_label=random,16381.6142,15241.5468,13676.3957,13253.1284,25910.5658,18451.9468,11261.4239,17871.2146,15245.3883,15780.7969,11253.8183,11741.3419,11253.8183,18671.6655,11253.8183
scenario_label=sequential,9760.6850,17994.6763,13669.8864,12950.4937,30901.2612,7161.8400,4609.6600,6177.3775,10847.3750,10427.2800,4609.6600,4615.5475,4609.6600,4620.7975,4609.6600
