TOTAL_TAGS,BINARY_LENGTH,scenario_label,id_distribution,scenario_point,ber,enable_refined_energy_model,enable_resource_monitoring,energy_profile,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_reader_tx_energy_uj,total_tag_tx_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,energy_per_tag_uj,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,prefix_length,cluster_count,cluster_prefix_length,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1558594335,2597397463,11211842.500000,329357.000000,1322056.000000,13712,5623530.471250,658.714000,661.028000,1319.742000,5624850.213250,10000,562.485021,10000,0,1856,929.000000,928.000000,257.000000,65601.000000,10927.000000,21376.000000,21376.000000,10927.000000,927.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.275400,0.000000,891.914063,SGCT,0,257,,,,11856,0.843455,132.205600,32.935700,1651413.000000,165.141300,5.387931,11211.842500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1558594335,2063419704,18393607.500000,654470.000000,2091140.000000,17181,9198134.509500,1308.940000,1045.570000,2354.510000,9200489.019500,10000,920.048902,10000,0,18150,,,,,,,,,,,,,,,,,,,,9.557000,,543.667141,NLHQT(n=2),0,21,,,,28150,0.355240,209.114000,65.447000,2745610.000000,274.561000,0.550964,18393.607500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1558594335,4263149179,13865312.500000,240328.000000,1468816.000000,20357,6907813.583000,480.656000,734.408000,1215.064000,6909028.647000,10000,690.902865,10000,4212,6145,,,,,,,,,,,,,,,,,,,,5.354500,,721.224278,EMDT,0,47,,,,20357,0.491232,146.881600,24.032800,1709144.000000,170.914400,1.627339,13865.312500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2792941912,273242109,11263268.750000,332527.000000,1323033.000000,13827,5639202.639000,665.054000,661.516500,1326.570500,5640529.209500,10000,564.052921,10000,0,1913,957.000000,957.000000,257.000000,66036.000000,10956.000000,21432.000000,21432.000000,10956.000000,956.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.286400,0.000000,887.841729,SGCT,1,262,,,,11913,0.839419,132.303300,33.252700,1655560.000000,165.556000,5.227392,11263.268750
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1558594335,653636727,16332846.250000,335999.000000,9103224.000000,34832,8180429.505750,671.998000,4551.612000,5223.610000,8185653.115750,10000,818.565312,10000,10976,9237,,,,,,,,,,,,,,,,,,,,5.164200,,612.263157,DQTA(k_max=3),0,27,,,,30213,0.330983,910.322400,33.599900,9439223.000000,943.922300,1.082603,16332.846250
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2792941912,1219928568,13633712.500000,247038.000000,1481472.000000,19703,6849422.923500,494.076000,740.736000,1234.812000,6850657.735500,10000,685.065774,10000,3788,5915,,,,,,,,,,,,,,,,,,,,5.316200,,733.475933,EMDT,1,50,,,,19703,0.507537,148.147200,24.703800,1728510.000000,172.851000,1.690617,13633.712500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2792941912,803192325,18440907.500000,656044.000000,2091138.000000,17226,9224971.208250,1312.088000,1045.569000,2357.657000,9227328.865250,10000,922.732887,10000,0,18241,,,,,,,,,,,,,,,,,,,,9.556900,,542.272662,NLHQT(n=2),1,21,,,,28241,0.354095,209.113800,65.604400,2747182.000000,274.718200,0.548216,18440.907500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2260581695,1598433020,11272870.000000,333138.000000,1323352.000000,13848,5663770.671750,666.276000,661.676000,1327.952000,5665098.623750,10000,566.509862,10000,0,1924,963.000000,962.000000,257.000000,66111.000000,10961.000000,21448.000000,21448.000000,10961.000000,961.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.289800,0.000000,887.085543,SGCT,2,260,,,,11924,0.838645,132.335200,33.313800,1656490.000000,165.649000,5.197505,11272.870000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2792941912,769451767,16406461.250000,338709.000000,9101305.000000,34883,8231675.258750,677.418000,4550.652500,5228.070500,8236903.329250,10000,823.690333,10000,10919,9309,,,,,,,,,,,,,,,,,,,,5.163100,,609.515961,DQTA(k_max=3),1,27,,,,30228,0.330819,910.130500,33.870900,9440014.000000,944.001400,1.074229,16406.461250
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2260581695,2564918606,18407530.000000,654966.000000,2091152.000000,17194,9210979.955250,1309.932000,1045.576000,2355.508000,9213335.463250,10000,921.333546,10000,0,18184,,,,,,,,,,,,,,,,,,,,9.557600,,543.255939,NLHQT(n=2),2,21,,,,28184,0.354811,209.115200,65.496600,2746118.000000,274.611800,0.549934,18407.530000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2260581695,1679261230,13727992.500000,242792.000000,1475056.000000,20085,6883292.003500,485.584000,737.528000,1223.112000,6884515.115500,10000,688.451512,10000,4091,5994,,,,,,,,,,,,,,,,,,,,5.324000,,728.438626,EMDT,2,46,,,,20085,0.497884,147.505600,24.279200,1717848.000000,171.784800,1.668335,13727.992500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2758645605,120449310,11250381.250000,331676.000000,1323158.000000,13800,5654348.328625,663.352000,661.579000,1324.931000,5655673.259625,10000,565.567326,10000,0,1900,951.000000,950.000000,257.000000,65931.000000,10949.000000,21429.000000,21429.000000,10949.000000,949.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.286000,0.000000,888.858766,SGCT,3,258,,,,11900,0.840336,132.315800,33.167600,1654834.000000,165.483400,5.263158,11250.381250
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2260581695,1866256578,16287567.500000,334522.000000,9096392.000000,34688,8126265.138000,669.044000,4548.196000,5217.240000,8131482.378000,10000,813.148238,10000,10889,9199,,,,,,,,,,,,,,,,,,,,5.159900,,613.965222,DQTA(k_max=3),2,27,,,,30088,0.332358,909.639200,33.452200,9430914.000000,943.091400,1.087075,16287.567500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2758645605,2512510612,13578865.000000,242110.000000,1476928.000000,19676,6778413.291250,484.220000,738.464000,1222.684000,6779635.975250,10000,677.963598,10000,3824,5852,,,,,,,,,,,,,,,,,,,,5.292600,,736.438576,EMDT,3,45,,,,19676,0.508233,147.692800,24.211000,1719038.000000,171.903800,1.708817,13578.865000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2758645605,1211052307,18421590.000000,655484.000000,2091302.000000,17207,9208767.105500,1310.968000,1045.651000,2356.619000,9211123.724500,10000,921.112372,10000,0,18179,,,,,,,,,,,,,,,,,,,,9.565100,,542.841307,NLHQT(n=2),3,21,,,,28179,0.354874,209.130200,65.548400,2746786.000000,274.678600,0.550085,18421.590000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1754591414,1722943738,11271555.000000,333063.000000,1323374.000000,13845,5650427.511500,666.126000,661.687000,1327.813000,5651755.324500,10000,565.175532,10000,0,1923,963.000000,961.000000,257.000000,66096.000000,10960.000000,21448.000000,21448.000000,10960.000000,960.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.290000,0.000000,887.189035,SGCT,4,259,,,,11923,0.838715,132.337400,33.306300,1656437.000000,165.643700,5.200208,11271.555000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2758645605,1301275000,16397095.000000,338644.000000,9117865.000000,34720,8210542.830750,677.288000,4558.932500,5236.220500,8215779.051250,10000,821.577905,10000,10753,9311,,,,,,,,,,,,,,,,,,,,5.173000,,609.864125,DQTA(k_max=3),3,28,,,,30064,0.332624,911.786500,33.864400,9456509.000000,945.650900,1.073998,16397.095000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1754591414,2289880641,18412060.000000,655158.000000,2091180.000000,17198,9214276.559250,1310.316000,1045.590000,2355.906000,9216632.465250,10000,921.663247,10000,0,18185,,,,,,,,,,,,,,,,,,,,9.559000,,543.122280,NLHQT(n=2),4,21,,,,28185,0.354799,209.118000,65.515800,2746338.000000,274.633800,0.549904,18412.060000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1754591414,1503802396,13566922.500000,240790.000000,1476176.000000,19739,6739560.858500,481.580000,738.088000,1219.668000,6740780.526500,10000,674.078053,10000,3911,5828,,,,,,,,,,,,,,,,,,,,5.291400,,737.086837,EMDT,4,46,,,,19739,0.506611,147.617600,24.079000,1716966.000000,171.696600,1.715854,13566.922500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,3099554364,2217295571,11279922.500000,333631.000000,1323501.000000,13864,5689089.548875,667.262000,661.750500,1329.012500,5690418.561375,10000,569.041856,10000,0,1932,967.000000,966.000000,257.000000,66171.000000,10965.000000,21461.000000,21461.000000,10965.000000,965.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.292400,0.000000,886.530914,SGCT,5,259,,,,11932,0.838082,132.350100,33.363100,1657132.000000,165.713200,5.175983,11279.922500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1754591414,3855979222,16289363.750000,334306.000000,9096052.000000,34852,8152153.230375,668.612000,4548.026000,5216.638000,8157369.868375,10000,815.736987,10000,11065,9191,,,,,,,,,,,,,,,,,,,,5.159900,,613.897519,DQTA(k_max=3),4,27,,,,30256,0.330513,909.605200,33.430600,9430358.000000,943.035800,1.088021,16289.363750
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,3099554364,3479146752,13759217.500000,243672.000000,1475200.000000,20167,6928753.113000,487.344000,737.600000,1224.944000,6929978.057000,10000,692.997806,10000,4143,6024,,,,,,,,,,,,,,,,,,,,5.326400,,726.785517,EMDT,5,46,,,,20167,0.495860,147.520000,24.367200,1718872.000000,171.887200,1.660027,13759.217500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,3099554364,2543722940,18499535.000000,658498.000000,2091390.000000,17278,9227688.332500,1316.996000,1045.695000,2362.691000,9230051.023500,10000,923.005102,10000,0,18279,,,,,,,,,,,,,,,,,,,,9.569500,,540.554127,NLHQT(n=2),5,20,,,,28279,0.353619,209.139000,65.849800,2749888.000000,274.988800,0.547076,18499.535000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1049667412,4045752901,11274723.750000,333271.000000,1323353.000000,13852,5652981.587750,666.542000,661.676500,1328.218500,5654309.806250,10000,565.430981,10000,0,1926,964.000000,963.000000,257.000000,66126.000000,10962.000000,21450.000000,21450.000000,10962.000000,962.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.290200,0.000000,886.939691,SGCT,6,259,,,,11926,0.838504,132.335300,33.327100,1656624.000000,165.662400,5.192108,11274.723750
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,3099554364,549838391,16357416.250000,337000.000000,9101190.000000,34812,8198060.972250,674.000000,4550.595000,5224.595000,8203285.567250,10000,820.328557,10000,10917,9263,,,,,,,,,,,,,,,,,,,,5.163000,,611.343494,DQTA(k_max=3),5,27,,,,30180,0.331345,910.119000,33.700000,9438190.000000,943.819000,1.079564,16357.416250
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1049667412,1945971755,18501125.000000,658486.000000,2091428.000000,17280,9253137.322000,1316.972000,1045.714000,2362.686000,9255500.008000,10000,925.550001,10000,0,18304,,,,,,,,,,,,,,,,,,,,9.571400,,540.507672,NLHQT(n=2),6,21,,,,28304,0.353307,209.142800,65.848600,2749914.000000,274.991400,0.546329,18501.125000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1049667412,782293982,13677027.500000,243210.000000,1476272.000000,19953,6831857.269000,486.420000,738.136000,1224.556000,6833081.825000,10000,683.308182,10000,4021,5932,,,,,,,,,,,,,,,,,,,,5.316600,,731.153023,EMDT,6,45,,,,19953,0.501178,147.627200,24.321000,1719482.000000,171.948200,1.685772,13677.027500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2055536347,794050639,11223507.500000,330029.000000,1322061.000000,13734,5648268.225375,660.058000,661.030500,1321.088500,5649589.313875,10000,564.958931,10000,0,1868,936.000000,933.000000,257.000000,65676.000000,10932.000000,21371.000000,21371.000000,10932.000000,932.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.274800,0.000000,890.987064,SGCT,7,259,,,,11868,0.842602,132.206100,33.002900,1652090.000000,165.209000,5.353319,11223.507500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,1049667412,4286121908,16479322.500000,341207.000000,9119967.000000,35065,8261221.260875,682.414000,4559.983500,5242.397500,8266463.658375,10000,826.646366,10000,11005,9373,,,,,,,,,,,,,,,,,,,,5.174600,,606.821063,DQTA(k_max=3),6,27,,,,30378,0.329186,911.996700,34.120700,9461174.000000,946.117400,1.066894,16479.322500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2055536347,3201801547,18338715.000000,652214.000000,2090830.000000,17132,9164175.809250,1304.428000,1045.415000,2349.843000,9166525.652250,10000,916.652565,10000,0,18082,,,,,,,,,,,,,,,,,,,,9.541500,,545.294477,NLHQT(n=2),7,21,,,,28082,0.356100,209.083000,65.221400,2743044.000000,274.304400,0.553036,18338.715000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2055536347,3341352659,13804390.000000,240416.000000,1470288.000000,20220,6929084.511500,480.832000,735.144000,1215.976000,6930300.487500,10000,693.030049,10000,4133,6087,,,,,,,,,,,,,,,,,,,,5.329500,,724.407236,EMDT,7,44,,,,20220,0.494560,147.028800,24.041600,1710704.000000,171.070400,1.642845,13804.390000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,34821376,764338488,11330930.000000,336845.000000,1324148.000000,13971,5704166.561125,673.690000,662.074000,1335.764000,5705502.325125,10000,570.550233,10000,0,1987,996.000000,992.000000,257.000000,66561.000000,10991.000000,21500.000000,21500.000000,10991.000000,991.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.300800,0.000000,882.540092,SGCT,8,259,,,,11987,0.834237,132.414800,33.684500,1660993.000000,166.099300,5.032713,11330.930000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2055536347,2150792311,16273468.750000,333388.000000,9089796.000000,34862,8140254.412125,666.776000,4544.898000,5211.674000,8145466.086125,10000,814.546609,10000,11099,9175,,,,,,,,,,,,,,,,,,,,5.155700,,614.497140,DQTA(k_max=3),7,26,,,,30274,0.330316,908.979600,33.338800,9423184.000000,942.318400,1.089918,16273.468750
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,34821376,476193029,18550230.000000,660482.000000,2091616.000000,17324,9275202.057250,1320.964000,1045.808000,2366.772000,9277568.829250,10000,927.756883,10000,0,18355,,,,,,,,,,,,,,,,,,,,9.580800,,539.076874,NLHQT(n=2),8,22,,,,28355,0.352671,209.161600,66.048200,2752098.000000,275.209800,0.544811,18550.230000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,34821376,12146752,13409567.500000,240438.000000,1479728.000000,19389,6695826.974500,480.876000,739.864000,1220.740000,6697047.714500,10000,669.704771,10000,3720,5669,,,,,,,,,,,,,,,,,,,,5.252500,,745.736207,EMDT,8,47,,,,19389,0.515756,147.972800,24.043800,1720166.000000,172.016600,1.763980,13409.567500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,4164039492,2457331314,11292278.750000,334445.000000,1323765.000000,13891,5649468.056500,668.890000,661.882500,1330.772500,5650798.829000,10000,565.079883,10000,0,1945,973.000000,973.000000,257.000000,66276.000000,10972.000000,21480.000000,21480.000000,10972.000000,972.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.296000,0.000000,885.560853,SGCT,9,258,,,,11945,0.837170,132.376500,33.444500,1658210.000000,165.821000,5.141388,11292.278750
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,34821376,3044336991,16443395.000000,339722.000000,9112811.000000,35145,8246308.921875,679.444000,4556.405500,5235.849500,8251544.771375,10000,825.154477,10000,11148,9331,,,,,,,,,,,,,,,,,,,,5.170400,,608.146919,DQTA(k_max=3),8,27,,,,30479,0.328095,911.281100,33.972200,9452533.000000,945.253300,1.071696,16443.395000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,4164039492,1349172571,18480030.000000,657908.000000,2091428.000000,17259,9261894.310250,1315.816000,1045.714000,2361.530000,9264255.840250,10000,926.425584,10000,0,18303,,,,,,,,,,,,,,,,,,,,9.571400,,541.124663,NLHQT(n=2),9,21,,,,28303,0.353319,209.142800,65.790800,2749336.000000,274.933600,0.546359,18480.030000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,4164039492,3202057183,13610447.500000,241846.000000,1476928.000000,19749,6739310.980000,483.692000,738.464000,1222.156000,6740533.136000,10000,674.053314,10000,3861,5888,,,,,,,,,,,,,,,,,,,,5.309100,,734.729699,EMDT,9,49,,,,19749,0.506355,147.692800,24.184600,1718774.000000,171.877400,1.698370,13610.447500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,3239962901,2084348858,11267281.250000,332813.000000,1323004.000000,13833,5684262.517000,665.626000,661.502000,1327.128000,5685589.645000,10000,568.558964,10000,0,1917,960.000000,958.000000,257.000000,66051.000000,10957.000000,21431.000000,21431.000000,10957.000000,957.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.286600,0.000000,887.525551,SGCT,10,259,,,,11917,0.839137,132.300400,33.281300,1655817.000000,165.581700,5.216484,11267.281250
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,4164039492,3665105208,16447201.250000,339794.000000,9110820.000000,35198,8212227.289625,679.588000,4555.410000,5234.998000,8217462.287625,10000,821.746229,10000,11201,9331,,,,,,,,,,,,,,,,,,,,5.169300,,608.006180,DQTA(k_max=3),9,27,,,,30532,0.327525,911.082000,33.979400,9450614.000000,945.061400,1.071696,16447.201250
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,3239962901,3228205857,18433660.000000,655950.000000,2091210.000000,17218,9201027.380500,1311.900000,1045.605000,2357.505000,9203384.885500,10000,920.338489,10000,0,18198,,,,,,,,,,,,,,,,,,,,9.560500,,542.485866,NLHQT(n=2),10,21,,,,28198,0.354635,209.121000,65.595000,2747160.000000,274.716000,0.549511,18433.660000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,3239962901,3463763193,13586772.500000,247214.000000,1482496.000000,19751,6813552.471000,494.428000,741.248000,1235.676000,6814788.147000,10000,681.478815,10000,3908,5843,,,,,,,,,,,,,,,,,,,,5.298500,,736.009969,EMDT,10,46,,,,19751,0.506303,148.249600,24.721400,1729710.000000,172.971000,1.711450,13586.772500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,302523264,907079854,11274130.000000,333305.000000,1323040.000000,13844,5656904.903875,666.610000,661.520000,1328.130000,5658233.033875,10000,565.823303,10000,0,1924,965.000000,960.000000,257.000000,66081.000000,10959.000000,21434.000000,21434.000000,10959.000000,959.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.287800,0.000000,886.986402,SGCT,11,256,,,,11924,0.838645,132.304000,33.330500,1656345.000000,165.634500,5.197505,11274.130000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,3239962901,1075927792,16405565.000000,338686.000000,9109845.000000,34905,8252832.854750,677.372000,4554.922500,5232.294500,8258065.149250,10000,825.806515,10000,10944,9307,,,,,,,,,,,,,,,,,,,,5.168400,,609.549260,DQTA(k_max=3),10,27,,,,30251,0.330568,910.984500,33.868600,9448531.000000,944.853100,1.074460,16405.565000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,302523264,206928140,18448457.500000,656586.000000,2091272.000000,17231,9206986.131500,1313.172000,1045.636000,2358.808000,9209344.939500,10000,920.934494,10000,0,18236,,,,,,,,,,,,,,,,,,,,9.563600,,542.050738,NLHQT(n=2),11,20,,,,28236,0.354158,209.127200,65.658600,2747858.000000,274.785800,0.548366,18448.457500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,302523264,2870917158,13616927.500000,245212.000000,1480128.000000,19767,6804702.882750,490.424000,740.064000,1230.488000,6805933.370750,10000,680.593337,10000,3885,5882,,,,,,,,,,,,,,,,,,,,5.311500,,734.380057,EMDT,11,49,,,,19767,0.505894,148.012800,24.521200,1725340.000000,172.534000,1.700102,13616.927500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2186359711,1213862634,11195616.250000,328376.000000,1322091.000000,13677,5613544.376625,656.752000,661.045500,1317.797500,5614862.174125,10000,561.486217,10000,0,1839,921.000000,919.000000,257.000000,65466.000000,10918.000000,21374.000000,21374.000000,10918.000000,918.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.275200,0.000000,893.206750,SGCT,12,260,,,,11839,0.844666,132.209100,32.837600,1650467.000000,165.046700,5.437738,11195.616250
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,302523264,3946174100,16320005.000000,335857.000000,9098705.000000,34730,8198930.976125,671.714000,4549.352500,5221.066500,8204152.042625,10000,820.415204,10000,10886,9229,,,,,,,,,,,,,,,,,,,,5.161600,,612.744910,DQTA(k_max=3),11,26,,,,30115,0.332060,909.870500,33.585700,9434562.000000,943.456200,1.083541,16320.005000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2186359711,3062265111,18420032.500000,655368.000000,2091104.000000,17206,9223512.894750,1310.736000,1045.552000,2356.288000,9225869.182750,10000,922.586918,10000,0,18202,,,,,,,,,,,,,,,,,,,,9.555200,,542.887207,NLHQT(n=2),12,21,,,,28202,0.354585,209.110400,65.536800,2746472.000000,274.647200,0.549390,18420.032500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2186359711,2034586262,13693455.000000,243298.000000,1476288.000000,19972,6866692.735250,486.596000,738.144000,1224.740000,6867917.475250,10000,686.791748,10000,4018,5954,,,,,,,,,,,,,,,,,,,,5.319100,,730.275887,EMDT,12,45,,,,19972,0.500701,147.628800,24.329800,1719586.000000,171.958600,1.679543,13693.455000
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2342833114,216494598,11213652.500000,329396.000000,1321988.000000,13716,5618239.998875,658.792000,660.994000,1319.786000,5619559.784875,10000,561.955978,10000,0,1858,930.000000,929.000000,257.000000,65616.000000,10928.000000,21368.000000,21368.000000,10928.000000,928.000000,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,10000.000000,0.000000,4.273800,0.000000,891.770099,SGCT,13,261,,,,11858,0.843313,132.198800,32.939600,1651384.000000,165.138400,5.382131,11213.652500
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2186359711,1431620957,16278468.750000,334186.000000,9087826.000000,34618,8145235.594250,668.372000,4543.913000,5212.285000,8150447.879250,10000,815.044788,10000,10825,9195,,,,,,,,,,,,,,,,,,,,5.154600,,614.308394,DQTA(k_max=3),12,26,,,,30020,0.333111,908.782600,33.418600,9422012.000000,942.201200,1.087548,16278.468750
10000,96,random,random,"scenario_label=random,energy_profile=baseline",0.000000,True,True,baseline,formal_sgct_energy_sensitivity,2342833114,289032399,18412887.500000,655024.000000,2091060.000000,17200,9228793.514750,1310.048000,1045.530000,2355.578000,9231149.092750,10000,923.114909,10000,0,18175,,,,,,,,,,,,,,,,,,,,9.553000,,543.097871,NLHQT(n=2),13,21,,,,28175,0.354925,209.106000,65.502400,2746084.000000,274.608400,0.550206,18412.887500
