TOTAL_TAGS,BINARY_LENGTH,scenario_label,id_distribution,scenario_point,ber,enable_refined_energy_model,enable_resource_monitoring,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,ovg_trigger_count,hbmt_ovg_trigger_count,fallback_invocation_count,prefix_stagnation_trigger_count,prefix_stag_score_trigger_count,repeated_pattern_trigger_count,ovg_rehash_count,ovg_width_up_count,ovg_width_down_count,ovg_no_singleton_count,ovg_success_count,post_ovg_singleton_count,ovg_fallback_avoid_count,inspect_collision_count,fcw_cache_created_count,fcw_cache_hit_count,fcw_cache_hit_ratio,fcw_fast_path_count,fcw_width_up_count,fcw_width_down_count,adaptive_cbit_r4_count,multibit_fallback_count,mode_lock1_count,mode_lock2_count,mode_cbit_count,mode_pivot_count,mode_ovg_count,mode_fallback_count,fallback_invocation_ratio,prefix_length,drct_query_count,drct_r0_collision_count,drct_r1_collision_count,drct_r1_sedepth_increment_count,check_answer_alias_count,cluster_count,cluster_prefix_length,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms,signature_grouping_trigger_count.1,sparse_signature_groups.1,signature_groups_pruned.1,signature_marker_tag_bits.1,signature_collision_groups.1,signature_singleton_groups.1,max_signature_d.1,total_reader_tx_energy_uj,total_tag_tx_energy_uj,energy_per_tag_uj,drct_random_check_count,drct_unresolved_stack_empty_count,channel_use_ratio
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,3112892972,4227072690,45079481.25,3158271.0,3565433.0,83688,22483080.501001,8099.2585,22491179.759501,10000,10000,17897,27895,,,,,,,,,,,,,,,,,,,,86.2032,,221.830414,DRCT,46,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27896.0,6266.0,21629.0,786230.0,902.0,,,55792,0.179237,356.5433,315.8271,6723704.0,672.3704,0.358487,45079.48125,,,,,,,,6316.542,1782.7165,2249.117976,862032.0,0.0,0.679219
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,3085587387,2141094372,37393596.25,2641283.0,3697502.0,67989,18676017.958125,7131.317,18683149.275125,10000,10000,12664,22662,,,,,,,,,,,,,,,,,,,,91.0556,,267.425469,DRCT,47,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22663.0,6269.0,16393.0,835012.0,462.0,,,45326,0.220624,369.7502,264.1283,6338785.0,633.8785,0.441267,37393.59625,,,,,,,,5282.566,1848.751,1868.314928,910556.0,0.0,0.720602
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1697944642,576069942,67596345.0,4782226.0,3654825.0,125196,34066242.414001,11391.8645,34077634.278501,10000,10000,31733,41731,,,,,,,,,,,,,,,,,,,,88.8731,,147.936993,DRCT,48,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41732.0,6195.0,35536.0,813180.0,1526.0,,,83464,0.119812,365.4825,478.2226,8437051.0,843.7051,0.23963,67596.345,,,,,,,,9564.452,1827.4125,3407.763428,888731.0,0.0,0.6198
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1393430236,1391218351,65739442.5,4654164.0,3675358.0,122010,32918640.821751,11146.007,32929786.828751,10000,10000,30671,40669,,,,,,,,,,,,,,,,,,,,89.8724,,152.11568,DRCT,49,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40670.0,6194.0,34475.0,823361.0,1085.0,,,81340,0.122941,367.5358,465.4164,8329522.0,832.9522,0.245888,65739.4425,,,,,,,,9308.328,1837.679,3292.978683,898724.0,0.0,0.622928
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2600342273,2401892964,13765397.5,243606.0,1474560.0,20137,6877068.84875,1224.492,6878293.34075,10000,10000,4114,6023,,,,,,,,,,,,,,,,,,,,5.3284,,726.459225,EMDT,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20137,0.496598,147.456,24.3606,1718166.0,171.8166,1.660302,13765.3975,,,,,,,,,,,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1684947189,1591396536,13701152.5,244024.0,1476736.0,19981,6804214.64175,1226.416,6805441.05775,10000,10000,4014,5967,,,,,,,,,,,,,,,,,,,,5.3162,,729.865608,EMDT,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19981,0.500475,147.6736,24.4024,1720760.0,172.076,1.675884,13701.1525,,,,,,,,488.048,738.368,680.544106,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,3005118228,3512352292,13609737.5,244904.0,1480064.0,19623,6798515.25675,1229.84,6799745.09675,10000,10000,3748,5875,,,,,,,,,,,,,,,,,,,,5.3155,,734.768029,EMDT,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19623,0.509606,148.0064,24.4904,1724968.0,172.4968,1.702128,13609.7375,,,,,,,,489.808,740.032,679.97451,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2095042615,1904233827,13674720.0,237116.0,1469184.0,20148,6848156.911,1208.824,6849365.735,10000,10000,4227,5921,,,,,,,,,,,,,,,,,,,,5.2949,,731.276399,EMDT,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20148,0.496327,146.9184,23.7116,1706300.0,170.63,1.688904,13674.72,,,,,,,,474.232,734.592,684.936574,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,561627696,2408141098,13872465.0,248138.0,1477344.0,20136,6953830.71075,1234.948,6955065.65875,10000,10000,3984,6152,,,,,,,,,,,,,,,,,,,,5.3648,,720.852422,EMDT,4,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20136,0.496623,147.7344,24.8138,1725482.0,172.5482,1.625488,13872.465,,,,,,,,496.276,738.672,695.506566,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2392848778,1845723669,13520167.5,242748.0,1479344.0,19711,6775025.7425,1225.168,6776250.9105,10000,10000,3937,5774,,,,,,,,,,,,,,,,,,,,5.275,,739.635807,EMDT,5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19711,0.507331,147.9344,24.2748,1722092.0,172.2092,1.731902,13520.1675,,,,,,,,485.496,739.672,677.625091,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2228103491,4119724367,13571172.5,242748.0,1477792.0,19793,6786509.194,1224.392,6787733.586,10000,10000,3970,5823,,,,,,,,,,,,,,,,,,,,5.2824,,736.856009,EMDT,6,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19793,0.505229,147.7792,24.2748,1720540.0,172.054,1.717328,13571.1725,,,,,,,,485.496,738.896,678.773359,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1407902278,614054691,13958470.0,244398.0,1471328.0,20462,7027385.99875,1224.46,7028610.45875,10000,10000,4211,6251,,,,,,,,,,,,,,,,,,,,5.37,,716.410896,EMDT,7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20462,0.488711,147.1328,24.4398,1715726.0,171.5726,1.599744,13958.47,,,,,,,,488.796,735.664,702.861046,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,73989470,800144303,13829430.0,251108.0,1481376.0,20136,6937907.56675,1242.904,6939150.47075,10000,10000,4052,6084,,,,,,,,,,,,,,,,,,,,5.3552,,723.095601,EMDT,8,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20136,0.496623,148.1376,25.1108,1732484.0,173.2484,1.643655,13829.43,,,,,,,,502.216,740.688,693.915047,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2136748522,4226267750,13794305.0,247082.0,1477552.0,20032,6899508.246,1232.94,6900741.186,10000,10000,3963,6069,,,,,,,,,,,,,,,,,,,,5.3329,,724.936849,EMDT,9,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20032,0.499201,147.7552,24.7082,1724634.0,172.4634,1.647718,13794.305,,,,,,,,494.164,738.776,690.074119,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2047850087,3589773956,13827402.5,247764.0,1477936.0,20101,6959775.6775,1234.496,6961010.1735,10000,10000,4009,6092,,,,,,,,,,,,,,,,,,,,5.3514,,723.201628,EMDT,10,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20101,0.497488,147.7936,24.7764,1725700.0,172.57,1.641497,13827.4025,,,,,,,,495.528,738.968,696.101017,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,867515080,4217697157,13721640.0,241252.0,1473216.0,20052,6858975.17925,1219.112,6860194.29125,10000,10000,4075,5977,,,,,,,,,,,,,,,,,,,,5.3176,,728.775861,EMDT,11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20052,0.498703,147.3216,24.1252,1714468.0,171.4468,1.67308,13721.64,,,,,,,,482.504,736.608,686.019429,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2520297482,876971156,13792432.5,245542.0,1476304.0,20143,6882765.26275,1229.236,6883994.49875,10000,10000,4087,6056,,,,,,,,,,,,,,,,,,,,5.3451,,725.035268,EMDT,12,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20143,0.49645,147.6304,24.5542,1721846.0,172.1846,1.651255,13792.4325,,,,,,,,491.084,738.152,688.39945,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1749711942,1234628972,13875597.5,244882.0,1473888.0,20293,6929169.386,1226.708,6930396.094,10000,10000,4145,6148,,,,,,,,,,,,,,,,,,,,5.3568,,720.689686,EMDT,13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20293,0.492781,147.3888,24.4882,1718770.0,171.877,1.626545,13875.5975,,,,,,,,489.764,736.944,693.039609,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,4050793318,4032589168,13633047.5,246092.0,1480096.0,19799,6886653.16725,1232.232,6887885.39925,10000,10000,3891,5908,,,,,,,,,,,,,,,,,,,,5.3056,,733.511711,EMDT,14,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19799,0.505076,148.0096,24.6092,1726188.0,172.6188,1.69262,13633.0475,,,,,,,,492.184,740.048,688.78854,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1116852824,1814221088,13731615.0,243848.0,1475520.0,20014,6892100.831,1225.456,6893326.287,10000,10000,4017,5997,,,,,,,,,,,,,,,,,,,,5.3171,,728.246459,EMDT,15,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20014,0.49965,147.552,24.3848,1719368.0,171.9368,1.6675,13731.615,,,,,,,,487.696,737.76,689.332629,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1500013525,3967822121,13632982.5,243716.0,1478192.0,19821,6816346.00025,1226.528,6817572.52825,10000,10000,3915,5906,,,,,,,,,,,,,,,,,,,,5.3043,,733.515208,EMDT,16,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19821,0.504515,147.8192,24.3716,1721908.0,172.1908,1.693193,13632.9825,,,,,,,,487.432,739.096,681.757253,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,3708164076,1565700069,13771957.5,245476.0,1476576.0,20051,6885130.918,1229.24,6886360.158,10000,10000,4015,6036,,,,,,,,,,,,,,,,,,,,5.335,,726.113191,EMDT,17,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20051,0.498728,147.6576,24.5476,1722052.0,172.2052,1.656726,13771.9575,,,,,,,,490.952,738.288,688.636016,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,382691539,2911132165,13699532.5,246158.0,1479312.0,19935,6787954.825,1231.972,6789186.797,10000,10000,3984,5951,,,,,,,,,,,,,,,,,,,,5.3224,,729.951916,EMDT,18,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19935,0.50163,147.9312,24.6158,1725470.0,172.547,1.68039,13699.5325,,,,,,,,492.316,739.656,678.91868,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,104126830,1328493058,13888030.0,246818.0,1475328.0,20410,6951860.82,1231.3,6953092.12,10000,10000,4246,6164,,,,,,,,,,,,,,,,,,,,5.3435,,720.044528,EMDT,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20410,0.489956,147.5328,24.6818,1722146.0,172.2146,1.622323,13888.03,,,,,,,,493.636,737.664,695.309212,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,579759745,1271932469,13645240.0,245564.0,1479088.0,19764,6790650.443,1230.672,6791881.115,10000,10000,3852,5912,,,,,,,,,,,,,,,,,,,,5.3134,,732.856293,EMDT,20,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19764,0.50597,147.9088,24.5564,1724652.0,172.4652,1.691475,13645.24,,,,,,,,491.128,739.544,679.188111,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1087650404,1342099293,13595230.0,241186.0,1475600.0,19786,6743545.11475,1220.172,6744765.28675,10000,10000,3942,5844,,,,,,,,,,,,,,,,,,,,5.2946,,735.552102,EMDT,21,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19786,0.505408,147.56,24.1186,1716786.0,171.6786,1.711157,13595.23,,,,,,,,482.372,737.8,674.476529,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,903448056,2349005468,13663612.5,241802.0,1475504.0,19859,6861802.733,1221.356,6863024.089,10000,10000,3914,5945,,,,,,,,,,,,,,,,,,,,5.3137,,731.870872,EMDT,22,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19859,0.50355,147.5504,24.1802,1717306.0,171.7306,1.682086,13663.6125,,,,,,,,483.604,737.752,686.302409,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,3812397844,1045199968,13699375.0,241868.0,1474336.0,20074,6797649.98125,1220.904,6798870.88525,10000,10000,4129,5945,,,,,,,,,,,,,,,,,,,,5.3114,,729.960308,EMDT,23,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20074,0.498157,147.4336,24.1868,1716204.0,171.6204,1.682086,13699.375,,,,,,,,483.736,737.168,679.887089,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,397022801,53232402,13541895.0,244266.0,1480656.0,19556,6783416.77475,1228.86,6784645.63475,10000,10000,3745,5811,,,,,,,,,,,,,,,,,,,,5.2898,,738.449087,EMDT,24,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19556,0.511352,148.0656,24.4266,1724922.0,172.4922,1.720874,13541.895,,,,,,,,488.532,740.328,678.464563,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,4240700181,3510053052,13761352.5,242682.0,1473856.0,20091,6920132.856,1222.292,6921355.148,10000,10000,4069,6022,,,,,,,,,,,,,,,,,,,,5.3365,,726.67276,EMDT,25,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20091,0.497735,147.3856,24.2682,1716538.0,171.6538,1.660578,13761.3525,,,,,,,,485.364,736.928,692.135515,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,909287456,88828562,13595062.5,238964.0,1473600.0,19805,6762961.7605,1214.728,6764176.4885,10000,10000,3945,5860,,,,,,,,,,,,,,,,,,,,5.2934,,735.561164,EMDT,26,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19805,0.504923,147.36,23.8964,1712564.0,171.2564,1.706485,13595.0625,,,,,,,,477.928,736.8,676.417649,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,679028504,2212241509,13752725.0,242704.0,1473664.0,20146,6865044.373,1222.24,6866266.613,10000,10000,4131,6015,,,,,,,,,,,,,,,,,,,,5.3213,,727.128624,EMDT,27,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20146,0.496376,147.3664,24.2704,1716368.0,171.6368,1.66251,13752.725,,,,,,,,485.408,736.832,686.626661,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,4001050249,120080791,13536435.0,244442.0,1480704.0,19676,6802923.36225,1229.236,6804152.59825,10000,10000,3883,5793,,,,,,,,,,,,,,,,,,,,5.2896,,738.746945,EMDT,28,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19676,0.508233,148.0704,24.4442,1725146.0,172.5146,1.726221,13536.435,,,,,,,,488.884,740.352,680.41526,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2999850994,4168487474,13628625.0,242594.0,1476832.0,19800,6786659.54,1223.604,6787883.144,10000,10000,3915,5885,,,,,,,,,,,,,,,,,,,,5.3103,,733.749736,EMDT,29,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19800,0.505051,147.6832,24.2594,1719426.0,171.9426,1.699235,13628.625,,,,,,,,485.188,738.416,678.788314,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1676668177,2618739351,13740447.5,244684.0,1476624.0,20015,6834195.51475,1227.68,6835423.19475,10000,10000,4007,6008,,,,,,,,,,,,,,,,,,,,5.3299,,727.778335,EMDT,30,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20015,0.499625,147.6624,24.4684,1721308.0,172.1308,1.664447,13740.4475,,,,,,,,489.368,738.312,683.542319,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1712361910,2758765475,13733120.0,242396.0,1473472.0,20052,6886589.433,1221.528,6887810.961,10000,10000,4061,5991,,,,,,,,,,,,,,,,,,,,5.3206,,728.166651,EMDT,31,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20052,0.498703,147.3472,24.2396,1715868.0,171.5868,1.66917,13733.12,,,,,,,,484.792,736.736,688.781096,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2737593344,4106117317,13668395.0,243210.0,1476832.0,19772,6773921.07075,1224.836,6775145.90675,10000,10000,3826,5946,,,,,,,,,,,,,,,,,,,,5.3167,,731.614795,EMDT,32,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19772,0.505766,147.6832,24.321,1720042.0,172.0042,1.681803,13668.395,,,,,,,,486.42,738.416,677.514591,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,729216945,4057297449,13817420.0,244486.0,1473872.0,20258,6908155.84175,1225.908,6909381.74975,10000,10000,4177,6081,,,,,,,,,,,,,,,,,,,,5.3311,,723.724111,EMDT,33,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20258,0.493632,147.3872,24.4486,1718358.0,171.8358,1.644466,13817.42,,,,,,,,488.972,736.936,690.938175,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,3312914010,2862871156,13860152.5,247214.0,1476640.0,20095,6948342.00925,1232.748,6949574.75725,10000,10000,3953,6142,,,,,,,,,,,,,,,,,,,,5.3619,,721.492783,EMDT,34,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20095,0.497636,147.664,24.7214,1723854.0,172.3854,1.628134,13860.1525,,,,,,,,494.428,738.32,694.957476,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1350342180,3721650796,13715587.5,248798.0,1481488.0,19925,6889185.7715,1238.34,6890424.1115,10000,10000,3935,5990,,,,,,,,,,,,,,,,,,,,5.3253,,729.097459,EMDT,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19925,0.501882,148.1488,24.8798,1730286.0,173.0286,1.669449,13715.5875,,,,,,,,497.596,740.744,689.042411,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,4224966799,1694834418,13683567.5,244464.0,1478112.0,19867,6819853.6635,1227.984,6821081.6475,10000,10000,3908,5959,,,,,,,,,,,,,,,,,,,,5.3262,,730.803572,EMDT,36,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19867,0.503347,147.8112,24.4464,1722576.0,172.2576,1.678134,13683.5675,,,,,,,,488.928,739.056,682.108165,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2660572184,2185911481,13569875.0,240218.0,1475520.0,19796,6745136.57025,1218.196,6746354.76625,10000,10000,3976,5820,,,,,,,,,,,,,,,,,,,,5.2888,,736.926464,EMDT,37,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19796,0.505153,147.552,24.0218,1715738.0,171.5738,1.718213,13569.875,,,,,,,,480.436,737.76,674.635477,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1209122266,846476231,13676240.0,244178.0,1477408.0,19814,6849799.7535,1227.06,6851026.8135,10000,10000,3867,5947,,,,,,,,,,,,,,,,,,,,5.3226,,731.195124,EMDT,38,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19814,0.504694,147.7408,24.4178,1721586.0,172.1586,1.68152,13676.24,,,,,,,,488.356,738.704,685.102681,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2766139702,4001761737,13553385.0,239140.0,1474544.0,19798,6736197.96825,1215.552,6737413.52025,10000,10000,4000,5798,,,,,,,,,,,,,,,,,,,,5.2732,,737.82306,EMDT,39,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19798,0.505102,147.4544,23.914,1713684.0,171.3684,1.724733,13553.385,,,,,,,,478.28,737.272,673.741352,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,2229096288,4272470690,13572145.0,248864.0,1485216.0,19626,6809353.8115,1240.336,6810594.1475,10000,10000,3795,5831,,,,,,,,,,,,,,,,,,,,5.3092,,736.80321,EMDT,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19626,0.509528,148.5216,24.8864,1734080.0,173.408,1.714972,13572.145,,,,,,,,497.728,742.608,681.059415,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,4012736552,3618459989,13607997.5,246290.0,1481584.0,19733,6835184.318,1233.372,6836417.69,10000,10000,3870,5863,,,,,,,,,,,,,,,,,,,,5.3026,,734.861981,EMDT,41,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19733,0.506765,148.1584,24.629,1727874.0,172.7874,1.705611,13607.9975,,,,,,,,492.58,740.792,683.641769,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,1872971144,978038560,13659322.5,245366.0,1479008.0,19819,6826670.869,1230.236,6827901.105,10000,10000,3906,5913,,,,,,,,,,,,,,,,,,,,5.3162,,732.100732,EMDT,42,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19819,0.504566,147.9008,24.5366,1724374.0,172.4374,1.691189,13659.3225,,,,,,,,490.732,739.504,682.79011,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,3666639402,4026525310,13586247.5,243584.0,1478688.0,19787,6755341.73175,1226.512,6756568.24375,10000,10000,3939,5848,,,,,,,,,,,,,,,,,,,,5.2889,,736.038409,EMDT,43,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19787,0.505382,147.8688,24.3584,1722272.0,172.2272,1.709986,13586.2475,,,,,,,,487.168,739.344,675.656824,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,3127591625,893438158,13625285.0,240856.0,1474832.0,19890,6796103.38525,1219.128,6797322.51325,10000,10000,4007,5883,,,,,,,,,,,,,,,,,,,,5.2942,,733.929602,EMDT,44,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19890,0.502765,147.4832,24.0856,1715688.0,171.5688,1.699813,13625.285,,,,,,,,481.712,737.416,679.732251,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,4208134054,4062309034,13673427.5,244992.0,1478592.0,19875,6857439.10175,1229.28,6858668.38175,10000,10000,3918,5957,,,,,,,,,,,,,,,,,,,,5.3182,,731.345524,EMDT,45,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19875,0.503145,147.8592,24.4992,1723584.0,172.3584,1.678697,13673.4275,,,,,,,,489.984,739.296,685.866838,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.0,True,True,formal_experiment13_sgct_signature_grouping,3112892972,3464160053,13803495.0,247478.0,1478480.0,20056,6900513.131,1234.196,6901747.327,10000,10000,3985,6071,,,,,,,,,,,,,,,,,,,,5.3544,,724.454205,EMDT,46,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20056,0.498604,147.848,24.7478,1725958.0,172.5958,1.647175,13803.495,,,,,,,,494.956,739.24,690.174733,,,
