scenario_label,DQTA(k_max=3),DRCT,EMDT,LAPCT,NLHQT(n=2),SGCT
random,43.152805339166534,55.698626976254985,75.87882213107949,0.27525580829475693,25.868703426341256,13.405885370239442
prefix80,30.5526377414455,23.762483371903702,66.50969024134753,0.10973714047668638,9.848075678019539,0.0
dispersed,646.2649957280372,5806.48916263225,55.51895496999201,0.13299263137482467,11.178649249350299,31.019855318811526
sequential,0.0,0.0,67.09647332133038,0.0,0.0,0.0
clustered,51.02931163321724,53.636630444501264,65.73983111143501,2.657941940675153,25.624567723963654,13.783270114163763
