scenario_label,algorithm_name,metric,n,mean,std,ci95,p50,p95,min,max
prefix80,SGCT,signature_collision_groups,50,256.0,0.0,0.0,256.0,256.0,256.0,256.0
prefix80,SGCT,signature_singleton_groups,50,10000.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0
prefix80,SGCT,low_d_fallback_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prefix80,SGCT,suffix_signature_trigger_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prefix80,SGCT,hash_short_id_round_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prefix80,SGCT,hash_short_id_split_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,DQTA(k_max=3),peak_stack_depth,50,27.5,0.7889543583705186,0.21868699092538632,27.0,29.0,26.0,30.0
random,DQTA(k_max=3),total_steps,50,34900.0,168.84191374399512,46.800590765502086,34893.5,35147.15,34566.0,35340.0
random,DQTA(k_max=3),total_slots,50,30258.02,155.68184327830465,43.152805339166534,30251.0,30473.85,29923.0,30684.0
random,DQTA(k_max=3),collision_slots,50,9282.96,55.999256554831845,15.522201988120111,9285.0,9374.5,9149.0,9413.0
random,DQTA(k_max=3),idle_slots,50,10975.06,142.82576941211715,39.58928347116173,10966.5,11167.3,10638.0,11373.0
random,DQTA(k_max=3),avg_tag_responses,50,5.1661980000000005,0.0064351867549768136,0.0017837427635172154,5.16675,5.175515,5.1491,5.1809
random,DRCT,peak_stack_depth,50,12.96,0.5699982098074285,0.15799544297225787,13.0,14.0,12.0,15.0
random,DRCT,total_steps,50,43328.82,301.4148737578306,83.54794046438248,43347.0,43744.8,42540.0,44028.0
random,DRCT,total_slots,50,28885.88,200.9432491718871,55.698626976254985,28898.0,29163.2,28360.0,29352.0
random,DRCT,collision_slots,50,14441.94,100.47162458594354,27.849313488127493,14448.0,14580.6,14179.0,14675.0
random,DRCT,idle_slots,50,4443.94,100.47162458594354,27.849313488127493,4450.0,4582.6,4181.0,4677.0
random,DRCT,avg_tag_responses,50,14.625218000000002,0.024387531859622183,0.006759878948501993,14.62735,14.659255,14.5684,14.6744
random,EMDT,peak_stack_depth,50,47.34,1.394010511482051,0.3864,47.0,50.0,45.0,51.0
random,EMDT,total_steps,50,19902.0,273.74709019048055,75.87882213107949,19891.5,20326.25,19273.0,20653.0
random,EMDT,total_slots,50,19902.0,273.74709019048055,75.87882213107949,19891.5,20326.25,19273.0,20653.0
random,EMDT,collision_slots,50,5942.96,127.53854319381259,35.351880551959326,5934.5,6182.85,5622.0,6203.0
random,EMDT,idle_slots,50,3959.04,164.92619994582859,45.715210275793325,3969.0,4175.25,3624.0,4451.0
random,EMDT,avg_tag_responses,50,5.315072,0.026025388232513675,0.007213869572871414,5.314349999999999,5.36241,5.2434,5.3724
random,LAPCT,peak_stack_depth,50,17.68,0.6527805519311922,0.18094153751971934,18.0,19.0,17.0,19.0
random,LAPCT,total_steps,50,19956.44,0.9930369826847295,0.27525580829475693,19957.0,19957.0,19953.0,19957.0
random,LAPCT,total_slots,50,20041.56,0.9930369826847295,0.27525580829475693,20041.0,20043.0,20041.0,20045.0
random,LAPCT,collision_slots,50,10041.56,0.9930369826847296,0.275255808294757,10041.0,10043.0,10041.0,10045.0
random,LAPCT,idle_slots,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,LAPCT,avg_tag_responses,50,11.614901999999999,0.011580393176505235,0.003209921221214004,11.6167,11.63085,11.5854,11.6359
random,NLHQT(n=2),peak_stack_depth,50,20.84,0.6180945043652553,0.17132705565671755,21.0,22.0,20.0,22.0
random,NLHQT(n=2),total_steps,50,17234.84,54.68065359476805,15.156703894976637,17232.5,17312.7,17081.0,17335.0
random,NLHQT(n=2),total_slots,50,28236.34,93.32620210851826,25.868703426341256,28241.5,28370.75,27993.0,28444.0
random,NLHQT(n=2),collision_slots,50,18236.34,93.32620210851826,25.868703426341256,18241.5,18370.75,17993.0,18444.0
random,NLHQT(n=2),idle_slots,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,NLHQT(n=2),avg_tag_responses,50,9.563762,0.012829158274836753,0.00355606124671661,9.5647,9.581355,9.5325,9.5921
random,SGCT,peak_stack_depth,50,258.48,1.568048312458542,0.4346408172272824,258.0,260.55,256.0,264.0
random,SGCT,total_steps,50,13820.6,96.73992063723206,26.814937926461806,13817.0,13951.6,13630.0,14120.0
random,SGCT,total_slots,50,11911.04,48.36424720972368,13.405885370239442,11909.0,11976.3,11816.0,12060.0
random,SGCT,collision_slots,50,1911.04,48.36424720972368,13.405885370239442,1909.0,1976.3,1816.0,2060.0
random,SGCT,idle_slots,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,SGCT,avg_tag_responses,50,4.2871,0.010304526447446376,0.0028562690069389393,4.2867,4.30281,4.2672,4.3196
random,SGCT,epc_verification_count,50,10000.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0
random,SGCT,progressive_probe_count,50,957.26,24.192940444413505,6.705940960074133,956.0,990.55,910.0,1031.0
random,SGCT,signature_grouping_trigger_count,50,954.78,24.193345349159,6.706053193943513,954.0,987.65,907.0,1030.0
random,SGCT,local_short_id_trigger_count,50,257.0,0.0,0.0,257.0,257.0,257.0,257.0
random,SGCT,signature_groups_pruned,50,66002.7,362.90018023738503,100.5907979091527,65991.0,66495.75,65286.0,67131.0
random,SGCT,sparse_signature_groups,50,10953.78,24.193345349159,6.706053193943513,10953.0,10986.65,10906.0,11029.0
random,SGCT,signature_collision_groups,50,953.78,24.193345349159,6.706053193943513,953.0,986.65,906.0,1029.0
random,SGCT,signature_singleton_groups,50,10000.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0
random,SGCT,low_d_fallback_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,SGCT,suffix_signature_trigger_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,SGCT,hash_short_id_round_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,SGCT,hash_short_id_split_count,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,DQTA(k_max=3),peak_stack_depth,50,25.0,0.0,0.0,25.0,25.0,25.0,25.0
sequential,DQTA(k_max=3),total_steps,50,18588.0,0.0,0.0,18588.0,18588.0,18588.0,18588.0
sequential,DQTA(k_max=3),total_slots,50,15726.0,0.0,0.0,15726.0,15726.0,15726.0,15726.0
sequential,DQTA(k_max=3),collision_slots,50,5723.0,0.0,0.0,5723.0,5723.0,5723.0,5723.0
sequential,DQTA(k_max=3),idle_slots,50,3.0,0.0,0.0,3.0,3.0,3.0,3.0
sequential,DQTA(k_max=3),avg_tag_responses,50,4.9984,0.0,0.0,4.9984,4.9984,4.9984,4.9984
sequential,DRCT,peak_stack_depth,50,14.0,0.0,0.0,14.0,14.0,14.0,14.0
sequential,DRCT,total_steps,50,30261.0,0.0,0.0,30261.0,30261.0,30261.0,30261.0
sequential,DRCT,total_slots,50,20174.0,0.0,0.0,20174.0,20174.0,20174.0,20174.0
sequential,DRCT,collision_slots,50,10086.0,0.0,0.0,10086.0,10086.0,10086.0,10086.0
sequential,DRCT,idle_slots,50,88.0,0.0,0.0,88.0,88.0,88.0,88.0
sequential,DRCT,avg_tag_responses,50,96.0,0.0,0.0,96.0,96.0,96.0,96.0
sequential,EMDT,peak_stack_depth,50,46.88,1.4376852143324714,0.39850600999232116,47.0,49.0,44.0,50.0
sequential,EMDT,total_steps,50,19881.76,242.06311877150506,67.09647332133038,19869.5,20316.95,19082.0,20430.0
sequential,EMDT,total_slots,50,19881.76,242.06311877150506,67.09647332133038,19869.5,20316.95,19082.0,20430.0
