scenario_label,DQTA(k_max=3),DRCT,EMDT,LAPCT,NLHQT(n=2),SGCT
random,39.58928347116173,27.849313488127493,45.715210275793325,0.0,0.0,0.0
prefix80,30.06732827771699,11.881241685951851,39.486328684242096,0.0,0.0,0.0
dispersed,494.04441052196916,2903.244581316125,32.11182829052248,0.0,0.0,0.0
sequential,0.0,0.0,41.94332747124385,0.0,0.0,0.0
clustered,45.71426634913876,26.818315222250632,38.587561403125754,0.5194433944136743,0.0,0.0
