scenario_label,DQTA(k_max=3),DRCT,EMDT,LAPCT,NLHQT(n=2),SGCT
random,0.0017837427635172154,0.006759878948501993,0.007213869572871414,0.003209921221214004,0.00355606124671661,0.0028562690069389393
prefix80,0.0013770969325359948,0.0027785157764535283,0.0061541055725751114,0.0015460285637723566,0.0016142910884967218,0.0
dispersed,0.27576959479320706,0.8880817280881702,0.0065552469322215515,0.0019251252526524183,0.001736198698306187,0.1283121194587635
sequential,0.0,0.0,0.005437857905315298,9.947598300641404e-16,0.0,0.0
clustered,0.05849367253444084,0.005896268162151565,0.005595852336007453,0.09478355200434307,0.09373774740151583,0.03761024239356082
