scenario_label,DQTA(k_max=3),DRCT,EMDT,LAPCT,NLHQT(n=2),SGCT
random,5.1661980000000005,14.625218000000002,5.315072,11.614901999999999,9.563762,4.2871
prefix80,5.064474,94.14090999999999,5.315668,11.57579,9.307132000000001,4.0
dispersed,9.585866000000001,88.39421199999998,5.318658,11.575632000000002,9.30852,5.7
sequential,4.9984,96.0,5.313732,10.995199999999997,9.0,4.0
clustered,5.831148,75.62194000000001,5.3139520000000005,11.845979999999999,39.831112000000005,6.569708
