scenario_label,DQTA(k_max=3),DRCT,EMDT,LAPCT,NLHQT(n=2),SGCT
random,0.21868699092538632,0.15799544297225787,0.3864,0.18094153751971934,0.17132705565671755,0.4346408172272824
prefix80,0.2246291165454737,0.13121219455523178,0.43866269501748145,0.1914675951695221,0.2056809179287179,0.0
dispersed,0.5759022139217734,0.13533011490425917,0.4673232714085614,0.17432108306226188,0.2038430768998545,0.0
sequential,0.0,0.0,0.39850600999232116,0.0,0.0,0.0
clustered,0.2539215626921038,0.18782971010998234,0.5002840792989519,0.26856656530551226,0.26792357119148735,0.44855965043681756
