scenario_label,DQTA(k_max=3),DRCT,EMDT,LAPCT,NLHQT(n=2),SGCT
random,46.800590765502086,83.54794046438248,75.87882213107949,0.27525580829475693,15.156703894976637,26.814937926461806
prefix80,33.1252643545678,35.643725057855555,66.50969024134753,0.10973714047668638,7.357948235751595,0.0
dispersed,914.9386339741917,8709.733743948374,55.51895496999201,0.13299263137482467,8.61840545808794,31.019855318811526
sequential,0.0,0.0,67.09647332133038,0.0,0.0,0.0
clustered,54.80970498004891,80.4549456667519,65.73983111143501,3.1850366151741487,15.255165766388773,27.56466595045186
