TOTAL_TAGS,BINARY_LENGTH,scenario_label,id_distribution,scenario_point,enable_refined_energy_model,enable_resource_monitoring,ber,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,peak_unidentified_tags_count,drct_query_count,drct_r0_collision_count,drct_r1_collision_count,drct_r1_sedepth_increment_count,check_answer_alias_count,prefix_length,cluster_count,cluster_prefix_length,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms,total_reader_tx_energy_uj,total_tag_tx_energy_uj,energy_per_tag_uj,drct_random_check_count,drct_unresolved_stack_empty_count,channel_use_ratio
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=0.0001",True,True,0.000100,formal_sgct_ber_robustness,3542874503,3765784716,14761345.000000,991707.000000,848127.000000,31553,7367012.753625,2407.477500,7369420.231125,10000,10000,8704,8566,,,,,,,,,,,,,,,,,,,,5.065500,,677.445043,DQTA(k_max=3),36,28.000000,,,,,,,80.000000,,,27270,0.366703,84.812700,99.170700,1839834.000000,183.983400,1.167406,14761.345000,,,,,,
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=0.001",True,True,0.001000,formal_sgct_ber_robustness,2337009884,738616524,14823026.250000,996395.000000,848217.000000,31603,7478993.241750,2416.898500,7481410.140250,10000,10000,8700,8606,,,,,,,,,,,,,,,,,,,,5.069600,,674.626074,DQTA(k_max=3),36,28.000000,,,,,,,80.000000,,,27306,0.366220,84.821700,99.639500,1844612.000000,184.461200,1.161980,14823.026250,,,,,,
10000,96,clustered,clustered,"scenario_label=clustered,ber=0.0",True,True,0.000000,formal_sgct_ber_robustness,3184693200,717656270,16097561.250000,901957.000000,5149614.000000,35041,7999469.877500,4378.721000,8003848.598500,10000,10000,11137,9269,,,,,,,,,,,,,,,,,,,,5.789300,,621.212111,DQTA(k_max=3),36,27.000000,,,,,,,,8.000000,64.000000,30406,0.328882,514.961400,90.195700,6051571.000000,605.157100,1.078865,16097.561250,,,,,,
10000,96,clustered,clustered,"scenario_label=clustered,ber=1e-05",True,True,0.000010,formal_sgct_ber_robustness,1204312080,3645496618,16054842.500000,899820.000000,5349064.000000,34797,8027222.938625,4474.172000,8031697.110625,10000,10000,10924,9249,,,,,,,,,,,,,,,,,,,,5.915300,,622.865033,DQTA(k_max=3),36,25.000000,,,,,,,,8.000000,64.000000,30173,0.331422,534.906400,89.982000,6248884.000000,624.888400,1.081198,16054.842500,,,,,,
10000,96,clustered,clustered,"scenario_label=clustered,ber=0.0001",True,True,0.000100,formal_sgct_ber_robustness,2966432757,1824892069,16215381.250000,911697.000000,4945738.000000,34867,8118041.952125,4296.263000,8122338.215125,10000,10000,10836,9360,,,,,,,,,,,,,,,,,,,,5.673200,,616.698420,DQTA(k_max=3),36,27.000000,,,,,,,,8.000000,64.000000,30196,0.331170,494.573800,91.169700,5857435.000000,585.743500,1.068376,16215.381250,,,,,,
10000,96,clustered,clustered,"scenario_label=clustered,ber=0.001",True,True,0.001000,formal_sgct_ber_robustness,2970955824,2306351589,16518852.500000,932790.000000,4715396.000000,35445,8246042.688125,4223.278000,8250265.966125,10000,10000,11219,9542,,,,,,,,,,,,,,,,,,,,5.563700,,605.368926,DQTA(k_max=3),36,28.000000,,,,,,,,8.000000,64.000000,30761,0.325087,471.539600,93.279000,5648186.000000,564.818600,1.047998,16518.852500,,,,,,
10000,96,random,random,"scenario_label=random,ber=0.0",True,True,0.000000,formal_sgct_ber_robustness,3106750222,2870532521,16380690.000000,337811.000000,9117046.000000,34978,8209552.982125,5234.145000,8214787.127125,10000,10000,11062,9277,,,,,,,,,,,,,,,,,,,,5.173100,,610.474895,DQTA(k_max=3),37,27.000000,,,,,,,,,,30339,0.329609,911.704600,33.781100,9454857.000000,945.485700,1.077935,16380.690000,,,,,,
10000,96,random,random,"scenario_label=random,ber=1e-05",True,True,0.000010,formal_sgct_ber_robustness,4094841117,3091498448,16367971.250000,337998.000000,9102046.000000,34769,8186115.472750,5227.019000,8191342.491750,10000,10000,10865,9272,,,,,,,,,,,,,,,,,,,,5.164300,,610.949265,DQTA(k_max=3),37,27.000000,,,,,,,,,,30137,0.331818,910.204600,33.799800,9440044.000000,944.004400,1.078516,16367.971250,,,,,,
10000,96,random,random,"scenario_label=random,ber=0.0001",True,True,0.000100,formal_sgct_ber_robustness,2352821636,1545526820,16459330.000000,345815.000000,9101213.000000,35004,8237379.935625,5242.236500,8242622.172125,10000,10000,11084,9309,,,,,,,,,,,,,,,,,,,,5.171900,,607.558145,DQTA(k_max=3),37,26.000000,,,,,,,,,,30393,0.329023,910.121300,34.581500,9447028.000000,944.702800,1.074229,16459.330000,,,,,,
10000,96,random,random,"scenario_label=random,ber=0.001",True,True,0.001000,formal_sgct_ber_robustness,81392488,3029058788,17613318.750000,431903.000000,9104747.000000,35907,8836575.690875,5416.179500,8841991.870375,10000,10000,11236,10050,,,,,,,,,,,,,,,,,,,,5.246500,,567.752173,DQTA(k_max=3),37,28.000000,,,,,,,,,,31286,0.319632,910.474700,43.190300,9536650.000000,953.665000,0.995025,17613.318750,,,,,,
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=0.0",True,True,0.000000,formal_sgct_ber_robustness,2302067185,3473705513,14683921.250000,985907.000000,847891.000000,31462,7369391.154500,2395.759500,7371786.914000,10000,10000,8686,8517,,,,,,,,,,,,,,,,,,,,5.057800,,681.017000,DQTA(k_max=3),37,28.000000,,,,,,,80.000000,,,27203,0.367607,84.789100,98.590700,1833798.000000,183.379800,1.174122,14683.921250,,,,,,
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=1e-05",True,True,0.000010,formal_sgct_ber_robustness,246197896,118446359,14804411.250000,995724.000000,847978.000000,31454,7450922.713000,2415.437000,7453338.150000,10000,10000,8555,8599,,,,,,,,,,,,,,,,,,,,5.067400,,675.474346,DQTA(k_max=3),37,27.000000,,,,,,,80.000000,,,27154,0.368270,84.797800,99.572400,1843702.000000,184.370200,1.162926,14804.411250,,,,,,
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=0.0001",True,True,0.000100,formal_sgct_ber_robustness,1122517856,2180168033,14711612.500000,988007.000000,847747.000000,31498,7364581.834250,2399.887500,7366981.721750,10000,10000,8696,8535,,,,,,,,,,,,,,,,,,,,5.059000,,679.735141,DQTA(k_max=3),37,27.000000,,,,,,,80.000000,,,27231,0.367229,84.774700,98.800700,1835754.000000,183.575400,1.171646,14711.612500,,,,,,
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=0.001",True,True,0.001000,formal_sgct_ber_robustness,2850664956,887074566,14732096.250000,989915.000000,848241.000000,31407,7373776.584125,2403.950500,7376180.534625,10000,10000,8582,8552,,,,,,,,,,,,,,,,,,,,5.060500,,678.790026,DQTA(k_max=3),37,27.000000,,,,,,,80.000000,,,27134,0.368541,84.824100,98.991500,1838156.000000,183.815600,1.169317,14732.096250,,,,,,
10000,96,clustered,clustered,"scenario_label=clustered,ber=0.0",True,True,0.000000,formal_sgct_ber_robustness,417338588,38845084,15999100.000000,895809.000000,4477365.000000,34822,8020165.914000,4030.300500,8024196.214500,10000,10000,11014,9205,,,,,,,,,,,,,,,,,,,,5.405800,,625.035158,DQTA(k_max=3),37,27.000000,,,,,,,,8.000000,64.000000,30219,0.330918,447.736500,89.580900,5373174.000000,537.317400,1.086366,15999.100000,,,,,,
10000,96,clustered,clustered,"scenario_label=clustered,ber=1e-05",True,True,0.000010,formal_sgct_ber_robustness,1984677656,2567956419,15977518.750000,894534.000000,4474069.000000,34789,7961001.497375,4026.102500,7965027.599875,10000,10000,11005,9190,,,,,,,,,,,,,,,,,,,,5.404800,,625.879409,DQTA(k_max=3),37,27.000000,,,,,,,,8.000000,64.000000,30195,0.331181,447.406900,89.453400,5368603.000000,536.860300,1.088139,15977.518750,,,,,,
10000,96,clustered,clustered,"scenario_label=clustered,ber=0.0001",True,True,0.000100,formal_sgct_ber_robustness,1353442962,64240395,16312086.250000,917483.000000,4930928.000000,35158,8184680.017500,4300.430000,8188980.447500,10000,10000,11038,9419,,,,,,,,,,,,,,,,,,,,5.674200,,613.042369,DQTA(k_max=3),37,26.000000,,,,,,,,8.000000,64.000000,30457,0.328332,493.092800,91.748300,5848411.000000,584.841100,1.061684,16312.086250,,,,,,
10000,96,clustered,clustered,"scenario_label=clustered,ber=0.001",True,True,0.001000,formal_sgct_ber_robustness,2887708286,2641477554,16384961.250000,924720.000000,4935993.000000,34983,8182726.781125,4317.436500,8187044.217625,10000,10000,10875,9464,,,,,,,,,,,,,,,,,,,,5.682200,,610.315755,DQTA(k_max=3),37,26.000000,,,,,,,,8.000000,64.000000,30339,0.329609,493.599300,92.472000,5860713.000000,586.071300,1.056636,16384.961250,,,,,,
10000,96,random,random,"scenario_label=random,ber=0.0",True,True,0.000000,formal_sgct_ber_robustness,1591941937,3779991501,16372473.750000,337228.000000,9100638.000000,34826,8227931.096500,5224.775000,8233155.871500,10000,10000,10907,9279,,,,,,,,,,,,,,,,,,,,5.162200,,610.781251,DQTA(k_max=3),38,29.000000,,,,,,,,,,30186,0.331279,910.063800,33.722800,9437866.000000,943.786600,1.077702,16372.473750,,,,,,
10000,96,random,random,"scenario_label=random,ber=1e-05",True,True,0.000010,formal_sgct_ber_robustness,1523227720,1479208070,16411501.250000,339650.000000,9107587.000000,34922,8165204.264125,5233.093500,8170437.357625,10000,10000,10968,9306,,,,,,,,,,,,,,,,,,,,5.168300,,609.328778,DQTA(k_max=3),38,27.000000,,,,,,,,,,30274,0.330316,910.758700,33.965000,9447237.000000,944.723700,1.074576,16411.501250,,,,,,
10000,96,random,random,"scenario_label=random,ber=0.0001",True,True,0.000100,formal_sgct_ber_robustness,2264379490,2698184946,16448220.000000,345258.000000,9101738.000000,34936,8242912.001000,5241.385000,8248153.386000,10000,10000,11016,9306,,,,,,,,,,,,,,,,,,,,5.171700,,607.968522,DQTA(k_max=3),38,27.000000,,,,,,,,,,30322,0.329794,910.173800,34.525800,9446996.000000,944.699600,1.074576,16448.220000,,,,,,
10000,96,random,random,"scenario_label=random,ber=0.001",True,True,0.001000,formal_sgct_ber_robustness,1938750724,3397420457,17563056.250000,428413.000000,9098403.000000,35735,8784802.825000,5406.027500,8790208.852500,10000,10000,11087,10025,,,,,,,,,,,,,,,,,,,,5.239400,,569.376984,DQTA(k_max=3),38,27.000000,,,,,,,,,,31112,0.321419,909.840300,42.841300,9526816.000000,952.681600,0.997506,17563.056250,,,,,,
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=0.0",True,True,0.000000,formal_sgct_ber_robustness,1408046919,118179095,14804773.750000,995564.000000,848323.000000,31468,7418081.030375,2415.289500,7420496.319875,10000,10000,8569,8599,,,,,,,,,,,,,,,,,,,,5.067700,,675.457806,DQTA(k_max=3),38,27.000000,,,,,,,80.000000,,,27168,0.368080,84.832300,99.556400,1843887.000000,184.388700,1.162926,14804.773750,,,,,,
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=1e-05",True,True,0.000010,formal_sgct_ber_robustness,3509155302,2691268365,14651301.250000,984031.000000,847967.000000,31308,7327462.583625,2392.045500,7329854.629125,10000,10000,8556,8501,,,,,,,,,,,,,,,,,,,,5.058000,,682.533232,DQTA(k_max=3),38,28.000000,,,,,,,80.000000,,,27057,0.369590,84.796700,98.403100,1831998.000000,183.199800,1.176332,14651.301250,,,,,,
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=0.0001",True,True,0.000100,formal_sgct_ber_robustness,2770533935,551121369,14783241.250000,993077.000000,847890.000000,31641,7393578.775750,2410.099000,7395988.874750,10000,10000,8774,8578,,,,,,,,,,,,,,,,,,,,5.064300,,676.441643,DQTA(k_max=3),38,27.000000,,,,,,,80.000000,,,27352,0.365604,84.789000,99.307700,1840967.000000,184.096700,1.165773,14783.241250,,,,,,
10000,96,prefix80,prefixed,"scenario_label=prefix80,ber=0.001",True,True,0.001000,formal_sgct_ber_robustness,2203690644,2567601320,14743913.750000,989883.000000,847958.000000,31637,7382540.315750,2403.745000,7384944.060750,10000,10000,8815,8551,,,,,,,,,,,,,,,,,,,,5.062100,,678.245964,DQTA(k_max=3),38,28.000000,,,,,,,80.000000,,,27366,0.365417,84.795800,98.988300,1837841.000000,183.784100,1.169454,14743.913750,,,,,,
10000,96,clustered,clustered,"scenario_label=clustered,ber=0.0",True,True,0.000000,formal_sgct_ber_robustness,1026753672,199095471,16136367.500000,906135.000000,4460498.000000,34753,8113239.540875,4042.519000,8117282.059875,10000,10000,10789,9309,,,,,,,,,,,,,,,,,,,,5.413200,,619.718161,DQTA(k_max=3),38,26.000000,,,,,,,,8.000000,64.000000,30098,0.332248,446.049800,90.613500,5366633.000000,536.663300,1.074229,16136.367500,,,,,,
