scenario_point,DQTA(k_max=3),DRCT,EAQ_CBB,EMDT,HT_EEAC,LAPCT,NLHQT(n=2),SGCT
scenario_label=clustered,8063556.5402,11645217.0554,13171080.8461,6831971.9831,46849423.6735,14844307.7734,12618562.3187,5073445.7323
scenario_label=dispersed,11697619.5422,29419506.1659,16142311.6788,6858576.4862,46713533.7502,15194054.0935,4592575.9603,3390327.1401
scenario_label=prefix64,8058833.6524,11609090.5905,13697713.5716,6844176.2413,46881305.6199,14947227.2010,5777058.6928,4399537.6171
scenario_label=prefix72,8039172.6573,12063452.7375,13985084.1311,6838831.9052,46488640.0908,15194340.2152,5345669.2898,4047465.2061
scenario_label=prefix80,7396119.2475,10949737.0368,14310662.2713,6853183.2119,46500925.4195,15432670.6725,4593329.4405,2774835.1147
scenario_label=prefixed,8100981.3369,10628402.0220,13062518.1006,6851987.9685,46677587.0071,14453027.9273,6641887.9634,4713829.9679
scenario_label=random,8210985.7297,7626025.0247,11184385.7130,6830445.2878,46904606.5362,12970411.3386,9227011.0348,5652269.2849
scenario_label=sequential,4897848.6870,9050979.8500,14980483.4357,6839962.7973,47157410.0923,15468050.9240,3583741.1160,2325443.3620
