experiment_name,scenario,run_id,point_seed,algorithm,algorithm_seed,tag_count,epc_length,status,runtime,scenario_point,algorithm_name
formal_experiment10_algorithm_comparison,prefixed,5,2243686180,DQTA(k_max=3),2466379348,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,5,295811869,DQTA(k_max=3),222937784,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,5,617202740,DQTA(k_max=3),2342771461,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,5,815586784,DQTA(k_max=3),803520259,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,5,1659534425,DQTA(k_max=3),2003246200,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,5,1736493233,DQTA(k_max=3),3032142488,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,5,2592520367,DQTA(k_max=3),3708885927,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,6,888616007,DQTA(k_max=3),191523277,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,6,2156671656,DQTA(k_max=3),209539916,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,6,2560305621,DQTA(k_max=3),1206728233,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,6,3673910054,DQTA(k_max=3),383330616,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,6,2524613736,DQTA(k_max=3),3574892827,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,6,4228533201,DQTA(k_max=3),211556225,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,6,2814513920,DQTA(k_max=3),3761462069,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,6,4149466484,DQTA(k_max=3),2460823020,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,7,430504557,DQTA(k_max=3),1174239321,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,7,968297227,DQTA(k_max=3),761413796,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,7,1285056138,DQTA(k_max=3),2256408558,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,7,108678447,DQTA(k_max=3),2924894696,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,7,2075071502,DQTA(k_max=3),3730388767,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,7,3483887618,DQTA(k_max=3),530206926,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,7,1089799207,DQTA(k_max=3),567068904,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,7,1659200484,DQTA(k_max=3),2674221865,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,8,2123175754,DQTA(k_max=3),1590849514,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,8,3724191092,DQTA(k_max=3),998293329,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,8,3747759999,DQTA(k_max=3),3180102360,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,8,3944130523,DQTA(k_max=3),137637513,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,8,2877063911,DQTA(k_max=3),1194099523,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,8,1326794289,DQTA(k_max=3),544237800,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,8,464962871,DQTA(k_max=3),3396215216,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,8,4146325891,DQTA(k_max=3),1709054228,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,9,1156999555,DQTA(k_max=3),2415602313,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,9,138744347,DQTA(k_max=3),1747396924,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,9,3105645739,DQTA(k_max=3),324007575,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,9,3839497446,DQTA(k_max=3),2224363446,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,9,923924336,DQTA(k_max=3),92127261,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,9,2289044336,DQTA(k_max=3),53118948,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,9,1819612831,DQTA(k_max=3),748923289,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,9,2410991351,DQTA(k_max=3),2851682582,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,10,3409120913,DQTA(k_max=3),1361754538,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,10,1612835902,DQTA(k_max=3),3697230892,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,10,1342461640,DQTA(k_max=3),3868070687,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,10,3699530451,DQTA(k_max=3),1718923928,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,10,959927471,DQTA(k_max=3),281582146,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,10,1416169167,DQTA(k_max=3),46616425,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,10,2509121869,DQTA(k_max=3),3883513586,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,10,1497064732,DQTA(k_max=3),1941140493,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,11,304725238,DQTA(k_max=3),1146654552,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,11,1701264339,DQTA(k_max=3),765277271,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,11,2849293153,DQTA(k_max=3),2766149621,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,11,1544784903,DQTA(k_max=3),1514658659,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,11,3015158801,DQTA(k_max=3),4233066080,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,11,418844889,DQTA(k_max=3),2049374695,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,11,4252184221,DQTA(k_max=3),3600860445,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,11,1654947796,DQTA(k_max=3),2568678149,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,12,2060045378,DQTA(k_max=3),31364024,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,12,2090748561,DQTA(k_max=3),760886118,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,12,3119637419,DQTA(k_max=3),254489005,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,12,4135667632,DQTA(k_max=3),3166642774,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,12,235991746,DQTA(k_max=3),3196212137,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,12,1779197397,DQTA(k_max=3),4155526784,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,12,598408119,DQTA(k_max=3),954954244,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,12,1632175688,DQTA(k_max=3),2150476490,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,13,4060208555,DQTA(k_max=3),3514590439,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,13,1330638782,DQTA(k_max=3),2208057944,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,13,3229840205,DQTA(k_max=3),1228245555,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,13,2885341494,DQTA(k_max=3),4002739230,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,13,2359772976,DQTA(k_max=3),441254569,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,13,3815732145,DQTA(k_max=3),3543799544,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,13,3109578896,DQTA(k_max=3),1388243845,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,13,286329085,DQTA(k_max=3),173794164,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,14,338370732,DQTA(k_max=3),1902260201,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,14,1383110064,DQTA(k_max=3),694330801,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,14,2166853789,DQTA(k_max=3),2085733504,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,14,314404237,DQTA(k_max=3),2948493588,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,14,2419352845,DQTA(k_max=3),2510350168,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,14,3005302956,DQTA(k_max=3),2498315371,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,14,2012366791,DQTA(k_max=3),4220757232,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,14,844575883,DQTA(k_max=3),384758780,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,15,3150236223,DQTA(k_max=3),2354796366,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,15,3900451069,DQTA(k_max=3),2540173494,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,15,1087024520,DQTA(k_max=3),1961755250,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,15,3683200937,DQTA(k_max=3),553121323,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,15,3661251964,DQTA(k_max=3),1233672034,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
