scenario_point,DQTA(k_max=3),DRCT,EAQ_CBB,EMDT,HT_EEAC,LAPCT,NLHQT(n=2),SGCT
scenario_label=clustered,1.0779,0.6706,0.9635,1.6856,0.0684,0.9925,0.5356,3.5965
scenario_label=dispersed,0.7169,0.2949,0.8052,1.6735,0.0684,0.9959,0.6084,13.7659
scenario_label=prefix64,1.0777,0.6906,1.2019,1.6802,0.0682,0.9959,0.5492,5.3013
scenario_label=prefix72,1.0788,0.6914,1.2061,1.6832,0.0688,0.9959,0.5496,5.2877
scenario_label=prefix80,1.1668,0.7959,1.2029,1.6807,0.0688,0.9959,0.6081,19.4932
scenario_label=prefixed,1.0772,0.6909,1.2032,1.6763,0.0686,0.9959,0.5488,5.2922
scenario_label=random,1.0767,0.6937,1.2055,1.6908,0.0682,0.9959,0.5489,5.2762
scenario_label=sequential,1.7473,0.9915,1.1078,1.6803,0.0678,0.9906,0.7497,31.7460
