scenario_point,DQTA(k_max=3),DRCT,EAQ_CBB,EMDT,HT_EEAC,LAPCT,NLHQT(n=2),SGCT
scenario_label=clustered,518.0213,324.7986,141.5165,147.7436,346.1968,428.2747,269.2392,99.8580
scenario_label=dispersed,545.7878,363.9165,90.9998,147.6579,345.9582,267.6118,78.2523,86.5600
scenario_label=prefix64,249.3583,333.5335,51.5213,147.7346,346.6599,261.0723,81.1204,68.1292
scenario_label=prefix72,166.6930,356.7550,40.2782,147.7522,344.5826,176.1445,65.1134,58.9645
scenario_label=prefix80,84.8107,378.6251,29.1848,147.8359,344.6524,91.7127,47.8331,42.0000
scenario_label=prefixed,414.6082,287.0160,73.7868,147.6830,345.3175,430.9030,113.1213,84.2694
scenario_label=random,910.5589,147.3400,140.6030,147.7415,346.8716,940.6282,209.1211,132.2832
scenario_label=sequential,65.9744,384.0614,27.2607,147.7583,347.9519,64.4288,42.0000,35.9936
