TOTAL_TAGS,BINARY_LENGTH,scenario_label,id_distribution,scenario_point,ber,enable_refined_energy_model,enable_resource_monitoring,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,peak_unidentified_tags_count,drct_query_count,drct_r0_collision_count,drct_r1_collision_count,drct_r1_sedepth_increment_count,check_answer_alias_count,prefix_length,cluster_count,cluster_prefix_length,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms,total_reader_tx_energy_uj,total_tag_tx_energy_uj,energy_per_tag_uj,drct_random_check_count,drct_unresolved_stack_empty_count,channel_use_ratio
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_experiment10_algorithm_comparison,2757181503,1866077043,22374536.250000,1462302.000000,1406142.000000,18315,11195067.351250,3627.675000,11198695.026250,10000,10000,0,8314,,,,,,,,,,,,,,,,,,,,3.787000,,446.936638,EAQ_CBB,44,2451.000000,,,,,,,,,,18314,0.546030,140.614200,146.230200,2868444.000000,286.844400,1.202790,22374.536250,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_experiment10_algorithm_comparison,3667808483,987500896,26114983.750000,1861362.000000,736165.000000,18313,13073425.966875,4090.806500,13077516.773375,10000,10000,0,8312,,,,,,,,,,,,,,,,,,,,3.783000,,382.921931,EAQ_CBB,44,2462.000000,,,,,,,48.000000,,,18312,0.546090,73.616500,186.136200,2597527.000000,259.752700,1.203080,26114.983750,,,,,,
10000,96,prefix64,prefixed,scenario_label=prefix64,0.000000,True,True,formal_experiment10_algorithm_comparison,3627632042,3681270876,27351717.500000,1993564.000000,514224.000000,18305,13714173.341375,4244.240000,13718417.581375,10000,10000,0,8304,,,,,,,,,,,,,,,,,,,,3.785000,,365.607754,EAQ_CBB,44,2454.000000,,,,,,,64.000000,,,18304,0.546329,51.422400,199.356400,2507788.000000,250.778800,1.204239,27351.717500,,,,,,
10000,96,prefix72,prefixed,scenario_label=prefix72,0.000000,True,True,formal_experiment10_algorithm_comparison,112554203,3573522753,27950370.000000,2058236.000000,403591.000000,18287,13990880.797625,4318.267500,13995199.065125,10000,10000,0,8286,,,,,,,,,,,,,,,,,,,,3.786000,,357.777017,EAQ_CBB,44,2454.000000,,,,,,,72.000000,,,18286,0.546866,40.359100,205.823600,2461827.000000,246.182700,1.206855,27950.370000,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_experiment10_algorithm_comparison,1838899425,3261120491,28562580.000000,2123920.000000,291335.000000,18285,14279220.319875,4393.507500,14283613.827375,10000,10000,0,8284,,,,,,,,,,,,,,,,,,,,3.784200,,350.108429,EAQ_CBB,44,2447.000000,,,,,,,80.000000,,,18284,0.546926,29.133500,212.392000,2415255.000000,241.525500,1.207146,28562.580000,,,,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.000000,True,True,formal_experiment10_algorithm_comparison,1675694341,1749001318,31276181.250000,2245094.000000,753017.000000,21651,15636491.723625,4866.696500,15641358.420125,10000,10000,0,11650,,,,,,,,,,,,,,,,,,,,4.625800,,319.732128,EAQ_CBB,44,2445.000000,,,,,,,,,,21650,0.461894,75.301700,224.509400,2998111.000000,299.811100,0.858369,31276.181250,,,,,,
10000,96,sequential,sequential,scenario_label=sequential,0.000000,True,True,formal_experiment10_algorithm_comparison,2581828915,4237696105,29793810.000000,2220352.000000,272216.000000,18939,14856714.104375,4576.812000,14861290.916375,10000,10000,0,8938,,,,,,,,,,,,,,,,,,,,3.956000,,335.640188,EAQ_CBB,44,2453.000000,,,,,,,,,,18938,0.528039,27.221600,222.035200,2492568.000000,249.256800,1.118819,29793.810000,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_experiment10_algorithm_comparison,3777667509,1101946684,26247557.500000,1769216.000000,1404380.000000,20377,13153256.394375,4240.622000,13157497.016375,10000,10000,0,10376,,,,,,,,,,,,,,,,,,,,4.338800,,380.987831,EAQ_CBB,44,2464.000000,,,,,,,,8.000000,64.000000,20376,0.490773,140.438000,176.921600,3173596.000000,317.359600,0.963763,26247.557500,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_experiment10_algorithm_comparison,3439054340,323263759,22380868.750000,1462510.000000,1408792.000000,18321,11164615.593250,3629.416000,11168245.009250,10000,10000,0,8320,,,,,,,,,,,,,,,,,,,,3.791400,,446.810180,EAQ_CBB,45,2452.000000,,,,,,,,,,18320,0.545852,140.879200,146.251000,2871302.000000,287.130200,1.201923,22380.868750,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_experiment10_algorithm_comparison,827713014,2087048849,26113858.750000,1861054.000000,736931.000000,18313,13087269.341875,4090.573500,13091359.915375,10000,10000,0,8312,,,,,,,,,,,,,,,,,,,,3.783200,,382.938427,EAQ_CBB,45,2466.000000,,,,,,,48.000000,,,18312,0.546090,73.693100,186.105400,2597985.000000,259.798500,1.203080,26113.858750,,,,,,
10000,96,prefix64,prefixed,scenario_label=prefix64,0.000000,True,True,formal_experiment10_algorithm_comparison,3773143706,550349237,27265301.250000,1987518.000000,511364.000000,18247,13601747.116625,4230.718000,13605977.834625,10000,10000,0,8246,,,,,,,,,,,,,,,,,,,,3.767800,,366.766533,EAQ_CBB,45,2460.000000,,,,,,,64.000000,,,18246,0.548065,51.136400,198.751800,2498882.000000,249.888200,1.212709,27265.301250,,,,,,
10000,96,prefix72,prefixed,scenario_label=prefix72,0.000000,True,True,formal_experiment10_algorithm_comparison,2352996596,2638915785,28037322.500000,2064432.000000,403280.000000,18349,14013845.724500,4330.504000,14018176.228500,10000,10000,0,8348,,,,,,,,,,,,,,,,,,,,3.790600,,356.667439,EAQ_CBB,45,2461.000000,,,,,,,72.000000,,,18348,0.545019,40.328000,206.443200,2467712.000000,246.771200,1.197892,28037.322500,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_experiment10_algorithm_comparison,1515211290,2877241681,28718790.000000,2135272.000000,292222.000000,18383,14392139.171000,4416.655000,14396555.826000,10000,10000,0,8382,,,,,,,,,,,,,,,,,,,,3.793400,,348.204085,EAQ_CBB,45,2460.000000,,,,,,,80.000000,,,18382,0.544010,29.222200,213.527200,2427494.000000,242.749400,1.193033,28718.790000,,,,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.000000,True,True,formal_experiment10_algorithm_comparison,3455145310,571844801,35561686.250000,2525714.000000,998170.000000,25075,17767231.478875,5550.513000,17772781.991875,10000,10000,0,15074,,,,,,,,,,,,,,,,,,,,5.679400,,281.201514,EAQ_CBB,45,2463.000000,,,,,,,,,,25074,0.398819,99.817000,252.571400,3523884.000000,352.388400,0.663394,35561.686250,,,,,,
10000,96,sequential,sequential,scenario_label=sequential,0.000000,True,True,formal_experiment10_algorithm_comparison,3536744853,218043878,29911328.750000,2229258.000000,272993.000000,19009,14990046.969875,4595.012500,14994641.982375,10000,10000,0,9008,,,,,,,,,,,,,,,,,,,,3.977400,,334.321490,EAQ_CBB,45,2456.000000,,,,,,,,,,19008,0.526094,27.299300,222.925800,2502251.000000,250.225100,1.110124,29911.328750,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_experiment10_algorithm_comparison,3714169138,1113439977,25953742.500000,1758660.000000,1370815.000000,19945,12987838.637000,4202.727500,12992041.364500,10000,10000,0,9944,,,,,,,,,,,,,,,,,,,,4.261600,,385.300887,EAQ_CBB,45,2454.000000,,,,,,,,8.000000,64.000000,19944,0.501404,137.081500,175.866000,3129475.000000,312.947500,1.005632,25953.742500,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_experiment10_algorithm_comparison,3762581748,3299757967,22374940.000000,1462312.000000,1408643.000000,18313,11194728.959250,3628.945500,11198357.904750,10000,10000,0,8312,,,,,,,,,,,,,,,,,,,,3.791600,,446.928573,EAQ_CBB,46,2467.000000,,,,,,,,,,18312,0.546090,140.864300,146.231200,2870955.000000,287.095500,1.203080,22374.940000,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_experiment10_algorithm_comparison,1041196411,2091806299,26072668.750000,1858418.000000,736329.000000,18281,13032691.170875,4085.000500,13036776.171375,10000,10000,0,8280,,,,,,,,,,,,,,,,,,,,3.781400,,383.543399,EAQ_CBB,46,2467.000000,,,,,,,48.000000,,,18280,0.547046,73.632900,185.841800,2594747.000000,259.474700,1.207729,26072.668750,,,,,,
10000,96,prefix64,prefixed,scenario_label=prefix64,0.000000,True,True,formal_experiment10_algorithm_comparison,737039505,2673138926,27395022.500000,1996648.000000,513511.000000,18339,13739143.404375,4250.051500,13743393.455875,10000,10000,0,8338,,,,,,,,,,,,,,,,,,,,3.786600,,365.029815,EAQ_CBB,46,2471.000000,,,,,,,64.000000,,,18338,0.545316,51.351100,199.664800,2510159.000000,251.015900,1.199328,27395.022500,,,,,,
10000,96,prefix72,prefixed,scenario_label=prefix72,0.000000,True,True,formal_experiment10_algorithm_comparison,1433412071,4152624005,27937171.250000,2057222.000000,401919.000000,18283,13980330.086000,4315.403500,13984645.489500,10000,10000,0,8282,,,,,,,,,,,,,,,,,,,,3.777600,,357.946047,EAQ_CBB,46,2478.000000,,,,,,,72.000000,,,18282,0.546986,40.191900,205.722200,2459141.000000,245.914100,1.207438,27937.171250,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_experiment10_algorithm_comparison,2094016510,1990846378,28499952.500000,2119276.000000,290265.000000,18243,14228512.394750,4383.684500,14232896.079250,10000,10000,0,8242,,,,,,,,,,,,,,,,,,,,3.766200,,350.877778,EAQ_CBB,46,2464.000000,,,,,,,80.000000,,,18242,0.548186,29.026500,211.927600,2409541.000000,240.954100,1.213298,28499.952500,,,,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.000000,True,True,formal_experiment10_algorithm_comparison,3724898785,3500199686,34656852.500000,2432504.000000,1113339.000000,24993,17357673.049375,5421.677500,17363094.726875,10000,10000,0,14992,,,,,,,,,,,,,,,,,,,,5.690000,,288.543225,EAQ_CBB,46,2446.000000,,,,,,,,,,24992,0.400128,111.333900,243.250400,3545843.000000,354.584300,0.667022,34656.852500,,,,,,
10000,96,sequential,sequential,scenario_label=sequential,0.000000,True,True,formal_experiment10_algorithm_comparison,3086579310,3455540121,30004981.250000,2236278.000000,272122.000000,19071,15044938.404250,4608.617000,15049547.021250,10000,10000,0,9070,,,,,,,,,,,,,,,,,,,,3.984800,,333.277995,EAQ_CBB,46,2458.000000,,,,,,,,,,19070,0.524384,27.212200,223.627800,2508400.000000,250.840000,1.102536,30004.981250,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_experiment10_algorithm_comparison,3569510457,779879053,26489226.250000,1782310.000000,1441307.000000,20577,13254661.897125,4285.273500,13258947.170625,10000,10000,0,10576,,,,,,,,,,,,,,,,,,,,4.408800,,377.511971,EAQ_CBB,46,2452.000000,,,,,,,,8.000000,64.000000,20576,0.486003,144.130700,178.231000,3223617.000000,322.361700,0.945537,26489.226250,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_experiment10_algorithm_comparison,2402732470,3652113908,22374050.000000,1462264.000000,1407921.000000,18311,11192962.102375,3628.488500,11196590.590875,10000,10000,0,8310,,,,,,,,,,,,,,,,,,,,3.789200,,446.946351,EAQ_CBB,47,2459.000000,,,,,,,,,,18310,0.546150,140.792100,146.226400,2870185.000000,287.018500,1.203369,22374.050000,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_experiment10_algorithm_comparison,3749692816,1688053532,26175671.250000,1865350.000000,737960.000000,18363,13119212.908375,4099.680000,13123312.588375,10000,10000,0,8362,,,,,,,,,,,,,,,,,,,,3.792200,,382.034138,EAQ_CBB,47,2460.000000,,,,,,,48.000000,,,18362,0.544603,73.796000,186.535000,2603310.000000,260.331000,1.195886,26175.671250,,,,,,
10000,96,prefix64,prefixed,scenario_label=prefix64,0.000000,True,True,formal_experiment10_algorithm_comparison,2448397771,1508506395,27389002.500000,1996108.000000,516845.000000,18333,13712094.869750,4250.638500,13716345.508250,10000,10000,0,8332,,,,,,,,,,,,,,,,,,,,3.799200,,365.110047,EAQ_CBB,47,2459.000000,,,,,,,64.000000,,,18332,0.545494,51.684500,199.610800,2512953.000000,251.295300,1.200192,27389.002500,,,,,,
10000,96,prefix72,prefixed,scenario_label=prefix72,0.000000,True,True,formal_experiment10_algorithm_comparison,2515845558,2633651244,27889435.000000,2053996.000000,400857.000000,18249,13969021.183250,4308.420500,13973329.603750,10000,10000,0,8248,,,,,,,,,,,,,,,,,,,,3.773600,,358.558716,EAQ_CBB,47,2460.000000,,,,,,,72.000000,,,18248,0.548005,40.085700,205.399600,2454853.000000,245.485300,1.212415,27889.435000,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_experiment10_algorithm_comparison,2907340057,4238342262,28500186.250000,2119254.000000,291034.000000,18245,14212178.117875,4384.025000,14216562.142875,10000,10000,0,8244,,,,,,,,,,,,,,,,,,,,3.776800,,350.874900,EAQ_CBB,47,2453.000000,,,,,,,80.000000,,,18244,0.548125,29.103400,211.925400,2410288.000000,241.028800,1.213003,28500.186250,,,,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.000000,True,True,formal_experiment10_algorithm_comparison,450818034,3990480461,34178901.250000,2419562.000000,1009596.000000,24257,17100566.159375,5343.922000,17105910.081375,10000,10000,0,14256,,,,,,,,,,,,,,,,,,,,5.493400,,292.578159,EAQ_CBB,47,2456.000000,,,,,,,,,,24256,0.412269,100.959600,241.956200,3429158.000000,342.915800,0.701459,34178.901250,,,,,,
10000,96,sequential,sequential,scenario_label=sequential,0.000000,True,True,formal_experiment10_algorithm_comparison,23415326,810279713,29959668.750000,2232874.000000,273855.000000,19041,15026253.685250,4602.675500,15030856.360750,10000,10000,0,9040,,,,,,,,,,,,,,,,,,,,3.987600,,333.782062,EAQ_CBB,47,2450.000000,,,,,,,,,,19040,0.525210,27.385500,223.287400,2506729.000000,250.672900,1.106195,29959.668750,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_experiment10_algorithm_comparison,2859928063,3855505463,25809591.250000,1752122.000000,1325119.000000,19769,12883212.966625,4166.803500,12887379.770125,10000,10000,0,9768,,,,,,,,,,,,,,,,,,,,4.155200,,387.452862,EAQ_CBB,47,2471.000000,,,,,,,,8.000000,64.000000,19768,0.505868,132.511900,175.212200,3077241.000000,307.724100,1.023751,25809.591250,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_experiment10_algorithm_comparison,4281357755,1805636334,22318680.000000,1459920.000000,1398237.000000,18245,11164856.162625,3618.958500,11168475.121125,10000,10000,0,8244,,,,,,,,,,,,,,,,,,,,3.770200,,448.055172,EAQ_CBB,48,2446.000000,,,,,,,,,,18244,0.548125,139.823700,145.992000,2858157.000000,285.815700,1.213003,22318.680000,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_experiment10_algorithm_comparison,3873723810,2216675044,26090786.250000,1859534.000000,733880.000000,18295,13047497.130625,4086.008000,13051583.138625,10000,10000,0,8294,,,,,,,,,,,,,,,,,,,,3.770600,,383.277066,EAQ_CBB,48,2471.000000,,,,,,,48.000000,,,18294,0.546627,73.388000,185.953400,2593414.000000,259.341400,1.205691,26090.786250,,,,,,
10000,96,prefix64,prefixed,scenario_label=prefix64,0.000000,True,True,formal_experiment10_algorithm_comparison,339462132,1704690410,27399416.250000,1996950.000000,515594.000000,18339,13687946.556500,4251.697000,13692198.253500,10000,10000,0,8338,,,,,,,,,,,,,,,,,,,,3.795600,,364.971279,EAQ_CBB,48,2465.000000,,,,,,,64.000000,,,18338,0.545316,51.559400,199.695000,2512544.000000,251.254400,1.199328,27399.416250,,,,,,
10000,96,prefix72,prefixed,scenario_label=prefix72,0.000000,True,True,formal_experiment10_algorithm_comparison,270703941,3918669672,28031882.500000,2064108.000000,402526.000000,18347,14032935.587375,4329.479000,14037265.066375,10000,10000,0,8346,,,,,,,,,,,,,,,,,,,,3.786200,,356.736655,EAQ_CBB,48,2466.000000,,,,,,,72.000000,,,18346,0.545078,40.252600,206.410800,2466634.000000,246.663400,1.198179,28031.882500,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_experiment10_algorithm_comparison,376489424,941537451,28651437.500000,2130220.000000,292297.000000,18341,14342906.605375,4406.588500,14347313.193875,10000,10000,0,8340,,,,,,,,,,,,,,,,,,,,3.787800,,349.022628,EAQ_CBB,48,2458.000000,,,,,,,80.000000,,,18340,0.545256,29.229700,213.022000,2422517.000000,242.251700,1.199041,28651.437500,,,,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.000000,True,True,formal_experiment10_algorithm_comparison,2122119051,1908690799,36433286.250000,2619950.000000,835987.000000,25045,18196045.732625,5657.893500,18201703.626125,10000,10000,0,15044,,,,,,,,,,,,,,,,,,,,5.678200,,274.474280,EAQ_CBB,48,2465.000000,,,,,,,,,,25044,0.399297,83.598700,261.995000,3455937.000000,345.593700,0.664717,36433.286250,,,,,,
10000,96,sequential,sequential,scenario_label=sequential,0.000000,True,True,formal_experiment10_algorithm_comparison,3552242948,816312048,29677332.500000,2211896.000000,270765.000000,18867,14853739.870000,4559.174500,14858299.044500,10000,10000,0,8866,,,,,,,,,,,,,,,,,,,,3.938200,,336.957508,EAQ_CBB,48,2451.000000,,,,,,,,,,18866,0.530054,27.076500,221.189600,2482661.000000,248.266100,1.127904,29677.332500,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_experiment10_algorithm_comparison,1330979572,4045401033,27355373.750000,1818290.000000,1570032.000000,21625,13693360.720750,4421.596000,13697782.316750,10000,10000,0,11624,,,,,,,,,,,,,,,,,,,,4.665600,,365.558888,EAQ_CBB,48,2462.000000,,,,,,,,8.000000,64.000000,21624,0.462449,157.003200,181.829000,3388322.000000,338.832200,0.860289,27355.373750,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_experiment10_algorithm_comparison,1789994563,3906961799,22360535.000000,1461480.000000,1406213.000000,18299,11169062.100250,3626.066500,11172688.166750,10000,10000,0,8298,,,,,,,,,,,,,,,,,,,,3.785800,,447.216491,EAQ_CBB,49,2456.000000,,,,,,,,,,18298,0.546508,140.621300,146.148000,2867693.000000,286.769300,1.205110,22360.535000,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_experiment10_algorithm_comparison,2849056856,2651190063,26139793.750000,1862854.000000,740485.000000,18331,13091796.561250,4095.950500,13095892.511750,10000,10000,0,8330,,,,,,,,,,,,,,,,,,,,3.797800,,382.558489,EAQ_CBB,49,2462.000000,,,,,,,48.000000,,,18330,0.545554,74.048500,186.285400,2603339.000000,260.333900,1.200480,26139.793750,,,,,,
10000,96,prefix64,prefixed,scenario_label=prefix64,0.000000,True,True,formal_experiment10_algorithm_comparison,3532656362,2327424874,27262002.500000,1987124.000000,512444.000000,18243,13624748.763250,4230.470000,13628979.233250,10000,10000,0,8242,,,,,,,,,,,,,,,,,,,,3.768200,,366.810912,EAQ_CBB,49,2455.000000,,,,,,,64.000000,,,18242,0.548186,51.244400,198.712400,2499568.000000,249.956800,1.213298,27262.002500,,,,,,
10000,96,prefix72,prefixed,scenario_label=prefix72,0.000000,True,True,formal_experiment10_algorithm_comparison,3560536888,1685230181,27882805.000000,2053472.000000,402007.000000,18245,13934526.593625,4307.947500,13938834.541125,10000,10000,0,8244,,,,,,,,,,,,,,,,,,,,3.775200,,358.643974,EAQ_CBB,49,2460.000000,,,,,,,72.000000,,,18244,0.548125,40.200700,205.347200,2455479.000000,245.547900,1.213003,27882.805000,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_experiment10_algorithm_comparison,3497608031,4132904560,28797242.500000,2141104.000000,292490.000000,18435,14420757.490750,4428.453000,14425185.943750,10000,10000,0,8434,,,,,,,,,,,,,,,,,,,,3.806400,,347.255471,EAQ_CBB,49,2463.000000,,,,,,,80.000000,,,18434,0.542476,29.249000,214.110400,2433594.000000,243.359400,1.185677,28797.242500,,,,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.000000,True,True,formal_experiment10_algorithm_comparison,1244494452,594429504,35033980.000000,2478928.000000,1034138.000000,24885,17522698.461875,5474.925000,17528173.386875,10000,10000,0,14884,,,,,,,,,,,,,,,,,,,,5.676200,,285.437167,EAQ_CBB,49,2452.000000,,,,,,,,,,24884,0.401865,103.413800,247.892800,3513066.000000,351.306600,0.671862,35033.980000,,,,,,
10000,96,sequential,sequential,scenario_label=sequential,0.000000,True,True,formal_experiment10_algorithm_comparison,1309897987,927782842,29856716.250000,2225134.000000,271265.000000,18979,14898682.221625,4585.900500,14903268.122125,10000,10000,0,8978,,,,,,,,,,,,,,,,,,,,3.957400,,334.933015,EAQ_CBB,49,2466.000000,,,,,,,,,,18978,0.526926,27.126500,222.513400,2496399.000000,249.639900,1.113834,29856.716250,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_experiment10_algorithm_comparison,1756787569,2026960334,26389791.250000,1775974.000000,1412519.000000,20489,13150020.861000,4258.207500,13154279.068500,10000,10000,0,10488,,,,,,,,,,,,,,,,,,,,4.338400,,378.934411,EAQ_CBB,49,2458.000000,,,,,,,,8.000000,64.000000,20488,0.488091,141.251900,177.597400,3188493.000000,318.849300,0.953471,26389.791250,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_experiment10_algorithm_comparison,1486858820,4270451895,13795537.500000,238656.000000,1468352.000000,20359,6889670.974250,1211.488000,6890882.462250,10000,10000,4314,6045,,,,,,,,,,,,,,,,,,,,5.318700,,724.872083,EMDT,0,48.000000,,,,,,,,,,20359,0.491183,146.835200,23.865600,1707008.000000,170.700800,1.654260,13795.537500,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_experiment10_algorithm_comparison,4075987068,2096669399,13628090.000000,244552.000000,1479088.000000,19828,6793135.692750,1228.648000,6794364.340750,10000,10000,3941,5887,,,,,,,,,,,,,,,,,,,,5.304300,,733.778541,EMDT,0,48.000000,,,,,,,48.000000,,,19828,0.504337,147.908800,24.455200,1723640.000000,172.364000,1.698658,13628.090000,,,,,,
10000,96,prefix64,prefixed,scenario_label=prefix64,0.000000,True,True,formal_experiment10_algorithm_comparison,4125689627,2125389196,13764610.000000,245674.000000,1476640.000000,19946,6883781.975250,1229.668000,6885011.643250,10000,10000,3908,6038,,,,,,,,,,,,,,,,,,,,5.343700,,726.500787,EMDT,0,47.000000,,,,,,,64.000000,,,19946,0.501354,147.664000,24.567400,1722314.000000,172.231400,1.656178,13764.610000,,,,,,
10000,96,prefix72,prefixed,scenario_label=prefix72,0.000000,True,True,formal_experiment10_algorithm_comparison,1500471121,2997250040,13821415.000000,239646.000000,1468688.000000,20320,6923445.111000,1213.636000,6924658.747000,10000,10000,4238,6082,,,,,,,,,,,,,,,,,,,,5.326500,,723.514922,EMDT,0,48.000000,,,,,,,72.000000,,,20320,0.492126,146.868800,23.964600,1708334.000000,170.833400,1.644196,13821.415000,,,,,,
10000,96,prefix80,prefixed,scenario_label=prefix80,0.000000,True,True,formal_experiment10_algorithm_comparison,3599789785,2378648613,13719210.000000,242330.000000,1474336.000000,20042,6882298.204500,1221.828000,6883520.032500,10000,10000,4059,5983,,,,,,,,,,,,,,,,,,,,5.319000,,728.904944,EMDT,0,45.000000,,,,,,,80.000000,,,20042,0.498952,147.433600,24.233000,1716666.000000,171.666600,1.671402,13719.210000,,,,,,
10000,96,dispersed,dispersed,scenario_label=dispersed,0.000000,True,True,formal_experiment10_algorithm_comparison,718391674,1932170926,13775620.000000,247236.000000,1478576.000000,20044,6844463.590250,1233.760000,6845697.350250,10000,10000,4003,6041,,,,,,,,,,,,,,,,,,,,5.333400,,725.920140,EMDT,0,46.000000,,,,,,,,,,20044,0.498902,147.857600,24.723600,1725812.000000,172.581200,1.655355,13775.620000,,,,,,
10000,96,sequential,sequential,scenario_label=sequential,0.000000,True,True,formal_experiment10_algorithm_comparison,3832442603,1919649516,13760060.000000,241538.000000,1472208.000000,20182,6858522.075500,1219.180000,6859741.255500,10000,10000,4174,6008,,,,,,,,,,,,,,,,,,,,5.320600,,726.741017,EMDT,0,46.000000,,,,,,,,,,20182,0.495491,147.220800,24.153800,1713746.000000,171.374600,1.664447,13760.060000,,,,,,
10000,96,clustered,clustered,scenario_label=clustered,0.000000,True,True,formal_experiment10_algorithm_comparison,2671803409,738526641,13705087.500000,243188.000000,1475344.000000,19911,6898795.082250,1224.048000,6900019.130250,10000,10000,3921,5990,,,,,,,,,,,,,,,,,,,,5.323800,,729.656049,EMDT,0,47.000000,,,,,,,,8.000000,64.000000,19911,0.502235,147.534400,24.318800,1718532.000000,171.853200,1.669449,13705.087500,,,,,,
10000,96,random,random,scenario_label=random,0.000000,True,True,formal_experiment10_algorithm_comparison,2763007857,4249647275,13748822.500000,245850.000000,1477312.000000,20135,6878091.827000,1230.356000,6879322.183000,10000,10000,4137,5998,,,,,,,,,,,,,,,,,,,,5.319600,,727.335014,EMDT,1,46.000000,,,,,,,,,,20135,0.496648,147.731200,24.585000,1723162.000000,172.316200,1.667222,13748.822500,,,,,,
10000,96,prefixed,prefixed,scenario_label=prefixed,0.000000,True,True,formal_experiment10_algorithm_comparison,2065428963,3590412754,13702800.000000,239470.000000,1470960.000000,20234,6861395.236000,1214.420000,6862609.656000,10000,10000,4294,5940,,,,,,,,,,,,,,,,,,,,5.297200,,729.777856,EMDT,1,48.000000,,,,,,,48.000000,,,20234,0.494218,147.096000,23.947000,1710430.000000,171.043000,1.683502,13702.800000,,,,,,
10000,96,prefix64,prefixed,scenario_label=prefix64,0.000000,True,True,formal_experiment10_algorithm_comparison,1416633314,1005995191,13588265.000000,240504.000000,1474928.000000,19866,6761790.261500,1218.472000,6763008.733500,10000,10000,4034,5832,,,,,,,,,,,,,,,,,,,,5.278700,,735.929127,EMDT,1,51.000000,,,,,,,64.000000,,,19866,0.503373,147.492800,24.050400,1715432.000000,171.543200,1.714678,13588.265000,,,,,,
10000,96,prefix72,prefixed,scenario_label=prefix72,0.000000,True,True,formal_experiment10_algorithm_comparison,4054706784,1802586584,13696432.500000,251416.000000,1484736.000000,19845,6848899.587500,1245.200000,6850144.787500,10000,10000,3879,5966,,,,,,,,,,,,,,,,,,,,5.328800,,730.117131,EMDT,1,46.000000,,,,,,,72.000000,,,19845,0.503905,148.473600,25.141600,1736152.000000,173.615200,1.676165,13696.432500,,,,,,
