scenario_point,DQTA(k_max=3),DRCT,EAQ_CBB,EMDT,HT_EEAC,LAPCT,NLHQT(n=2),SGCT
scenario_label=clustered,608.3249,477.7877,318.9384,172.1497,703.3643,640.7987,440.3509,154.6185
scenario_label=dispersed,701.9249,778.1962,320.1781,172.0764,702.7004,491.2363,138.3485,117.5483
scenario_label=prefix64,342.5113,488.3213,251.0318,172.1750,704.3595,476.8579,146.7185,113.2483
scenario_label=prefix72,267.1579,522.8852,246.1394,172.1848,699.4107,399.8929,130.6725,103.1380
scenario_label=prefix80,184.0377,532.3755,241.9227,172.3481,699.6689,323.1460,107.9547,71.3225
scenario_label=prefixed,492.9462,417.9004,259.9091,172.1043,701.1951,630.7573,178.7551,126.4743
scenario_label=random,944.3445,205.4654,286.7718,172.1204,704.9045,1092.6901,274.7444,165.4418
scenario_label=sequential,132.9872,510.7454,250.3871,172.2114,707.4717,297.3813,89.7960,62.3370
