BINARY_LENGTH,scenario_label,TOTAL_TAGS,id_distribution,scenario_point,ber,enable_refined_energy_model,enable_resource_monitoring,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,drct_query_count,drct_r0_collision_count,drct_r1_collision_count,drct_r1_sedepth_increment_count,check_answer_alias_count,peak_unidentified_tags_count,prefix_length,cluster_count,cluster_prefix_length,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms,total_reader_tx_energy_uj,total_tag_tx_energy_uj,energy_per_tag_uj,drct_random_check_count,drct_unresolved_stack_empty_count,channel_use_ratio
96,prefixed,10000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,3344954643,1182323663,28878882.500000,1998720.000000,4307731.000000,19955,14447720.529250,6151.305500,14453871.834750,10000,10000,0,10043,,,,,,,,,,,,,,,,,,,,11.616900,,346.273787,LAPCT,40,18.000000,,,,,,,48.000000,,,20043,0.498927,430.773100,199.872000,6306451.000000,630.645100,0.995718,28878.882500,,,,,,
96,clustered,1000,clustered,"scenario_label=clustered,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,770890695,1506482498,2940047.500000,208303.000000,387547.000000,1985,147482.154125,610.379500,148092.533625,1000,1000,8,1021,,,,,,,,,,,,,,,,,,,,9.715000,,340.130559,LAPCT,40,13.000000,,,,,,,,8.000000,64.000000,2029,0.492854,387.547000,208.303000,595850.000000,595.850000,0.979432,2940.047500,,,,,,
96,clustered,2000,clustered,"scenario_label=clustered,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,2757032867,3376187254,5892648.750000,419109.000000,845262.000000,3973,591496.809875,1260.849000,592757.658875,2000,2000,8,2033,,,,,,,,,,,,,,,,,,,,10.550500,,339.405942,LAPCT,40,14.000000,,,,,,,,8.000000,64.000000,4041,0.494927,422.631000,209.554500,1264371.000000,632.185500,0.983768,5892.648750,,,,,,
96,clustered,3000,clustered,"scenario_label=clustered,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,2749801332,493948806,8869518.750000,632476.000000,1285605.000000,5981,1332829.278625,1907.754500,1334737.033125,3000,3000,8,3025,,,,,,,,,,,,,,,,,,,,11.127333,,338.237066,LAPCT,40,17.000000,,,,,,,,8.000000,64.000000,6033,0.497265,428.535000,210.825333,1918081.000000,639.360333,0.991736,8869.518750,,,,,,
96,clustered,5000,clustered,"scenario_label=clustered,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,434071923,4191857510,14814070.000000,1058974.000000,2114371.000000,9980,3707492.785625,3175.133500,3710667.919125,5000,5000,5,5023,,,,,,,,,,,,,,,,,,,,11.621000,,337.516969,LAPCT,40,16.000000,,,,,,,,8.000000,64.000000,10028,0.498604,422.874200,211.794800,3173345.000000,634.669000,0.995421,14814.070000,,,,,,
96,clustered,7000,clustered,"scenario_label=clustered,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,1375194734,3949296658,20729776.250000,1483344.000000,3072738.000000,13940,7258146.537250,4503.057000,7262649.594250,7000,7000,5,7063,,,,,,,,,,,,,,,,,,,,11.732857,,337.678512,LAPCT,40,17.000000,,,,,,,,8.000000,64.000000,14068,0.497583,438.962571,211.906286,4556082.000000,650.868857,0.991080,20729.776250,,,,,,
96,clustered,10000,clustered,"scenario_label=clustered,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,3769967955,545842326,29659625.000000,2125448.000000,4230760.000000,19932,14831732.350875,6366.276000,14838098.626875,10000,10000,5,10071,,,,,,,,,,,,,,,,,,,,11.861100,,337.158680,LAPCT,40,20.000000,,,,,,,,8.000000,64.000000,20076,0.498107,423.076000,212.544800,6356208.000000,635.620800,0.992950,29659.625000,,,,,,
96,sequential,1000,sequential,"scenario_label=sequential,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,13448230,1925691768,3047530.000000,229396.000000,34128.000000,1959,152955.593500,475.856000,153431.449500,1000,1000,0,1039,,,,,,,,,,,,,,,,,,,,8.024000,,328.134588,LAPCT,40,13.000000,,,,,,,,,,2039,0.490436,34.128000,229.396000,263524.000000,263.524000,0.962464,3047.530000,,,,,,
96,sequential,2000,sequential,"scenario_label=sequential,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,1811899489,2175137694,6149476.250000,463325.000000,83920.000000,3958,616137.138000,968.610000,617105.748000,2000,2000,1,2041,,,,,,,,,,,,,,,,,,,,8.992000,,325.230950,LAPCT,40,14.000000,,,,,,,,,,4042,0.494805,41.960000,231.662500,547245.000000,273.622500,0.979912,6149.476250,,,,,,
96,sequential,3000,sequential,"scenario_label=sequential,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,2870262288,794951149,9267121.250000,698579.000000,152968.000000,5969,1392127.666500,1473.642000,1393601.308500,3000,3000,2,3031,,,,,,,,,,,,,,,,,,,,9.997333,,323.725127,LAPCT,40,14.000000,,,,,,,,,,6033,0.497265,50.989333,232.859667,851547.000000,283.849000,0.989772,9267.121250,,,,,,
96,sequential,5000,sequential,"scenario_label=sequential,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,75817397,1595954,15472440.000000,1166598.000000,296744.000000,9969,3870352.933500,2481.568000,3872834.501500,5000,5000,2,5031,,,,,,,,,,,,,,,,,,,,10.814400,,323.155236,LAPCT,40,15.000000,,,,,,,,,,10033,0.498355,59.348800,233.319600,1463342.000000,292.668400,0.993838,15472.440000,,,,,,
96,sequential,7000,sequential,"scenario_label=sequential,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,1363501082,1033322733,21663101.250000,1633397.000000,418648.000000,13958,7585023.518500,3476.118000,7588499.636500,7000,7000,1,7041,,,,,,,,,,,,,,,,,,,,10.864000,,323.130097,LAPCT,40,16.000000,,,,,,,,,,14042,0.498504,59.806857,233.342429,2052045.000000,293.149286,0.994177,21663.101250,,,,,,
96,sequential,10000,sequential,"scenario_label=sequential,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,2983990252,1825725371,30901261.250000,2329525.000000,644288.000000,19905,15463069.730000,4981.194000,15468050.924000,10000,10000,2,10095,,,,,,,,,,,,,,,,,,,,10.995200,,323.611387,LAPCT,40,17.000000,,,,,,,,,,20097,0.497587,64.428800,232.952500,2973813.000000,297.381300,0.990589,30901.261250,,,,,,
96,random,1000,random,"scenario_label=random,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,2525932459,775991067,2570348.750000,147887.000000,668617.000000,1959,129105.180750,630.082500,129735.263250,1000,1000,0,1039,,,,,,,,,,,,,,,,,,,,8.398000,,389.052264,LAPCT,41,14.000000,,,,,,,,,,2039,0.490436,668.617000,147.887000,816504.000000,816.504000,0.962464,2570.348750,,,,,,
96,random,2000,random,"scenario_label=random,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,1227816356,2553118182,5152275.000000,298542.000000,1493080.000000,3957,516458.836625,1343.624000,517802.460625,2000,2000,0,2041,,,,,,,,,,,,,,,,,,,,9.307500,,388.178038,LAPCT,41,15.000000,,,,,,,,,,4041,0.494927,746.540000,149.271000,1791622.000000,895.811000,0.979912,5152.275000,,,,,,
96,random,3000,random,"scenario_label=random,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,2351737456,2184734393,7740518.750000,450261.000000,2382567.000000,5957,1163139.112750,2091.805500,1165230.918250,3000,3000,0,3041,,,,,,,,,,,,,,,,,,,,9.870000,,387.570923,LAPCT,41,16.000000,,,,,,,,,,6041,0.496607,794.189000,150.087000,2832828.000000,944.276000,0.986518,7740.518750,,,,,,
96,random,5000,random,"scenario_label=random,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,1601705765,1334241337,12923143.750000,754681.000000,4289753.000000,9957,3234270.902000,3654.238500,3237925.140500,5000,5000,0,5041,,,,,,,,,,,,,,,,,,,,10.625600,,386.902761,LAPCT,41,16.000000,,,,,,,,,,10041,0.497958,857.950600,150.936200,5044434.000000,1008.886800,0.991867,12923.143750,,,,,,
96,random,7000,random,"scenario_label=random,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,416892125,255705309,18114206.250000,1060451.000000,6286521.000000,13957,6345137.335000,5264.162500,6350401.497500,7000,7000,0,7041,,,,,,,,,,,,,,,,,,,,11.105429,,386.437026,LAPCT,41,17.000000,,,,,,,,,,14041,0.498540,898.074429,151.493000,7346972.000000,1049.567429,0.994177,18114.206250,,,,,,
96,random,10000,random,"scenario_label=random,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,3171797478,3026472510,25910862.500000,1520716.000000,9410370.000000,19957,12963095.046375,7746.617000,12970841.663375,10000,10000,0,10041,,,,,,,,,,,,,,,,,,,,11.622800,,385.938523,LAPCT,41,18.000000,,,,,,,,,,20041,0.498977,941.037000,152.071600,10931086.000000,1093.108600,0.995917,25910.862500,,,,,,
96,prefixed,1000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,2873352727,945328801,2839611.250000,193849.000000,312244.000000,1959,142551.720500,543.820000,143095.540500,1000,1000,0,1039,,,,,,,,,,,,,,,,,,,,8.362000,,352.160881,LAPCT,41,16.000000,,,,,,,48.000000,,,2039,0.490436,312.244000,193.849000,506093.000000,506.093000,0.962464,2839.611250,,,,,,
96,prefixed,2000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,1078883631,2310688521,5720850.000000,392538.000000,695029.000000,3957,573349.454000,1132.590500,574482.044500,2000,2000,0,2041,,,,,,,,,,,,,,,,,,,,9.302500,,349.598399,LAPCT,41,15.000000,,,,,,,48.000000,,,4041,0.494927,347.514500,196.269000,1087567.000000,543.783500,0.979912,5720.850000,,,,,,
96,prefixed,3000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,2155902233,641440210,8607662.500000,592028.000000,1108533.000000,5957,1293203.503625,1738.322500,1294941.826125,3000,3000,0,3041,,,,,,,,,,,,,,,,,,,,9.895333,,348.526676,LAPCT,41,16.000000,,,,,,,48.000000,,,6041,0.496607,369.511000,197.342667,1700561.000000,566.853667,0.986518,8607.662500,,,,,,
96,prefixed,5000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,1229947606,3300283782,14392281.250000,992767.000000,1979395.000000,9957,3601727.537000,2975.231500,3604702.768500,5000,5000,0,5041,,,,,,,,,,,,,,,,,,,,10.626200,,347.408442,LAPCT,41,16.000000,,,,,,,48.000000,,,10041,0.497958,395.879000,198.553400,2972162.000000,594.432400,0.991867,14392.281250,,,,,,
96,prefixed,7000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,1991499937,3128836952,20182062.500000,1394332.000000,2893261.000000,13957,7068988.625000,4235.294500,7073223.919500,7000,7000,0,7041,,,,,,,,,,,,,,,,,,,,11.113857,,346.842648,LAPCT,41,17.000000,,,,,,,48.000000,,,14041,0.498540,413.323000,199.190286,4287593.000000,612.513286,0.994177,20182.062500,,,,,,
96,prefixed,10000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,460128187,1008034807,28877113.750000,1998437.000000,4301268.000000,19955,14447063.353500,6147.508000,14453210.861500,10000,10000,0,10043,,,,,,,,,,,,,,,,,,,,11.596500,,346.294996,LAPCT,41,18.000000,,,,,,,48.000000,,,20043,0.498927,430.126800,199.843700,6299705.000000,629.970500,0.995718,28877.113750,,,,,,
96,clustered,1000,clustered,"scenario_label=clustered,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,908923960,1878222394,2939785.000000,208264.000000,385116.000000,1985,147861.744875,609.086000,148470.830875,1000,1000,8,1021,,,,,,,,,,,,,,,,,,,,9.652000,,340.160930,LAPCT,41,14.000000,,,,,,,,8.000000,64.000000,2029,0.492854,385.116000,208.264000,593380.000000,593.380000,0.979432,2939.785000,,,,,,
96,clustered,2000,clustered,"scenario_label=clustered,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,2971049883,1324777127,5890950.000000,419002.000000,752466.000000,3972,589722.773125,1214.237000,590937.010125,2000,2000,5,2031,,,,,,,,,,,,,,,,,,,,10.031500,,339.503815,LAPCT,41,15.000000,,,,,,,,8.000000,64.000000,4036,0.495540,376.233000,209.501000,1171468.000000,585.734000,0.984737,5890.950000,,,,,,
96,clustered,3000,clustered,"scenario_label=clustered,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,2240159249,3726810119,8859593.750000,631589.000000,1240865.000000,5972,1331295.078250,1883.610500,1333178.688750,3000,3000,5,3031,,,,,,,,,,,,,,,,,,,,10.881667,,338.615978,LAPCT,41,16.000000,,,,,,,,8.000000,64.000000,6036,0.497018,413.621667,210.529667,1872454.000000,624.151333,0.989772,8859.593750,,,,,,
96,clustered,5000,clustered,"scenario_label=clustered,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,2719944857,844986649,14806805.000000,1058179.000000,2143368.000000,9973,3704830.294875,3188.042000,3708018.336875,5000,5000,8,5033,,,,,,,,,,,,,,,,,,,,11.625400,,337.682572,LAPCT,41,16.000000,,,,,,,,8.000000,64.000000,10041,0.497958,428.673600,211.635800,3201547.000000,640.309400,0.993443,14806.805000,,,,,,
96,clustered,7000,clustered,"scenario_label=clustered,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,2642491785,4035609285,20705585.000000,1481060.000000,2757683.000000,13916,7252794.323875,4340.961500,7257135.285375,7000,7000,5,7087,,,,,,,,,,,,,,,,,,,,10.985429,,338.073037,LAPCT,41,18.000000,,,,,,,,8.000000,64.000000,14092,0.496736,393.954714,211.580000,4238743.000000,605.534714,0.987724,20705.585000,,,,,,
96,clustered,10000,clustered,"scenario_label=clustered,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,916654585,4275819643,29645428.750000,2124237.000000,4046919.000000,19916,14830730.569875,6271.933500,14837002.503375,10000,10000,5,10087,,,,,,,,,,,,,,,,,,,,11.493600,,337.320134,LAPCT,41,18.000000,,,,,,,,8.000000,64.000000,20092,0.497711,404.691900,212.423700,6171156.000000,617.115600,0.991375,29645.428750,,,,,,
96,sequential,1000,sequential,"scenario_label=sequential,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,4233231321,1390558036,3047530.000000,229396.000000,34128.000000,1959,152955.593500,475.856000,153431.449500,1000,1000,0,1039,,,,,,,,,,,,,,,,,,,,8.024000,,328.134588,LAPCT,41,13.000000,,,,,,,,,,2039,0.490436,34.128000,229.396000,263524.000000,263.524000,0.962464,3047.530000,,,,,,
96,sequential,2000,sequential,"scenario_label=sequential,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,2647892665,2989579132,6149476.250000,463325.000000,83920.000000,3958,616137.138000,968.610000,617105.748000,2000,2000,1,2041,,,,,,,,,,,,,,,,,,,,8.992000,,325.230950,LAPCT,41,14.000000,,,,,,,,,,4042,0.494805,41.960000,231.662500,547245.000000,273.622500,0.979912,6149.476250,,,,,,
96,sequential,3000,sequential,"scenario_label=sequential,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,2733863153,1262338634,9267121.250000,698579.000000,152968.000000,5969,1392127.666500,1473.642000,1393601.308500,3000,3000,2,3031,,,,,,,,,,,,,,,,,,,,9.997333,,323.725127,LAPCT,41,14.000000,,,,,,,,,,6033,0.497265,50.989333,232.859667,851547.000000,283.849000,0.989772,9267.121250,,,,,,
96,sequential,5000,sequential,"scenario_label=sequential,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,4063130610,3747967783,15472440.000000,1166598.000000,296744.000000,9969,3870352.933500,2481.568000,3872834.501500,5000,5000,2,5031,,,,,,,,,,,,,,,,,,,,10.814400,,323.155236,LAPCT,41,15.000000,,,,,,,,,,10033,0.498355,59.348800,233.319600,1463342.000000,292.668400,0.993838,15472.440000,,,,,,
96,sequential,7000,sequential,"scenario_label=sequential,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,534507644,221671794,21663101.250000,1633397.000000,418648.000000,13958,7585023.518500,3476.118000,7588499.636500,7000,7000,1,7041,,,,,,,,,,,,,,,,,,,,10.864000,,323.130097,LAPCT,41,16.000000,,,,,,,,,,14042,0.498504,59.806857,233.342429,2052045.000000,293.149286,0.994177,21663.101250,,,,,,
96,sequential,10000,sequential,"scenario_label=sequential,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,1466856006,875776329,30901261.250000,2329525.000000,644288.000000,19905,15463069.730000,4981.194000,15468050.924000,10000,10000,2,10095,,,,,,,,,,,,,,,,,,,,10.995200,,323.611387,LAPCT,41,17.000000,,,,,,,,,,20097,0.497587,64.428800,232.952500,2973813.000000,297.381300,0.990589,30901.261250,,,,,,
96,random,1000,random,"scenario_label=random,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,2750729991,2511350856,2569406.250000,147683.000000,659929.000000,1957,129056.590125,625.330500,129681.920625,1000,1000,0,1041,,,,,,,,,,,,,,,,,,,,8.296000,,389.194975,LAPCT,42,16.000000,,,,,,,,,,2041,0.489956,659.929000,147.683000,807612.000000,807.612000,0.960615,2569.406250,,,,,,
96,random,2000,random,"scenario_label=random,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,4012583173,2545010695,5151962.500000,298492.000000,1489185.000000,3957,516510.754500,1341.576500,517852.331000,2000,2000,0,2041,,,,,,,,,,,,,,,,,,,,9.284000,,388.201583,LAPCT,42,16.000000,,,,,,,,,,4041,0.494927,744.592500,149.246000,1787677.000000,893.838500,0.979912,5151.962500,,,,,,
96,random,3000,random,"scenario_label=random,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,4286152374,1442763970,7740231.250000,450215.000000,2384240.000000,5957,1162886.540500,2092.550000,1164979.090500,3000,3000,0,3041,,,,,,,,,,,,,,,,,,,,9.876000,,387.585319,LAPCT,42,15.000000,,,,,,,,,,6041,0.496607,794.746667,150.071667,2834455.000000,944.818333,0.986518,7740.231250,,,,,,
96,random,5000,random,"scenario_label=random,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,635981768,1045188422,12923762.500000,754780.000000,4292236.000000,9957,3234477.277125,3655.678000,3238132.955125,5000,5000,0,5041,,,,,,,,,,,,,,,,,,,,10.632000,,386.884237,LAPCT,42,17.000000,,,,,,,,,,10041,0.497958,858.447200,150.956000,5047016.000000,1009.403200,0.991867,12923.762500,,,,,,
96,random,7000,random,"scenario_label=random,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,2089711921,31865833,18115350.000000,1060634.000000,6292919.000000,13957,6345637.857625,5267.727500,6350905.585125,7000,7000,0,7041,,,,,,,,,,,,,,,,,,,,11.117143,,386.412628,LAPCT,42,17.000000,,,,,,,,,,14041,0.498540,898.988429,151.519143,7353553.000000,1050.507571,0.994177,18115.350000,,,,,,
96,random,10000,random,"scenario_label=random,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,2148348997,1760270413,25910481.250000,1520655.000000,9403537.000000,19957,12962490.748125,7743.078500,12970233.826625,10000,10000,0,10041,,,,,,,,,,,,,,,,,,,,11.614300,,385.944202,LAPCT,42,17.000000,,,,,,,,,,20041,0.498977,940.353700,152.065500,10924192.000000,1092.419200,0.995917,25910.481250,,,,,,
96,prefixed,1000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,1581252572,1984917532,2837818.750000,193653.000000,308424.000000,1957,142451.041875,541.518000,142992.559875,1000,1000,0,1041,,,,,,,,,,,,,,,,,,,,8.266000,,352.383323,LAPCT,42,14.000000,,,,,,,48.000000,,,2041,0.489956,308.424000,193.653000,502077.000000,502.077000,0.960615,2837.818750,,,,,,
96,prefixed,2000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,3815641903,2207075657,5720637.500000,392504.000000,694785.000000,3957,573275.859000,1132.400500,574408.259500,2000,2000,0,2041,,,,,,,,,,,,,,,,,,,,9.297500,,349.611385,LAPCT,42,16.000000,,,,,,,48.000000,,,4041,0.494927,347.392500,196.252000,1087289.000000,543.644500,0.979912,5720.637500,,,,,,
96,prefixed,3000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,3625633857,631008968,8608550.000000,592170.000000,1108598.000000,5957,1293215.782375,1738.639000,1294954.421375,3000,3000,0,3041,,,,,,,,,,,,,,,,,,,,9.898667,,348.490745,LAPCT,42,16.000000,,,,,,,48.000000,,,6041,0.496607,369.532667,197.390000,1700768.000000,566.922667,0.986518,8608.550000,,,,,,
96,prefixed,5000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,97814028,2519302485,14392331.250000,992775.000000,1981872.000000,9957,3601555.105375,2976.486000,3604531.591375,5000,5000,0,5041,,,,,,,,,,,,,,,,,,,,10.640200,,347.407235,LAPCT,42,16.000000,,,,,,,48.000000,,,10041,0.497958,396.374400,198.555000,2974647.000000,594.929400,0.991867,14392.331250,,,,,,
96,prefixed,7000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,1658608391,3026269202,20182000.000000,1394322.000000,2892146.000000,13957,7069357.122750,4234.717000,7073591.839750,7000,7000,0,7041,,,,,,,,,,,,,,,,,,,,11.109143,,346.843722,LAPCT,42,17.000000,,,,,,,48.000000,,,14041,0.498540,413.163714,199.188857,4286468.000000,612.352571,0.994177,20182.000000,,,,,,
96,prefixed,10000,prefixed,"scenario_label=prefixed,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,3491644136,1118258731,28877656.250000,1998427.000000,4309770.000000,19957,14446599.774000,6151.739000,14452751.513000,10000,10000,0,10041,,,,,,,,,,,,,,,,,,,,11.616600,,346.288491,LAPCT,42,19.000000,,,,,,,48.000000,,,20041,0.498977,430.977000,199.842700,6308197.000000,630.819700,0.995917,28877.656250,,,,,,
96,clustered,1000,clustered,"scenario_label=clustered,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,414990603,633650439,2939666.250000,208244.000000,385245.000000,1985,147483.426500,609.110500,148092.537000,1000,1000,8,1021,,,,,,,,,,,,,,,,,,,,9.645000,,340.174671,LAPCT,42,13.000000,,,,,,,,8.000000,64.000000,2029,0.492854,385.245000,208.244000,593489.000000,593.489000,0.979432,2939.666250,,,,,,
96,clustered,2000,clustered,"scenario_label=clustered,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,1087772238,1261979720,5890382.500000,419082.000000,753476.000000,3971,590539.488500,1214.902000,591754.390500,2000,2000,2,2029,,,,,,,,,,,,,,,,,,,,10.035500,,339.536524,LAPCT,42,15.000000,,,,,,,,8.000000,64.000000,4031,0.496155,376.738000,209.541000,1172558.000000,586.279000,0.985707,5890.382500,,,,,,
96,clustered,3000,clustered,"scenario_label=clustered,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,84193464,2771924826,8851400.000000,630976.000000,1127591.000000,5963,1328006.007375,1825.747500,1329831.754875,3000,3000,2,3037,,,,,,,,,,,,,,,,,,,,10.406000,,338.929435,LAPCT,42,15.000000,,,,,,,,8.000000,64.000000,6039,0.496771,375.863667,210.325333,1758567.000000,586.189000,0.987817,8851.400000,,,,,,
96,clustered,5000,clustered,"scenario_label=clustered,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,459426099,1784110893,14796968.750000,1057465.000000,1965045.000000,9963,3704906.742375,3097.452500,3708004.194875,5000,5000,2,5037,,,,,,,,,,,,,,,,,,,,11.125400,,337.907046,LAPCT,42,17.000000,,,,,,,,8.000000,64.000000,10039,0.498058,393.009000,211.493000,3022510.000000,604.502000,0.992654,14796.968750,,,,,,
96,clustered,7000,clustered,"scenario_label=clustered,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,206961154,2131267391,20721673.750000,1482407.000000,3049579.000000,13933,7256770.689500,4489.603500,7261260.293000,7000,7000,8,7073,,,,,,,,,,,,,,,,,,,,11.617571,,337.810550,LAPCT,42,17.000000,,,,,,,,8.000000,64.000000,14081,0.497124,435.654143,211.772429,4531986.000000,647.426571,0.989679,20721.673750,,,,,,
96,clustered,10000,clustered,"scenario_label=clustered,TOTAL_TAGS=10000",0.000000,True,True,formal_sgct_scalability,1241566214,3940613026,29661517.500000,2125582.000000,4346141.000000,19933,14841601.959625,6424.234500,14848026.194125,10000,10000,8,10073,,,,,,,,,,,,,,,,,,,,11.999600,,337.137168,LAPCT,42,18.000000,,,,,,,,8.000000,64.000000,20081,0.497983,434.614100,212.558200,6471723.000000,647.172300,0.992753,29661.517500,,,,,,
96,sequential,1000,sequential,"scenario_label=sequential,TOTAL_TAGS=1000",0.000000,True,True,formal_sgct_scalability,3385638514,3253184437,3047530.000000,229396.000000,34128.000000,1959,152955.593500,475.856000,153431.449500,1000,1000,0,1039,,,,,,,,,,,,,,,,,,,,8.024000,,328.134588,LAPCT,42,13.000000,,,,,,,,,,2039,0.490436,34.128000,229.396000,263524.000000,263.524000,0.962464,3047.530000,,,,,,
96,sequential,2000,sequential,"scenario_label=sequential,TOTAL_TAGS=2000",0.000000,True,True,formal_sgct_scalability,497008274,2024804565,6149476.250000,463325.000000,83920.000000,3958,616137.138000,968.610000,617105.748000,2000,2000,1,2041,,,,,,,,,,,,,,,,,,,,8.992000,,325.230950,LAPCT,42,14.000000,,,,,,,,,,4042,0.494805,41.960000,231.662500,547245.000000,273.622500,0.979912,6149.476250,,,,,,
96,sequential,3000,sequential,"scenario_label=sequential,TOTAL_TAGS=3000",0.000000,True,True,formal_sgct_scalability,1641828385,639475071,9267121.250000,698579.000000,152968.000000,5969,1392127.666500,1473.642000,1393601.308500,3000,3000,2,3031,,,,,,,,,,,,,,,,,,,,9.997333,,323.725127,LAPCT,42,14.000000,,,,,,,,,,6033,0.497265,50.989333,232.859667,851547.000000,283.849000,0.989772,9267.121250,,,,,,
96,sequential,5000,sequential,"scenario_label=sequential,TOTAL_TAGS=5000",0.000000,True,True,formal_sgct_scalability,3067958591,2096092461,15472440.000000,1166598.000000,296744.000000,9969,3870352.933500,2481.568000,3872834.501500,5000,5000,2,5031,,,,,,,,,,,,,,,,,,,,10.814400,,323.155236,LAPCT,42,15.000000,,,,,,,,,,10033,0.498355,59.348800,233.319600,1463342.000000,292.668400,0.993838,15472.440000,,,,,,
96,sequential,7000,sequential,"scenario_label=sequential,TOTAL_TAGS=7000",0.000000,True,True,formal_sgct_scalability,1996834233,3364307708,21663101.250000,1633397.000000,418648.000000,13958,7585023.518500,3476.118000,7588499.636500,7000,7000,1,7041,,,,,,,,,,,,,,,,,,,,10.864000,,323.130097,LAPCT,42,16.000000,,,,,,,,,,14042,0.498504,59.806857,233.342429,2052045.000000,293.149286,0.994177,21663.101250,,,,,,
