id_distribution,DQTA(k_max=3),DRCT,EAQ_CBB,EMDT,FHS_RAC,HLCT-Base,HT_EEAC,ICT,LAPCT,NLHQT(n=1),NLHQT(n=2),SD-CGQT,SGCT,SUBF-CGDFSA
dispersed,490.5001,364.5753,89.8240,144.0523,26.9038,168.3585,274.4468,425.5176,234.4149,74.5281,75.2138,405.3889,81.7600,228.9304
prefixed,390.9516,284.1030,73.8006,144.0530,51.5598,142.3650,275.0472,614.0852,395.7060,110.6207,112.1199,163.1100,83.1864,228.2304
random,852.2472,144.4510,140.6294,144.0583,99.5543,142.3534,274.2867,1219.6355,857.2532,206.6195,208.1171,199.9512,131.1845,228.4355
sequential,56.9776,384.0788,25.7571,144.0413,16.6844,139.9856,274.6888,170.1744,59.3488,39.0000,39.0000,136.9848,32.9920,228.8041
