id_distribution,DQTA(k_max=3),DRCT,EAQ_CBB,EMDT,FHS_RAC,HLCT-Base,HT_EEAC,ICT,LAPCT,NLHQT(n=1),NLHQT(n=2),SD-CGQT,SGCT,SUBF-CGDFSA
dispersed,1257.5600,13754.3400,0.0000,1743.0200,33.2200,2531.7400,3611.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
prefixed,5091.6200,2256.8600,0.0000,1761.4200,859.9400,8499.7000,3596.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
random,5072.0000,2219.6200,0.0000,1755.8400,852.0800,8539.9000,3571.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
sequential,3.0000,89.0000,0.0000,1757.0400,1.0000,7.0000,3609.2200,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000
