id_distribution,DQTA(k_max=3),DRCT,EAQ_CBB,EMDT,FHS_RAC,HLCT-Base,HT_EEAC,ICT,LAPCT,NLHQT(n=1),NLHQT(n=2),SD-CGQT,SGCT,SUBF-CGDFSA
dispersed,17674.9200,56260.0200,11519.6000,9643.2800,10018.0000,13851.1000,59376.5600,9999.0000,9957.0000,11242.3600,8149.2600,11578.7800,6242.9200,14314.8800
prefixed,16827.4800,21767.5800,9160.0000,9684.6800,9011.4400,17532.7200,59548.5600,9999.0000,9957.0000,12208.8600,8600.9000,2674.6000,6755.7800,14323.3000
random,16810.0800,21655.8600,9153.4800,9685.2000,9004.0800,17568.6800,59286.2200,9999.0000,9957.0000,12219.6200,8604.1800,2665.8000,6754.1000,14314.8800
sequential,13564.0000,15264.0000,9508.1600,9685.5000,6669.0000,8371.0000,59449.4800,9999.0000,9969.0000,10006.0000,8337.0000,3368.0000,5631.0000,14284.5000
