id_distribution,DQTA(k_max=3),DRCT,EAQ_CBB,EMDT,FHS_RAC,HLCT-Base,HT_EEAC,ICT,LAPCT,NLHQT(n=1),NLHQT(n=2),SD-CGQT,SGCT,SUBF-CGDFSA
dispersed,7611.2400,18752.3400,6518.6000,2900.2600,4984.7800,3162.1800,50764.6200,4999.0000,5041.0000,12484.7200,8315.7200,4862.5600,728.9200,0.0000
prefixed,4490.2400,7254.8600,4159.0000,2923.2600,3151.5000,2016.7400,50952.2600,4999.0000,5041.0000,14417.7200,9090.0600,1546.1400,877.7000,0.0000
random,4491.7200,7217.6200,4152.4800,2929.3600,3152.0000,2028.4200,50714.5800,4999.0000,5041.0000,14439.2400,9097.9000,1539.4000,876.9000,0.0000
sequential,5707.0000,5087.0000,4507.1600,2928.4600,1668.0000,1682.0000,50840.2600,4999.0000,5031.0000,10012.0000,8339.0000,1805.0000,315.0000,0.0000
