experiment_name,algorithm_name,run_id,point_seed,algorithm_seed,BINARY_LENGTH
formal_id_length_sweep,DQTA(k_max=3),7,186637928,3374972923,160
formal_id_length_sweep,DQTA(k_max=3),7,153890269,301417993,192
formal_id_length_sweep,DQTA(k_max=3),7,2781431531,3057797350,256
formal_id_length_sweep,DQTA(k_max=3),8,780756804,2083711294,20
formal_id_length_sweep,DQTA(k_max=3),8,3606649690,1903437463,40
formal_id_length_sweep,DQTA(k_max=3),8,2589800694,4241908445,60
formal_id_length_sweep,DQTA(k_max=3),8,1788852059,1124152811,80
formal_id_length_sweep,DQTA(k_max=3),8,3723126419,3149402285,96
formal_id_length_sweep,DQTA(k_max=3),8,535821057,2821300803,100
formal_id_length_sweep,DQTA(k_max=3),8,4000672671,1242639626,128
formal_id_length_sweep,DQTA(k_max=3),8,3704916549,3758632430,160
formal_id_length_sweep,DQTA(k_max=3),8,291447698,1172780082,192
formal_id_length_sweep,DQTA(k_max=3),8,1582558263,1556783422,256
formal_id_length_sweep,DQTA(k_max=3),9,677046796,1088589945,20
formal_id_length_sweep,DQTA(k_max=3),9,3548368820,3564708504,40
formal_id_length_sweep,DQTA(k_max=3),9,2139438594,1003866880,60
formal_id_length_sweep,DQTA(k_max=3),9,3814362992,2783544193,80
formal_id_length_sweep,DQTA(k_max=3),9,2990994785,1506358672,96
formal_id_length_sweep,DQTA(k_max=3),9,1255343242,563073999,100
formal_id_length_sweep,DQTA(k_max=3),9,1182994603,3551629295,128
formal_id_length_sweep,DQTA(k_max=3),9,3362835039,854664993,160
formal_id_length_sweep,DQTA(k_max=3),9,2878726668,3391123709,192
formal_id_length_sweep,DQTA(k_max=3),9,2567001242,269274305,256
formal_id_length_sweep,DQTA(k_max=3),10,3350676346,2981414402,20
formal_id_length_sweep,DQTA(k_max=3),10,4273957529,1261665989,40
formal_id_length_sweep,DQTA(k_max=3),10,859414723,3867826591,60
formal_id_length_sweep,DQTA(k_max=3),10,2712714715,1616798915,80
formal_id_length_sweep,DQTA(k_max=3),10,4221009471,3199736255,96
formal_id_length_sweep,DQTA(k_max=3),10,427108240,117022779,100
formal_id_length_sweep,DQTA(k_max=3),10,1147378182,164038176,128
formal_id_length_sweep,DQTA(k_max=3),10,2151002067,4147089214,160
formal_id_length_sweep,DQTA(k_max=3),10,4224636040,2892276680,192
formal_id_length_sweep,DQTA(k_max=3),10,1796061815,970606304,256
formal_id_length_sweep,DQTA(k_max=3),11,2490753198,383664034,20
formal_id_length_sweep,DQTA(k_max=3),11,2336871534,3521187826,40
formal_id_length_sweep,DQTA(k_max=3),11,3648448748,936422132,60
formal_id_length_sweep,DQTA(k_max=3),11,3315431236,517680237,80
formal_id_length_sweep,DQTA(k_max=3),11,824094583,544379629,96
formal_id_length_sweep,DQTA(k_max=3),11,3787346465,2702132956,100
formal_id_length_sweep,DQTA(k_max=3),11,1797854318,2556372286,128
formal_id_length_sweep,DQTA(k_max=3),11,17911564,2356877081,160
formal_id_length_sweep,DQTA(k_max=3),11,2428770206,3214313412,192
formal_id_length_sweep,DQTA(k_max=3),11,1019221399,1987861762,256
formal_id_length_sweep,DQTA(k_max=3),12,2746534617,1816594220,20
formal_id_length_sweep,DQTA(k_max=3),12,2336016540,3207576561,40
formal_id_length_sweep,DQTA(k_max=3),12,4043250653,423368979,60
formal_id_length_sweep,DQTA(k_max=3),12,3357077615,2669686019,80
formal_id_length_sweep,DQTA(k_max=3),12,1798702373,444001572,96
formal_id_length_sweep,DQTA(k_max=3),12,2505100895,3889623797,100
formal_id_length_sweep,DQTA(k_max=3),12,299632783,22447526,128
formal_id_length_sweep,DQTA(k_max=3),12,2185278263,3481189706,160
formal_id_length_sweep,DQTA(k_max=3),12,2949904956,657128928,192
formal_id_length_sweep,DQTA(k_max=3),12,1243968233,2845742693,256
formal_id_length_sweep,DQTA(k_max=3),13,3236656474,274382996,20
formal_id_length_sweep,DQTA(k_max=3),13,29570997,521387019,40
formal_id_length_sweep,DQTA(k_max=3),13,2865977281,2313562458,60
formal_id_length_sweep,DQTA(k_max=3),13,2393336731,3923988590,80
formal_id_length_sweep,DQTA(k_max=3),13,757198453,1493461479,96
formal_id_length_sweep,DQTA(k_max=3),13,1078889665,3966248930,100
formal_id_length_sweep,DQTA(k_max=3),13,63278972,404716305,128
formal_id_length_sweep,DQTA(k_max=3),13,1307331162,1528957294,160
formal_id_length_sweep,DQTA(k_max=3),13,1825645343,321897260,192
formal_id_length_sweep,DQTA(k_max=3),13,2227501446,1767577409,256
formal_id_length_sweep,DQTA(k_max=3),14,3611991455,152017242,20
formal_id_length_sweep,DQTA(k_max=3),14,1847766478,3861536638,40
formal_id_length_sweep,DQTA(k_max=3),14,1463096185,3721529618,60
formal_id_length_sweep,DQTA(k_max=3),14,6349715,4015884686,80
formal_id_length_sweep,DQTA(k_max=3),14,2804041708,566485273,96
formal_id_length_sweep,DQTA(k_max=3),14,4187341960,2800829325,100
formal_id_length_sweep,DQTA(k_max=3),14,4162478364,2192650055,128
formal_id_length_sweep,DQTA(k_max=3),14,2158669349,1909725301,160
formal_id_length_sweep,DQTA(k_max=3),14,1520350337,1701042704,192
formal_id_length_sweep,DQTA(k_max=3),14,3916047680,3450112645,256
formal_id_length_sweep,DQTA(k_max=3),15,2815521154,1159332815,20
formal_id_length_sweep,DQTA(k_max=3),15,849565309,3124629645,40
formal_id_length_sweep,DQTA(k_max=3),15,2328836271,2303092868,60
formal_id_length_sweep,DQTA(k_max=3),15,1178804250,1713056162,80
formal_id_length_sweep,DQTA(k_max=3),15,2088092778,3424059084,96
formal_id_length_sweep,DQTA(k_max=3),15,50143366,2690259974,100
formal_id_length_sweep,DQTA(k_max=3),15,3851272941,2076320891,128
formal_id_length_sweep,DQTA(k_max=3),15,2772590449,3487839082,160
formal_id_length_sweep,DQTA(k_max=3),15,3468533574,1301293417,192
formal_id_length_sweep,DQTA(k_max=3),15,4266862493,822203478,256
formal_id_length_sweep,DQTA(k_max=3),16,2222097227,2661138825,20
formal_id_length_sweep,DQTA(k_max=3),16,2961363353,1995004981,40
formal_id_length_sweep,DQTA(k_max=3),16,3731080181,2478285730,60
formal_id_length_sweep,DQTA(k_max=3),16,395358419,3411017548,80
formal_id_length_sweep,DQTA(k_max=3),16,1797785561,1493116972,96
formal_id_length_sweep,DQTA(k_max=3),16,567398321,867869994,100
formal_id_length_sweep,DQTA(k_max=3),16,2300812766,153002646,128
formal_id_length_sweep,DQTA(k_max=3),16,4003677933,2987767019,160
formal_id_length_sweep,DQTA(k_max=3),16,945638788,3603309021,192
formal_id_length_sweep,DQTA(k_max=3),16,531845027,4034951855,256
formal_id_length_sweep,DQTA(k_max=3),17,3184588927,1786721614,20
formal_id_length_sweep,DQTA(k_max=3),17,2306426018,1288015954,40
formal_id_length_sweep,DQTA(k_max=3),17,1911944603,1378540612,60
formal_id_length_sweep,DQTA(k_max=3),17,1150207896,1277147570,80
formal_id_length_sweep,DQTA(k_max=3),17,2511067819,2629920144,96
formal_id_length_sweep,DQTA(k_max=3),17,3981697733,593342975,100
formal_id_length_sweep,DQTA(k_max=3),17,4017608341,478838297,128
formal_id_length_sweep,DQTA(k_max=3),17,1981594178,296521272,160
formal_id_length_sweep,DQTA(k_max=3),17,552471096,2444373946,192
formal_id_length_sweep,DQTA(k_max=3),17,2532058873,3269520989,256
formal_id_length_sweep,DQTA(k_max=3),18,3767505925,634479142,20
formal_id_length_sweep,DQTA(k_max=3),18,400913036,1887798758,40
formal_id_length_sweep,DQTA(k_max=3),18,3166031358,3552493270,60
formal_id_length_sweep,DQTA(k_max=3),18,918748283,1011069822,80
formal_id_length_sweep,DQTA(k_max=3),18,2464891821,3697935879,96
formal_id_length_sweep,DQTA(k_max=3),18,3495563128,3974903261,100
formal_id_length_sweep,DQTA(k_max=3),18,4244119286,3001145765,128
formal_id_length_sweep,DQTA(k_max=3),18,3477284335,2643191968,160
formal_id_length_sweep,DQTA(k_max=3),18,1052282650,2157839532,192
formal_id_length_sweep,DQTA(k_max=3),18,3107381882,3284199557,256
formal_id_length_sweep,DQTA(k_max=3),19,697133743,405211760,20
formal_id_length_sweep,DQTA(k_max=3),19,2135059601,2542041238,40
formal_id_length_sweep,DQTA(k_max=3),19,1512288220,463667334,60
formal_id_length_sweep,DQTA(k_max=3),19,4129093465,754308206,80
formal_id_length_sweep,DQTA(k_max=3),19,2110929645,3521112432,96
formal_id_length_sweep,DQTA(k_max=3),19,274213287,2309501190,100
formal_id_length_sweep,DQTA(k_max=3),19,3541945278,428296569,128
formal_id_length_sweep,DQTA(k_max=3),19,1165175147,1545079782,160
formal_id_length_sweep,DQTA(k_max=3),19,3956304976,308565695,192
formal_id_length_sweep,DQTA(k_max=3),19,1131150704,3223539518,256
formal_id_length_sweep,DQTA(k_max=3),20,4037893529,2972393532,20
formal_id_length_sweep,DQTA(k_max=3),20,2679116664,2420444437,40
formal_id_length_sweep,DQTA(k_max=3),20,2151116833,574416198,60
formal_id_length_sweep,DQTA(k_max=3),20,2824035603,1258799090,80
formal_id_length_sweep,DQTA(k_max=3),20,2115596098,898370127,96
formal_id_length_sweep,DQTA(k_max=3),20,3417556899,496047531,100
formal_id_length_sweep,DQTA(k_max=3),20,3341502038,1049318693,128
formal_id_length_sweep,DQTA(k_max=3),20,16035416,2636870926,160
formal_id_length_sweep,DQTA(k_max=3),20,2280268056,1679236271,192
formal_id_length_sweep,DQTA(k_max=3),20,299398699,1195640556,256
formal_id_length_sweep,DQTA(k_max=3),21,1310501261,2167476122,20
formal_id_length_sweep,DQTA(k_max=3),21,3858087420,2151112896,40
formal_id_length_sweep,DQTA(k_max=3),21,3181684721,4117208471,60
formal_id_length_sweep,DQTA(k_max=3),21,1072691792,823398566,80
formal_id_length_sweep,DQTA(k_max=3),21,3104338274,1281095873,96
formal_id_length_sweep,DQTA(k_max=3),21,200311767,3474800841,100
formal_id_length_sweep,DQTA(k_max=3),21,2904687119,2886000178,128
formal_id_length_sweep,DQTA(k_max=3),21,4077270677,2054070229,160
formal_id_length_sweep,DQTA(k_max=3),21,3967336087,1657116931,192
formal_id_length_sweep,DQTA(k_max=3),21,215746801,2285439362,256
formal_id_length_sweep,DQTA(k_max=3),22,686001247,877815165,20
formal_id_length_sweep,DQTA(k_max=3),22,3025657408,3957995956,40
formal_id_length_sweep,DQTA(k_max=3),22,1606209987,1221228364,60
formal_id_length_sweep,DQTA(k_max=3),22,464922879,3014149817,80
formal_id_length_sweep,DQTA(k_max=3),22,1670193662,2099846764,96
formal_id_length_sweep,DQTA(k_max=3),22,2178369009,599332206,100
formal_id_length_sweep,DQTA(k_max=3),22,1624420903,2561152687,128
formal_id_length_sweep,DQTA(k_max=3),22,3560607004,1178004941,160
formal_id_length_sweep,DQTA(k_max=3),22,1261682843,2605688167,192
formal_id_length_sweep,DQTA(k_max=3),22,3764176582,3242669521,256
formal_id_length_sweep,DQTA(k_max=3),23,2887652093,2500868748,20
formal_id_length_sweep,DQTA(k_max=3),23,57087796,2407037277,40
formal_id_length_sweep,DQTA(k_max=3),23,3739220578,1957846048,60
formal_id_length_sweep,DQTA(k_max=3),23,2761571220,1000209359,80
formal_id_length_sweep,DQTA(k_max=3),23,74892211,1267484063,96
formal_id_length_sweep,DQTA(k_max=3),23,2217726525,375067530,100
formal_id_length_sweep,DQTA(k_max=3),23,1825361325,18185603,128
formal_id_length_sweep,DQTA(k_max=3),23,852575468,1429294583,160
formal_id_length_sweep,DQTA(k_max=3),23,3865261448,2582865222,192
formal_id_length_sweep,DQTA(k_max=3),23,3960437060,3984430325,256
formal_id_length_sweep,DQTA(k_max=3),24,768683018,236301451,20
formal_id_length_sweep,DQTA(k_max=3),24,1272550774,1695087982,40
formal_id_length_sweep,DQTA(k_max=3),24,2680931880,2929212315,60
formal_id_length_sweep,DQTA(k_max=3),24,4076009818,3813427544,80
formal_id_length_sweep,DQTA(k_max=3),24,974644233,1552983839,96
formal_id_length_sweep,DQTA(k_max=3),24,735854507,1354046049,100
formal_id_length_sweep,DQTA(k_max=3),24,3121950890,1251203492,128
formal_id_length_sweep,DQTA(k_max=3),24,1404714039,1654504312,160
formal_id_length_sweep,DQTA(k_max=3),24,3997776277,1365266085,192
formal_id_length_sweep,DQTA(k_max=3),24,374556454,913306675,256
formal_id_length_sweep,DQTA(k_max=3),25,4104404572,3284965237,20
formal_id_length_sweep,DQTA(k_max=3),25,1406153004,3416860459,40
formal_id_length_sweep,DQTA(k_max=3),25,2880627581,191461290,60
formal_id_length_sweep,DQTA(k_max=3),25,3888551282,1973810824,80
formal_id_length_sweep,DQTA(k_max=3),25,237287140,231791288,96
formal_id_length_sweep,DQTA(k_max=3),25,3339197071,3916069409,100
formal_id_length_sweep,DQTA(k_max=3),25,3115380797,387654667,128
formal_id_length_sweep,DQTA(k_max=3),25,578541335,2238506497,160
formal_id_length_sweep,DQTA(k_max=3),25,2684305920,3950996508,192
formal_id_length_sweep,DQTA(k_max=3),25,3916127239,2626560025,256
formal_id_length_sweep,DQTA(k_max=3),26,1710307790,3345739417,20
formal_id_length_sweep,DQTA(k_max=3),26,923319384,3783557716,40
formal_id_length_sweep,DQTA(k_max=3),26,1772107280,318955742,60
formal_id_length_sweep,DQTA(k_max=3),26,2295208114,4286566346,80
formal_id_length_sweep,DQTA(k_max=3),26,2208628953,4173361164,96
formal_id_length_sweep,DQTA(k_max=3),26,3208220718,2950244131,100
formal_id_length_sweep,DQTA(k_max=3),26,2337441380,1815349890,128
formal_id_length_sweep,DQTA(k_max=3),26,4231314494,3547976689,160
formal_id_length_sweep,DQTA(k_max=3),26,1302319150,4164933737,192
formal_id_length_sweep,DQTA(k_max=3),26,3402579263,1956268445,256
formal_id_length_sweep,DQTA(k_max=3),27,1254764016,2819682830,20
formal_id_length_sweep,DQTA(k_max=3),27,3805576993,3322967919,40
formal_id_length_sweep,DQTA(k_max=3),27,419164771,1555327070,60
formal_id_length_sweep,DQTA(k_max=3),27,303438963,2318046899,80
formal_id_length_sweep,DQTA(k_max=3),27,2719593811,1004636845,96
formal_id_length_sweep,DQTA(k_max=3),27,1168207028,3417395523,100
formal_id_length_sweep,DQTA(k_max=3),27,2918986739,689010727,128
formal_id_length_sweep,DQTA(k_max=3),27,3968305513,2259484063,160
formal_id_length_sweep,DQTA(k_max=3),27,1747786600,1246933905,192
formal_id_length_sweep,DQTA(k_max=3),27,2032304711,1290841950,256
formal_id_length_sweep,DQTA(k_max=3),28,3100428891,224409486,20
formal_id_length_sweep,DQTA(k_max=3),28,701914681,744859764,40
formal_id_length_sweep,DQTA(k_max=3),28,415181588,2705671894,60
formal_id_length_sweep,DQTA(k_max=3),28,896518539,3000513552,80
formal_id_length_sweep,DQTA(k_max=3),28,2330850669,2108663559,96
formal_id_length_sweep,DQTA(k_max=3),28,4293839371,1287105591,100
formal_id_length_sweep,DQTA(k_max=3),28,4233518068,2267945200,128
formal_id_length_sweep,DQTA(k_max=3),28,1490032402,1792422010,160
formal_id_length_sweep,DQTA(k_max=3),28,1966703577,1948414608,192
formal_id_length_sweep,DQTA(k_max=3),28,1995825189,21487257,256
formal_id_length_sweep,DQTA(k_max=3),29,1265055674,945213248,20
formal_id_length_sweep,DQTA(k_max=3),29,2987389979,4170053390,40
formal_id_length_sweep,DQTA(k_max=3),29,4140736029,1562228527,60
formal_id_length_sweep,DQTA(k_max=3),29,3405593828,935322810,80
formal_id_length_sweep,DQTA(k_max=3),29,949597425,2050465947,96
formal_id_length_sweep,DQTA(k_max=3),29,1555064327,1099751684,100
formal_id_length_sweep,DQTA(k_max=3),29,101472845,2529877621,128
formal_id_length_sweep,DQTA(k_max=3),29,915891348,1674908389,160
formal_id_length_sweep,DQTA(k_max=3),29,3370608000,2558654591,192
formal_id_length_sweep,DQTA(k_max=3),29,1173874962,2967375329,256
formal_id_length_sweep,DQTA(k_max=3),30,1405648522,4165697734,20
formal_id_length_sweep,DQTA(k_max=3),30,4189606703,3243701661,40
formal_id_length_sweep,DQTA(k_max=3),30,2236359360,637849946,60
formal_id_length_sweep,DQTA(k_max=3),30,905701959,459239149,80
formal_id_length_sweep,DQTA(k_max=3),30,305866955,2316027685,96
formal_id_length_sweep,DQTA(k_max=3),30,1208203518,325067790,100
formal_id_length_sweep,DQTA(k_max=3),30,386525980,1773206743,128
formal_id_length_sweep,DQTA(k_max=3),30,907918313,16563293,160
formal_id_length_sweep,DQTA(k_max=3),30,1920076833,1814944082,192
formal_id_length_sweep,DQTA(k_max=3),30,1515510919,131908205,256
formal_id_length_sweep,DQTA(k_max=3),31,338787315,3960654695,20
formal_id_length_sweep,DQTA(k_max=3),31,498585599,3163523414,40
formal_id_length_sweep,DQTA(k_max=3),31,3263371041,2719317195,60
formal_id_length_sweep,DQTA(k_max=3),31,569202280,2146732473,80
formal_id_length_sweep,DQTA(k_max=3),31,1260126129,2983420820,96
formal_id_length_sweep,DQTA(k_max=3),31,1763821128,36124984,100
formal_id_length_sweep,DQTA(k_max=3),31,4037673289,975852635,128
formal_id_length_sweep,DQTA(k_max=3),31,1927590570,3472311763,160
formal_id_length_sweep,DQTA(k_max=3),31,3851068296,3332524494,192
formal_id_length_sweep,DQTA(k_max=3),31,2019362312,683688026,256
formal_id_length_sweep,DQTA(k_max=3),32,2372887675,1887487180,20
formal_id_length_sweep,DQTA(k_max=3),32,1298090251,2075819462,40
formal_id_length_sweep,DQTA(k_max=3),32,1683584658,448001413,60
formal_id_length_sweep,DQTA(k_max=3),32,1095417216,2790534596,80
formal_id_length_sweep,DQTA(k_max=3),32,2265554124,3427089776,96
formal_id_length_sweep,DQTA(k_max=3),32,1360602740,4019242308,100
formal_id_length_sweep,DQTA(k_max=3),32,3532068426,1265215181,128
formal_id_length_sweep,DQTA(k_max=3),32,3272852731,2118089837,160
formal_id_length_sweep,DQTA(k_max=3),32,406443290,979102857,192
formal_id_length_sweep,DQTA(k_max=3),32,390760088,1160978178,256
formal_id_length_sweep,DQTA(k_max=3),33,3639392376,3093611362,20
formal_id_length_sweep,DQTA(k_max=3),33,2067103324,1337758511,40
formal_id_length_sweep,DQTA(k_max=3),33,3410737478,2937629192,60
formal_id_length_sweep,DQTA(k_max=3),33,1539266752,193610919,80
formal_id_length_sweep,DQTA(k_max=3),33,624849251,2154043537,96
formal_id_length_sweep,DQTA(k_max=3),33,2223752849,1427381004,100
formal_id_length_sweep,DQTA(k_max=3),33,165640310,4232826457,128
formal_id_length_sweep,DQTA(k_max=3),33,2339622505,2917777425,160
formal_id_length_sweep,DQTA(k_max=3),33,4206893019,504903231,192
formal_id_length_sweep,DQTA(k_max=3),33,1639674763,1054261961,256
formal_id_length_sweep,DQTA(k_max=3),34,3752954330,165697425,20
formal_id_length_sweep,DQTA(k_max=3),34,2546508928,2979952869,40
formal_id_length_sweep,DQTA(k_max=3),34,66927409,1417355260,60
formal_id_length_sweep,DQTA(k_max=3),34,3863928290,2070396531,80
formal_id_length_sweep,DQTA(k_max=3),34,2538622943,3440629351,96
formal_id_length_sweep,DQTA(k_max=3),34,1726428416,638717922,100
formal_id_length_sweep,DQTA(k_max=3),34,233659342,829026490,128
formal_id_length_sweep,DQTA(k_max=3),34,747531232,3340482800,160
formal_id_length_sweep,DQTA(k_max=3),34,1026483804,1116308261,192
formal_id_length_sweep,DQTA(k_max=3),34,1202297178,1758042886,256
formal_id_length_sweep,DQTA(k_max=3),35,2890531390,2333001154,20
formal_id_length_sweep,DQTA(k_max=3),35,3859759531,1506632559,40
formal_id_length_sweep,DQTA(k_max=3),35,2458632215,192287430,60
formal_id_length_sweep,DQTA(k_max=3),35,1147643091,1478202244,80
formal_id_length_sweep,DQTA(k_max=3),35,494488086,1540160489,96
formal_id_length_sweep,DQTA(k_max=3),35,759726048,4170196789,100
formal_id_length_sweep,DQTA(k_max=3),35,3828104277,2622410799,128
formal_id_length_sweep,DQTA(k_max=3),35,281902067,126591032,160
formal_id_length_sweep,DQTA(k_max=3),35,723787142,3291692508,192
formal_id_length_sweep,DQTA(k_max=3),35,1871597334,2705407998,256
formal_id_length_sweep,DQTA(k_max=3),36,2618949986,2052697760,20
formal_id_length_sweep,DQTA(k_max=3),36,3999292794,2372071760,40
formal_id_length_sweep,DQTA(k_max=3),36,2608047520,490456194,60
formal_id_length_sweep,DQTA(k_max=3),36,1565658348,1668875317,80
formal_id_length_sweep,DQTA(k_max=3),36,1729117906,3824284051,96
formal_id_length_sweep,DQTA(k_max=3),36,1689399461,2120404473,100
formal_id_length_sweep,DQTA(k_max=3),36,2569309401,4133614634,128
formal_id_length_sweep,DQTA(k_max=3),36,1168342078,983306796,160
formal_id_length_sweep,DQTA(k_max=3),36,4110026418,3240045361,192
formal_id_length_sweep,DQTA(k_max=3),36,3083548185,673078911,256
formal_id_length_sweep,DQTA(k_max=3),37,914573255,1584503767,20
formal_id_length_sweep,DQTA(k_max=3),37,3683619215,3235672884,40
formal_id_length_sweep,DQTA(k_max=3),37,4074268167,4173600082,60
formal_id_length_sweep,DQTA(k_max=3),37,2342205768,1757164882,80
formal_id_length_sweep,DQTA(k_max=3),37,1522657298,1327422422,96
formal_id_length_sweep,DQTA(k_max=3),37,3363077235,177452892,100
formal_id_length_sweep,DQTA(k_max=3),37,1345069188,1866980054,128
formal_id_length_sweep,DQTA(k_max=3),37,1557058044,4113602718,160
formal_id_length_sweep,DQTA(k_max=3),37,2407785304,3360723837,192
formal_id_length_sweep,DQTA(k_max=3),37,456092532,1269718510,256
formal_id_length_sweep,DQTA(k_max=3),38,463299081,3413420837,20
formal_id_length_sweep,DQTA(k_max=3),38,3765522801,1676523647,40
formal_id_length_sweep,DQTA(k_max=3),38,582684834,3405293089,60
formal_id_length_sweep,DQTA(k_max=3),38,1534630818,365552772,80
formal_id_length_sweep,DQTA(k_max=3),38,3342175643,40464317,96
formal_id_length_sweep,DQTA(k_max=3),38,4227552383,747434818,100
formal_id_length_sweep,DQTA(k_max=3),38,2693492944,2297467465,128
formal_id_length_sweep,DQTA(k_max=3),38,3384057875,843147815,160
formal_id_length_sweep,DQTA(k_max=3),38,896456331,3232797798,192
formal_id_length_sweep,DQTA(k_max=3),38,1385392060,4246242402,256
formal_id_length_sweep,DQTA(k_max=3),39,961353927,3944756232,20
formal_id_length_sweep,DQTA(k_max=3),39,1943849482,2667430456,40
