TOTAL_TAGS,algorithm_name,metric,mean,std,p95,ci95,n
1000,DQTA(k_max=3),total_protocol_time_ms,1636.439600,15.329211,1660.038000,4.249040,50
1000,DQTA(k_max=3),throughput_tags_per_sec,611.135458,5.742699,622.115596,1.591795,50
1000,DQTA(k_max=3),system_efficiency,0.333847,0.005287,0.342466,0.001465,50
1000,DQTA(k_max=3),collision_slots,926.080000,14.298337,948.100000,3.963297,50
1000,DQTA(k_max=3),idle_slots,1070.040000,44.216517,1141.150000,12.256193,50
1000,DQTA(k_max=3),total_energy_uj,83112.174195,928.249842,84260.697300,257.297729,50
1000,DQTA(k_max=3),total_listening_energy_uj,82687.103045,926.425082,83833.508875,256.791931,50
1000,DQTA(k_max=3),total_transmission_energy_uj,425.071150,2.316246,428.252575,0.642031,50
1000,DQTA(k_max=3),total_bits,758048.960000,3208.586541,762533.100000,889.374814,50
1000,DQTA(k_max=3),avg_tag_bits,727.351180,2.756127,731.298150,0.763959,50
1000,DQTA(k_max=3),avg_reader_bits,30.697780,0.505682,31.466650,0.140168,50
1000,DQTA(k_max=3),avg_total_bits,758.048960,3.208587,762.533100,0.889375,50
1000,DQTA(k_max=3),avg_query_efficiency,1.080074,0.016763,1.113711,0.004647,50
1000,DQTA(k_max=3),peak_stack_depth,19.580000,1.108225,21.000000,0.307184,50
1000,DQTA(k_max=3),avg_tag_responses,4.051400,0.016526,4.075000,0.004581,50
1000,DRCT,total_protocol_time_ms,1482.377075,18.757404,1510.941250,5.199287,50
1000,DRCT,throughput_tags_per_sec,674.697412,8.485937,685.468944,2.352182,50
1000,DRCT,system_efficiency,0.345940,0.006614,0.354108,0.001833,50
1000,DRCT,collision_slots,1444.860000,27.887537,1492.250000,7.730031,50
1000,DRCT,idle_slots,446.860000,27.887537,494.250000,7.730031,50
1000,DRCT,total_energy_uj,74533.087798,1205.238532,76543.447506,334.075077,50
1000,DRCT,energy_per_tag_uj,74.533088,1.205239,76.543448,0.334075,50
1000,DRCT,total_reader_tx_energy_uj,105.786680,2.180631,109.493100,0.604440,50
1000,DRCT,total_tag_tx_energy_uj,69.378480,0.567949,70.196125,0.157427,50
1000,DRCT,total_listening_energy_uj,74357.922638,1203.124336,76365.701881,333.489052,50
1000,DRCT,total_transmission_energy_uj,175.165160,2.421952,178.667325,0.671331,50
1000,DRCT,total_bits,191650.300000,1807.535872,195049.250000,501.023382,50
1000,DRCT,avg_tag_bits,138.756960,1.135897,140.392250,0.314855,50
1000,DRCT,avg_reader_bits,52.893340,1.090316,54.746550,0.302220,50
1000,DRCT,avg_total_bits,191.650300,1.807536,195.049250,0.501023,50
1000,DRCT,avg_query_efficiency,0.692359,0.013247,0.708717,0.003672,50
1000,DRCT,peak_stack_depth,9.640000,0.562792,10.000000,0.155998,50
1000,DRCT,avg_tag_responses,11.301980,0.064696,11.415600,0.017933,50
1000,EAQ_CBB,total_protocol_time_ms,2235.118700,14.949746,2258.188562,4.143858,50
1000,EAQ_CBB,throughput_tags_per_sec,447.423150,2.993012,452.432397,0.829621,50
1000,EAQ_CBB,system_efficiency,0.546930,0.005378,0.555895,0.001491,50
1000,EAQ_CBB,collision_slots,828.560000,17.975221,856.000000,4.982477,50
1000,EAQ_CBB,idle_slots,0.000000,0.000000,0.000000,0.000000,50
1000,EAQ_CBB,total_energy_uj,112231.481147,798.467375,113480.317681,221.323865,50
1000,EAQ_CBB,total_listening_energy_uj,111868.937128,796.534734,113114.542956,220.788164,50
1000,EAQ_CBB,total_transmission_energy_uj,362.544020,2.251220,365.600575,0.624006,50
1000,EAQ_CBB,total_bits,286719.880000,2612.897443,290181.050000,724.258220,50
1000,EAQ_CBB,avg_tag_bits,140.597160,2.011732,143.342550,0.557624,50
1000,EAQ_CBB,avg_reader_bits,146.122720,0.652191,147.105500,0.180778,50
1000,EAQ_CBB,avg_total_bits,286.719880,2.612897,290.181050,0.724258,50
1000,EAQ_CBB,avg_query_efficiency,1.207471,0.026226,1.251723,0.007269,50
1000,EAQ_CBB,peak_stack_depth,247.900000,2.501020,251.000000,0.693247,50
1000,EAQ_CBB,avg_tag_responses,3.785840,0.042274,3.845100,0.011718,50
1000,EMDT,total_protocol_time_ms,1331.055700,33.952146,1390.535125,9.411055,50
1000,EMDT,throughput_tags_per_sec,751.759500,19.055788,782.468231,5.281995,50
1000,EMDT,system_efficiency,0.569149,0.024820,0.610371,0.006880,50
1000,EMDT,collision_slots,554.160000,38.798990,618.350000,10.754531,50
1000,EMDT,idle_slots,206.160000,39.808398,274.100000,11.034325,50
1000,EMDT,total_energy_uj,66794.997660,2182.303556,70634.402813,604.903684,50
1000,EMDT,total_listening_energy_uj,66668.650380,2183.499780,70509.581413,605.235260,50
1000,EMDT,total_transmission_energy_uj,126.347280,2.331770,129.393000,0.646334,50
1000,EMDT,total_bits,167999.400000,2270.103522,171075.300000,629.240593,50
1000,EMDT,avg_tag_bits,139.767680,1.527299,141.946400,0.423346,50
1000,EMDT,avg_reader_bits,28.231720,0.823258,29.276500,0.228196,50
1000,EMDT,avg_total_bits,167.999400,2.270104,171.075300,0.629241,50
1000,EMDT,avg_query_efficiency,1.813155,0.126069,2.022451,0.034945,50
1000,EMDT,peak_stack_depth,34.440000,1.655664,37.550000,0.458927,50
1000,EMDT,avg_tag_responses,4.529240,0.061296,4.638200,0.016990,50
1000,FHS_RAC,total_protocol_time_ms,1513.248500,7.807367,1524.031875,2.164092,50
1000,FHS_RAC,throughput_tags_per_sec,660.847254,3.413362,667.361057,0.946136,50
1000,FHS_RAC,system_efficiency,0.554070,0.004801,0.563095,0.001331,50
1000,FHS_RAC,collision_slots,631.700000,7.972529,642.650000,2.209872,50
1000,FHS_RAC,idle_slots,173.260000,13.017743,190.200000,3.608334,50
1000,FHS_RAC,total_energy_uj,75873.650183,491.662700,76626.932763,136.281947,50
1000,FHS_RAC,total_listening_energy_uj,75705.738263,490.658682,76457.645463,136.003648,50
1000,FHS_RAC,total_transmission_energy_uj,167.911920,1.090997,169.391250,0.302409,50
1000,FHS_RAC,total_bits,160361.160000,528.535534,161109.300000,146.502576,50
1000,FHS_RAC,avg_tag_bits,101.873600,0.039822,101.931200,0.011038,50
1000,FHS_RAC,avg_reader_bits,58.487560,0.551397,59.224400,0.152839,50
1000,FHS_RAC,avg_total_bits,160.361160,0.528536,161.109300,0.146503,50
1000,FHS_RAC,avg_query_efficiency,1.583278,0.020040,1.614336,0.005555,50
1000,FHS_RAC,peak_stack_depth,17.060000,0.793082,18.000000,0.219831,50
1000,FHS_RAC,avg_tag_responses,6.700900,0.019931,6.729650,0.005525,50
1000,HLCT-Base,total_protocol_time_ms,1304.586400,8.917883,1314.907813,2.471911,50
1000,HLCT-Base,throughput_tags_per_sec,766.561568,5.240353,775.084001,1.452552,50
1000,HLCT-Base,system_efficiency,0.325967,0.006930,0.335830,0.001921,50
1000,HLCT-Base,collision_slots,394.720000,9.198580,408.750000,2.549716,50
1000,HLCT-Base,idle_slots,1674.460000,64.780071,1756.200000,17.956119,50
1000,HLCT-Base,total_energy_uj,66214.516750,573.727220,67000.359713,159.029072,50
1000,HLCT-Base,total_listening_energy_uj,66072.883040,572.759501,66857.725537,158.760834,50
1000,HLCT-Base,total_transmission_energy_uj,141.633710,1.077228,142.889125,0.298592,50
1000,HLCT-Base,total_bits,172964.500000,895.425181,173862.900000,248.199197,50
1000,HLCT-Base,avg_tag_bits,136.196860,0.539832,136.787000,0.149634,50
1000,HLCT-Base,avg_reader_bits,36.767640,0.438633,37.352350,0.121583,50
1000,HLCT-Base,avg_total_bits,172.964500,0.895425,173.862900,0.248199,50
1000,HLCT-Base,avg_query_efficiency,2.534791,0.059111,2.639988,0.016385,50
1000,HLCT-Base,peak_stack_depth,188.300000,8.154753,203.550000,2.260382,50
1000,HLCT-Base,ovg_trigger_count,1.180000,0.873417,2.550000,0.242099,50
1000,HLCT-Base,fallback_invocation_count,0.080000,0.340468,0.550000,0.094373,50
1000,HLCT-Base,fallback_invocation_ratio,0.000208,0.000889,0.001393,0.000246,50
1000,HLCT-Base,prefix_stagnation_trigger_count,0.260000,0.443087,1.000000,0.122818,50
1000,HLCT-Base,prefix_stag_score_trigger_count,0.340000,0.519419,1.000000,0.143976,50
1000,HLCT-Base,repeated_pattern_trigger_count,0.000000,0.000000,0.000000,0.000000,50
1000,HLCT-Base,ovg_success_count,0.000000,0.000000,0.000000,0.000000,50
1000,HLCT-Base,post_ovg_singleton_count,0.000000,0.000000,0.000000,0.000000,50
1000,HLCT-Base,ovg_fallback_avoid_count,0.000000,0.000000,0.000000,0.000000,50
1000,HLCT-Base,ovg_rehash_count,0.260000,0.443087,1.000000,0.122818,50
1000,HLCT-Base,ovg_width_up_count,0.000000,0.000000,0.000000,0.000000,50
1000,HLCT-Base,ovg_width_down_count,0.260000,0.443087,1.000000,0.122818,50
1000,HLCT-Base,ovg_no_singleton_count,0.260000,0.443087,1.000000,0.122818,50
1000,HLCT-Base,inspect_collision_count,6.720000,2.147994,10.000000,0.595394,50
1000,HLCT-Base,fcw_cache_created_count,382.280000,8.710866,397.100000,2.414529,50
1000,HLCT-Base,fcw_cache_hit_count,382.200000,8.684962,397.100000,2.407349,50
1000,HLCT-Base,fcw_cache_hit_ratio,0.999792,0.000711,1.000000,0.000197,50
1000,HLCT-Base,fcw_fast_path_count,0.000000,0.000000,0.000000,0.000000,50
1000,HLCT-Base,fcw_width_up_count,0.000000,0.000000,0.000000,0.000000,50
1000,HLCT-Base,fcw_width_down_count,0.000000,0.000000,0.000000,0.000000,50
1000,HLCT-Base,adaptive_cbit_r4_count,82.240000,6.212430,91.550000,1.721998,50
1000,HLCT-Base,multibit_fallback_count,0.080000,0.340468,0.550000,0.094373,50
1000,HLCT-Base,epc_verification_count,1005.720000,2.147994,1009.000000,0.595394,50
1000,HLCT-Base,verify_fail_count,5.720000,2.147994,9.000000,0.595394,50
1000,HLCT-Base,avg_tag_responses,5.451500,0.021936,5.482850,0.006080,50
1000,HT_EEAC,total_protocol_time_ms,2590.825500,58.979979,2713.215000,16.348416,50
1000,HT_EEAC,throughput_tags_per_sec,386.170391,8.655980,398.867139,2.399315,50
1000,HT_EEAC,system_efficiency,0.214982,0.006672,0.224743,0.001850,50
1000,HT_EEAC,collision_slots,2495.100000,98.843362,2674.900000,27.397982,50
1000,HT_EEAC,idle_slots,1160.940000,100.527468,1319.050000,27.864793,50
1000,HT_EEAC,total_energy_uj,147593.433880,4023.272654,155719.766487,1115.194283,50
1000,HT_EEAC,total_listening_energy_uj,147312.607320,4017.527835,155428.588687,1113.601901,50
1000,HT_EEAC,total_transmission_energy_uj,280.826560,7.083114,294.876000,1.963339,50
1000,HT_EEAC,total_bits,254354.480000,4530.914177,263946.300000,1255.905335,50
1000,HT_EEAC,avg_tag_bits,151.921600,1.581494,154.798400,0.438368,50
1000,HT_EEAC,avg_reader_bits,102.432880,3.241253,108.578800,0.898430,50
1000,HT_EEAC,avg_total_bits,254.354480,4.530914,263.946300,1.255905,50
1000,HT_EEAC,avg_query_efficiency,0.401390,0.015592,0.421639,0.004322,50
1000,HT_EEAC,avg_tag_responses,82.474620,10.752554,97.898500,2.980456,50
1000,ICT,total_protocol_time_ms,2037.244000,0.485147,2038.049375,0.134476,50
1000,ICT,throughput_tags_per_sec,490.859247,0.116881,491.016244,0.032398,50
1000,ICT,system_efficiency,0.500250,0.000000,0.500250,0.000000,50
1000,ICT,collision_slots,999.000000,0.000000,999.000000,0.000000,50
1000,ICT,idle_slots,0.000000,0.000000,0.000000,0.000000,50
1000,ICT,total_energy_uj,102952.484750,34.092067,103011.076350,9.449839,50
1000,ICT,total_listening_energy_uj,102312.984600,33.768100,102370.858825,9.360040,50
1000,ICT,total_transmission_energy_uj,639.500150,0.724439,640.565400,0.200804,50
1000,ICT,total_bits,1087929.580000,1340.714523,1089828.750000,371.627106,50
1000,ICT,avg_tag_bits,1024.239340,1.311884,1026.062450,0.363636,50
1000,ICT,avg_reader_bits,63.690240,0.077624,63.819100,0.021516,50
1000,ICT,avg_total_bits,1087.929580,1.340715,1089.828750,0.371627,50
1000,ICT,avg_query_efficiency,1.001001,0.000000,1.001001,0.000000,50
1000,ICT,peak_stack_depth,11.400000,0.571429,12.000000,0.158392,50
1000,ICT,avg_tag_responses,11.292840,0.015612,11.314750,0.004327,50
1000,LAPCT,total_protocol_time_ms,2569.672100,0.242334,2570.074437,0.067172,50
1000,LAPCT,throughput_tags_per_sec,389.154713,0.036698,389.204442,0.010172,50
1000,LAPCT,system_efficiency,0.490206,0.000311,0.490918,0.000086,50
1000,LAPCT,collision_slots,1039.960000,1.292995,1041.000000,0.358400,50
1000,LAPCT,idle_slots,0.000000,0.000000,0.000000,0.000000,50
1000,LAPCT,total_energy_uj,129697.017648,21.458273,129734.598325,5.947930,50
1000,LAPCT,total_listening_energy_uj,129070.689557,21.290971,129109.059625,5.901556,50
1000,LAPCT,total_transmission_energy_uj,626.328090,1.484359,628.971850,0.411443,50
1000,LAPCT,total_bits,809396.580000,2862.497098,814458.700000,793.443715,50
1000,LAPCT,avg_tag_bits,661.643380,2.827977,666.633500,0.783875,50
1000,LAPCT,avg_reader_bits,147.753200,0.050066,147.831750,0.013878,50
1000,LAPCT,avg_total_bits,809.396580,2.862497,814.458700,0.793444,50
1000,LAPCT,avg_query_efficiency,0.961577,0.001197,0.964320,0.000332,50
1000,LAPCT,peak_stack_depth,14.320000,0.793854,15.000000,0.220045,50
1000,LAPCT,avg_tag_responses,8.316040,0.031382,8.370000,0.008699,50
1000,NLHQT(n=1),total_protocol_time_ms,2528.744575,29.657876,2579.192812,8.220744,50
1000,NLHQT(n=1),throughput_tags_per_sec,395.506159,4.612653,401.127335,1.278562,50
1000,NLHQT(n=1),system_efficiency,0.256875,0.003655,0.261370,0.001013,50
1000,NLHQT(n=1),collision_slots,2893.720000,55.775073,2988.500000,15.460061,50
1000,NLHQT(n=1),idle_slots,0.000000,0.000000,0.000000,0.000000,50
1000,NLHQT(n=1),total_energy_uj,127136.463020,1938.234375,130521.221837,537.251159,50
1000,NLHQT(n=1),total_listening_energy_uj,126872.061550,1936.322609,130253.365637,536.721244,50
1000,NLHQT(n=1),total_transmission_energy_uj,264.401470,2.152016,268.071300,0.596508,50
1000,NLHQT(n=1),total_bits,285427.220000,1123.115788,287345.250000,311.311814,50
1000,NLHQT(n=1),avg_tag_bits,204.301980,0.064696,204.415600,0.017933,50
1000,NLHQT(n=1),avg_reader_bits,81.125240,1.060334,82.932450,0.293910,50
1000,NLHQT(n=1),avg_total_bits,285.427220,1.123116,287.345250,0.311312,50
1000,NLHQT(n=1),avg_query_efficiency,0.345701,0.006605,0.353857,0.001831,50
1000,NLHQT(n=1),peak_stack_depth,11.400000,0.571429,12.000000,0.158392,50
1000,NLHQT(n=1),avg_tag_responses,13.301980,0.064696,13.415600,0.017933,50
1000,NLHQT(n=2),total_protocol_time_ms,1809.434600,16.325738,1830.199125,4.525264,50
1000,NLHQT(n=2),throughput_tags_per_sec,552.702857,4.980123,559.816036,1.380420,50
1000,NLHQT(n=2),system_efficiency,0.354198,0.003161,0.358880,0.000876,50
1000,NLHQT(n=2),collision_slots,1823.500000,25.245125,1861.200000,6.997592,50
1000,NLHQT(n=2),idle_slots,0.000000,0.000000,0.000000,0.000000,50
1000,NLHQT(n=2),total_energy_uj,90887.785205,1062.575678,92577.825088,294.530951,50
1000,NLHQT(n=2),total_listening_energy_uj,90665.023125,1061.460900,92354.208387,294.221951,50
1000,NLHQT(n=2),total_transmission_energy_uj,222.762080,1.252217,224.396700,0.347097,50
1000,NLHQT(n=2),total_bits,265732.120000,674.471816,266614.800000,186.954049,50
1000,NLHQT(n=2),avg_tag_bits,205.801440,0.066779,205.893100,0.018510,50
1000,NLHQT(n=2),avg_reader_bits,59.930680,0.610049,60.726200,0.169097,50
1000,NLHQT(n=2),avg_total_bits,265.732120,0.674472,266.614800,0.186954,50
1000,NLHQT(n=2),avg_query_efficiency,0.548499,0.007572,0.559769,0.002099,50
1000,NLHQT(n=2),peak_stack_depth,15.940000,0.866850,17.000000,0.240279,50
1000,NLHQT(n=2),avg_tag_responses,7.900720,0.033390,7.946550,0.009255,50
1000,SD-CGQT,total_protocol_time_ms,598.826500,32.915925,657.650250,9.123829,50
1000,SD-CGQT,throughput_tags_per_sec,1674.924293,92.878600,1826.370751,25.744635,50
1000,SD-CGQT,system_efficiency,0.413101,0.005303,0.422503,0.001470,50
1000,SD-CGQT,collision_slots,407.040000,18.621866,435.550000,5.161718,50
1000,SD-CGQT,idle_slots,0.000000,0.000000,0.000000,0.000000,50
1000,SD-CGQT,total_energy_uj,26763.864572,1932.516896,30096.609550,535.666354,50
1000,SD-CGQT,total_listening_energy_uj,26617.411613,1927.952134,29941.899425,534.401067,50
1000,SD-CGQT,total_transmission_energy_uj,146.452960,5.174144,155.107850,1.434200,50
1000,SD-CGQT,total_bits,228969.860000,7084.002587,240863.500000,1963.585337,50
1000,SD-CGQT,avg_tag_bits,207.657840,6.037380,217.746100,1.673476,50
1000,SD-CGQT,avg_reader_bits,21.312020,1.143991,23.229250,0.317098,50
1000,SD-CGQT,avg_total_bits,228.969860,7.084003,240.863500,1.963585,50
1000,SD-CGQT,avg_query_efficiency,2.461857,0.113851,2.647769,0.031558,50
1000,SD-CGQT,avg_tag_responses,9.302780,0.234286,9.630200,0.064941,50
1000,SGCT,total_protocol_time_ms,1754.287975,13.151090,1775.253563,3.645296,50
1000,SGCT,throughput_tags_per_sec,570.063174,4.265463,576.442656,1.182326,50
1000,SGCT,system_efficiency,0.673260,0.003962,0.679602,0.001098,50
1000,SGCT,collision_slots,485.360000,8.747618,500.200000,2.424716,50
1000,SGCT,idle_slots,0.000000,0.000000,0.000000,0.000000,50
1000,SGCT,total_energy_uj,89409.462118,1078.382712,91050.094575,298.912437,50
1000,SGCT,total_listening_energy_uj,89239.873767,1077.645040,90879.894000,298.707965,50
1000,SGCT,total_transmission_energy_uj,169.588350,1.102864,171.510475,0.305698,50
1000,SGCT,total_bits,182311.260000,639.814954,183391.100000,177.347657,50
1000,SGCT,avg_tag_bits,130.022780,0.144171,130.259750,0.039962,50
1000,SGCT,avg_reader_bits,52.288480,0.523621,53.184650,0.145140,50
1000,SGCT,avg_total_bits,182.311260,0.639815,183.391100,0.177348,50
1000,SGCT,avg_query_efficiency,2.060981,0.037083,2.121118,0.010279,50
1000,SGCT,peak_stack_depth,231.560000,3.523449,237.100000,0.976650,50
1000,SGCT,progressive_probe_count,249.140000,5.368122,258.000000,1.487968,50
1000,SGCT,signature_grouping_trigger_count,237.220000,3.791989,243.550000,1.051086,50
1000,SGCT,local_short_id_trigger_count,232.560000,3.523449,238.100000,0.976650,50
1000,SGCT,signature_groups_pruned,58373.700000,896.230320,59784.750000,248.422370,50
1000,SGCT,sparse_signature_groups,1236.220000,3.791989,1242.550000,1.051086,50
1000,SGCT,signature_marker_bits,1990.120000,5.101580,1999.000000,1.414086,50
1000,SGCT,signature_marker_tag_bits,1990.120000,5.101580,1999.000000,1.414086,50
1000,SGCT,signature_non_idle_marker_count,1236.220000,3.791989,1242.550000,1.051086,50
1000,SGCT,signature_collision_groups,236.220000,3.791989,242.550000,1.051086,50
1000,SGCT,signature_singleton_groups,1000.000000,0.000000,1000.000000,0.000000,50
1000,SGCT,low_d_fallback_count,0.000000,0.000000,0.000000,0.000000,50
1000,SGCT,suffix_signature_trigger_count,0.000000,0.000000,0.000000,0.000000,50
1000,SGCT,hash_short_id_round_count,0.000000,0.000000,0.000000,0.000000,50
1000,SGCT,hash_short_id_split_count,0.000000,0.000000,0.000000,0.000000,50
1000,SGCT,hash_short_id_collision_groups,0.000000,0.000000,0.000000,0.000000,50
1000,SGCT,hash_short_id_singleton_groups,0.000000,0.000000,0.000000,0.000000,50
1000,SGCT,small_cluster_guard_count,0.000000,0.000000,0.000000,0.000000,50
1000,SGCT,max_signature_d,8.000000,0.000000,8.000000,0.000000,50
1000,SGCT,epc_verification_count,1000.000000,0.000000,1000.000000,0.000000,50
1000,SGCT,verify_fail_count,0.000000,0.000000,0.000000,0.000000,50
1000,SGCT,avg_tag_responses,4.004280,0.013165,4.026200,0.003649,50
1000,SUBF-CGDFSA,total_protocol_time_ms,1165.339350,27.932685,1206.922875,7.742545,50
1000,SUBF-CGDFSA,throughput_tags_per_sec,858.603761,20.638553,888.469269,5.720715,50
1000,SUBF-CGDFSA,system_efficiency,0.000000,0.000000,0.000000,0.000000,50
1000,SUBF-CGDFSA,collision_slots,0.000000,0.000000,0.000000,0.000000,50
1000,SUBF-CGDFSA,idle_slots,0.000000,0.000000,0.000000,0.000000,50
1000,SUBF-CGDFSA,total_energy_uj,58309.901690,1527.172292,61077.893950,423.310562,50
1000,SUBF-CGDFSA,total_listening_energy_uj,58195.569530,1523.231323,60956.476150,422.218182,50
1000,SUBF-CGDFSA,total_transmission_energy_uj,114.332160,4.683870,121.608000,1.298303,50
1000,SUBF-CGDFSA,total_bits,223880.640000,9160.602515,238266.000000,2539.189470,50
1000,SUBF-CGDFSA,avg_tag_bits,222.286080,9.098811,236.616000,2.522062,50
1000,SUBF-CGDFSA,avg_reader_bits,1.594560,0.194311,1.882100,0.053860,50
1000,SUBF-CGDFSA,avg_total_bits,223.880640,9.160603,238.266000,2.539189,50
1000,SUBF-CGDFSA,avg_query_efficiency,1000.000000,0.000000,1000.000000,0.000000,50
2000,DQTA(k_max=3),total_protocol_time_ms,3230.571300,32.247804,3289.755625,8.938635,50
2000,DQTA(k_max=3),throughput_tags_per_sec,619.145881,6.168237,629.191474,1.709748,50
2000,DQTA(k_max=3),system_efficiency,0.330465,0.004511,0.338103,0.001250,50
2000,DQTA(k_max=3),collision_slots,1808.240000,29.349102,1860.500000,8.135156,50
2000,DQTA(k_max=3),idle_slots,2244.940000,68.423176,2340.650000,18.965937,50
2000,DQTA(k_max=3),total_energy_uj,325809.058680,4180.641099,333341.839962,1158.814591,50
2000,DQTA(k_max=3),total_listening_energy_uj,324902.963030,4176.453896,332428.293888,1157.653957,50
2000,DQTA(k_max=3),total_transmission_energy_uj,906.095650,4.756585,914.911475,1.318458,50
2000,DQTA(k_max=3),total_bits,1627641.560000,6415.591901,1639341.600000,1778.311347,50
2000,DQTA(k_max=3),avg_tag_bits,783.062490,2.704773,787.872900,0.749725,50
2000,DQTA(k_max=3),avg_reader_bits,30.758290,0.533282,31.753425,0.147818,50
2000,DQTA(k_max=3),avg_total_bits,813.820780,3.207796,819.670800,0.889156,50
2000,DQTA(k_max=3),avg_query_efficiency,1.106333,0.017916,1.133983,0.004966,50
2000,DQTA(k_max=3),peak_stack_depth,21.660000,0.717422,23.000000,0.198859,50
2000,DQTA(k_max=3),avg_tag_responses,4.384800,0.016370,4.413775,0.004538,50
2000,DRCT,total_protocol_time_ms,2983.477775,31.031461,3030.043312,8.601482,50
2000,DRCT,throughput_tags_per_sec,670.429307,6.936879,679.234325,1.922805,50
2000,DRCT,system_efficiency,0.346827,0.005202,0.353464,0.001442,50
2000,DRCT,collision_slots,2882.920000,43.542070,2953.400000,12.069246,50
2000,DRCT,idle_slots,884.920000,43.542070,955.400000,12.069246,50
2000,DRCT,total_energy_uj,299909.883915,3368.949816,304516.978481,933.825246,50
2000,DRCT,energy_per_tag_uj,149.954942,1.684475,152.258489,0.466913,50
2000,DRCT,total_reader_tx_energy_uj,217.510120,3.535119,223.262700,0.979885,50
2000,DRCT,total_tag_tx_energy_uj,140.958720,0.952782,142.551950,0.264098,50
2000,DRCT,total_listening_energy_uj,299551.415075,3365.522293,304152.539406,932.875185,50
2000,DRCT,total_transmission_energy_uj,358.468840,4.062023,364.448100,1.125935,50
2000,DRCT,total_bits,390672.500000,3138.568758,395055.600000,869.966875,50
2000,DRCT,avg_tag_bits,140.958720,0.952782,142.551950,0.264098,50
2000,DRCT,avg_reader_bits,54.377530,0.883780,55.815675,0.244971,50
2000,DRCT,avg_total_bits,195.336250,1.569284,197.527800,0.434983,50
2000,DRCT,avg_query_efficiency,0.693895,0.010411,0.707177,0.002886,50
2000,DRCT,peak_stack_depth,10.660000,0.626295,12.000000,0.173600,50
2000,DRCT,avg_tag_responses,12.297110,0.048308,12.379600,0.013390,50
2000,EAQ_CBB,total_protocol_time_ms,4475.898925,20.110359,4506.998625,5.574307,50
2000,EAQ_CBB,throughput_tags_per_sec,446.846467,2.010348,450.140778,0.557240,50
2000,EAQ_CBB,system_efficiency,0.545929,0.003616,0.551739,0.001002,50
2000,EAQ_CBB,collision_slots,1663.640000,24.219035,1700.400000,6.713174,50
2000,EAQ_CBB,idle_slots,0.000000,0.000000,0.000000,0.000000,50
2000,EAQ_CBB,total_energy_uj,448608.407655,2217.135082,452242.670381,614.558491,50
2000,EAQ_CBB,total_listening_energy_uj,447882.607635,2214.664633,451512.263581,613.873717,50
2000,EAQ_CBB,total_transmission_energy_uj,725.800020,2.941852,730.461250,0.815440,50
2000,EAQ_CBB,total_bits,574110.240000,3304.684817,579640.700000,916.011897,50
2000,EAQ_CBB,avg_tag_bits,140.806820,1.237343,142.893300,0.342974,50
2000,EAQ_CBB,avg_reader_bits,146.248300,0.440322,146.914200,0.122051,50
2000,EAQ_CBB,avg_total_bits,287.055120,1.652342,289.820350,0.458006,50
2000,EAQ_CBB,avg_query_efficiency,1.202434,0.017580,1.230845,0.004873,50
2000,EAQ_CBB,peak_stack_depth,493.480000,2.957108,499.000000,0.819669,50
2000,EAQ_CBB,avg_tag_responses,3.790340,0.026750,3.834950,0.007415,50
2000,EMDT,total_protocol_time_ms,2699.543450,38.033229,2759.594875,10.542273,50
2000,EMDT,throughput_tags_per_sec,741.008029,10.288215,754.384681,2.851748,50
2000,EMDT,system_efficiency,0.582827,0.011905,0.597715,0.003300,50
2000,EMDT,collision_slots,1057.760000,42.076490,1126.150000,11.663008,50
2000,EMDT,idle_slots,375.220000,30.724111,419.850000,8.516289,50
2000,EMDT,total_energy_uj,270542.627125,4527.664671,274896.573675,1255.004618,50
2000,EMDT,total_listening_energy_uj,270282.758325,4527.157014,274636.309475,1254.863902,50
2000,EMDT,total_transmission_energy_uj,259.868800,1.170545,261.832000,0.324458,50
2000,EMDT,total_bits,345811.760000,718.296697,346916.000000,199.101686,50
2000,EMDT,avg_tag_bits,143.918240,0.262461,144.000000,0.072750,50
2000,EMDT,avg_reader_bits,28.987640,0.297333,29.476150,0.082416,50
2000,EMDT,avg_total_bits,172.905880,0.359148,173.458000,0.099551,50
2000,EMDT,avg_query_efficiency,1.893593,0.072086,1.986097,0.019981,50
2000,EMDT,peak_stack_depth,37.720000,1.654185,40.550000,0.458517,50
2000,EMDT,avg_tag_responses,4.825880,0.041562,4.888275,0.011520,50
2000,FHS_RAC,total_protocol_time_ms,3051.238150,12.082230,3071.152437,3.349023,50
2000,FHS_RAC,throughput_tags_per_sec,655.481679,2.593231,658.982613,0.718807,50
2000,FHS_RAC,system_efficiency,0.556569,0.003694,0.561672,0.001024,50
2000,FHS_RAC,collision_slots,1259.520000,11.496654,1277.000000,3.186710,50
2000,FHS_RAC,idle_slots,334.080000,17.595036,365.000000,4.877095,50
2000,FHS_RAC,total_energy_uj,305635.741657,1274.052485,307518.876756,353.149331,50
2000,FHS_RAC,total_listening_energy_uj,305294.786477,1272.489543,307175.880431,352.716106,50
2000,FHS_RAC,total_transmission_energy_uj,340.955180,1.684140,343.686175,0.466820,50
2000,FHS_RAC,total_bits,321792.280000,819.222430,323155.550000,227.076872,50
2000,FHS_RAC,avg_tag_bits,100.876460,0.028860,100.912325,0.008000,50
2000,FHS_RAC,avg_reader_bits,60.019680,0.425020,60.702800,0.117809,50
2000,FHS_RAC,avg_total_bits,160.896140,0.409611,161.577775,0.113538,50
2000,FHS_RAC,avg_query_efficiency,1.588036,0.014479,1.609010,0.004013,50
