BINARY_LENGTH,id_distribution,TOTAL_TAGS,ber,enable_refined_energy_model,enable_resource_monitoring,experiment_name,point_seed,algorithm_seed,total_protocol_time_us,total_reader_bits,total_tag_bits,total_steps,total_listening_energy_uj,total_transmission_energy_uj,total_energy_uj,identified_tags_count,success_slots,idle_slots,collision_slots,progressive_probe_count,signature_grouping_trigger_count,local_short_id_trigger_count,signature_groups_pruned,sparse_signature_groups,signature_marker_bits,signature_marker_tag_bits,signature_non_idle_marker_count,signature_collision_groups,signature_singleton_groups,low_d_fallback_count,suffix_signature_trigger_count,hash_short_id_round_count,hash_short_id_split_count,hash_short_id_collision_groups,hash_short_id_singleton_groups,max_signature_d,epc_verification_count,verify_fail_count,avg_tag_responses,small_cluster_guard_count,throughput_tags_per_sec,algorithm_name,run_id,peak_stack_depth,ovg_trigger_count,hbmt_ovg_trigger_count,fallback_invocation_count,prefix_stagnation_trigger_count,prefix_stag_score_trigger_count,repeated_pattern_trigger_count,ovg_rehash_count,ovg_width_up_count,ovg_width_down_count,ovg_no_singleton_count,ovg_success_count,post_ovg_singleton_count,ovg_fallback_avoid_count,inspect_collision_count,fcw_cache_created_count,fcw_cache_hit_count,fcw_cache_hit_ratio,fcw_fast_path_count,fcw_width_up_count,fcw_width_down_count,adaptive_cbit_r4_count,multibit_fallback_count,mode_lock1_count,mode_lock2_count,mode_cbit_count,mode_pivot_count,mode_ovg_count,mode_fallback_count,fallback_invocation_ratio,min_tag_responses,max_tag_responses,drct_query_count,drct_r0_collision_count,drct_r1_collision_count,drct_r1_sedepth_increment_count,check_answer_alias_count,drct_random_check_count,drct_unresolved_stack_empty_count,peak_unidentified_tags_count,total_slots,system_efficiency,avg_tag_bits,avg_reader_bits,total_bits,avg_total_bits,avg_query_efficiency,total_protocol_time_ms,signature_grouping_trigger_count.1,sparse_signature_groups.1,signature_groups_pruned.1,signature_marker_tag_bits.1,signature_collision_groups.1,signature_singleton_groups.1,max_signature_d.1,total_reader_tx_energy_uj,total_tag_tx_energy_uj,energy_per_tag_uj,channel_use_ratio
96,random,1000,0.000000,True,True,formal_main_scalability_uniform,1524004277,3673428094,1600262.500000,29640.000000,723249.000000,3345,81632.399750,420.904500,82053.304250,1000,1000,1002,895,,,,,,,,,,,,,,,,,,,,4.027000,,624.897478,DQTA(k_max=3),0,21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2897,0.345185,723.249000,29.640000,752889.000000,752.889000,1.117318,1600.262500,,,,,,,,,,,
96,random,2000,0.000000,True,True,formal_main_scalability_uniform,2543363866,3100885707,3237495.000000,61724.000000,1565838.000000,7020,323968.726500,906.367000,324875.093500,2000,2000,2303,1811,,,,,,,,,,,,,,,,,,,,4.384500,,617.761572,DQTA(k_max=3),0,22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6114,0.327118,782.919000,30.862000,1627562.000000,813.781000,1.104362,3237.495000,,,,,,,,,,,
96,random,3000,0.000000,True,True,formal_main_scalability_uniform,355316633,2614597381,4739701.250000,90839.000000,2434946.000000,10124,717373.291625,1399.151000,718772.442625,3000,3000,3192,2621,,,,,,,,,,,,,,,,,,,,4.558667,,632.951286,DQTA(k_max=3),0,23.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8813,0.340406,811.648667,30.279667,2525785.000000,841.928333,1.144601,4739.701250,,,,,,,,,,,
96,random,4000,0.000000,True,True,formal_main_scalability_uniform,1618061584,4174948092,6399051.250000,125760.000000,3345602.000000,13582,1294506.321000,1924.321000,1296430.642000,4000,4000,4225,3571,,,,,,,,,,,,,,,,,,,,4.710500,,625.092665,DQTA(k_max=3),0,23.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11796,0.339098,836.400500,31.440000,3471362.000000,867.840500,1.120134,6399.051250,,,,,,,,,,,
96,random,5000,0.000000,True,True,formal_main_scalability_uniform,2859657486,3961689347,7966200.000000,158005.000000,4258515.000000,16736,1996513.013500,2445.267500,1998958.281000,5000,5000,5068,4445,,,,,,,,,,,,,,,,,,,,4.804200,,627.651829,DQTA(k_max=3),0,24.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14513,0.344519,851.703000,31.601000,4416520.000000,883.304000,1.124859,7966.200000,,,,,,,,,,,
96,random,6000,0.000000,True,True,formal_main_scalability_uniform,1272437194,1130254529,9716313.750000,196193.000000,5214298.000000,20362,2913750.280500,2999.535000,2916749.815500,6000,6000,6140,5481,,,,,,,,,,,,,,,,,,,,4.910167,,617.518141,DQTA(k_max=3),0,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17621,0.340503,869.049667,32.698833,5410491.000000,901.748500,1.094691,9716.313750,,,,,,,,,,,
96,random,7000,0.000000,True,True,formal_main_scalability_uniform,1368844119,4102083945,11381071.250000,231409.000000,6170020.000000,23884,3993475.703750,3547.828000,3997023.531750,7000,7000,7228,6437,,,,,,,,,,,,,,,,,,,,4.986000,,615.056338,DQTA(k_max=3),0,24.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20665,0.338737,881.431429,33.058429,6401429.000000,914.489857,1.087463,11381.071250,,,,,,,,,,,
96,random,8000,0.000000,True,True,formal_main_scalability_uniform,438879622,3460327388,13170765.000000,270727.000000,7158063.000000,27812,5255336.703250,4120.485500,5259457.188750,8000,8000,8566,7497,,,,,,,,,,,,,,,,,,,,5.067750,,607.405872,DQTA(k_max=3),0,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24063,0.332461,894.757875,33.840875,7428790.000000,928.598750,1.067094,13170.765000,,,,,,,,,,,
96,random,9000,0.000000,True,True,formal_main_scalability_uniform,2151577217,281704255,14758077.500000,303475.000000,8122520.000000,31266,6647463.927375,4668.210000,6652132.137375,9000,9000,9700,8377,,,,,,,,,,,,,,,,,,,,5.115444,,609.835529,DQTA(k_max=3),0,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27077,0.332385,902.502222,33.719444,8425995.000000,936.221667,1.074370,14758.077500,,,,,,,,,,,
96,random,10000,0.000000,True,True,formal_main_scalability_uniform,4112675601,1830559599,16301643.750000,335112.000000,9098018.000000,34674,8150632.112125,5219.233000,8155851.345125,10000,10000,10851,9215,,,,,,,,,,,,,,,,,,,,5.161000,,613.435072,DQTA(k_max=3),0,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30066,0.332602,909.801800,33.511200,9433130.000000,943.313000,1.085187,16301.643750,,,,,,,,,,,
96,random,1000,0.000000,True,True,formal_main_scalability_uniform,1447008635,3731264894,1607352.500000,29681.000000,722706.000000,3437,80735.391375,420.715000,81156.106375,1000,1000,1091,897,,,,,,,,,,,,,,,,,,,,4.024000,,622.141067,DQTA(k_max=3),1,19.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988,0.334672,722.706000,29.681000,752387.000000,752.387000,1.114827,1607.352500,,,,,,,,,,,
96,random,2000,0.000000,True,True,formal_main_scalability_uniform,399003040,3842308864,3230467.500000,61481.000000,1563998.000000,6946,327260.876250,904.961000,328165.837250,2000,2000,2232,1809,,,,,,,,,,,,,,,,,,,,4.378000,,619.105439,DQTA(k_max=3),1,23.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6041,0.331071,781.999000,30.740500,1625479.000000,812.739500,1.105583,3230.467500,,,,,,,,,,,
96,random,3000,0.000000,True,True,formal_main_scalability_uniform,2775687662,568584319,4799193.750000,92453.000000,2437817.000000,10409,720647.670250,1403.814500,722051.484750,3000,3000,3411,2665,,,,,,,,,,,,,,,,,,,,4.564667,,625.104998,DQTA(k_max=3),1,23.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9076,0.330542,812.605667,30.817667,2530270.000000,843.423333,1.125704,4799.193750,,,,,,,,,,,
96,random,4000,0.000000,True,True,formal_main_scalability_uniform,3344695180,3411869283,6366137.500000,124374.000000,3336671.000000,13621,1273088.229750,1917.083500,1275005.313250,4000,4000,4318,3535,,,,,,,,,,,,,,,,,,,,4.696750,,628.324475,DQTA(k_max=3),1,25.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11853,0.337467,834.167750,31.093500,3461045.000000,865.261250,1.131542,6366.137500,,,,,,,,,,,
96,random,5000,0.000000,True,True,formal_main_scalability_uniform,2570961563,3981982832,8105067.500000,162026.000000,4279176.000000,17241,2035801.002375,2463.640000,2038264.642375,5000,5000,5402,4559,,,,,,,,,,,,,,,,,,,,4.829200,,616.898009,DQTA(k_max=3),1,25.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14961,0.334202,855.835200,32.405200,4441202.000000,888.240400,1.096732,8105.067500,,,,,,,,,,,
96,random,6000,0.000000,True,True,formal_main_scalability_uniform,1703528080,2290342716,9716841.250000,195905.000000,5204363.000000,20498,2905126.059125,2993.991500,2908120.050625,6000,6000,6288,5473,,,,,,,,,,,,,,,,,,,,4.900333,,617.484617,DQTA(k_max=3),1,25.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17761,0.337819,867.393833,32.650833,5400268.000000,900.044667,1.096291,9716.841250,,,,,,,,,,,
96,random,7000,0.000000,True,True,formal_main_scalability_uniform,2402031391,1939838995,11346057.500000,230049.000000,6162745.000000,23876,3975543.979125,3541.470500,3979085.449625,7000,7000,7274,6401,,,,,,,,,,,,,,,,,,,,4.979571,,616.954391,DQTA(k_max=3),1,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20675,0.338573,880.392143,32.864143,6392794.000000,913.256286,1.093579,11346.057500,,,,,,,,,,,
96,random,8000,0.000000,True,True,formal_main_scalability_uniform,4243725997,1492412683,13102640.000000,268997.000000,7135810.000000,27587,5247000.329250,4105.899000,5251106.228250,8000,8000,8431,7437,,,,,,,,,,,,,,,,,,,,5.051500,,610.563978,DQTA(k_max=3),1,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23868,0.335177,891.976250,33.624625,7404807.000000,925.600875,1.075703,13102.640000,,,,,,,,,,,
96,random,9000,0.000000,True,True,formal_main_scalability_uniform,991600453,2441959757,14666312.500000,300257.000000,8107862.000000,31225,6602563.245375,4654.445000,6607217.690375,9000,9000,9797,8285,,,,,,,,,,,,,,,,,,,,5.105889,,613.651182,DQTA(k_max=3),1,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27082,0.332324,900.873556,33.361889,8408119.000000,934.235444,1.086301,14666.312500,,,,,,,,,,,
96,random,10000,0.000000,True,True,formal_main_scalability_uniform,400238259,1031704609,16362983.750000,336657.000000,9095075.000000,35013,8192005.760625,5220.851500,8197226.612125,10000,10000,11127,9257,,,,,,,,,,,,,,,,,,,,5.159200,,611.135484,DQTA(k_max=3),1,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30384,0.329121,909.507500,33.665700,9431732.000000,943.173200,1.080264,16362.983750,,,,,,,,,,,
96,random,1000,0.000000,True,True,formal_main_scalability_uniform,1004529748,783743983,1633010.000000,30608.000000,726246.000000,3450,82625.701000,424.339000,83050.040000,1000,1000,1065,923,,,,,,,,,,,,,,,,,,,,4.045000,,612.366121,DQTA(k_max=3),2,20.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988,0.334672,726.246000,30.608000,756854.000000,756.854000,1.083424,1633.010000,,,,,,,,,,,
96,random,2000,0.000000,True,True,formal_main_scalability_uniform,1934189188,1280907271,3267791.250000,62818.000000,1570896.000000,7020,331337.843125,911.084000,332248.927125,2000,2000,2255,1843,,,,,,,,,,,,,,,,,,,,4.399500,,612.034199,DQTA(k_max=3),2,22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6098,0.327976,785.448000,31.409000,1633714.000000,816.857000,1.085187,3267.791250,,,,,,,,,,,
96,random,3000,0.000000,True,True,formal_main_scalability_uniform,1704566803,3129817179,4806042.500000,92950.000000,2442684.000000,10296,723644.429250,1407.242000,725051.671250,3000,3000,3277,2679,,,,,,,,,,,,,,,,,,,,4.574000,,624.214205,DQTA(k_max=3),2,22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8956,0.334971,814.228000,30.983333,2535634.000000,845.211333,1.119821,4806.042500,,,,,,,,,,,
96,random,4000,0.000000,True,True,formal_main_scalability_uniform,1518130341,1141010707,6397496.250000,125711.000000,3338572.000000,13463,1276150.510000,1920.708000,1278071.218000,4000,4000,4097,3577,,,,,,,,,,,,,,,,,,,,4.698750,,625.244603,DQTA(k_max=3),2,23.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11674,0.342642,834.643000,31.427750,3464283.000000,866.070750,1.118256,6397.496250,,,,,,,,,,,
96,random,5000,0.000000,True,True,formal_main_scalability_uniform,4002574284,356057080,8058277.500000,160327.000000,4268685.000000,17138,2034029.215750,2454.996500,2036484.212250,5000,5000,5362,4517,,,,,,,,,,,,,,,,,,,,4.816000,,620.479997,DQTA(k_max=3),2,25.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14879,0.336044,853.737000,32.065400,4429012.000000,885.802400,1.106929,8058.277500,,,,,,,,,,,
96,random,6000,0.000000,True,True,formal_main_scalability_uniform,650340179,261547109,9773327.500000,198185.000000,5214134.000000,20408,2946808.303250,3003.437000,2949811.740250,6000,6000,6102,5537,,,,,,,,,,,,,,,,,,,,4.910000,,613.915783,DQTA(k_max=3),2,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17639,0.340155,869.022333,33.030833,5412319.000000,902.053167,1.083619,9773.327500,,,,,,,,,,,
96,random,7000,0.000000,True,True,formal_main_scalability_uniform,3830174249,1324905518,11432653.750000,233202.000000,6168008.000000,23978,3993028.100375,3550.408000,3996578.508375,7000,7000,7253,6483,,,,,,,,,,,,,,,,,,,,4.984286,,612.281291,DQTA(k_max=3),2,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20736,0.337577,881.144000,33.314571,6401210.000000,914.458571,1.079747,11432.653750,,,,,,,,,,,
96,random,8000,0.000000,True,True,formal_main_scalability_uniform,2717974811,2574807970,13041612.500000,266218.000000,7133552.000000,27620,5233623.321750,4099.212000,5237722.533750,8000,8000,8557,7375,,,,,,,,,,,,,,,,,,,,5.049125,,613.421078,DQTA(k_max=3),2,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23932,0.334280,891.694000,33.277250,7399770.000000,924.971250,1.084746,13041.612500,,,,,,,,,,,
96,random,9000,0.000000,True,True,formal_main_scalability_uniform,218990062,1913492088,14795605.000000,305129.000000,8125821.000000,31356,6666004.583375,4673.168500,6670677.751875,9000,9000,9742,8409,,,,,,,,,,,,,,,,,,,,5.118444,,608.288745,DQTA(k_max=3),2,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27151,0.331480,902.869000,33.903222,8430950.000000,936.772222,1.070282,14795.605000,,,,,,,,,,,
96,random,10000,0.000000,True,True,formal_main_scalability_uniform,3809764177,4090591903,16360230.000000,336654.000000,9101910.000000,34938,8191973.909500,5224.263000,8197198.172500,10000,10000,11049,9259,,,,,,,,,,,,,,,,,,,,5.163200,,611.238351,DQTA(k_max=3),2,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30308,0.329946,910.191000,33.665400,9438564.000000,943.856400,1.080030,16360.230000,,,,,,,,,,,
96,random,1000,0.000000,True,True,formal_main_scalability_uniform,2963101339,2168445802,1623671.250000,30357.000000,723628.000000,3388,82661.944000,422.528000,83084.472000,1000,1000,1012,917,,,,,,,,,,,,,,,,,,,,4.029000,,615.888222,DQTA(k_max=3),3,20.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2929,0.341413,723.628000,30.357000,753985.000000,753.985000,1.090513,1623.671250,,,,,,,,,,,
96,random,2000,0.000000,True,True,formal_main_scalability_uniform,565340376,3586835508,3227697.500000,61577.000000,1567216.000000,6837,326795.004750,906.762000,327701.766750,2000,2000,2117,1813,,,,,,,,,,,,,,,,,,,,4.387000,,619.636753,DQTA(k_max=3),3,22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5930,0.337268,783.608000,30.788500,1628793.000000,814.396500,1.103144,3227.697500,,,,,,,,,,,
96,random,3000,0.000000,True,True,formal_main_scalability_uniform,496066026,1145214353,4746960.000000,91203.000000,2437313.000000,10055,715603.851625,1401.062500,717004.914125,3000,3000,3105,2633,,,,,,,,,,,,,,,,,,,,4.562667,,631.983417,DQTA(k_max=3),3,23.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8738,0.343328,812.437667,30.401000,2528516.000000,842.838667,1.139385,4746.960000,,,,,,,,,,,
96,random,4000,0.000000,True,True,formal_main_scalability_uniform,52593332,1973335899,6404603.750000,126034.000000,3343970.000000,13484,1290941.543000,1924.053000,1292865.596000,4000,4000,4109,3583,,,,,,,,,,,,,,,,,,,,4.707250,,624.550738,DQTA(k_max=3),3,22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11692,0.342114,835.992500,31.508500,3470004.000000,867.501000,1.116383,6404.603750,,,,,,,,,,,
96,random,5000,0.000000,True,True,formal_main_scalability_uniform,267988733,2692484439,8019702.500000,159835.000000,4259451.000000,16787,2003524.379375,2449.395500,2005973.774875,5000,5000,5041,4497,,,,,,,,,,,,,,,,,,,,4.805200,,623.464524,DQTA(k_max=3),3,24.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14538,0.343926,851.890200,31.967000,4419286.000000,883.857200,1.111852,8019.702500,,,,,,,,,,,
96,random,6000,0.000000,True,True,formal_main_scalability_uniform,1492261272,3813129078,9760935.000000,197652.000000,5221936.000000,20448,2939646.599500,3006.272000,2942652.871500,6000,6000,6163,5523,,,,,,,,,,,,,,,,,,,,4.917833,,614.695211,DQTA(k_max=3),3,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17686,0.339251,870.322667,32.942000,5419588.000000,903.264667,1.086366,9760.935000,,,,,,,,,,,
96,random,7000,0.000000,True,True,formal_main_scalability_uniform,149596474,2785289203,11427065.000000,232318.000000,6169271.000000,24184,4003191.891625,3549.271500,4006741.163125,7000,7000,7483,6467,,,,,,,,,,,,,,,,,,,,4.985143,,612.580746,DQTA(k_max=3),3,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20950,0.334129,881.324429,33.188286,6401589.000000,914.512714,1.082418,11427.065000,,,,,,,,,,,
96,random,8000,0.000000,True,True,formal_main_scalability_uniform,2771225274,2721555682,13024930.000000,265463.000000,7130446.000000,27754,5203527.044875,4096.149000,5207623.193875,8000,8000,8730,7349,,,,,,,,,,,,,,,,,,,,5.047125,,614.206756,DQTA(k_max=3),3,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24079,0.332240,891.305750,33.182875,7395909.000000,924.488625,1.088583,13024.930000,,,,,,,,,,,
96,random,9000,0.000000,True,True,formal_main_scalability_uniform,4155462995,373116975,14690951.250000,301483.000000,8115717.000000,31040,6607465.818000,4660.824500,6612126.642500,9000,9000,9558,8321,,,,,,,,,,,,,,,,,,,,5.110889,,612.622004,DQTA(k_max=3),3,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26879,0.334834,901.746333,33.498111,8417200.000000,935.244444,1.081601,14690.951250,,,,,,,,,,,
96,random,10000,0.000000,True,True,formal_main_scalability_uniform,425311083,530433858,16435356.250000,339681.000000,9118539.000000,35101,8196328.872750,5238.631500,8201567.504250,10000,10000,11113,9325,,,,,,,,,,,,,,,,,,,,5.174100,,608.444371,DQTA(k_max=3),3,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30438,0.328537,911.853900,33.968100,9458220.000000,945.822000,1.072386,16435.356250,,,,,,,,,,,
96,random,1000,0.000000,True,True,formal_main_scalability_uniform,1287624994,2719472534,1634806.250000,30659.000000,727100.000000,3452,82585.085500,424.868000,83009.953500,1000,1000,1064,925,,,,,,,,,,,,,,,,,,,,4.050000,,611.693282,DQTA(k_max=3),4,17.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989,0.334560,727.100000,30.659000,757759.000000,757.759000,1.081081,1634.806250,,,,,,,,,,,
96,random,2000,0.000000,True,True,formal_main_scalability_uniform,177730010,802096105,3173251.250000,59821.000000,1558009.000000,6748,319332.228250,898.646500,320230.874750,2000,2000,2106,1761,,,,,,,,,,,,,,,,,,,,4.360000,,630.268404,DQTA(k_max=3),4,22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5867,0.340890,779.004500,29.910500,1617830.000000,808.915000,1.135718,3173.251250,,,,,,,,,,,
96,random,3000,0.000000,True,True,formal_main_scalability_uniform,2402707068,2629284894,4796950.000000,92910.000000,2446606.000000,10208,720395.197750,1409.123000,721804.320750,3000,3000,3195,2675,,,,,,,,,,,,,,,,,,,,4.582333,,625.397388,DQTA(k_max=3),4,23.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8870,0.338219,815.535333,30.970000,2539516.000000,846.505333,1.121495,4796.950000,,,,,,,,,,,
96,random,4000,0.000000,True,True,formal_main_scalability_uniform,2644543901,135845068,6418788.750000,126142.000000,3346541.000000,13614,1301514.829500,1925.554500,1303440.384000,4000,4000,4227,3591,,,,,,,,,,,,,,,,,,,,4.710750,,623.170532,DQTA(k_max=3),4,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11818,0.338467,836.635250,31.535500,3472683.000000,868.170750,1.113896,6418.788750,,,,,,,,,,,
96,random,5000,0.000000,True,True,formal_main_scalability_uniform,2231270497,1830060671,7958707.500000,157703.000000,4257660.000000,16684,1992667.830375,2444.236000,1995112.066375,5000,5000,5022,4441,,,,,,,,,,,,,,,,,,,,4.802800,,628.242714,DQTA(k_max=3),4,24.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14463,0.345710,851.532000,31.540600,4415363.000000,883.072600,1.125873,7958.707500,,,,,,,,,,,
96,random,6000,0.000000,True,True,formal_main_scalability_uniform,3828609551,1777472371,9751245.000000,197295.000000,5214225.000000,20315,2939557.785125,3001.702500,2942559.487625,6000,6000,6033,5521,,,,,,,,,,,,,,,,,,,,4.909167,,615.306046,DQTA(k_max=3),4,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17554,0.341802,869.037500,32.882500,5411520.000000,901.920000,1.086760,9751.245000,,,,,,,,,,,
96,random,7000,0.000000,True,True,formal_main_scalability_uniform,3812533158,2818313812,11464726.250000,233894.000000,6181277.000000,24102,4020474.860750,3558.426500,4024033.287250,7000,7000,7335,6511,,,,,,,,,,,,,,,,,,,,4.995286,,610.568438,DQTA(k_max=3),4,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20846,0.335796,883.039571,33.413429,6415171.000000,916.453000,1.075104,11464.726250,,,,,,,,,,,
96,random,8000,0.000000,True,True,formal_main_scalability_uniform,2946292495,3472189709,13074996.250000,267554.000000,7151977.000000,27670,5226454.168000,4111.096500,5230565.264500,8000,8000,8559,7407,,,,,,,,,,,,,,,,,,,,5.063375,,611.854860,DQTA(k_max=3),4,28.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23966,0.333806,893.997125,33.444250,7419531.000000,927.441375,1.080059,13074.996250,,,,,,,,,,,
96,random,9000,0.000000,True,True,formal_main_scalability_uniform,141492132,641963767,14693732.500000,301657.000000,8114854.000000,31078,6617136.858625,4660.741000,6621797.599625,9000,9000,9596,8321,,,,,,,,,,,,,,,,,,,,5.110556,,612.506046,DQTA(k_max=3),4,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26917,0.334361,901.650444,33.517444,8416511.000000,935.167889,1.081601,14693.732500,,,,,,,,,,,
96,random,10000,0.000000,True,True,formal_main_scalability_uniform,2972946640,1436881201,16309733.750000,334806.000000,9090738.000000,34936,8137353.722250,5214.981000,8142568.703250,10000,10000,11125,9207,,,,,,,,,,,,,,,,,,,,5.156600,,613.130794,DQTA(k_max=3),4,27.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30332,0.329685,909.073800,33.480600,9425544.000000,942.554400,1.086130,16309.733750,,,,,,,,,,,
96,random,1000,0.000000,True,True,formal_main_scalability_uniform,2952082449,3988065667,1625337.500000,30358.000000,727405.000000,3450,82285.090250,424.418500,82709.508750,1000,1000,1077,915,,,,,,,,,,,,,,,,,,,,4.052000,,615.256831,DQTA(k_max=3),5,21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992,0.334225,727.405000,30.358000,757763.000000,757.763000,1.092896,1625.337500,,,,,,,,,,,
96,random,2000,0.000000,True,True,formal_main_scalability_uniform,629071541,1586178150,3231273.750000,61577.000000,1565809.000000,6953,327590.956375,906.058500,328497.014875,2000,2000,2239,1809,,,,,,,,,,,,,,,,,,,,4.384000,,618.950963,DQTA(k_max=3),5,21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6048,0.330688,782.904500,30.788500,1627386.000000,813.693000,1.105583,3231.273750,,,,,,,,,,,
96,random,3000,0.000000,True,True,formal_main_scalability_uniform,57449547,3902582170,4664340.000000,88395.000000,2419291.000000,9888,698725.157250,1386.435500,700111.592750,3000,3000,3052,2557,,,,,,,,,,,,,,,,,,,,4.526333,,643.177813,DQTA(k_max=3),5,23.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8609,0.348473,806.430333,29.465000,2507686.000000,835.895333,1.173250,4664.340000,,,,,,,,,,,
96,random,4000,0.000000,True,True,formal_main_scalability_uniform,3751472373,2847670275,6299300.000000,122856.000000,3331123.000000,13130,1266438.788625,1911.273500,1268350.062125,4000,4000,3887,3495,,,,,,,,,,,,,,,,,,,,4.687500,,634.991189,DQTA(k_max=3),5,24.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11382,0.351432,832.780750,30.714000,3453979.000000,863.494750,1.144492,6299.300000,,,,,,,,,,,
96,random,5000,0.000000,True,True,formal_main_scalability_uniform,1742053196,2765988390,8023361.250000,159694.000000,4260534.000000,16831,2010142.438125,2449.655000,2012592.093125,5000,5000,5082,4499,,,,,,,,,,,,,,,,,,,,4.806000,,623.180216,DQTA(k_max=3),5,26.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14581,0.342912,852.106800,31.938800,4420228.000000,884.045600,1.111358,8023.361250,,,,,,,,,,,
96,random,6000,0.000000,True,True,formal_main_scalability_uniform,4280561432,3320415834,9664948.750000,193584.000000,5203717.000000,20536,2912329.777500,2989.026500,2915318.804000,6000,6000,6407,5419,,,,,,,,,,,,,,,,,,,,4.899167,,620.799981,DQTA(k_max=3),5,25.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17826,0.336587,867.286167,32.264000,5397301.000000,899.550167,1.107215,9664.948750,,,,,,,,,,,
